,CHGB (1114)
ACH-000004,-0.034549736679022766
ACH-000005,0.19394792495578755
ACH-000007,0.05226096083941071
ACH-000009,0.004563216285706882
ACH-000011,0.011599291512959959
ACH-000012,0.21331274236605388
ACH-000013,-0.03875109628823704
ACH-000014,0.022971239058223496
ACH-000015,0.10840998861882647
ACH-000017,0.1622755395487283
ACH-000018,0.13631904811333154
ACH-000019,0.0985687669996077
ACH-000021,-0.018545116604751964
ACH-000022,-0.0052132741721775495
ACH-000025,-0.21263547506475192
ACH-000028,0.07737477181664057
ACH-000030,0.05470658943183607
ACH-000035,0.08882317444298905
ACH-000036,-0.1451561982176982
ACH-000037,-0.08843094202759083
ACH-000039,-0.005399365225873407
ACH-000040,0.020844191537037562
ACH-000041,-0.10695310183452736
ACH-000042,-0.07927098935745949
ACH-000045,0.060222089982120565
ACH-000047,0.10759638257313926
ACH-000052,-0.026657605347086017
ACH-000053,0.12800853659128786
ACH-000054,0.03802291041349521
ACH-000055,-0.13409229683534987
ACH-000060,-0.03653740917122854
ACH-000067,0.009091496098274731
ACH-000070,0.0607723715155884
ACH-000075,-0.18617974447631208
ACH-000078,0.06102269080629377
ACH-000082,0.058532258674956275
ACH-000085,0.005649929770060747
ACH-000086,0.007710685404626352
ACH-000087,-0.2438112851789865
ACH-000092,-0.03777333117851375
ACH-000095,-0.12540948187730447
ACH-000097,-0.09542402738226
ACH-000098,0.015828079147493932
ACH-000099,-0.021319849866149952
ACH-000108,0.07569390047687265
ACH-000113,-0.06261188670218278
ACH-000116,-0.0827224237905649
ACH-000118,-0.07169683456989089
ACH-000120,0.10237603278681452
ACH-000123,0.13294096735141936
ACH-000127,0.007886930787717657
ACH-000128,0.028579660792371495
ACH-000132,0.027426673844367224
ACH-000133,-0.14495624837970875
ACH-000137,-0.02483472072085276
ACH-000138,0.04530093202831582
ACH-000142,0.03184037146698722
ACH-000143,0.08088757192696865
ACH-000146,0.06410363439475464
ACH-000148,-0.05349948884294413
ACH-000150,-0.007308736294599961
ACH-000152,-0.0663198402141096
ACH-000153,0.10987582027162174
ACH-000159,0.08119543156572517
ACH-000160,-0.038939385482382384
ACH-000163,-0.02731569840217836
ACH-000167,0.0589506408921049
ACH-000168,0.04923013406624201
ACH-000169,-0.013778452708443741
ACH-000178,-0.05365823448210238
ACH-000183,0.08983097723607382
ACH-000188,0.03108786347683499
ACH-000189,-0.0010556505711560736
ACH-000190,-0.0621038454390985
ACH-000198,-0.02714290393515508
ACH-000203,-0.1857340494394356
ACH-000204,-0.1580893952630765
ACH-000206,-0.13568465432384474
ACH-000207,-0.14635263351026173
ACH-000208,0.11531773341385072
ACH-000210,0.11647947408448307
ACH-000211,-0.06458737944321473
ACH-000215,0.051100640646345334
ACH-000221,0.19564222701261885
ACH-000222,-0.09827076267783648
ACH-000223,0.049640284715068574
ACH-000226,-0.1885404073988974
ACH-000227,0.15658641761304742
ACH-000228,0.16045610645000388
ACH-000231,-0.09877693792287688
ACH-000232,-0.13930656796176458
ACH-000233,-0.00014614134794652467
ACH-000234,-0.05944565683320417
ACH-000235,0.0311160399667002
ACH-000237,-0.037769031187464434
ACH-000238,0.04802998387973214
ACH-000242,-0.21813351878455703
ACH-000243,-0.14886521467899674
ACH-000244,-0.09287982171638096
ACH-000246,0.058019024937201534
ACH-000248,0.1539938621492959
ACH-000250,-0.013351537615055285
ACH-000251,-0.18796395017524406
ACH-000252,0.11158386208320938
ACH-000253,-0.012436631819560685
ACH-000255,0.08627573275455211
ACH-000256,-0.15598558797188414
ACH-000257,-0.012878931367440888
ACH-000258,-0.009099244766888785
ACH-000259,0.01176644531857792
ACH-000260,0.03678551606893712
ACH-000261,0.01118711891836248
ACH-000262,-0.1745843038558186
ACH-000263,0.1081208379297832
ACH-000264,0.04728692099927175
ACH-000265,-0.00035367844810722457
ACH-000266,0.008762407940542265
ACH-000272,-0.023822931066597643
ACH-000274,0.08461931916374497
ACH-000277,0.0042676180626339795
ACH-000278,-0.11328273485829085
ACH-000279,0.050766623079345416
ACH-000280,0.08788724576319497
ACH-000281,0.07167704550897687
ACH-000288,0.0624233037727905
ACH-000291,0.015718725658382088
ACH-000293,-0.07353877393281275
ACH-000294,0.06257472222158088
ACH-000295,-0.042846590994849484
ACH-000296,-0.28643749049519085
ACH-000302,0.023181238852150027
ACH-000304,-0.2942660846511139
ACH-000307,-0.02646212275349832
ACH-000308,0.0008841939640315413
ACH-000310,-0.006449787452354137
ACH-000311,-0.03979969891911828
ACH-000312,-0.1195045911170802
ACH-000315,0.14308979771251085
ACH-000316,0.009225860668755977
ACH-000317,-0.05518939456544626
ACH-000318,0.1074861843454954
ACH-000319,0.1277579914098821
ACH-000320,-0.09286094741131606
ACH-000322,0.011192360688501015
ACH-000323,0.2263995703853627
ACH-000324,0.06931963144856253
ACH-000329,-0.09391175805908414
ACH-000330,0.16584090631600332
ACH-000331,-0.06343521532430671
ACH-000332,-0.029316384811341162
ACH-000334,0.09815547821622822
ACH-000335,-0.02121881687119152
ACH-000336,0.3365194372239982
ACH-000337,0.02294376253584188
ACH-000338,0.26423874068817016
ACH-000339,0.005775152536273115
ACH-000341,-0.041797577428629655
ACH-000348,-0.008422007661969206
ACH-000350,-0.08275896619804164
ACH-000352,-0.04335142480228794
ACH-000356,0.06463788092176176
ACH-000361,0.012906942842686479
ACH-000362,0.06463947255482509
ACH-000363,-0.10513336235385716
ACH-000364,0.05044294635062968
ACH-000365,0.07420314898478977
ACH-000366,0.09618620789371286
ACH-000368,-0.07364556123962003
ACH-000374,0.06716674849532085
ACH-000375,-0.11267917882892285
ACH-000376,-0.001313995748617344
ACH-000381,0.15674563163397073
ACH-000383,0.011753167462098368
ACH-000387,0.08239171752502203
ACH-000389,0.1922483030284006
ACH-000390,0.10134468959948456
ACH-000393,-0.01396794464858655
ACH-000395,0.07394069283093546
ACH-000396,0.3792213604523577
ACH-000397,0.033323419999311904
ACH-000401,0.15466120630587615
