,CCR5 (1234)
ACH-000004,-0.1609050705129864
ACH-000005,-0.1485384894098502
ACH-000007,-0.3307170285947005
ACH-000009,-0.2633533051227556
ACH-000011,-0.14072114849169026
ACH-000012,-0.2222418308124899
ACH-000013,-0.23702443222484865
ACH-000014,-0.20287323573286947
ACH-000015,-0.3294779793062793
ACH-000017,-0.08771425487717757
ACH-000018,-0.02852150198854802
ACH-000019,-0.14576573640534515
ACH-000021,-0.25419940382312634
ACH-000022,-0.4103969704926003
ACH-000025,-0.33525248540411906
ACH-000028,-0.23698906495515415
ACH-000030,-0.2791036011825222
ACH-000035,-0.10914736241321817
ACH-000036,-0.2356440978350188
ACH-000037,-0.24834785192697045
ACH-000039,-0.2720400091276627
ACH-000040,-0.2870151729544811
ACH-000041,-0.2622126620723054
ACH-000042,-0.2104700432773324
ACH-000045,-0.3333618189870685
ACH-000047,-0.2324311998212188
ACH-000052,-0.14161794202565928
ACH-000053,-0.279966177164262
ACH-000054,-0.2445110479723696
ACH-000055,-0.2107511078911836
ACH-000060,-0.18243014212771969
ACH-000067,-0.2615427709080606
ACH-000070,-0.23484909011217656
ACH-000075,-0.1786880267461875
ACH-000078,-0.18547249789454875
ACH-000082,-0.0855608499713278
ACH-000085,-0.5046746107706346
ACH-000086,-0.30178514720424504
ACH-000087,-0.18141523786935407
ACH-000092,-0.2606057311597813
ACH-000095,-0.16729988966198944
ACH-000097,-0.2115773841817832
ACH-000098,-0.24146641397755786
ACH-000099,-0.297090399777461
ACH-000108,-0.2858909640010301
ACH-000113,-0.2883378740436895
ACH-000116,-0.30829532823898986
ACH-000118,-0.2657020520742266
ACH-000120,-0.2259590965559152
ACH-000123,-0.19580092844463964
ACH-000127,-0.20768568332924967
ACH-000128,-0.2372865967610287
ACH-000132,-0.18407780667998325
ACH-000133,-0.21707888390861893
ACH-000137,-0.3013043082866569
ACH-000138,-0.21194174509178484
ACH-000142,-0.16030607659426502
ACH-000143,-0.16740501799119534
ACH-000146,-0.3126424103067648
ACH-000148,-0.14117028010199076
ACH-000150,-0.5232357805304186
ACH-000152,-0.3128872262739478
ACH-000153,-0.08844975295475371
ACH-000159,-0.27078877336590684
ACH-000160,-0.21984704430882088
ACH-000163,-0.21167201220476914
ACH-000167,-0.3670084098133745
ACH-000168,-0.4240560289831865
ACH-000169,-0.1912889855198473
ACH-000178,-0.2781595464722817
ACH-000183,-0.20340524366347115
ACH-000188,-0.2841662558433745
ACH-000189,-0.2374813470548073
ACH-000190,-0.059771886879308275
ACH-000198,-0.2794394823396921
ACH-000203,-0.6733569234933414
ACH-000204,-0.2380408870192649
ACH-000206,-0.37771127861302795
ACH-000207,-0.3581056174982841
ACH-000208,-0.22792595322767495
ACH-000210,-0.12038350085296395
ACH-000211,-0.2862456182243903
ACH-000215,-0.2276483862814119
ACH-000221,-0.17070424406682025
ACH-000222,-0.3127833062351446
ACH-000223,-0.19346006301841195
ACH-000226,-0.09557117823982343
ACH-000227,-0.16145006336221188
ACH-000228,-0.19548502346711727
ACH-000231,-0.3369082732253256
ACH-000232,-0.18804424315099805
ACH-000233,-0.24415797288809796
ACH-000234,-0.2108597519866783
ACH-000235,-0.2337522156755607
ACH-000237,-0.2973278205266316
ACH-000238,-0.3179186056398641
ACH-000242,-0.3685351335866473
ACH-000243,-0.21737577373903044
ACH-000244,-0.2422782508667173
ACH-000246,-0.2506672966735401
ACH-000248,-0.20338045105768748
ACH-000250,-0.20136188566127888
ACH-000251,-0.2572134846315906
ACH-000252,-0.1297580839056719
ACH-000253,-0.2955504467516459
ACH-000255,-0.2010483636481616
ACH-000256,-0.33759685713129833
ACH-000257,-0.17594102791142002
ACH-000258,-0.4569824408385306
ACH-000259,-0.2270465367646695
ACH-000260,-0.16969657337974434
ACH-000261,-0.1803337455472524
ACH-000262,-0.2795673611890594
ACH-000263,-0.2610941186317364
ACH-000264,-0.29193656125499345
ACH-000265,-0.20219420643348449
ACH-000266,-0.26287277846699586
ACH-000272,-0.3174979453362585
ACH-000274,-0.2070288644107257
ACH-000277,-0.3250296075559778
ACH-000278,-0.2547467874518808
ACH-000279,-0.14587799019436845
ACH-000280,-0.3594842008454829
ACH-000281,-0.3763474493490067
ACH-000288,-0.20739412391201054
ACH-000291,-0.1849135786942443
ACH-000293,-0.11109712478467204
ACH-000294,-0.3297744175721487
ACH-000295,-0.1062894946778298
ACH-000296,-0.2666910551612463
ACH-000302,-0.22120215989841469
ACH-000304,-0.4089214067285594
ACH-000307,-0.1804295998143473
ACH-000308,-0.2966412145411836
ACH-000310,-0.3066418301345547
ACH-000311,-0.3386010419035985
ACH-000312,-0.09869240912536137
ACH-000315,-0.04500584643606926
ACH-000316,-0.2175237158905793
ACH-000317,-0.13325202418686646
ACH-000318,-0.1509954787735254
ACH-000319,-0.13660166584004074
ACH-000320,-0.15252122761336065
ACH-000322,-0.019298964770842628
ACH-000323,-0.26866624305031106
ACH-000324,-0.1927307630514411
ACH-000329,-0.17751883064440588
ACH-000330,-0.10872776102512287
ACH-000331,-0.2008762669285296
ACH-000332,-0.2504881910294958
ACH-000334,-0.1989604775233004
ACH-000335,-0.22235515053073826
ACH-000336,-0.17870360870131174
ACH-000337,-0.2877418361718542
ACH-000338,-0.28129390572729696
ACH-000339,-0.2354127355938146
ACH-000341,-0.2474740972503325
ACH-000348,-0.184000202978926
ACH-000350,-0.12441493079902907
ACH-000352,-0.1802420665659102
ACH-000356,-0.14154857166727106
ACH-000361,-0.3740947785560073
ACH-000362,-0.3035767858065535
ACH-000363,-0.1639801116531598
ACH-000364,-0.19828420692385848
ACH-000365,-0.29229280205258484
ACH-000366,-0.1674815078179977
ACH-000368,-0.246400317081042
ACH-000374,-0.2560018110431817
ACH-000375,-0.09065077976860776
ACH-000376,-0.2508989109147185
ACH-000381,-0.13202330818066552
ACH-000383,-0.2810119366305908
ACH-000387,-0.2413508051772241
ACH-000389,-0.30906697820962153
ACH-000390,-0.3340848197218261
ACH-000393,-0.22988148647787654
ACH-000395,-0.4657658497049211
ACH-000396,-0.1909150884938617
ACH-000397,-0.19186610566497095
ACH-000401,-0.16997250724334625
ACH-000402,-0.2917809228750112
ACH-000403,-0.15854978802877476
ACH-000404,-0.5188777552450052
ACH-000406,-0.2717239734292685
ACH-000407,-0.2902900893176507
ACH-000408,-0.1763853700484661
ACH-000410,-0.23069724595203606
ACH-000411,-0.2643393288943622
ACH-000414,-0.26767538891805953
ACH-000415,-0.2948517351645618
ACH-000416,-0.22343924418259545
ACH-000420,-0.04817363945628315
ACH-000421,-0.12783451479159633
ACH-000424,-0.06633629185350554
ACH-000425,-0.2620397916336825
ACH-000426,-0.13533648487124014
ACH-000427,-0.10502740482066757
ACH-000433,-0.3525309793362452
ACH-000435,-0.2852843290915246
ACH-000436,-0.24390086738077
ACH-000444,-0.2652226897099537
ACH-000445,-0.2609208031933821
ACH-000448,-0.17855282147637005
ACH-000450,0.006142709812607088
