,SUGP1 (57794)
ACH-000004,-1.038451508558403
ACH-000005,-0.6003264973884376
ACH-000007,-0.7401181792060283
ACH-000009,-0.6815894267411442
ACH-000011,-0.3473666823729052
ACH-000012,-0.790859449329927
ACH-000013,-0.9412085768784342
ACH-000014,-0.5815968826363204
ACH-000015,-0.7413186566463099
ACH-000017,-0.8129589800708991
ACH-000018,-0.8480814422511265
ACH-000019,-0.6916521729463003
ACH-000021,-0.8268935069255641
ACH-000022,-0.6591017872216218
ACH-000025,-0.7582410285410305
ACH-000028,-0.6642231738770982
ACH-000030,-0.5395174002587242
ACH-000035,-0.6464176941733011
ACH-000036,-0.6946913219570823
ACH-000037,-0.5129302367670745
ACH-000039,-0.7191630142422667
ACH-000040,-0.543907468179161
ACH-000041,-0.7754505670170672
ACH-000042,-0.7694488215860283
ACH-000045,-0.5263260503340176
ACH-000047,-0.9871121101144082
ACH-000052,-0.8454463700662886
ACH-000053,-0.9204544667486456
ACH-000054,-0.8714390575637637
ACH-000055,-0.6794663009829767
ACH-000060,-0.6710328285167588
ACH-000067,-0.6214670778837468
ACH-000070,-0.5920257282790503
ACH-000075,-0.4959561406614746
ACH-000078,-0.4550238498265805
ACH-000082,-0.6778453751953993
ACH-000085,-1.0369944526787058
ACH-000086,-0.6784167825384233
ACH-000087,-0.7843078437678916
ACH-000092,-0.6882307842069294
ACH-000095,-0.6615184673647234
ACH-000097,-0.8688883383318674
ACH-000098,-0.7999404547485707
ACH-000099,-0.2890715474721057
ACH-000108,-0.8041711578883344
ACH-000113,-0.5533913173488821
ACH-000116,-0.7571757317276371
ACH-000118,-0.5994034707172744
ACH-000120,-0.5003299868968686
ACH-000123,-0.5931926387693007
ACH-000127,-0.6492378372995491
ACH-000128,-0.5955158071578991
ACH-000132,-0.4432787770500768
ACH-000133,-0.5796227683880041
ACH-000137,-0.9680782861041479
ACH-000138,-0.8249900402852592
ACH-000142,-0.7827912129053138
ACH-000143,-0.7742732283517221
ACH-000146,-0.7443641547055565
ACH-000148,-0.6814196432880448
ACH-000150,-0.6887132233922257
ACH-000152,-0.6938274794264446
ACH-000153,-0.5300098354080619
ACH-000159,-0.7090083372694481
ACH-000160,-0.7075328878318508
ACH-000163,-0.845598317455188
ACH-000167,-0.8573980277997563
ACH-000168,-0.5395283954024946
ACH-000169,-0.5167327907186167
ACH-000178,-0.7831682666301168
ACH-000183,-0.7461358542022994
ACH-000188,-0.9468741915752544
ACH-000189,-0.6278966102690171
ACH-000190,-0.4716748296710303
ACH-000198,-0.4515000766753859
ACH-000203,-0.4907168810628675
ACH-000204,-0.805149761105855
ACH-000206,-0.4043180060590711
ACH-000207,-0.7637527281407359
ACH-000208,-0.7051616529553397
ACH-000210,-0.6502757411422787
ACH-000211,-0.5921820354752763
ACH-000215,-0.6366629604686556
ACH-000221,-0.7910739092491741
ACH-000222,-0.6255130606716539
ACH-000223,-0.706478575361271
ACH-000226,-0.7755538995907445
ACH-000227,-0.5128769320376994
ACH-000228,-0.7690260521442407
ACH-000231,-0.4799420921296018
ACH-000232,-0.5107127463255766
ACH-000233,-0.7222419614935534
ACH-000234,-0.6514286674625094
ACH-000235,-0.8118165461647429
ACH-000237,-0.7959146808017985
ACH-000238,-0.4259481975614814
ACH-000242,-0.8043741108731485
ACH-000243,-0.6016370488983108
ACH-000244,-0.6509971621486823
ACH-000246,-0.5811806889015836
ACH-000248,-0.9687390515668978
ACH-000250,-0.8907362472679499
ACH-000251,-0.477354090836247
ACH-000252,-0.9051923207793852
ACH-000253,-0.6102415876454632
ACH-000255,-0.576188246221634
ACH-000256,-0.6266366283401995
ACH-000257,-0.5307034840946684
ACH-000258,-0.6104943452792546
ACH-000259,-0.6564715924667496
ACH-000260,-0.7594634406507821
ACH-000261,-0.7529837564251333
ACH-000262,-0.8511765581528368
ACH-000263,-0.520546854482429
ACH-000264,-0.7041840878998151
ACH-000265,-0.5896840906809497
ACH-000266,-0.868366339916742
ACH-000272,-0.5275653788389197
ACH-000274,-0.4774261751216802
ACH-000277,-0.6760400251938795
ACH-000278,-0.7636661431349829
ACH-000279,-0.5490369092390829
ACH-000280,-0.7024957558631815
ACH-000281,-0.554782901302647
ACH-000288,-0.5490063295391308
