,DKK1 (22943)
ACH-000004,-0.060987319004491
ACH-000005,0.03043575089186493
ACH-000007,-0.19327100347980594
ACH-000009,-0.06443622643773884
ACH-000011,-0.18546594013875897
ACH-000012,-0.17778300176276007
ACH-000013,-0.03446396897047256
ACH-000014,-0.17531626959494268
ACH-000015,-0.2405205731306367
ACH-000017,-0.04642909649783161
ACH-000018,-0.09651375175468596
ACH-000019,-0.32076830972638704
ACH-000021,-0.06635070352951496
ACH-000022,-0.0468509843704926
ACH-000025,-0.3302122282992395
ACH-000028,-0.2934418211207873
ACH-000030,-0.3690137998384517
ACH-000035,-0.17555623626015196
ACH-000036,-0.09695323197323276
ACH-000037,-0.1683228806914651
ACH-000039,-0.23405558346775446
ACH-000040,-0.27220500117539764
ACH-000041,-0.1987848061819117
ACH-000042,-0.059990374237445465
ACH-000045,-0.0995929078112225
ACH-000047,-0.11859239588449492
ACH-000052,-0.08430526162930453
ACH-000053,-0.1336054279556742
ACH-000054,-0.12395107035256933
ACH-000055,-0.17702443744400814
ACH-000060,-0.17046049823209392
ACH-000067,-0.15121922308079755
ACH-000070,-0.0995817302026486
ACH-000075,-0.5596033449551295
ACH-000078,-0.1422450484922279
ACH-000082,-0.1274858628457883
ACH-000085,-0.30119263444125105
ACH-000086,-0.3504290617231722
ACH-000087,-0.3181030476717013
ACH-000092,-0.19843517928240675
ACH-000095,-0.08823719958483836
ACH-000097,-0.17871229392393115
ACH-000098,-0.24473159769108466
ACH-000099,-0.18598084572413948
ACH-000108,-0.03322201794218154
ACH-000113,-0.06219534273697045
ACH-000116,-0.3169065515883161
ACH-000118,-0.16633781179014928
ACH-000120,-0.07187200063910139
ACH-000123,-0.2058402837292829
ACH-000127,-0.22447167614748706
ACH-000128,-0.10838761837814596
ACH-000132,-0.2288103339635272
ACH-000133,-0.21640984821474255
ACH-000137,-0.22495368593527865
ACH-000138,-0.043845702334672484
ACH-000142,-0.18631175969301186
ACH-000143,-0.02370058098928511
ACH-000146,-0.1529282026891648
ACH-000148,-0.12035584038353275
ACH-000150,-0.1368134236440115
ACH-000152,-0.20683263393079
ACH-000153,-0.4024750570838247
ACH-000159,-0.2386015604747625
ACH-000160,-0.12269666897373058
ACH-000163,-0.2410418958084969
ACH-000167,-0.1952401547047436
ACH-000168,0.021944007902865968
ACH-000169,-0.30803871317440423
ACH-000178,-0.17057833404909575
ACH-000183,-0.07212495456889598
ACH-000188,-0.19860647308183046
ACH-000189,-0.3254027445683311
ACH-000190,-0.4087256245106632
ACH-000198,-0.2776097899388543
ACH-000203,-0.2873678356711789
ACH-000204,-0.34856057140650865
ACH-000206,-0.10387242975122024
ACH-000207,-0.21895637974791612
ACH-000208,-0.23950927801475436
ACH-000210,-0.16679834352048148
ACH-000211,-0.14172032890768604
ACH-000215,-0.1906626914077356
ACH-000221,-0.15494400144167364
ACH-000222,-0.18614561836278054
ACH-000223,-0.17567256483363333
ACH-000226,-0.2839229434102433
ACH-000227,-0.011793731152823712
ACH-000228,-0.2531760834569507
ACH-000231,-0.20063821398190249
ACH-000232,-0.23376697963885704
ACH-000233,-0.11628104472383395
ACH-000234,-0.07887068629807606
ACH-000235,-0.16212769431550952
ACH-000237,-0.1636777740618604
ACH-000238,-0.19131744907902296
ACH-000242,0.049289674993985816
ACH-000243,-0.19105648118064936
ACH-000244,-0.2477242258900041
ACH-000246,-0.17205788849335366
ACH-000248,-0.14206719262021816
ACH-000250,-0.2667029883876028
ACH-000251,-0.3879746229885636
ACH-000252,-0.1507651301370861
ACH-000253,-0.2895332470170732
ACH-000255,-0.3155690419723894
ACH-000256,-0.2838785112392512
ACH-000257,-0.04742937565907173
ACH-000258,-0.4430130640985368
ACH-000259,-0.21036438750114766
ACH-000260,-0.24273949660924424
ACH-000261,-0.2372518764640011
ACH-000262,-0.288484693955404
ACH-000263,0.07153300005852745
ACH-000264,-0.14107187247894226
ACH-000265,-0.23371651728989395
ACH-000266,-0.06235359484241036
ACH-000272,-0.07331580277534239
ACH-000274,-0.17418374422093194
ACH-000277,-0.32042533253290234
ACH-000278,0.09313902950076566
ACH-000279,-0.13838302674736594
ACH-000280,-0.06919400609321084
ACH-000281,0.051225561770497335
ACH-000288,-0.1226445154659086
ACH-000291,-0.12556021957240168
ACH-000293,-0.2303479801650241
ACH-000294,-0.13380937822826708
ACH-000295,-0.2316575647620488
ACH-000296,-0.27472875688579057
ACH-000302,-0.1272110129704365
ACH-000304,-0.28262027648581195
ACH-000307,-0.1457345139785202
ACH-000308,-0.23533422289686826
ACH-000310,-0.10277753278810907
ACH-000311,-0.059635520126878686
ACH-000312,-0.09449402019917738
ACH-000315,-0.004510400281295264
ACH-000316,-0.09639150771585278
ACH-000317,-0.058358597106135314
ACH-000318,-0.1350647526822985
ACH-000319,-0.1784841917006738
ACH-000320,-0.04400219595820536
ACH-000322,-0.2141286120568137
ACH-000323,-0.19049026520405868
ACH-000324,-0.10558553338119346
ACH-000329,-0.12404712096787407
ACH-000330,-0.2034739870614428
ACH-000331,-0.19349369554230333
ACH-000332,-0.1469543726756897
ACH-000334,-0.2222500825365569
ACH-000335,-0.3059533945804821
ACH-000336,0.0742337100850186
ACH-000337,-0.1794886711875725
ACH-000338,-0.33841223247754976
ACH-000339,-0.18335949726805947
ACH-000341,-0.27847821808188233
ACH-000348,-0.2387219832988445
ACH-000350,-0.09648806582995474
ACH-000352,-0.1311966281306861
ACH-000356,0.002896698867949363
ACH-000361,-0.09412957873784232
ACH-000362,-0.14565413922345752
ACH-000363,-0.12070966973398806
ACH-000364,-0.11872217594621097
ACH-000365,-0.1396114419808616
ACH-000366,-0.19172110440375448
ACH-000368,-0.17502617792406935
ACH-000374,-0.38893850131395935
ACH-000375,-0.2112187420922549
ACH-000376,-0.16061378429105916
ACH-000381,-0.2373515414789855
ACH-000383,-0.14326589954749824
ACH-000387,-0.041969773083997214
ACH-000389,-0.12688385771292324
ACH-000390,-0.2004767828913333
ACH-000393,-0.16295541354827275
ACH-000395,0.01446564903616853
ACH-000396,-0.2793924583679964
ACH-000397,-0.16459765235946933
ACH-000401,-0.3655659973620353
ACH-000402,0.32813193002507685
ACH-000403,-0.15151658582758695
ACH-000404,-0.14943564261819078
ACH-000406,-0.11765779979979413
ACH-000407,-0.12465295981250403
ACH-000408,-0.2834449309710109
ACH-000410,-0.1895691253281146
ACH-000411,-0.11868926047768184
ACH-000414,-0.033056031287458675
ACH-000415,-0.30060110412599744
ACH-000416,-0.19539123527540025
ACH-000420,-0.4304848020638136
ACH-000421,-0.08811474348257459
ACH-000424,-0.051823107693359634
ACH-000425,-0.2247275037855802
ACH-000426,-0.3870594336306832
ACH-000427,-0.0558221822424928
ACH-000433,-0.019899786490152147
ACH-000435,-0.14690829077353926
ACH-000436,-0.06668951263511047
ACH-000444,-0.07805837286173184
ACH-000445,-0.13595217572835666
ACH-000448,-0.0908851676770244
ACH-000450,-0.15657579452934758
ACH-000452,-0.2896619280123633
ACH-000454,-0.24149617591145925
ACH-000458,-0.180572731573568
ACH-000459,-0.2105105070027677
ACH-000460,-0.15778483678664346
ACH-000461,-0.12151108975482405
ACH-000463,-0.228374244103222
ACH-000464,-0.11590075716698102
ACH-000466,-0.04362814102708965
ACH-000467,-0.1265994390899107
ACH-000468,-0.08089681311977706
ACH-000469,-0.15000876166769378
ACH-000470,-0.122230764116305
ACH-000471,-0.06561699231808511
ACH-000472,-0.2319090851971962
ACH-000473,-0.10320222188873204
ACH-000475,-0.08425762848195195
ACH-000476,-0.18447930343158148
ACH-000477,-0.03992681764422438
ACH-000479,-0.22804628995200596
ACH-000480,-0.25573236785434145
ACH-000481,-0.20496085050817747
ACH-000483,-0.2544292880504109
ACH-000484,-0.26269120493739884
ACH-000485,-0.06407296743934213
ACH-000486,-0.17550672211564758
ACH-000487,-0.2857243440280509
ACH-000488,-0.17221485392610694
ACH-000490,-0.1868954581321245
ACH-000491,-0.12144693783065315
ACH-000495,-0.18769081110303135
ACH-000496,-0.25779411505810945
ACH-000499,-0.2445552431308632
ACH-000500,0.2296171983209178
ACH-000502,-0.2138085093610172
ACH-000503,-0.023615361908228667
ACH-000505,-0.17256156320529045
ACH-000507,-0.2584091179710189
ACH-000510,-0.2257829674234091
ACH-000511,-0.26684502603130283
ACH-000512,-0.09101696070980288
ACH-000516,-0.17730752663725302
ACH-000517,-0.1193987375009523
ACH-000518,-0.20248460028785686
ACH-000520,-0.14113228840691502
ACH-000521,-0.1540850501954074
ACH-000522,-0.1717061504172564
ACH-000524,-0.15187091947763615
ACH-000527,-0.0917241903880452
ACH-000528,-0.206132185470686
ACH-000537,-0.15524593032765407
ACH-000541,-0.4512008016082652
ACH-000542,-0.1698089897023505
ACH-000544,-0.07840957833145541
ACH-000545,-0.10409834553827177
ACH-000547,-0.017445763919923446
ACH-000548,-0.1787569122448849
ACH-000549,-0.14361231889514567
ACH-000550,-0.14925818601766072
ACH-000552,-0.10414642552097934
ACH-000556,-0.23287006000916174
ACH-000557,-0.17350700920948764
ACH-000569,-0.1355657811301429
ACH-000570,-0.1695932501006456
ACH-000571,-0.1480200710223962
ACH-000573,-0.04360200558741195
ACH-000576,-0.2305967983505572
ACH-000579,-0.33586710021921834
ACH-000580,-0.09130906280233976
ACH-000584,-0.10080160023849816
ACH-000585,-0.09555551516703573
ACH-000588,-0.19228231722131287
ACH-000589,-0.2123645324352985
ACH-000591,-0.16412442194324875
ACH-000593,-0.16740425646232873
ACH-000600,-0.18684291574563472
ACH-000601,-0.10001608949782524
ACH-000605,-0.19499475958704207
ACH-000606,-0.26746246039556754
ACH-000608,-0.08760027998690166
ACH-000614,-0.053403473824351295
ACH-000616,-0.2090773679934934
ACH-000618,-0.187349245442896
ACH-000619,-0.2295313935430143
ACH-000620,-0.025136888085406647
ACH-000621,-0.19696404369361034
ACH-000622,-0.0779654241396283
ACH-000623,-0.06703567570359316
ACH-000624,-0.23981292273317306
ACH-000627,0.033841262279102495
ACH-000630,-0.1738203614098814
ACH-000631,-0.17569521254137255
ACH-000632,-0.06505933041671691
ACH-000633,-0.04188019573756506
ACH-000637,-0.08337689119479008
ACH-000638,0.05419489783788031
ACH-000646,-0.08235920518163511
ACH-000647,-0.2044871403759172
ACH-000648,-0.30988571686373045
ACH-000649,-0.07394183145914864
ACH-000651,-0.1342085051022575
ACH-000652,-0.10473921627243378
ACH-000653,-0.1014982762105165
ACH-000657,-0.13351547733061572
ACH-000658,-0.14186812370278434
ACH-000661,-0.11941149526483025
ACH-000662,0.13041308685580708
ACH-000663,-0.10180880297466834
ACH-000665,-0.06027272160669525
ACH-000671,-0.11271087507538816
ACH-000672,-0.30231167347540283
ACH-000673,-0.12901540771470765
ACH-000676,-0.23900924743635066
ACH-000677,-0.17828232718174014
ACH-000681,-0.18111787880769767
ACH-000683,-0.17859109279758725
ACH-000684,-0.16896034222546727
ACH-000688,-0.2540286290209601
ACH-000693,-0.2499041754982008
ACH-000694,-0.12456718092252148
ACH-000695,-0.058851982249375726
ACH-000696,-0.12782879797446742
ACH-000697,-0.005269139827512373
ACH-000699,-0.3231443113093222
ACH-000701,-0.024280965530449526
ACH-000706,-0.2465569190243083
ACH-000711,-0.21794857165659906
ACH-000713,-0.03561750027426281
ACH-000714,-0.05032435533186661
ACH-000718,-0.16439373012644592
ACH-000720,-0.12096606594283588
ACH-000721,-0.1464722128851735
ACH-000724,-0.19516305462564032
ACH-000725,-0.08099967299505205
ACH-000732,-0.37327071958012986
ACH-000734,-0.19096660804672586
ACH-000735,-0.19205433375098574
ACH-000736,-0.20268817758248173
ACH-000738,-0.2375187069818357
ACH-000746,0.0401629684092492
ACH-000747,-0.2512698507393824
ACH-000748,-0.19959321542032607
ACH-000753,-0.054755446041790695
ACH-000756,-0.07847430170355693
ACH-000757,-0.10914274075222567
ACH-000758,-0.198346883324102
ACH-000760,-0.08926718748486732
ACH-000762,-0.12564075215844478
