,CTSF (8722)
ACH-000004,-0.15454009224127704
ACH-000005,-0.4851447909757733
ACH-000007,-0.2857451068516608
ACH-000009,-0.13603739385291833
ACH-000011,-0.20221457641303867
ACH-000012,-0.2341618237576248
ACH-000013,-0.24656592125306065
ACH-000014,-0.2088380941201324
ACH-000015,-0.08985359594521455
ACH-000017,-0.13218128935796286
ACH-000018,-0.3375831344995731
ACH-000019,-0.16443664350734638
ACH-000021,-0.2353913575378373
ACH-000022,-0.16679083840459102
ACH-000025,-0.2080466359266783
ACH-000028,-0.2703389411332787
ACH-000030,-0.29526674817272963
ACH-000035,0.044687735615809125
ACH-000036,-0.16408972935871546
ACH-000037,-0.2944627300836115
ACH-000039,-0.4117982764760543
ACH-000040,-0.23070394207116204
ACH-000041,-0.25040304418188875
ACH-000042,-0.3601066215016129
ACH-000045,-0.4860038811081063
ACH-000047,-0.1899533351472652
ACH-000052,-0.08884840196654899
ACH-000053,-0.2394341375049924
ACH-000054,-0.2460626099201417
ACH-000055,-0.25230837140345497
ACH-000060,-0.3065828512749849
ACH-000067,-0.08164436139121453
ACH-000070,-0.1182594652219425
ACH-000075,-0.2369858973375967
ACH-000078,-0.1739639668172308
ACH-000082,-0.3149397086131528
ACH-000085,-0.05380873736020012
ACH-000086,-0.3076269410216257
ACH-000087,-0.27762901006410995
ACH-000092,-0.2956552570230925
ACH-000095,-0.2727982431307758
ACH-000097,-0.4205192763785869
ACH-000098,-0.17333016042881647
ACH-000099,-0.25243462934189465
ACH-000108,-0.22826683984590174
ACH-000113,-0.17568211994034744
ACH-000116,-0.22592680406581755
ACH-000118,-0.3936372227826421
ACH-000120,-0.10391443928857348
ACH-000123,-0.1924517346552876
ACH-000127,-0.16467742089108228
ACH-000128,-0.031912029207817126
ACH-000132,-0.4636268119775745
ACH-000133,-0.11423089132793995
ACH-000137,-0.3871997574945418
ACH-000138,-0.2946822120492701
ACH-000142,-0.21753544858888987
ACH-000143,-0.1226281013372875
ACH-000146,-0.21940292080830168
ACH-000148,-0.12791744361200055
ACH-000150,-0.16312059327974426
ACH-000152,-0.267634553238923
ACH-000153,-0.5181189190999612
ACH-000159,-0.08835384141128287
ACH-000160,-0.34044887642366806
ACH-000163,-0.25717689967373203
ACH-000167,-0.11713272652523897
ACH-000168,-0.11481184946519155
ACH-000169,-0.15783220533932066
ACH-000178,-0.29761534229565306
ACH-000183,-0.08529809051593969
ACH-000188,-0.3721895223604917
ACH-000189,-0.2833291158260812
ACH-000190,-0.14305204024217535
ACH-000198,-0.2517429307007545
ACH-000203,-0.2551738609566703
ACH-000204,-0.2873961216158067
ACH-000206,-0.04943304296726126
ACH-000207,-0.31338627873627384
ACH-000208,-0.2750029935171772
ACH-000210,-0.07004766110862234
ACH-000211,-0.2695503658358879
ACH-000215,-0.12304250374086365
ACH-000221,-0.3201081160111299
ACH-000222,-0.3085359939859104
ACH-000223,-0.25491132110471004
ACH-000226,-0.3108329757541832
ACH-000227,-0.29509069170715385
ACH-000228,-0.2926764998006071
ACH-000231,-0.30430523577451385
ACH-000232,-0.08142139154600528
ACH-000233,-0.08156863492533854
ACH-000234,-0.23250580699854306
ACH-000235,-0.23708559482391398
ACH-000237,-0.3801303673580221
ACH-000238,-0.23267892134309245
ACH-000242,-0.4228190631822109
ACH-000243,-0.1215229351116906
ACH-000244,-0.062330409471692626
ACH-000246,-0.22669910188923995
ACH-000248,-0.2395179732160337
ACH-000250,-0.17634162754356522
ACH-000251,-0.2990801735367761
ACH-000252,-0.2139152336122732
ACH-000253,-0.15722086945359326
ACH-000255,-0.35219099614763394
ACH-000256,-0.18651015494421844
ACH-000257,0.11024675403541001
ACH-000258,-0.04207686433791109
ACH-000259,-0.17765547262480125
ACH-000260,-0.2759008717792196
ACH-000261,-0.3043426303997875
ACH-000262,-0.42584604966676093
ACH-000263,-0.4138828741369859
ACH-000264,-0.21082549035705608
ACH-000265,-0.2314156270041847
ACH-000266,-0.23079155523978945
ACH-000272,-0.14711889888361773
ACH-000274,-0.1392924782884457
ACH-000277,-0.3960156525668318
ACH-000278,-0.4467967217202013
ACH-000279,-0.11492462545901808
ACH-000280,-0.11098050836663023
ACH-000281,-0.2133382520205334
ACH-000288,-0.15260512173381313
ACH-000291,-0.1716895864355276
ACH-000293,-0.19538529628301715
ACH-000294,-0.2883573986877229
ACH-000295,-0.3752347028179523
ACH-000296,0.0834476909378829
ACH-000302,-0.14357207785168286
ACH-000304,-0.03454172375609612
ACH-000307,-0.24425227695275326
ACH-000308,-0.2236902818142531
ACH-000310,-0.4917139077687699
ACH-000311,-0.2361494406095441
ACH-000312,-0.2163536438821059
ACH-000315,-0.5151494313994464
ACH-000316,-0.4236999836943347
ACH-000317,-0.20859510663256187
ACH-000318,-0.549110057384374
ACH-000319,-0.2476350950457617
ACH-000320,-0.25174015791134674
ACH-000322,0.06689612097332433
ACH-000323,-0.2147964985202369
ACH-000324,-0.358800904453223
ACH-000329,-0.15893132147364494
