,HRASLS5 (117245)
ACH-000004,-0.019886201428399187
ACH-000005,0.0013249603166930126
ACH-000007,-0.3661620521268655
ACH-000009,-0.145468522069143
ACH-000011,-0.18890264935624695
ACH-000012,-0.29670580410015623
ACH-000013,-0.2866915518489913
ACH-000014,-0.03297865023581556
ACH-000015,-0.2282242562223226
ACH-000017,-0.18165929187538102
ACH-000018,-0.3299939050609578
ACH-000019,-0.17653346639749432
ACH-000021,-0.2779138681555373
ACH-000022,-0.17884586616418094
ACH-000025,-0.2354345331259677
ACH-000028,-0.2445580539462867
ACH-000030,-0.1332099813795621
ACH-000035,-0.0910766374149201
ACH-000036,-0.1137894382934666
ACH-000037,-0.1954636295396179
ACH-000039,-0.18284272848466648
ACH-000040,-0.2528156191820213
ACH-000041,-0.25840947087054955
ACH-000042,-0.2112667241985172
ACH-000045,-0.20511508609503698
ACH-000047,-0.040427481025449616
ACH-000052,-0.3053586339678925
ACH-000053,-0.13005979816400778
ACH-000054,-0.1079037574781597
ACH-000055,-0.1061115641122884
ACH-000060,-0.13226879108290013
ACH-000067,0.02646180550000144
ACH-000070,-0.3080802370545638
ACH-000075,-0.20138700482925415
ACH-000078,-0.3876594132406375
ACH-000082,-0.17474981888532268
ACH-000085,-0.34018093425017004
ACH-000086,-0.4512058185517825
ACH-000087,-0.17493361532794366
ACH-000092,-0.12739336432210574
ACH-000095,-0.18842000800688405
ACH-000097,-0.2568251115121852
ACH-000098,-0.17950645882165825
ACH-000099,-0.21245337547439144
ACH-000108,-0.26278933017456746
ACH-000113,-0.2738104187565534
ACH-000116,-0.33792383025224937
ACH-000118,-0.3813665722469667
ACH-000120,-0.22097337928324184
ACH-000123,-0.3779826175004694
ACH-000127,-0.1230152901678232
ACH-000128,-0.10381098115724624
ACH-000132,-0.3293280307839724
ACH-000133,-0.21652104323519994
ACH-000137,-0.2070721621599912
ACH-000138,-0.27044501368377405
ACH-000142,-0.3054266673895561
ACH-000143,-0.32605824840968706
ACH-000146,-0.10027742164129336
ACH-000148,-0.2415428400900204
ACH-000150,-0.2620296034709479
ACH-000152,-0.10860314440152558
ACH-000153,-0.4016018871550613
ACH-000159,-0.21799804910569284
ACH-000160,-0.16827659797276193
ACH-000163,-0.1727392544460891
ACH-000167,0.227370695910696
ACH-000168,-0.33736447237131684
ACH-000169,-0.15602783223335945
ACH-000178,-0.18539841262201348
ACH-000183,-0.16469042464754774
ACH-000188,-0.2665178314955541
ACH-000189,-0.3775211608726237
ACH-000190,-0.014946103702069159
ACH-000198,-0.21845889104398925
ACH-000203,-0.11698006497029677
ACH-000204,-0.4203109495017349
ACH-000206,-0.036954716287017984
ACH-000207,-0.14359939643755526
ACH-000208,-0.19949010491205213
ACH-000210,-0.4966462131432286
ACH-000211,-0.18746587857171845
ACH-000215,-0.14453836109911578
ACH-000221,-0.15106609473928015
ACH-000222,-0.30701342312690433
ACH-000223,-0.17395918835991447
ACH-000226,-0.06736085696143727
ACH-000227,-0.16002672469785356
ACH-000228,-0.15859939409413973
ACH-000231,-0.054676346342357705
ACH-000232,-0.2018825375718484
ACH-000233,-0.2475215308443988
ACH-000234,-0.07326090325390383
ACH-000235,-0.2318763060836794
ACH-000237,-0.14938979164232086
ACH-000238,-0.36121769251039787
ACH-000242,0.037757193644089575
ACH-000243,-0.16033542436953402
ACH-000244,-0.1998312235393769
ACH-000246,-0.24495170640555106
ACH-000248,-0.12642298512385378
ACH-000250,-0.16732015731445474
ACH-000251,-0.2429683488292792
ACH-000252,-0.0034777085959414736
ACH-000253,-0.1206450945061722
ACH-000255,-0.2012800436525538
ACH-000256,-0.20064933094497486
ACH-000257,-0.1896714279605631
ACH-000258,-0.10525976443223828
ACH-000259,-0.19329119253006274
ACH-000260,-0.13667850445472146
ACH-000261,-0.22914762107535294
ACH-000262,-0.25526339007943794
ACH-000263,-0.1528795300636962
ACH-000264,-0.11292703774386025
ACH-000265,-0.1814131320543514
ACH-000266,-0.13278045354413434
ACH-000272,-0.12569980166492062
ACH-000274,-0.09806949197500336
ACH-000277,-0.24834433071137346
ACH-000278,0.0578977482376488
ACH-000279,-0.21381573993928094
ACH-000280,-0.11866240347980432
ACH-000281,-0.2579891426776527
ACH-000288,-0.2684366342021575
ACH-000291,-0.007780248047135327
ACH-000293,-0.13698775547383074
ACH-000294,-0.3398343537070777
ACH-000295,-0.10247213666073388
ACH-000296,-0.1060562928001254
ACH-000302,-0.2107495213047597
ACH-000304,-0.1060886258235032
ACH-000307,-0.17380746001133704
ACH-000308,-0.27434584357344616
ACH-000310,-0.07954077516196338
ACH-000311,-0.04589999335752624
ACH-000312,-0.08577660616724267
ACH-000315,-0.22019211449011347
ACH-000316,-0.2534227394738215
ACH-000317,-0.2673444498135497
ACH-000318,-0.3696195084690012
ACH-000319,-0.2994733185978215
ACH-000320,-0.009222894568890649
ACH-000322,-0.0242147415091579
ACH-000323,-0.2003493607710728
ACH-000324,-0.17775440412355326
ACH-000329,0.00503652615833532
ACH-000330,-0.2574364585327258
ACH-000331,-0.15047154482824654
ACH-000332,-0.03378849449392872
ACH-000334,-0.27769127589697623
ACH-000335,-0.09937107313176786
ACH-000336,-0.3321695612298915
ACH-000337,-0.2815424089466266
ACH-000338,0.0067413821565841464
ACH-000339,-0.12661103938473453
ACH-000341,-0.15266441820293125
ACH-000348,-0.1766693184105355
ACH-000350,-0.27099204476927824
ACH-000352,-0.2400343986732117
ACH-000356,-0.2489820687136567
ACH-000361,-0.3859612051328217
ACH-000362,-0.21208929579826566
ACH-000363,-0.11147753731992972
ACH-000364,-0.4090593456689021
ACH-000365,-0.2494237949930836
ACH-000366,-0.4753524121070334
ACH-000368,-0.3339469347398905
ACH-000374,-0.2716351482366773
ACH-000375,-0.46974935040804794
ACH-000376,-0.1875990847696196
ACH-000381,-0.20562868107043814
ACH-000383,-0.1968555942214196
ACH-000387,-0.17220396914424704
ACH-000389,-0.2532513928070982
ACH-000390,-0.3486926566699133
ACH-000393,-0.2549205557991481
ACH-000395,-0.06511156689393864
ACH-000396,-0.5987379648170063
ACH-000397,-0.26692420279691925
ACH-000401,-0.1463315635511189
ACH-000402,-0.27974320503553873
ACH-000403,-0.15610332390710754
ACH-000404,-0.252057075117777
ACH-000406,-0.207248133595986
ACH-000407,-0.3150104660028101
ACH-000408,-0.26914518587094904
ACH-000410,-0.2437864319516897
ACH-000411,-0.35661904966038005
ACH-000414,-0.1767481699490936
ACH-000415,-0.3031254535119751
ACH-000416,-0.05549487735631439
ACH-000420,-0.1935767642649324
ACH-000421,-0.14430211466883436
ACH-000424,-0.18404339900596714
ACH-000425,-0.15212458312534305
ACH-000426,0.020502238042702042
ACH-000427,-0.13999770503315453
ACH-000433,-0.2963071796779381
ACH-000435,-0.057392670820625866
