,MYCBP (26292)
ACH-000004,-0.34292892455227353
ACH-000005,-0.3574653109054705
ACH-000007,-0.19019549275935144
ACH-000009,-0.3488731196440374
ACH-000011,-0.33593880863740583
ACH-000012,-0.4619160233235678
ACH-000013,-0.33645091969338903
ACH-000014,-0.37951186125450137
ACH-000015,-0.1911687316601468
ACH-000017,-0.11801208634167824
ACH-000018,-0.2477353613023428
ACH-000019,-0.3930121717046335
ACH-000021,-0.2483815043737629
ACH-000022,-0.3924287380592311
ACH-000025,-0.4401047764722856
ACH-000028,-0.4097091578318029
ACH-000030,-0.3651319270171496
ACH-000035,-0.5628559490374526
ACH-000036,-0.5706649287769857
ACH-000037,-0.42202479686646605
ACH-000039,-0.3844276151214829
ACH-000040,-0.29509824750432484
ACH-000041,-0.3061884061339674
ACH-000042,-0.18765472329495497
ACH-000045,-0.345404730668086
ACH-000047,-0.3016210209372685
ACH-000052,-0.4969716301109955
ACH-000053,-0.3324139897516303
ACH-000054,-0.5888819426872329
ACH-000055,-0.16238308162422502
ACH-000060,-0.5055579218355271
ACH-000067,-0.4063596802021557
ACH-000070,-0.18644730389224984
ACH-000075,-0.2576610731967661
ACH-000078,-0.6515789532067346
ACH-000082,-0.4130147578227736
ACH-000085,-0.4267664346998264
ACH-000086,-0.2715533839876101
ACH-000087,-0.22139546192391807
ACH-000092,-0.4142591204711653
ACH-000095,-0.4429211761504357
ACH-000097,-0.3852622697186148
ACH-000098,-0.4159971465734283
ACH-000099,-0.36994339466168336
ACH-000108,-0.21470796726519656
ACH-000113,-0.12565611059244428
ACH-000116,-0.41323212005598703
ACH-000118,-0.2818307308836525
ACH-000120,-0.2585895739841659
ACH-000123,-0.4635874629134454
ACH-000127,-0.3494306756727334
ACH-000128,-0.3890802766880792
ACH-000132,-0.32806721210252804
ACH-000133,-0.3927188805224391
ACH-000137,-0.5230153166353976
ACH-000138,-0.2063719442822022
ACH-000142,-0.3591962483359376
ACH-000143,-0.4963844101118937
ACH-000146,-0.255497572692415
ACH-000148,-0.34231678093114176
ACH-000150,-0.4367057164099019
ACH-000152,-0.3257173727041693
ACH-000153,-0.32246353202848305
ACH-000159,-0.3636377708889265
ACH-000160,-0.1923487827655241
ACH-000163,-0.2028845425487568
ACH-000167,-0.16375312841760775
ACH-000168,-0.4228205540446289
ACH-000169,-0.5158418862716363
ACH-000178,-0.3170270196653564
ACH-000183,-0.3817895998409105
ACH-000188,-0.3320748450843027
ACH-000189,-0.08469459167842028
ACH-000190,-0.052552959391988084
ACH-000198,-0.3117157109544944
ACH-000203,-0.49323898713134295
ACH-000204,-0.4429596841459664
ACH-000206,-0.4937079304532402
ACH-000207,-0.4049588471145345
ACH-000208,-0.34987014147899204
ACH-000210,-0.2775471293891806
ACH-000211,-0.2596491653911464
ACH-000215,-0.2181625829046112
ACH-000221,-0.30700329461097364
ACH-000222,-0.2149518788316972
ACH-000223,-0.3793396719333569
ACH-000226,-0.3712734676254437
ACH-000227,-0.32140826997113225
ACH-000228,-0.2158509723683295
ACH-000231,-0.3662555770626471
ACH-000232,-0.3888434680295669
ACH-000233,-0.3003222764587464
ACH-000234,-0.438395029092471
ACH-000235,-0.33593977151950233
ACH-000237,-0.5345355804335999
ACH-000238,-0.4298852679064484
ACH-000242,-0.6462935595729922
ACH-000243,-0.22515375889282693
ACH-000244,-0.3731978219635356
ACH-000246,-0.39660748943456603
ACH-000248,-0.4542523268283138
ACH-000250,-0.3615754646108029
ACH-000251,-0.5041083885392706
ACH-000252,-0.4419689691204428
ACH-000253,-0.36266259912625415
ACH-000255,-0.2366346616820921
ACH-000256,-0.2732638325299742
ACH-000257,-0.2476412547233038
ACH-000258,-0.3360525207606218
ACH-000259,-0.2562057134442756
ACH-000260,-0.3169833043740767
ACH-000261,-0.37502243899653065
ACH-000262,-0.5974708796229101
ACH-000263,-0.4344456359401227
ACH-000264,-0.22319974932651315
ACH-000265,-0.28741112404777863
ACH-000266,-0.25125320216312697
ACH-000272,-0.4908435939941206
ACH-000274,-0.3101035154236298
ACH-000277,-0.2928878885916705
ACH-000278,-0.2749974136679018
ACH-000279,-0.2878665604183713
ACH-000280,-0.403131959678264
ACH-000281,-0.2597735822273881
ACH-000288,-0.3708228548121317
ACH-000291,-0.3770002520182442
ACH-000293,-0.3916150257291149
ACH-000294,-0.3881601217311795
ACH-000295,-0.24813854506163865
ACH-000296,-0.44598995675107184
ACH-000302,-0.4027188957088514
ACH-000304,-0.5267615698208078
ACH-000307,-0.3613630981720353
ACH-000308,-0.2102908990001908
ACH-000310,-0.4977554228934069
ACH-000311,-0.4296582774262547
ACH-000312,-0.31459285489865685
ACH-000315,-0.3176258647059405
ACH-000316,-0.4916699987595934
ACH-000317,-0.3856639756524245
ACH-000318,-0.2402046751827103
ACH-000319,-0.3008830911004566
ACH-000320,-0.38545031067335983
ACH-000322,-0.3489019317136512
ACH-000323,-0.5689072355378739
ACH-000324,-0.44809930044193
ACH-000329,-0.4517783832204636
ACH-000330,-0.3161964139838986
ACH-000331,-0.4838358956479367
ACH-000332,-0.4013732125317175
ACH-000334,-0.24041458418907066
ACH-000335,-0.5859685095153013
ACH-000336,-0.34818531183889245
ACH-000337,-0.11174103270305856
ACH-000338,-0.4501964642427432
ACH-000339,-0.3378811719828708
ACH-000341,-0.4366906468072266
ACH-000348,-0.3127081695323815
ACH-000350,-0.3215394359748847
ACH-000352,-0.4379241729216434
ACH-000356,-0.4118900957179985
ACH-000361,-0.3250646221660195
ACH-000362,-0.374806861241382
ACH-000363,-0.2787424555819114
ACH-000364,-0.4309586445293641
ACH-000365,-0.21715564084138367
ACH-000366,-0.4071962877297601
ACH-000368,-0.512136190622599
ACH-000374,-0.5213062514079259
ACH-000375,-0.28054979542283964
ACH-000376,-0.4522971912291802
ACH-000381,-0.36939528924689
ACH-000383,-0.3306930723433483
ACH-000387,-0.21998844368861054
ACH-000389,-0.35225385872966525
ACH-000390,-0.3526139517209631
ACH-000393,-0.3025054729028246
ACH-000395,-0.2283181197466673
ACH-000396,-0.5583258070056314
ACH-000397,-0.2868868564405917
ACH-000401,-0.13961116881319813
ACH-000402,-0.4437981260702494
ACH-000403,-0.3085370502678034
ACH-000404,-0.21708085839491206
ACH-000406,-0.30559863450569275
ACH-000407,-0.364489473093174
ACH-000408,-0.2917641532158883
ACH-000410,-0.2262252679630669
ACH-000411,-0.4292844271098128
ACH-000414,-0.33367563895231106
ACH-000415,-0.2949498411634844
ACH-000416,-0.3272792318618136
ACH-000420,-0.4574246225813247
ACH-000421,-0.3297768480534559
ACH-000424,-0.25247969467954984
ACH-000425,-0.2558658239925982
ACH-000426,-0.6140978225059425
ACH-000427,-0.4651849148789405
ACH-000433,-0.3344542445575216
ACH-000435,-0.10548769008468437
ACH-000436,-0.3358895902236074
ACH-000444,-0.3711541041932403
ACH-000445,-0.538112646050798
ACH-000448,-0.344057863946807
ACH-000450,-0.4603329081838599
ACH-000452,-0.275664718513519
ACH-000454,-0.4302173861695707
ACH-000458,-0.5443929714607457
ACH-000459,-0.33156624223445874
ACH-000460,-0.3485829557600969
ACH-000461,-0.4725897467933383
ACH-000463,-0.3437902754293377
ACH-000464,-0.525700718706556
ACH-000466,-0.3623524305896392
ACH-000467,-0.16772975256842182
ACH-000468,-0.2210330364489569
ACH-000469,-0.39937342598931336
ACH-000470,-0.29079519029190043
ACH-000471,-0.305805967731634
ACH-000472,-0.256080340736846
ACH-000473,-0.23479774378871354
ACH-000475,-0.5072905177570316
ACH-000476,-0.3320840399107111
ACH-000477,-0.2962558455711422
ACH-000479,-0.30838058095791904
ACH-000480,-0.4566591508370911
ACH-000481,-0.3493892595692296
ACH-000483,-0.5443990340151508
ACH-000484,-0.4977966359855678
ACH-000485,-0.2884610219467344
ACH-000486,-0.3480913428772711
ACH-000487,-0.27490275807140396
ACH-000488,-0.34428389725152136
ACH-000490,-0.28697564605724324
ACH-000491,-0.4049896875711878
ACH-000495,-0.31364551699596505
ACH-000496,-0.4813679087305117
ACH-000499,-0.22506253871968315
ACH-000500,-0.3616440533727457
ACH-000502,-0.3085502166129089
ACH-000503,-0.5313775245450566
ACH-000505,-0.3257614635164346
ACH-000507,-0.4022882205371905
ACH-000510,-0.3263105464129331
ACH-000511,-0.3202025706480203
ACH-000512,-0.4351947456001276
ACH-000516,-0.35903939180522176
ACH-000517,-0.3070643085672184
ACH-000518,-0.2391081035618063
ACH-000520,-0.3031827302759348
ACH-000521,-0.3647931469694632
ACH-000522,-0.3722958762377073
ACH-000524,-0.35863716745190066
ACH-000527,-0.3239042903932822
ACH-000528,-0.3807048820502539
ACH-000537,-0.4442416731601942
ACH-000541,-0.2722291946541541
ACH-000542,-0.4099001211139109
ACH-000544,-0.2439261799016633
ACH-000545,-0.3866945784982213
ACH-000547,-0.4375326777367252
ACH-000548,-0.3812054477657379
ACH-000549,-0.41794546809375505
ACH-000550,-0.6451406628855254
ACH-000552,-0.3939126966811185
ACH-000556,-0.3353675958548365
ACH-000557,-0.2559361576518758
ACH-000569,-0.5599688177265669
ACH-000570,-0.3287579020495696
ACH-000571,-0.3653728289565656
ACH-000573,-0.4875297518716086
ACH-000576,-0.5075785954769851
ACH-000579,-0.35236005935072084
ACH-000580,-0.18602270606401905
ACH-000584,-0.3379061682106618
ACH-000585,-0.29894947643168035
ACH-000588,-0.2950273560836177
ACH-000589,-0.4115767157650949
ACH-000591,-0.408333640187077
ACH-000593,-0.3060708799290798
ACH-000600,-0.36908762399239975
ACH-000601,-0.2940358461717589
ACH-000605,-0.3918111721948542
