,HBB (3043)
ACH-000004,0.3468508731675701
ACH-000005,0.24226936392665366
ACH-000007,0.1943799570512043
ACH-000009,0.18986233130283647
ACH-000011,0.17108980486179276
ACH-000012,0.1686743940646085
ACH-000013,0.2789474455518409
ACH-000014,0.1953743959579392
ACH-000015,0.2630467452218089
ACH-000017,0.15587875966767867
ACH-000018,0.29549508382596656
ACH-000019,0.15342232106089387
ACH-000021,0.10255200117938484
ACH-000022,0.13133159100984446
ACH-000025,0.16681188693301965
ACH-000028,0.09904384132304618
ACH-000030,0.17624113223405705
ACH-000035,0.14612974811161095
ACH-000036,0.268825082021257
ACH-000037,0.19011304590636688
ACH-000039,0.34859802000832313
ACH-000040,0.10431931185829227
ACH-000041,0.1693512488143839
ACH-000042,0.17657735746595132
ACH-000045,0.2501047673073471
ACH-000047,0.12471497204441599
ACH-000052,0.2763220073415002
ACH-000053,0.2714306723762582
ACH-000054,0.1171233460272838
ACH-000055,0.1661058639590049
ACH-000060,0.12435583721221227
ACH-000067,0.1961647493259709
ACH-000070,0.0689035113968528
ACH-000075,0.35415760720336364
ACH-000078,0.1414599272312789
ACH-000082,0.20775692830762427
ACH-000085,0.20850135321127106
ACH-000086,0.13543135147655186
ACH-000087,0.4860365135807392
ACH-000092,0.2256377889781183
ACH-000095,0.20950643842694944
ACH-000097,0.1698045635901406
ACH-000098,0.15005562220567498
ACH-000099,0.12142235163831172
ACH-000108,0.20542496171487412
ACH-000113,0.19845071167681366
ACH-000116,0.15900619380809278
ACH-000118,0.2512777187764957
ACH-000120,0.2147004178501324
ACH-000123,0.12932118346787058
ACH-000127,0.12953670067021314
ACH-000128,0.31129137589777695
ACH-000132,0.10865793645305194
ACH-000133,0.10635263547532332
ACH-000137,0.12995941811647313
ACH-000138,0.16272169925685726
ACH-000142,0.2310567196015759
ACH-000143,0.05250823582545125
ACH-000146,0.12586659004391101
ACH-000148,0.2345909986503571
ACH-000150,0.2736533104384935
ACH-000152,0.1854811216940068
ACH-000153,0.21391225738542904
ACH-000159,0.0792568777110673
ACH-000160,0.14023364419366652
ACH-000163,0.20070848149436998
ACH-000167,0.13592656944465284
ACH-000168,0.2388448602080805
ACH-000169,0.3105386889320295
ACH-000178,0.13219523440038086
ACH-000183,0.1421131795173901
ACH-000188,0.2035655857902068
ACH-000189,0.3074699829709667
ACH-000190,0.14578864373528025
ACH-000198,0.22272363625679187
ACH-000203,0.12463753023731933
ACH-000204,0.10395135483897497
ACH-000206,0.15286106996906082
ACH-000207,0.3631864112259293
ACH-000208,0.0389364383932333
ACH-000210,0.1839948208760656
ACH-000211,0.15595257263641804
ACH-000215,0.1881284609143216
ACH-000221,0.20563823815737536
ACH-000222,0.163355650001012
ACH-000223,0.21433489938139566
ACH-000226,0.11060280105524577
ACH-000227,0.1928033743421379
ACH-000228,0.2804644749305925
ACH-000231,0.2054206930147802
ACH-000232,0.18700164102636047
ACH-000233,0.06605754358691132
ACH-000234,0.14233790403567695
ACH-000235,0.1841269944069186
ACH-000237,0.14717169149652545
ACH-000238,0.056613439793792825
ACH-000242,-0.017322724234982326
ACH-000243,0.11595065478506228
ACH-000244,0.18827380601507795
ACH-000246,0.1515002955496718
ACH-000248,0.08630398868775938
ACH-000250,0.21814569366090106
ACH-000251,0.1739102233543917
ACH-000252,0.3052838261981793
ACH-000253,0.23363709873921834
ACH-000255,0.3566606504586595
ACH-000256,-0.0212475596178031
ACH-000257,0.3363353507766664
ACH-000258,0.2112515517584789
ACH-000259,0.18699152569499608
ACH-000260,0.18319151497117409
ACH-000261,0.10053090369005213
ACH-000262,0.19444670378244205
ACH-000263,0.5545656628434703
ACH-000264,0.2517495232733954
ACH-000265,0.2559491952139267
ACH-000266,0.17634448206312744
ACH-000272,0.19994286168133915
ACH-000274,0.16521635351258845
ACH-000277,0.2243793534489811
ACH-000278,0.05852756907366712
ACH-000279,0.2374146858199793
ACH-000280,0.20626569423954585
ACH-000281,0.14126449819506734
ACH-000288,0.1888481371812277
ACH-000291,0.1488993045940304
ACH-000293,0.2038879808316566
ACH-000294,0.207340993396422
ACH-000295,0.24871632347948655
ACH-000296,0.09826269650727204
ACH-000302,0.13520582141903562
ACH-000304,0.20571042916842294
ACH-000307,0.17665290956480792
ACH-000308,0.209291007702582
ACH-000310,0.13200093184381498
ACH-000311,0.0452792395252756
ACH-000312,0.11604603467281485
ACH-000315,0.03159780597836559
ACH-000316,0.15249366139842616
ACH-000317,0.1879317078712406
ACH-000318,0.2443250283434721
ACH-000319,0.11134916709068547
ACH-000320,0.16152092711510505
ACH-000322,0.13460854914091466
ACH-000323,0.2411900556053647
ACH-000324,0.06279347244761611
ACH-000329,0.19557513656275766
ACH-000330,0.2422946469507543
ACH-000331,0.22040241318295276
ACH-000332,0.17221476150019005
ACH-000334,0.11346116269613855
ACH-000335,0.22851040443309925
ACH-000336,0.22735312225023746
ACH-000337,0.1642520303059863
ACH-000338,0.2890904740830162
ACH-000339,0.1614497471299995
ACH-000341,0.3754128217067066
ACH-000348,0.16019426609641707
ACH-000350,0.1327316226688875
ACH-000352,0.20309052120947027
ACH-000356,0.04161078555489321
ACH-000361,0.30920383029250503
ACH-000362,0.1888655274855119
ACH-000363,0.14972184385366655
ACH-000364,0.13123202948215815
ACH-000365,0.18341190559582196
ACH-000366,0.2382877547329955
ACH-000368,0.0988333594096528
ACH-000374,0.07192522162095191
ACH-000375,0.10519754279557901
ACH-000376,0.15865612558202274
ACH-000381,0.18352085997774506
ACH-000383,0.16776234633393927
ACH-000387,0.23466944399027725
ACH-000389,0.14628274776970332
ACH-000390,0.20868375665047006
ACH-000393,0.05693988517767735
ACH-000395,0.2502120578921
ACH-000396,0.1588321735884421
ACH-000397,0.0743849424626388
ACH-000401,0.3178259537137528
ACH-000402,0.4019658988816083
ACH-000403,0.07700185931760099
ACH-000404,0.15739298666316368
ACH-000406,0.20351947093036954
ACH-000407,0.2189199511700423
ACH-000408,0.2210136696391178
ACH-000410,0.23933456628709746
ACH-000411,0.08002037241461238
ACH-000414,0.14581399699436134
ACH-000415,0.2055461294202404
ACH-000416,0.17994705061860575
ACH-000420,0.17563574934226514
ACH-000421,0.12118945109047695
ACH-000424,0.20257441047693267
ACH-000425,0.20809788240583668
ACH-000426,0.08283476082883556
ACH-000427,0.1748243335037594
ACH-000433,0.2608094468719977
ACH-000435,0.17771962485552226
ACH-000436,0.16344145674423516
ACH-000444,0.13477215842849855
ACH-000445,0.16781952885428764
ACH-000448,0.18000580584505013
ACH-000450,0.1821056665005709
ACH-000452,0.12231363960661905
ACH-000454,0.17972149440099427
ACH-000458,0.16617093353551288
ACH-000459,-0.024234783973722168
ACH-000460,0.08897878459549273
ACH-000461,0.2409172864648305
ACH-000463,0.19996392779330616
ACH-000464,0.09746581325235444
ACH-000466,0.2946757450081392
ACH-000467,0.220841610514672
ACH-000468,0.20996086624957067
ACH-000469,0.19165495008616856
ACH-000470,0.18229025019459927
ACH-000471,0.08722305027541846
ACH-000472,0.17069852033833124
ACH-000473,0.12296919283784948
ACH-000475,0.16088373380966953
ACH-000476,0.2624529238174749
ACH-000477,0.2846267204671704
ACH-000479,0.018995303085807838
ACH-000480,0.09520269475250888
ACH-000481,0.24744903772848614
ACH-000483,0.2573898458607485
ACH-000484,0.26579968881744825
ACH-000485,0.2155902685704888
ACH-000486,0.1717690513075238
ACH-000487,0.15735791435417054
ACH-000488,0.21380832047253287
ACH-000490,0.2145645698044185
