,RGL4 (266747)
ACH-000004,0.02824217865390099
ACH-000005,0.04755103793903431
ACH-000007,-0.09077771954525173
ACH-000009,0.04963963257242743
ACH-000011,0.013099866404376293
ACH-000012,0.04831307288336771
ACH-000013,0.034187332814909294
ACH-000014,0.0975865194954399
ACH-000015,-0.15462953502358584
ACH-000017,0.05792710556873936
ACH-000018,0.12084764593462262
ACH-000019,0.016786141459824856
ACH-000021,0.04084192233998657
ACH-000022,-0.04560824210248054
ACH-000025,-0.008416269073916991
ACH-000028,-0.048430119619580485
ACH-000030,-0.04036069238233874
ACH-000035,0.005644214032016889
ACH-000036,0.1080417422948769
ACH-000037,0.02761104350790274
ACH-000039,0.03342294227923726
ACH-000040,0.14902864983911776
ACH-000041,-0.014083068436794376
ACH-000042,-0.0778310522809257
ACH-000045,0.06975966776722874
ACH-000047,0.02290716384350584
ACH-000052,-0.05072082214573207
ACH-000053,-0.017679621585466015
ACH-000054,0.06414420544868056
ACH-000055,0.07859935844232338
ACH-000060,0.06617977407451497
ACH-000067,0.15960425163637051
ACH-000070,-0.03921024309730886
ACH-000075,0.2149686806689467
ACH-000078,0.10558915327970422
ACH-000082,0.07097390790842771
ACH-000085,-0.03702541448258213
ACH-000086,0.21307776982320084
ACH-000087,0.11363417689673745
ACH-000092,-0.03670660621591363
ACH-000095,0.048379830093420235
ACH-000097,0.04041260423062749
ACH-000098,-0.022155898676128227
ACH-000099,-0.023715079533806426
ACH-000108,-0.008563267570145422
ACH-000113,0.06898420215668748
ACH-000116,0.16943431552395735
ACH-000118,0.14525143757370715
ACH-000120,-0.06524292235362296
ACH-000123,-0.07981149585095043
ACH-000127,0.0467837918800335
ACH-000128,0.11602837108428933
ACH-000132,-0.05254482329535107
ACH-000133,-0.0203884533876984
ACH-000137,0.013926427616108369
ACH-000138,0.2175545543608235
ACH-000142,0.08892565689699566
ACH-000143,-0.004309805191392851
ACH-000146,0.007601187878251166
ACH-000148,0.12419506969609034
ACH-000150,0.005328676569573105
ACH-000152,0.07086688591823287
ACH-000153,0.09911962637921147
ACH-000159,0.21291233226704795
ACH-000160,0.024206577406151963
ACH-000163,0.0534529915885462
ACH-000167,0.03912729480107792
ACH-000168,-0.07687631323989375
ACH-000169,0.0919591379704126
ACH-000178,0.13271632661164748
ACH-000183,-0.06265127535084583
ACH-000188,0.14181623969346704
ACH-000189,0.010441668951051386
ACH-000190,0.10465423314536676
ACH-000198,0.07033952861649337
ACH-000203,-0.08446032506630362
ACH-000204,0.1244261217170589
ACH-000206,0.15693283554232246
ACH-000207,0.06679908784380874
ACH-000208,-0.05194801649316358
ACH-000210,0.008332435655048182
ACH-000211,0.10001673823534588
ACH-000215,0.1039660174174124
ACH-000221,-0.038248988981247733
ACH-000222,0.1499045568668167
ACH-000223,0.07345262815947087
ACH-000226,0.19652567461887452
ACH-000227,-0.014657741092518524
ACH-000228,0.08622640501084536
ACH-000231,-0.035611565823814105
ACH-000232,0.03277856655048934
ACH-000233,0.08023520000055384
ACH-000234,0.06714194936819773
ACH-000235,0.1713756223536776
ACH-000237,0.05316056157840538
ACH-000238,-0.01576996362137859
ACH-000242,0.1970063903729026
ACH-000243,-0.035385674566680195
ACH-000244,-0.04453472343043885
ACH-000246,0.09178796310741626
ACH-000248,0.03944778406159197
ACH-000250,0.1354592530833945
ACH-000251,0.1738308450859371
ACH-000252,0.043942626703294636
ACH-000253,0.055185056444814605
ACH-000255,-0.10339128860804132
ACH-000256,-0.04684066869441439
ACH-000257,0.0490725165059723
ACH-000258,0.08490550219041712
ACH-000259,0.08229065793613477
ACH-000260,-0.0408721311467828
ACH-000261,0.046405577835982086
ACH-000262,0.19104612455588127
ACH-000263,0.3029984848305797
ACH-000264,-0.10548869639088312
ACH-000265,-0.08613349426476563
ACH-000266,0.09222173884120836
ACH-000272,0.03791110739533262
ACH-000274,0.09887731788857697
ACH-000277,-0.006988449744531229
