,KIF3A (11127)
ACH-000004,-0.022550965653380814
ACH-000005,-0.009947933840861015
ACH-000007,0.23329741251202904
ACH-000009,-0.12490942919648125
ACH-000011,-0.06151310247782658
ACH-000012,-0.01124989612794223
ACH-000013,0.16549476605278074
ACH-000014,-0.0252633466830126
ACH-000015,-0.0678578176727619
ACH-000017,-0.014295228743789419
ACH-000018,-0.060069495577621625
ACH-000019,0.19851138233836813
ACH-000021,0.03897256888981821
ACH-000022,0.07281424253028074
ACH-000025,0.0014048782212357346
ACH-000028,-0.03461628674774792
ACH-000030,0.03882990585330452
ACH-000035,0.05618155845292869
ACH-000036,-0.01650469883569211
ACH-000037,0.05124348566354479
ACH-000039,-0.13080775811100753
ACH-000040,0.019146663032308067
ACH-000041,-0.04180490753860277
ACH-000042,-0.05040520095255021
ACH-000045,-0.16692686769029974
ACH-000047,0.13616365533859934
ACH-000052,0.1970654212633897
ACH-000053,0.017691350176058194
ACH-000054,0.048648552160287656
ACH-000055,-0.038599287177029006
ACH-000060,0.022199979651253185
ACH-000067,0.03391328194104815
ACH-000070,-0.10232591043721308
ACH-000075,0.08983132653541301
ACH-000078,0.0787422022468664
ACH-000082,0.010320450494654205
ACH-000085,0.06649885924610603
ACH-000086,-0.058564744175403416
ACH-000087,0.1380064343061603
ACH-000092,0.052413949328133945
ACH-000095,0.06217352940351231
ACH-000097,0.0018169409649286946
ACH-000098,0.006432559104002673
ACH-000099,0.04294906595281152
ACH-000108,-0.03898496074103968
ACH-000113,-0.027013280294081413
ACH-000116,0.017310770621741953
ACH-000118,-0.0308912153722706
ACH-000120,0.1544529117880881
ACH-000123,0.010599812786027677
ACH-000127,0.12363748695187675
ACH-000128,0.03546897626918629
ACH-000132,0.023094128398669637
ACH-000133,-0.003937439083571031
ACH-000137,-0.05234982114865384
ACH-000138,0.024082784402072538
ACH-000142,-0.04854739792048885
ACH-000143,0.20886772593475905
ACH-000146,-0.02610552116503455
ACH-000148,0.020234659739413074
ACH-000150,-0.0012727237814211393
ACH-000152,0.039109551711246665
ACH-000153,-0.003960271861592292
ACH-000159,-0.04005036914357342
ACH-000160,0.0590058289868969
ACH-000163,0.0946898430560998
ACH-000167,-0.15617506956918778
ACH-000168,0.0008806098741095778
ACH-000169,0.04075930540993776
ACH-000178,0.19744848649807564
ACH-000183,-0.09929817883861164
ACH-000188,0.012438647931066176
ACH-000189,-0.02388425166301391
ACH-000190,0.14096700521980846
ACH-000198,0.0725321781036424
ACH-000203,0.4711771516295614
