,ANGPTL2 (23452)
ACH-000004,0.1445563337498859
ACH-000005,-0.06241260782227823
ACH-000007,0.22783028246332274
ACH-000009,0.10345808815923344
ACH-000011,0.07764695976492304
ACH-000012,0.08028916701557827
ACH-000013,0.025372994674669462
ACH-000014,0.13781430528247413
ACH-000015,-0.1400875293420817
ACH-000017,0.10511947527370302
ACH-000018,-0.004115219059668932
ACH-000019,0.17082250029414614
ACH-000021,-0.02729505302680019
ACH-000022,0.03511511813532395
ACH-000025,0.009576123623094663
ACH-000028,0.16727420946078358
ACH-000030,0.13383211433368486
ACH-000035,0.0605153858707816
ACH-000036,0.16798887649098174
ACH-000037,0.169189744314841
ACH-000039,0.04876024689646896
ACH-000040,0.040843224570141036
ACH-000041,-0.09670196388186313
ACH-000042,0.041269839952221415
ACH-000045,0.06398403299677369
ACH-000047,-0.024492854958555958
ACH-000052,0.14255437078446326
ACH-000053,0.08721463519680725
ACH-000054,0.11167261641382052
ACH-000055,0.20864773280553456
ACH-000060,0.019305630441372245
ACH-000067,0.14518785686397528
ACH-000070,-0.09562234700079576
ACH-000075,-0.08491306490175238
ACH-000078,0.1248354041773789
ACH-000082,0.17403627245639372
ACH-000085,-0.09291653646177317
ACH-000086,0.08893317154287708
ACH-000087,0.040352169515808285
ACH-000092,0.14572004348537165
ACH-000095,0.08496253847927704
ACH-000097,0.07828853700720664
ACH-000098,0.18309999571648072
ACH-000099,0.11963345474348296
ACH-000108,-0.015543565074250025
ACH-000113,0.18363799092240665
ACH-000116,0.1332306637621032
ACH-000118,-0.01537885542342249
ACH-000120,-0.005905747515827403
ACH-000123,0.11333799335970735
ACH-000127,0.13198459931889367
ACH-000128,0.02282004070675272
ACH-000132,0.04023718064479951
ACH-000133,0.0905052609278196
ACH-000137,-0.1062390745473168
ACH-000138,0.07478369497547345
ACH-000142,0.07807640938068036
ACH-000143,0.11610524979183665
ACH-000146,0.05737239758118148
ACH-000148,0.057033580406130026
ACH-000150,0.10448924984137316
ACH-000152,0.15395352157028294
ACH-000153,0.10073090564862293
ACH-000159,0.026462176599849254
ACH-000160,0.05126798672467841
ACH-000163,0.035083788389298716
ACH-000167,0.3153331115988909
ACH-000168,-0.021808641362214158
ACH-000169,0.09799437832976407
ACH-000178,0.08328663985524057
