,TIMM10B (26515)
ACH-000004,0.048682222541547415
ACH-000005,0.044663078285108015
ACH-000007,-0.012174575129124187
ACH-000009,0.024528352615909414
ACH-000011,0.029684871115071
ACH-000012,0.13825697766219586
ACH-000013,-0.0972003733520454
ACH-000014,0.07089124813883008
ACH-000015,-0.0056562122366436785
ACH-000017,0.12072985184555135
ACH-000018,0.09626702877345572
ACH-000019,0.057096231101452975
ACH-000021,-0.01830818377487639
ACH-000022,0.07573678851076493
ACH-000025,0.008028037986082115
ACH-000028,0.08073377378429235
ACH-000030,0.038447012103113215
ACH-000035,0.0322149601205323
ACH-000036,0.018032011590589682
ACH-000037,-0.007218840107134266
ACH-000039,-0.0010775984327847591
ACH-000040,0.05629649918748265
ACH-000041,-0.0690209494765155
ACH-000042,0.08696907208531035
ACH-000045,0.03823516427397651
ACH-000047,-0.0634315445097465
ACH-000052,0.1768329745891896
ACH-000053,-0.02245208012703627
ACH-000054,0.184556119751168
ACH-000055,-0.1415345526889315
ACH-000060,0.09485046879659816
ACH-000067,-0.09747192807105674
ACH-000070,0.058877002522341834
ACH-000075,-0.10640869266465006
ACH-000078,0.18334032425943966
ACH-000082,0.21267756085660236
ACH-000085,0.09583890001061993
ACH-000086,0.08422003815184595
ACH-000087,0.1047446829212141
ACH-000092,0.13114212046569598
ACH-000095,0.08490039075999108
ACH-000097,0.0534894097962466
ACH-000098,0.03343376791454539
ACH-000099,0.07467562969520919
ACH-000108,-0.026057174536466447
ACH-000113,-0.16100096657234872
ACH-000116,-0.002108701021017691
ACH-000118,0.048377505334556536
ACH-000120,-0.0012525209308641644
ACH-000123,0.11412637935112345
ACH-000127,0.04234858511295977
ACH-000128,0.15443499506179845
ACH-000132,0.10880532363320636
ACH-000133,0.2523017836382979
ACH-000137,-0.12545334337072986
ACH-000138,0.0998687415574583
ACH-000142,0.14056882477103125
ACH-000143,0.15306688972178575
ACH-000146,-0.031040245371069367
ACH-000148,0.11267994205653807
ACH-000150,-0.08374988695036392
ACH-000152,0.09257854227971522
ACH-000153,0.1511361872906821
ACH-000159,0.07388049886076761
ACH-000160,0.0842100801733886
ACH-000163,0.15718973999617333
ACH-000167,0.4360807750704516
ACH-000168,0.03301920912489845
ACH-000169,0.06392400412262195
ACH-000178,-0.03610085185946065
ACH-000183,0.09847359480368956
ACH-000188,0.13317364385022376
ACH-000189,-0.07867320835316854
ACH-000190,0.04265198274690843
ACH-000198,0.011503562926418166
ACH-000203,0.4560751038240082
ACH-000204,0.250712373617671
ACH-000206,-0.015957383955231934
ACH-000207,0.0344317550668052
ACH-000208,-0.2472089451370392
ACH-000210,-0.10773399583438124
ACH-000211,0.16001026068798074
ACH-000215,0.02264514792478686
ACH-000221,0.0737357544073143
ACH-000222,0.05981363491660676
ACH-000223,-0.11782409787489065
ACH-000226,0.04792951801141395
ACH-000227,0.06138892945932967
ACH-000228,0.17916739100730494
ACH-000231,0.05196589998893191
ACH-000232,0.0860846844508263
ACH-000233,0.07147319319243489
ACH-000234,0.07497079494224954
ACH-000235,-0.013108848756819846
ACH-000237,-0.07287325486849712
ACH-000238,0.11658238796984663
ACH-000242,0.10334393695238933
ACH-000243,0.0258034286678016
ACH-000244,0.33085988467525984
ACH-000246,0.01122121731807276
ACH-000248,0.059647681760389225
ACH-000250,0.06320385779458547
ACH-000251,0.13900722593412124
ACH-000252,0.032762669534651484
ACH-000253,0.04889768757870866
