,MGAT1 (4245)
ACH-000004,-0.4518416249045986
ACH-000005,-0.4376746405213065
ACH-000007,-0.3876272114520353
ACH-000009,-0.4629357949798956
ACH-000011,-0.5755978678132829
ACH-000012,-0.17525630796641264
ACH-000013,-0.3479516250698434
ACH-000014,-0.5282268973498369
ACH-000015,-0.6511853152381831
ACH-000017,-0.3814690780939126
ACH-000018,-0.6168511472515753
ACH-000019,-0.14014738811880914
ACH-000021,-0.3359505188927012
ACH-000022,-0.15895889516258074
ACH-000025,-0.6100678580547095
ACH-000028,-0.3333651213561243
ACH-000030,-0.4685134663377837
ACH-000035,-0.17028874608956954
ACH-000036,-0.15259415560002115
ACH-000037,-0.3804624173591473
ACH-000039,-0.1191333069869721
ACH-000040,-0.4711855873882546
ACH-000041,-0.07173255423308468
ACH-000042,-0.4453523385658513
ACH-000045,-0.6251134492156987
ACH-000047,-0.5664095968027519
ACH-000052,-0.4280934110104115
ACH-000053,-0.592403203223577
ACH-000054,-0.5837611166491331
ACH-000055,-0.4732959353135377
ACH-000060,-0.4396767595152595
ACH-000067,-0.2604313907574351
ACH-000070,-0.5926545094720352
ACH-000075,-0.5520141424929331
ACH-000078,-0.3973967296623564
ACH-000082,-0.3861385934770633
ACH-000085,-0.4719353931917642
ACH-000086,-0.5727437213767672
ACH-000087,-0.5058674532176941
ACH-000092,-0.6568214482528394
ACH-000095,-0.12288598069293805
ACH-000097,-0.37751685967521575
ACH-000098,-0.7442605338820294
ACH-000099,-0.5766522287666674
ACH-000108,-0.6319331436861314
ACH-000113,-0.6049435668639075
ACH-000116,-0.4436374899483224
ACH-000118,-0.5320816122182209
ACH-000120,0.1284809949965813
ACH-000123,-0.3126001026606143
ACH-000127,-0.6316726683463524
ACH-000128,-0.5177430328120513
ACH-000132,-0.5216140003329641
ACH-000133,-0.3901139017680216
ACH-000137,-0.5192721096312093
ACH-000138,-0.3869183323429703
ACH-000142,-0.11529304671941093
ACH-000143,-0.2192448097387704
ACH-000146,-0.44093266800893
ACH-000148,-0.588738668948256
ACH-000150,-0.5820461462186919
ACH-000152,-0.4564421605009747
ACH-000153,-0.30040538451037085
ACH-000159,-0.6257931196402748
ACH-000160,-0.3749877234396377
ACH-000163,-0.34655158378667866
ACH-000167,-0.487688020032233
ACH-000168,-0.641508501916026
ACH-000169,-0.397362663751726
ACH-000178,-0.4352561423214078
ACH-000183,-0.5969902078998695
ACH-000188,-0.22435154868562127
ACH-000189,-0.17329244678110428
