,FFAR4 (338557)
ACH-000004,0.2290209056042961
ACH-000005,0.012637338791120323
ACH-000007,0.10544442154378693
ACH-000009,0.02000704075693597
ACH-000011,0.019194642373668854
ACH-000012,-0.08721819300877376
ACH-000013,0.0251200027218624
ACH-000014,-0.08226699664841099
ACH-000015,-0.14701951616514894
ACH-000017,-0.07854223199773003
ACH-000018,-0.08705767634702093
ACH-000019,0.14025430321285098
ACH-000021,0.06217928902326773
ACH-000022,0.05869315587898202
ACH-000025,-0.21901093059651805
ACH-000028,0.03366156357068043
ACH-000030,0.11592684290715867
ACH-000035,-0.020391871325669376
ACH-000036,-0.1894556760450618
ACH-000037,-0.0215092639255193
ACH-000039,0.05604313095354115
ACH-000040,-0.08533150712278192
ACH-000041,0.07337880719449802
ACH-000042,-0.10773746069082384
ACH-000045,-0.17446357779739527
ACH-000047,0.06406045253202403
ACH-000052,-0.046083289114897216
ACH-000053,-0.07727158961551665
ACH-000054,-0.030521374637220013
ACH-000055,0.019510346205138186
ACH-000060,-0.02484797598944893
ACH-000067,-0.11222317660256194
ACH-000070,-0.09991276616653624
ACH-000075,-0.15117507675685438
ACH-000078,0.10575130100519577
ACH-000082,0.07346161166825872
ACH-000085,0.17331213298021506
ACH-000086,-0.05915560486856852
ACH-000087,-0.1499021491374198
ACH-000092,0.07953530116192
ACH-000095,0.019060513971482285
ACH-000097,0.021969028070151688
ACH-000098,-0.08410329404214373
ACH-000099,-0.04572234810150012
ACH-000108,-0.1650933891502614
ACH-000113,-0.12927649594899446
ACH-000116,0.02448914627712821
ACH-000118,-0.09055665191873738
ACH-000120,-0.017282140932575192
ACH-000123,0.053148085285246435
ACH-000127,-0.03726126609400879
ACH-000128,0.0634203527165911
ACH-000132,-0.03315894638325642
ACH-000133,-0.007018649394469861
ACH-000137,0.11695068682615788
ACH-000138,-0.03532010135315688
ACH-000142,-0.04532162138600957
ACH-000143,-0.15842223314605827
ACH-000146,0.031223857372570017
ACH-000148,-0.1706201653322105
ACH-000150,-0.08313828617902845
ACH-000152,-0.2404404541757116
ACH-000153,0.19909217769717466
ACH-000159,0.04332811585376165
ACH-000160,-0.03761715890888773
ACH-000163,-0.06397371850870913
ACH-000167,-0.034972169089971146
ACH-000168,0.07466167057272652
ACH-000169,-0.08070653563596995
ACH-000178,-0.04604848958041876
ACH-000183,-0.1169436490702702
ACH-000188,-0.044390466574295115
ACH-000189,-0.2306887542550529
ACH-000190,0.05269328718018484
ACH-000198,-0.04079519149974627
ACH-000203,0.22299649314230646
ACH-000204,0.027721064682348598
ACH-000206,-0.0019374154050809875
ACH-000207,-0.020448271288136127
ACH-000208,-0.0977236050879684
ACH-000210,-0.005103918655830577
ACH-000211,0.03665737838630985
ACH-000215,-0.04190638663788249
ACH-000221,0.029178505584072038
ACH-000222,0.018395387850954587
ACH-000223,-0.09991113275546837
ACH-000226,-0.01502276427022654
ACH-000227,-0.1428923642771085
ACH-000228,-0.06614061331056523
ACH-000231,-0.038872688547974266
ACH-000232,-0.050259076217418805
ACH-000233,-0.01894151921324009
ACH-000234,-0.06155143256002318
ACH-000235,0.010628620230342391
ACH-000237,-0.02771259955258019
ACH-000238,0.0021751466613982445
ACH-000242,-0.4511337711210399
ACH-000243,-0.06841795835554328
ACH-000244,0.3046152490784184
ACH-000246,-0.03665289958272342
ACH-000248,-0.16293822133627509
ACH-000250,0.012707108713924664
ACH-000251,0.08702012298498829
ACH-000252,0.1253667418483186
ACH-000253,-0.050450936241712485
ACH-000255,-0.117524064708734
ACH-000256,-0.035613344492854686
ACH-000257,0.07881369337436614
ACH-000258,0.06280802692047882
ACH-000259,-0.09557700799189864
ACH-000260,0.010115314237132907
ACH-000261,-0.03529430592599793
ACH-000262,-0.15897189950031848
ACH-000263,-0.11430703506526245
ACH-000264,-0.08364696338507031
ACH-000265,-0.026208873896571224
ACH-000266,-0.05085330943778156
ACH-000272,0.004734974156692885
ACH-000274,0.0019042115720646247
ACH-000277,-0.13187096826520855
ACH-000278,0.017602431502325676
ACH-000279,-0.10876353404207106
ACH-000280,-0.11720601357771293
ACH-000281,-0.14840553690445513
ACH-000288,-0.07667491628703009
ACH-000291,-0.06497992628272363
ACH-000293,-0.010200440386949549
ACH-000294,0.1110941430237384
ACH-000295,0.12598214036643154
ACH-000296,-0.01928980058884723
ACH-000302,0.007836145660870745
ACH-000304,0.018985755911820647
ACH-000307,-0.04861264823538503
ACH-000308,-0.10239382280465736
ACH-000310,0.0015087657877250404
ACH-000311,-0.1489031383783059
ACH-000312,-0.10901314082781068
ACH-000315,0.015232246827677327
ACH-000316,-0.12794738383497173
ACH-000317,0.04231700613165314
ACH-000318,-0.006808208928881708
ACH-000319,0.018931783426498656
ACH-000320,-0.30238000648303065
ACH-000322,-0.1140135807356662
ACH-000323,-0.27657626074237296
ACH-000324,-0.07171497086556755
