,STRADB (55437)
ACH-000004,0.11741590664168094
ACH-000005,0.1922617748976222
ACH-000007,-0.00400670916359831
ACH-000009,-0.14043029791935854
ACH-000011,0.14001426158877472
ACH-000012,0.04703877455206144
ACH-000013,0.033548577723955336
ACH-000014,0.004045343565547922
ACH-000015,0.13375656346116668
ACH-000017,0.12705735212761982
ACH-000018,-0.07959376929381087
ACH-000019,-0.1305865972248312
ACH-000021,0.15175114726103328
ACH-000022,0.056202925421519806
ACH-000025,0.16951060344762686
ACH-000028,0.018093656437790397
ACH-000030,-0.004497913103858118
ACH-000035,0.15763412630799778
ACH-000036,0.021723594560268445
ACH-000037,-0.05745285963569963
ACH-000039,0.270821412381112
ACH-000040,0.09705437276527093
ACH-000041,0.06138532994802639
ACH-000042,0.08562231539329918
ACH-000045,0.1055025191523244
ACH-000047,0.05976199631753181
ACH-000052,0.09049549825907467
ACH-000053,0.07251031536449153
ACH-000054,0.08918557474227648
ACH-000055,0.03394010245991273
ACH-000060,0.04819053975825088
ACH-000067,-0.01981964656568281
ACH-000070,0.259939570158226
ACH-000075,-0.0277576316286619
ACH-000078,0.029013982039419038
ACH-000082,0.021058307526653174
ACH-000085,0.35123788553567564
ACH-000086,0.05399952300511144
ACH-000087,-0.09599648237019566
ACH-000092,0.08792184165581626
ACH-000095,0.015114613567185155
ACH-000097,0.12064077643053865
ACH-000098,0.11044588363217453
ACH-000099,-0.06869359511739144
ACH-000108,0.09116128725874137
ACH-000113,0.22601147751587
ACH-000116,0.08485463481891313
ACH-000118,-0.01707848137369659
ACH-000120,-0.04160086241288788
ACH-000123,-0.0070113097613441885
ACH-000127,0.02755386459087471
ACH-000128,0.030779559142632005
ACH-000132,0.16681246419995635
ACH-000133,0.04578253275337544
ACH-000137,0.12120848710901642
ACH-000138,0.08537943591597705
ACH-000142,0.1773893307904076
ACH-000143,-0.018085911268246813
ACH-000146,0.0022379979513456358
ACH-000148,0.13258074920363785
ACH-000150,0.06636310330032072
ACH-000152,0.021136018282954912
ACH-000153,0.09986800615470452
ACH-000159,0.13909263977692102
ACH-000160,0.1699070652323469
ACH-000163,0.14021183111312666
ACH-000167,0.08933587064668441
ACH-000168,-0.0051109417106847705
ACH-000169,0.034858754348364794
ACH-000178,0.13754994367506687
ACH-000183,-0.0018849402272520675
ACH-000188,0.14126462217747934
ACH-000189,0.1391278810338428
ACH-000190,0.09202149131411737
ACH-000198,0.14977830558954427
ACH-000203,-0.33489498470184736
ACH-000204,0.018935577367300074
ACH-000206,0.22210991348949966
ACH-000207,0.2480033064626586
ACH-000208,0.10237249450476847
ACH-000210,-0.1475724530122389
ACH-000211,0.13960782996904428
ACH-000215,0.09692084863000767
ACH-000221,0.10071449456181916
ACH-000222,0.2966809222189211
ACH-000223,-0.0638245945525221
ACH-000226,0.016174985380182073
ACH-000227,0.05183954325354615
ACH-000228,0.19991426951314734
ACH-000231,0.17413129033688898
ACH-000232,0.1322738103672054
ACH-000233,0.005652401043554117
ACH-000234,-0.10054890272556888
ACH-000235,0.09120149384820844
ACH-000237,-0.028225266395560007
ACH-000238,0.09422098927662344
ACH-000242,-0.048508248236773834
ACH-000243,0.011300822750274482
ACH-000244,0.1000665802872233
ACH-000246,0.06426395098741097
ACH-000248,0.2486260598032698
ACH-000250,0.05478927766624414
ACH-000251,0.17779859825052294
ACH-000252,-0.06933422964426733
ACH-000253,0.12744073386571558
ACH-000255,0.06391786665094815
ACH-000256,0.13902182676005412
ACH-000257,0.19695609543560247
ACH-000258,0.16073423004797546
ACH-000259,0.024481350660271614
ACH-000260,0.0013422049127982908
ACH-000261,0.13783430238586666
ACH-000262,0.08098905256334274
ACH-000263,0.2351677384203081
ACH-000264,-0.06123197782066943
ACH-000265,-0.018475235087101614
ACH-000266,0.057518429235045576
ACH-000272,0.028179219814633887
ACH-000274,0.0073375220056329845
ACH-000277,0.11462106771881027
ACH-000278,0.12288878279563965
ACH-000279,0.12305461103938753
ACH-000280,0.20917306677787692
ACH-000281,0.024119627090661826
ACH-000288,0.07669301579745356
ACH-000291,-0.13106209209355782
ACH-000293,0.0009815939597550669
ACH-000294,0.1371459549207003
ACH-000295,0.08540524246311958
ACH-000296,0.06355191579162031
ACH-000302,0.06554742106892597
ACH-000304,0.06588200491585572
ACH-000307,-0.014140725158888041
ACH-000308,0.09572696117751893
ACH-000310,0.1570362346672711
ACH-000311,0.12833239897706286
ACH-000312,0.09954191920207607
ACH-000315,0.14396103114334066
ACH-000316,0.1684076374671216
ACH-000317,0.09786762905023297
ACH-000318,0.15033499956867724
ACH-000319,0.053295821858529976
ACH-000320,0.20730478753196604
ACH-000322,0.1976995294816124
ACH-000323,0.010064431753566474
ACH-000324,0.03772803280100322
ACH-000329,0.01797117924624454
ACH-000330,0.1196213697188738
ACH-000331,0.02051288137792671
ACH-000332,0.039403559791816735
ACH-000334,0.2769808248469773
ACH-000335,-0.03592472952312625
ACH-000336,0.01995795760659147
ACH-000337,0.14803090914896458
ACH-000338,0.322299009977081
ACH-000339,-0.024275424060080462
