,DERL1 (79139)
ACH-000004,-0.002322107074432966
ACH-000005,-0.11989649820685845
ACH-000007,-0.036395523604821935
ACH-000009,-0.049237677438665806
ACH-000011,-0.01753315206405565
ACH-000012,-0.1963483435169552
ACH-000013,-0.10858806684344154
ACH-000014,0.02427769851686556
ACH-000015,0.08267305346822824
ACH-000017,-0.2942459585879469
ACH-000018,-0.2413764766030465
ACH-000019,0.07681527369923727
ACH-000021,0.026731296438811003
ACH-000022,-0.22018946846762072
ACH-000025,-0.4650938046134312
ACH-000028,-0.11945039434694997
ACH-000030,-0.04245330610183555
ACH-000035,-0.04078042724905941
ACH-000036,-0.19772956578097092
ACH-000037,-0.246185075662589
ACH-000039,0.17268651728322934
ACH-000040,-0.31956352784613634
ACH-000041,-0.0206329674076443
ACH-000042,-0.01977597639216937
ACH-000045,-0.1136716071510688
ACH-000047,0.07102668114904671
ACH-000052,-0.09853935833334064
ACH-000053,-0.020768631543604
ACH-000054,-0.007487969470111445
ACH-000055,-0.050845534917396
ACH-000060,-0.1515617351677486
ACH-000067,-0.0013164639371257179
ACH-000070,-0.06434771296503049
ACH-000075,-0.03459035003348395
ACH-000078,0.05256223661294892
ACH-000082,0.02141226509327155
ACH-000085,-0.07690796606248079
ACH-000086,-0.2914714242538232
ACH-000087,-0.07936760109029868
ACH-000092,-0.29934759607718325
ACH-000095,-0.07662736342153824
ACH-000097,-0.009528599488729923
ACH-000098,-0.29598980128210844
ACH-000099,0.1120903341956952
ACH-000108,-0.12502017932998433
ACH-000113,-0.17628616664624108
ACH-000116,-0.17161957113187348
ACH-000118,-0.25073276153569657
ACH-000120,0.06932830008326869
ACH-000123,0.0036929686925827616
ACH-000127,-0.2182806608993616
ACH-000128,-0.11218542220244747
ACH-000132,-0.016425079275260632
ACH-000133,-0.21511409883331414
ACH-000137,0.18266200016884107
ACH-000138,0.029046219037761417
ACH-000142,-0.016693578924122626
ACH-000143,-0.11475783185495955
ACH-000146,-0.10552770342715584
ACH-000148,0.05836640789973334
ACH-000150,-0.4579857846140077
ACH-000152,-0.031001701561661668
ACH-000153,-0.17739811282897905
ACH-000159,-0.07639154734344941
ACH-000160,-0.03815363882193831
ACH-000163,-0.9042223143999972
ACH-000167,-0.22322789380266195
ACH-000168,-0.0698440820274433
ACH-000169,-0.1245615237826336
ACH-000178,-0.2680963830758055
ACH-000183,-0.018446027856146092
ACH-000188,-0.09379518657653993
ACH-000189,0.14513896474677593
ACH-000190,-0.2960841754914115
ACH-000198,-0.045318222820037925
ACH-000203,0.08089874966254153
ACH-000204,-0.4733105933507117
ACH-000206,-0.2973275812712957
ACH-000207,-0.04448610930831598
ACH-000208,-0.23659800529099545
ACH-000210,-0.08347761653606398
ACH-000211,0.08666376733742115
ACH-000215,-0.13437179108836872
ACH-000221,-0.16888636475553445
ACH-000222,0.0257733513985384
ACH-000223,-0.056194068623936784
ACH-000226,0.0441166141193147
ACH-000227,0.11445075156037696
ACH-000228,0.032667730746128595
ACH-000231,-0.2156337693149455
ACH-000232,-0.05274087909923597
ACH-000233,-0.07884699241762147
ACH-000234,-0.15743777659012587
ACH-000235,-0.04767884186785095
ACH-000237,-0.28681896089016073
ACH-000238,-0.2156901560367694
ACH-000242,-0.06001088715797567
ACH-000243,-0.1285649048568038
ACH-000244,-0.22749717145151144
ACH-000246,-0.03605149171173037
ACH-000248,-0.2522287526881096
ACH-000250,-0.14723287001060598
ACH-000251,-0.20505169293552655
ACH-000252,-0.3878159237996312
ACH-000253,0.0679060818801193
ACH-000255,-0.02060470215860511
ACH-000256,-0.2946165451179049
ACH-000257,-0.2682918443880476
ACH-000258,-0.3169989394302256
ACH-000259,-0.07337373322587942
ACH-000260,-0.023370027576762698
ACH-000261,0.06049995633408972
ACH-000262,-0.3248372852814602
ACH-000263,-0.2315656499358872
ACH-000264,0.033371922921460045
ACH-000265,-0.16391537899361214
ACH-000266,-0.0940850777083057
ACH-000272,-0.10529954755857476
ACH-000274,-0.06044972916894634
ACH-000277,-0.11914753582277388
ACH-000278,-0.04691690597145398
ACH-000279,-0.2444377021194529
ACH-000280,-0.031457927841021166
ACH-000281,-0.18126089617449292
ACH-000288,0.0910609150234545
ACH-000291,0.00022475378855247642
ACH-000293,0.10820907852148047
ACH-000294,-0.3327963280490383
ACH-000295,-0.16521250850080355
ACH-000296,-0.15107759608613855
ACH-000302,0.10501388217982764
ACH-000304,-0.2039665546247246
ACH-000307,0.04252192866866244
ACH-000308,0.04386820075360425
ACH-000310,0.0249790788277272
ACH-000311,-0.12901021450833658
ACH-000312,0.0565801028046601
ACH-000315,-0.04581382412091156
ACH-000316,-0.12014829085613775
ACH-000317,0.02675450067049653
ACH-000318,-0.0623185861939469
ACH-000319,-0.17685142208755958
ACH-000320,-0.1414009941866568
ACH-000322,-0.26670047065893115
ACH-000323,-0.2877857844102265
ACH-000324,-0.3198421713830809
ACH-000329,-0.12802860468158536
ACH-000330,0.10932523643179193
ACH-000331,-0.2998113458053648
ACH-000332,-0.07325145848245905
ACH-000334,-0.2849064867198143
ACH-000335,0.10859906041839422
ACH-000336,0.25299798584049904
ACH-000337,-0.2319307425609142
ACH-000338,0.0659902503892335
ACH-000339,-0.184034373798106
ACH-000341,-0.02720478088607258
ACH-000348,-0.21615942012375344
ACH-000350,0.027706122540380074
ACH-000352,-0.16813585006477735
ACH-000356,0.03443550191674126
ACH-000361,-0.09423104314196924
ACH-000362,-0.25797197595317944
ACH-000363,-0.0955890129477454
ACH-000364,-0.12929808712454896
ACH-000365,0.008724218599167912
ACH-000366,0.08043364211851586
ACH-000368,-0.24055109895924776
ACH-000374,0.007387370180361775
ACH-000375,0.04856754368062946
ACH-000376,-0.0679763986084047
ACH-000381,-0.16751939066625496
ACH-000383,0.013523039502366831
ACH-000387,-0.13269586917358342
ACH-000389,-0.4537452428837694
ACH-000390,-0.2362780401038099
ACH-000393,0.011363338060415291
ACH-000395,-0.08790337477872255
ACH-000396,0.0031655644677931177
ACH-000397,-0.0537439126826146
ACH-000401,-0.025505752054359208
ACH-000402,0.2188559303317824
ACH-000403,-0.10740725628969268
ACH-000404,-0.10678795918186501
ACH-000406,-0.015029890617366046
ACH-000407,-0.07727553426611275
ACH-000408,-0.008949593218456852
ACH-000410,0.1322623281410586
ACH-000411,-0.11581794223895185
ACH-000414,-0.03468107895525942
ACH-000415,-0.22141741077086105
ACH-000416,0.034179448663858934
ACH-000420,-0.22101726177568815
ACH-000421,0.0453611551203377
ACH-000424,-0.08482994460222908
ACH-000425,-0.12224692016199808
ACH-000426,-0.2442781411170817
ACH-000427,-0.13351685888683215
ACH-000433,0.11950963418932553
ACH-000435,0.028910864211234105
ACH-000436,-0.18294198279513632
ACH-000444,0.0411254498237378
ACH-000445,-0.23839326982658585
ACH-000448,-0.009835653897495205
ACH-000450,-0.0687106965897745
ACH-000452,0.03029754361574344
ACH-000454,-0.3481811263761668
ACH-000458,-0.12898224755218304
ACH-000459,0.06426954319900485
ACH-000460,-0.14184327905516872
ACH-000461,-0.09247388840469338
ACH-000463,-0.06889345243426076
ACH-000464,-0.3656900931738103
ACH-000466,-0.4397326252177806
ACH-000467,-0.02514010517024866
ACH-000468,0.16520659055176254
ACH-000469,0.008767240585411992
ACH-000470,-0.2029448500467874
ACH-000471,-0.1191350242627896
ACH-000472,-0.11098292908509624
ACH-000473,-0.027791760738237692
ACH-000475,-0.18893369833195792
ACH-000476,-0.053175211754426216
ACH-000477,-0.08114185944331997
ACH-000479,0.08094396290289932
ACH-000480,-0.10395593921136467
ACH-000481,-0.168587036062641
ACH-000483,-0.0116619672837111
ACH-000484,-0.04216997437076425
ACH-000485,-0.10327229711533706
ACH-000486,-0.06861403833622008
ACH-000487,-0.07346690567017299
ACH-000488,-0.23261028861012115
ACH-000490,-0.15532918910764593
ACH-000491,-0.4961017516209068
ACH-000495,-0.2108765338704238
ACH-000496,-0.2218903478515243
ACH-000499,-0.1065035283678161
ACH-000500,-0.5286913299733381
ACH-000502,-0.023459280268653643
ACH-000503,-0.2454323482906526
ACH-000505,-0.045544137256937116
ACH-000507,0.02339927014545207
ACH-000510,-0.1936359156567874
ACH-000511,-0.1484840003292672
ACH-000512,-0.15602583746702814
ACH-000516,-0.06695818736442402
ACH-000517,0.012843531969488113
ACH-000518,0.06073591784774346
ACH-000520,-0.1161857543305317
ACH-000521,0.08159505624961852
ACH-000522,0.02656488547794873
ACH-000524,0.012710063196265144
ACH-000527,-0.4460226197333908
ACH-000528,-0.023184377946337868
ACH-000537,-0.09298438858553276
ACH-000541,-0.5168816620572733
ACH-000542,-0.6011921313436245
ACH-000544,-0.5731701219016415
ACH-000545,-0.0936934906935692
ACH-000547,-0.2794453212433801
ACH-000548,-0.6282778553494255
ACH-000549,-0.20993899115217995
ACH-000550,0.0557150422532409
ACH-000552,-0.17828929100331514
ACH-000556,0.031373114464021384
ACH-000557,-0.09236023810330203
ACH-000569,0.037657176521992464
ACH-000570,0.003880251862444715
ACH-000571,0.0452255704379509
ACH-000573,0.1187046384721776
ACH-000576,-0.14072101980609175
ACH-000579,-0.10356416541268246
ACH-000580,0.0609346600238396
ACH-000584,-0.1431746060325676
ACH-000585,0.047661359541906485
ACH-000588,-0.08298551754514777
ACH-000589,-0.4732866484572317
ACH-000591,-0.22506916319060136
ACH-000593,-0.2236448199334614
ACH-000600,-0.05985087831565336
ACH-000601,0.01170704330678759
ACH-000605,0.0083512427852497
ACH-000606,-0.24436109293531744
ACH-000608,-0.018115682348957853
ACH-000614,-0.20375046861733973
ACH-000616,-0.005025254530084245
ACH-000618,-0.034192657783236886
ACH-000619,-0.15762333410427495
ACH-000620,-0.37417512982771983
ACH-000621,-0.03769028327922297
ACH-000622,0.10864900134306724
ACH-000623,0.1315649642427678
ACH-000624,-0.07160346070500448
ACH-000627,-0.02579176955295193
ACH-000630,-0.5074129082374945
ACH-000631,0.021451876033246928
ACH-000632,-0.15063113428090494
ACH-000633,-0.07071871063850113
ACH-000637,-0.2047593415492317
ACH-000638,-0.7129522636626745
ACH-000646,-0.5714975667533224
ACH-000647,-0.0568502165513359
ACH-000648,-0.04639152697167426
ACH-000649,-0.06069699313759005
ACH-000651,0.016127016165505662
ACH-000652,0.06841170360339377
ACH-000653,-0.1990331531099241
ACH-000657,-0.02063740684776929
ACH-000658,-0.3153787347841538
ACH-000661,0.002571468757111353
ACH-000662,0.046255208145562526
ACH-000663,-0.12860425366386433
ACH-000665,-0.4152404386984405
ACH-000671,-0.6272292723490676
ACH-000672,-0.051330760337588516
ACH-000673,-0.2443684473108189
ACH-000676,0.032152790022605605
ACH-000677,-0.01993061957307264
ACH-000681,-0.3894933812598768
ACH-000683,-0.09593464236336087
ACH-000684,-0.13157221873451996
ACH-000688,-0.5649710901898376
ACH-000693,-0.22044308321655784
ACH-000694,-0.03495043783223866
ACH-000695,0.0019396324490305204
ACH-000696,-0.12433684272945635
ACH-000697,0.00599941136507992
ACH-000699,-0.12198553816548904
ACH-000701,-0.23532204606087725
ACH-000706,-0.087843144880351
ACH-000711,-0.06258242289947531
ACH-000713,-0.016339636269875533
ACH-000714,-0.07578257255537242
ACH-000718,-0.2748763456473422
ACH-000720,0.014515574186131131
ACH-000721,-0.1048242043646387
ACH-000724,-0.22113616484020815
ACH-000725,0.11133275027052672
ACH-000732,-0.3740042884216317
ACH-000734,-0.1039688362174032
ACH-000735,-0.06337427399925298
ACH-000736,0.027073096239274414
ACH-000738,-0.09926265437230596
ACH-000746,0.02909454225614622
ACH-000747,0.04173972854876933
ACH-000748,-0.009840199301590477
ACH-000753,-0.2750695009312907
ACH-000756,0.011870589440162652
ACH-000757,0.010773904778623332
ACH-000758,-0.2405264389309616
ACH-000760,-0.17425657230634808
ACH-000762,-0.09336204958710367
ACH-000763,-0.2587226923704833
ACH-000764,-0.2294027468055179
ACH-000765,-0.02369032436232909
ACH-000766,-0.01704708363133658
ACH-000767,-0.08597875171919793
ACH-000768,-0.10519762703273608
ACH-000769,-0.3283469024822162
ACH-000770,-0.007460078255535516
ACH-000771,-0.07528552985272068
ACH-000773,-0.057103105383254915
ACH-000776,-0.36684123963716575
ACH-000777,-0.022924217354060226
ACH-000778,-0.05112495108943259
ACH-000781,-0.2261220347311465
ACH-000782,-0.05861766033030018
ACH-000783,0.022671322129758385
ACH-000784,-0.2625893394302296
ACH-000785,-0.204867155785537
ACH-000787,-0.2677542130813577
ACH-000788,0.010628070862892284
ACH-000791,-0.04454740407520719
ACH-000792,-0.0793349298993673
ACH-000794,-0.012846989520063207
ACH-000796,-0.019082655857252627
ACH-000798,-0.17513974707189514
ACH-000799,0.009292111193236877
ACH-000800,-0.17526071967959814
ACH-000802,-0.016174902448262092
ACH-000804,0.06923876255971798
ACH-000805,0.03283431194895108
ACH-000809,0.09167544415171147
ACH-000810,0.1584176300797819
ACH-000811,-0.08192854466385179
ACH-000817,-0.7375228799548651
ACH-000819,-0.09204153436904892
ACH-000820,-0.03431288642284118
ACH-000821,-0.3964563999239581
ACH-000822,-0.07372812083839915
ACH-000823,-0.08647271108436985
ACH-000824,-0.0634820898188923
ACH-000827,-0.11340316946346995
ACH-000829,-0.023319707521924644
