,MSR1 (4481)
ACH-000004,0.14722417802020424
ACH-000005,-0.015651551783621917
ACH-000007,0.09206648629875863
ACH-000009,0.04559585328151914
ACH-000011,-0.06490187170063044
ACH-000012,0.10999928223227584
ACH-000013,0.128874153156084
ACH-000014,-0.06093113786850685
ACH-000015,0.11577692234659565
ACH-000017,0.049202417979579964
ACH-000018,0.23766468864060944
ACH-000019,-0.008238070654569824
ACH-000021,0.13631190530809775
ACH-000022,0.0054279303328805956
ACH-000025,0.1167090804266171
ACH-000028,0.09606317943247099
ACH-000030,0.11787213719893914
ACH-000035,0.14054142618004978
ACH-000036,0.03872462679404756
ACH-000037,0.0540437300090257
ACH-000039,0.005521207885348798
ACH-000040,0.21349764723478692
ACH-000041,-0.003865575801048894
ACH-000042,0.1037602342885821
ACH-000045,0.029171095562993774
ACH-000047,0.2356381856580477
ACH-000052,-0.05121116325678085
ACH-000053,0.0803077945053755
ACH-000054,-0.036912990346999366
ACH-000055,0.08038099723361981
ACH-000060,0.08006552359274129
ACH-000067,0.0698667275614773
ACH-000070,0.07402875974065821
ACH-000075,0.0949790198279091
ACH-000078,0.006598159144752935
ACH-000082,0.042754352325698616
ACH-000085,-0.00539494789553588
ACH-000086,0.13191504174971647
ACH-000087,0.11974311812126072
ACH-000092,0.08660811665616931
ACH-000095,0.08019543167750671
ACH-000097,0.11544493584410055
ACH-000098,0.2607106614418264
ACH-000099,0.06268822794253978
ACH-000108,0.02895767011552622
ACH-000113,0.051185589438779176
ACH-000116,0.1183992621082487
ACH-000118,0.13595568580597045
ACH-000120,-0.07165855546161165
ACH-000123,0.06890572819041384
ACH-000127,0.029294692347999262
ACH-000128,0.06647839445778117
ACH-000132,0.04707872651368399
ACH-000133,0.07484878446933765
ACH-000137,-0.030723428409360414
ACH-000138,0.1611434316941462
ACH-000142,0.13352655749145995
ACH-000143,-0.043584900946521066
ACH-000146,0.1320167577776987
ACH-000148,0.0774675482434551
ACH-000150,0.08304483426159412
ACH-000152,0.1047235581262082
ACH-000153,0.15487938758783934
ACH-000159,0.1416775519925174
ACH-000160,0.15978828647161505
ACH-000163,0.08844350260481174
ACH-000167,-0.14081102646661714
ACH-000168,0.0751909421877426
ACH-000169,0.11567305725299812
ACH-000178,0.03226606076509344
ACH-000183,-0.13682088423589311
ACH-000188,0.04987587383765928
ACH-000189,0.17199947730453194
ACH-000190,0.007273769379920156
ACH-000198,0.11553683113652573
ACH-000203,0.3758144876983504
ACH-000204,-0.02423860625286239
ACH-000206,0.171212613474301
ACH-000207,0.12198082998880615
ACH-000208,0.18055720424008412
ACH-000210,0.0593263207608816
ACH-000211,0.04237992339419603
ACH-000215,0.056443634386418425
ACH-000221,0.2425770068414633
ACH-000222,0.07385796020466011
ACH-000223,0.14792454643628775
ACH-000226,0.12248493745245642
ACH-000227,-0.04398242710642418
ACH-000228,-0.025117006090068526
ACH-000231,0.15894460138277686
ACH-000232,0.0014228417177927198
ACH-000233,0.09268894902511472
ACH-000234,0.0043139100006447375
ACH-000235,0.10796104131005348
ACH-000237,0.09608239484142904
ACH-000238,0.057050559717977976
ACH-000242,-0.036337327266690915
ACH-000243,0.07426211882815639
ACH-000244,0.011056495166274912
ACH-000246,0.07731989967106835
ACH-000248,0.12043362446326465
ACH-000250,0.05946597677914903
ACH-000251,0.08498085027778175
ACH-000252,-0.17603208644376622
ACH-000253,0.12161942740757585
ACH-000255,0.1818817601890934
ACH-000256,0.08532992172812685
ACH-000257,0.12578254505958888
