,ZIK1 (284307)
ACH-000004,0.05433074296256123
ACH-000005,0.41197612161830144
ACH-000007,0.05635819507512555
ACH-000009,-0.006246301977279796
ACH-000011,-0.053986038851269035
ACH-000012,0.0596968096530589
ACH-000013,0.02750678261014898
ACH-000014,0.11415059238124076
ACH-000015,0.022112159832884358
ACH-000017,0.12385338619902532
ACH-000018,0.1582003437055824
ACH-000019,0.08668656348168853
ACH-000021,0.006351577556924868
ACH-000022,0.043479770278770716
ACH-000025,0.14288185366964834
ACH-000028,0.033630150145726095
ACH-000030,-0.07643005381328204
ACH-000035,0.05760497936478769
ACH-000036,0.07262883987215916
ACH-000037,0.113706810560033
ACH-000039,0.0006561304298577644
ACH-000040,-0.11619529236044915
ACH-000041,0.15511857503655782
ACH-000042,0.13964894997655294
ACH-000045,0.0005635261021632317
ACH-000047,-0.03393556381422238
ACH-000052,0.22298879447314984
ACH-000053,0.042599929995109774
ACH-000054,-0.03873660240509924
ACH-000055,0.007912024016797376
ACH-000060,-0.05005644360747497
ACH-000067,0.004251450259834891
ACH-000070,0.08486274180875471
ACH-000075,0.08371772776929373
ACH-000078,0.016493429266634514
ACH-000082,0.10753364595468402
ACH-000085,-0.116313233186511
ACH-000086,-0.007823407467198397
ACH-000087,0.15653298179019035
ACH-000092,0.11427261031422445
ACH-000095,0.043646209599432086
ACH-000097,-0.0431103117456172
ACH-000098,0.06180951124248212
ACH-000099,-0.04537257847152995
ACH-000108,0.07938592423991435
ACH-000113,0.0833210064132494
ACH-000116,0.050465235694991256
ACH-000118,0.0007404374900492856
ACH-000120,0.11038196451730586
ACH-000123,-0.10890671493912242
ACH-000127,0.06781961667665923
ACH-000128,0.11205172761001783
ACH-000132,0.014228410508248284
ACH-000133,0.031179568073210807
ACH-000137,-0.05073699929021163
ACH-000138,0.017829800729472375
ACH-000142,0.11983638905816785
ACH-000143,-0.045461904235585465
ACH-000146,0.05756494362057678
ACH-000148,-0.005848619992836304
ACH-000150,0.06349421946638006
ACH-000152,-0.05368891771526417
ACH-000153,0.25584003636122804
ACH-000159,0.09572209340706923
ACH-000160,0.0419173996399443
ACH-000163,0.01384080577522207
ACH-000167,-0.0009361638835485822
ACH-000168,0.01257182607949118
ACH-000169,0.06904807659696745
ACH-000178,0.04356075716718845
ACH-000183,-0.0010792347001934962
ACH-000188,0.08788798347481909
ACH-000189,0.043515226296088505
ACH-000190,-0.07977506977925125
