,PDRG1 (81572)
ACH-000004,-1.399064134046748
ACH-000005,-0.9827515220196444
ACH-000007,-1.3776674882310591
ACH-000009,-1.2345043889890157
ACH-000011,-1.069116501385209
ACH-000012,-1.1902178927392628
ACH-000013,-1.3806195328037263
ACH-000014,-1.2499997007801384
ACH-000015,-1.2389033070995248
ACH-000017,-1.1165706086342
ACH-000018,-1.2414317847808132
ACH-000019,-1.280117535708426
ACH-000021,-1.415637986932276
ACH-000022,-1.286086957275314
ACH-000025,-1.1120368149643125
ACH-000028,-1.3551989181759854
ACH-000030,-1.3148287357006994
ACH-000035,-1.1294982619782958
ACH-000036,-1.0223642838084448
ACH-000037,-0.4697982973920253
ACH-000039,-1.2289144989836216
ACH-000040,-1.2525718988824144
ACH-000041,-1.3220794751078893
ACH-000042,-1.3322955287581535
ACH-000045,-1.2083879842149117
ACH-000047,-0.882261262943919
ACH-000052,-1.1997796619076675
ACH-000053,-1.2081887811682477
ACH-000054,-1.1654194205053652
ACH-000055,-1.1899841382055696
ACH-000060,-0.9353356412049324
ACH-000067,-1.2977162482818267
ACH-000070,-1.2816146791987852
ACH-000075,-1.2254016888498946
ACH-000078,-1.3808414541000715
ACH-000082,-1.109158455855086
ACH-000085,-1.3742199159156798
ACH-000086,-1.2835526442758838
ACH-000087,-1.3034976264592006
ACH-000092,-1.2674739767803398
ACH-000095,-1.2887397919549672
ACH-000097,-1.3106455081880035
ACH-000098,-1.2508807288986243
ACH-000099,-1.3830286109548608
ACH-000108,-1.3404129776491858
ACH-000113,-0.9683352015288038
ACH-000116,-1.068920647234901
ACH-000118,-1.147387958169039
ACH-000120,-1.3485094926940098
ACH-000123,-1.2295509831819298
ACH-000127,-1.1913212407272729
ACH-000128,-1.2886845513468626
ACH-000132,-1.4146939394542346
ACH-000133,-1.2833669766421003
ACH-000137,-1.3438010438422126
ACH-000138,-1.3090750955714288
ACH-000142,-1.16917881768096
ACH-000143,-1.3333686094889263
ACH-000146,-1.4660076552773982
ACH-000148,-1.5387033586362948
ACH-000150,-1.2858700628532465
ACH-000152,-1.4223028433521667
ACH-000153,-1.595843022232598
ACH-000159,-1.201193668987146
ACH-000160,-1.4012514144914832
ACH-000163,-1.3140587537385824
ACH-000167,-1.9401383037725717
ACH-000168,-1.3201852762234958
ACH-000169,-1.2511098221989008
ACH-000178,-1.017429936668964
ACH-000183,-1.4379185733257205
ACH-000188,-1.2639052683731378
ACH-000189,-1.0450307739370563
ACH-000190,-1.5060712453670604
ACH-000198,-1.1149064050437785
ACH-000203,-1.1708620135841126
ACH-000204,-1.10815818634413
ACH-000206,-1.3903617834532511
ACH-000207,-1.1608673777080527
ACH-000208,-1.1783313547217786
ACH-000210,-1.3100732839428542
ACH-000211,-1.3538974067760925
ACH-000215,-1.3092751142528638
ACH-000221,-1.4051298171048698
ACH-000222,-1.3590320330340961
ACH-000223,-1.5064437989324988
ACH-000226,-1.1533842957041465
ACH-000227,-1.1846833617749646
ACH-000228,-1.3889563967097938
ACH-000231,-1.379167156857363
ACH-000232,-1.4515894379083225
ACH-000233,-1.1052565272445238
ACH-000234,-1.244662144213918
ACH-000235,-1.2279102542099858
ACH-000237,-1.221431695200653
ACH-000238,-1.2524174896646478
ACH-000242,-1.025200455596286
ACH-000243,-1.2092587344558254
ACH-000244,-1.537582740357242
ACH-000246,-1.1627601264859235
ACH-000248,-1.3937260424908473
ACH-000250,-1.3234828003856198
ACH-000251,-0.8943748176890367
ACH-000252,-1.3588742544537276
ACH-000253,-1.1758717279771396
ACH-000255,-1.3035041127881102
ACH-000256,-1.2973143954079691
ACH-000257,-1.549762534483912
ACH-000258,-1.1033417552641478
ACH-000259,-1.3100118482623546
ACH-000260,-1.1473489803886785
ACH-000261,-1.4187116070584245
ACH-000262,-1.0443619712007468
ACH-000263,-0.8245913801408847
ACH-000264,-1.3672320620563831
ACH-000265,-1.2052628256621007
ACH-000266,-1.2776447655409415
ACH-000272,-1.2638554765132652
ACH-000274,-1.3866386053996416
ACH-000277,-1.2384028688645967
ACH-000278,-1.380533981783095
ACH-000279,-1.4725378054570448
ACH-000280,-1.4878211896489546
ACH-000281,-1.307463551106041
ACH-000288,-1.3237735094564345
ACH-000291,-1.288756550608987
ACH-000293,-1.0718924955170448
ACH-000294,-1.7700404032252943
ACH-000295,-1.444400340952746
ACH-000296,-1.1691298249881024
ACH-000302,-1.1326707344713245
ACH-000304,-0.8984485118902653
ACH-000307,-1.4431524576243189
ACH-000308,-1.5727425295823845
ACH-000310,-1.2508800325738572
ACH-000311,-1.0927303606688945
ACH-000312,-1.3030110841562788
ACH-000315,-1.6731256530614842
ACH-000316,-1.1929204347973112
ACH-000317,-1.089861523415731
ACH-000318,-1.2087316381873296
ACH-000319,-1.2925143055318296
ACH-000320,-1.305458819933067
ACH-000322,-0.9237087301439046
ACH-000323,-1.3908055180617367
ACH-000324,-1.1985954844916722
ACH-000329,-1.3771592960658117
ACH-000330,-1.2887536709447864
ACH-000331,-1.238148315201201
ACH-000332,-1.1107878677890328
ACH-000334,-1.0421052532750532
ACH-000335,-1.0775983761720744
ACH-000336,-1.3120353616896672
ACH-000337,-1.3006770873394171
ACH-000338,-1.6677931317928234
ACH-000339,-1.2338297226815431
ACH-000341,-1.28904433873197
ACH-000348,-1.3364138126501262
ACH-000350,-0.9517927296176192
ACH-000352,-1.3213685631658048
ACH-000356,-1.1910945423894916
ACH-000361,-1.2672840973610078
ACH-000362,-1.098790471502884
ACH-000363,-0.9551332304664992
ACH-000364,-1.315858445443001
ACH-000365,-1.3638383891096093
ACH-000366,-1.4281230666401867
ACH-000368,-1.4284369775103054
ACH-000374,-1.0443535618700603
ACH-000375,-0.991898053169515
ACH-000376,-1.2162028769893392
ACH-000381,-1.312805247650772
ACH-000383,-1.312104113563706
ACH-000387,-1.4283306055602094
ACH-000389,-1.1914728519039155
ACH-000390,-1.4185210173212257
ACH-000393,-1.1921766383641117
ACH-000395,-1.1885676631295627
ACH-000396,-1.4074122871294898
ACH-000397,-1.2414556546956372
ACH-000401,-1.0550630391044304
ACH-000402,-1.2796715572970652
ACH-000403,-1.3199375493761525
ACH-000404,-1.2407022874346931
ACH-000406,-1.045548084598536
ACH-000407,-1.10094160438955
ACH-000408,-1.4752468711138331
ACH-000410,-1.3101300515837788
ACH-000411,-1.105466861363972
ACH-000414,-1.0784010295239852
ACH-000415,-1.3989922383164994
ACH-000416,-1.121431545762254
ACH-000420,-1.4008876485178756
ACH-000421,-1.324292897591372
ACH-000424,-1.3013840656274318
ACH-000425,-1.102157043713956
ACH-000426,-1.2481030015078098
ACH-000427,-1.2801352183972807
ACH-000433,-1.1928059516894278
ACH-000435,-1.048395579218541
ACH-000436,-1.2794264168833749
ACH-000444,-1.172034953030725
ACH-000445,-1.5284464812124574
ACH-000448,-1.0355127269606246
ACH-000450,-1.1693453007427073
ACH-000452,-1.2793269030714676
ACH-000454,-1.2974726438314608
ACH-000458,-1.0553797305958188
ACH-000459,-0.7642027066318307
ACH-000460,-1.1685648599048624
ACH-000461,-1.2073187107058063
ACH-000463,-1.1511220434681353
ACH-000464,-1.2546034861363755
ACH-000466,-1.1017910248497649
ACH-000467,-1.1796799438102117
ACH-000468,-1.4706684635658012
ACH-000469,-1.2205426934436503
ACH-000470,-1.5429447564124057
ACH-000471,-1.24684189086133
ACH-000472,-1.3608751980004807
ACH-000473,-1.2815188696693227
ACH-000475,-1.1000942075597686
ACH-000476,-1.060296332254582
ACH-000477,-1.3092588442695459
ACH-000479,-1.165054273714576
ACH-000480,-1.3308909432280185
ACH-000481,-1.075116640196907
ACH-000483,-1.658976781171256
ACH-000484,-1.3444130050529264
ACH-000485,-1.3372231235856942
ACH-000486,-1.1389765813608683
ACH-000487,-1.3842768251046316
ACH-000488,-1.1807680951007302
ACH-000490,-1.3845993545715969
ACH-000491,-1.3932704382921812
ACH-000495,-1.240518328026905
ACH-000496,-1.301012513042602
ACH-000499,-1.0611612126972885
ACH-000500,-1.6461822737209368
ACH-000502,-1.231235272412563
ACH-000503,-1.174670771288946
ACH-000505,-1.1591154522336258
ACH-000507,-1.053260367627075
ACH-000510,-1.3169370776968996
ACH-000511,-1.2462001713325868
ACH-000512,-1.1799866261070433
ACH-000516,-1.3563924922605062
ACH-000517,-1.3139523289527235
ACH-000518,-1.1285627639179665
ACH-000520,-1.4434231402464301
ACH-000521,-1.3262557556735075
ACH-000522,-1.3292071689383076
ACH-000524,-1.1803424308763786
ACH-000527,-1.3611343378735308
ACH-000528,-1.2596185886216689
ACH-000537,-1.295716054433884
ACH-000541,-1.2355513429380998
ACH-000542,-1.2292388237568206
ACH-000544,-1.3684599523342291
ACH-000545,-1.2632802308995439
ACH-000547,-1.2537703636324706
ACH-000548,-1.1400123560418751
ACH-000549,-1.2438551949015997
ACH-000550,-1.1096504016720772
ACH-000552,-1.1749870437332013
ACH-000556,-1.044094953315294
ACH-000557,-1.2358189764717082
ACH-000569,-1.2525349132943884
ACH-000570,-1.383488631142231
ACH-000571,-1.2681026174378889
ACH-000573,-1.5813714177968476
ACH-000576,-1.3970895716354172
ACH-000579,-1.2027852350840176
ACH-000580,-1.2735028678658966
ACH-000584,-1.3559017129043949
ACH-000585,-1.5330376118147735
ACH-000588,-1.2401981488762226
ACH-000589,-1.2200288322467419
ACH-000591,-1.3546756924319054
ACH-000593,-1.298562172467383
ACH-000600,-1.0890792652085957
ACH-000601,-1.1174249590861982
ACH-000605,-1.3816382527837217
ACH-000606,-1.2348629496773522
ACH-000608,-1.3321118133190497
ACH-000614,-1.0320247559580826
ACH-000616,-1.1585825250467228
ACH-000618,-1.031765601551712
ACH-000619,-1.227794524328439
ACH-000620,-1.1074781514239118
ACH-000621,-1.1160854615534763
ACH-000622,-1.33921435888179
ACH-000623,-1.4672833965939331
ACH-000624,-1.1152910201225978
ACH-000627,-0.9980671081044952
ACH-000630,-1.1654709988462029
ACH-000631,-1.3236875492760272
ACH-000632,-1.2948164046456494
ACH-000633,-1.205554583824894
ACH-000637,-1.0227569499736986
ACH-000638,-1.2281221312115993
ACH-000646,-1.2569004784118372
ACH-000647,-1.3017068371826526
ACH-000648,-1.0683729680147025
ACH-000649,-1.244755961662555
ACH-000651,-1.4146023024051235
ACH-000652,-1.2486782569409358
ACH-000653,-1.3711817313519177
ACH-000657,-1.3081295386188452
ACH-000658,-1.3915478082410406
ACH-000661,-1.1330775083959648
ACH-000662,-1.304712888998158
ACH-000663,-1.3388379594513833
ACH-000665,-1.2257498573687442
ACH-000671,-1.3407815640820049
ACH-000672,-1.3404770201598997
ACH-000673,-1.320277618528488
ACH-000676,-1.2198107171385548
ACH-000677,-1.1665244141112319
ACH-000681,-1.1875344903820926
ACH-000683,-1.3852434403426082
ACH-000684,-1.1915570233693602
ACH-000688,-1.524674766844991
ACH-000693,-1.2002016970054274
ACH-000694,-1.2418877312316203
ACH-000695,-1.3439163222043196
ACH-000696,-1.1697766045197413
ACH-000697,-1.3696267531302209
ACH-000699,-1.7819574212360236
ACH-000701,-1.0557524699359797
ACH-000706,-1.2785408662094866
ACH-000711,-1.162611468919613
ACH-000713,-1.3528959932650315
ACH-000714,-1.0458239361457766
ACH-000718,-1.3383291939901727
ACH-000720,-1.2317547005058416
ACH-000721,-1.2735806579778162
ACH-000724,-1.3134660465417207
ACH-000725,-1.3252730449155952
ACH-000732,-1.2060441148639278
ACH-000734,-1.219544553323185
ACH-000735,-1.3634035121295198
ACH-000736,-1.2631740693160334
ACH-000738,-1.300493260700773
ACH-000746,-0.9951452750479968
ACH-000747,-1.0798557266557942
ACH-000748,-1.2406428574920705
ACH-000753,-1.3350038010205187
ACH-000756,-1.244458061256318
ACH-000757,-1.3193803178416794
ACH-000758,-1.137238372144363
ACH-000760,-1.3527260488314636
ACH-000762,-1.1806380552802898
ACH-000763,-1.2977855582487683
ACH-000764,-1.177641240038394
ACH-000765,-1.2643877651550128
ACH-000766,-1.2796114447338418
ACH-000767,-0.9722798661945482
ACH-000768,-1.342895754994038
ACH-000769,-1.4436705146408448
ACH-000770,-1.2516786180397892
ACH-000771,-1.0450643990370443
ACH-000773,-1.2221500496429831
ACH-000776,-1.1442333179495865
ACH-000777,-1.3447331701228535
ACH-000778,-1.1566722668989544
ACH-000781,-1.3776858441804538
ACH-000782,-1.2821179921580454
ACH-000783,-1.1444899446496488
ACH-000784,-1.419967759234496
ACH-000785,-1.3748361933675746
ACH-000787,-1.4844965244431727
ACH-000788,-1.4308516599773191
ACH-000791,-1.3629632592222725
ACH-000792,-1.2395135000245612
ACH-000794,-1.2496438094780495
ACH-000796,-1.3918638735291076
ACH-000798,-1.3787445572251738
ACH-000799,-1.0304765805286509
ACH-000800,-1.3018930285035542
ACH-000802,-1.280895749721817
ACH-000804,-1.3452971777986091
ACH-000805,-1.0180455193812914
ACH-000809,-1.190459179221453
ACH-000810,-1.3681658330295126
ACH-000811,-1.421720066849896
ACH-000817,-1.3762735995920992
ACH-000819,-1.299986039837167
ACH-000820,-1.5701106389286161
ACH-000821,-1.3953231648243571
ACH-000822,-1.5733737411532531
ACH-000823,-1.267655293154612
ACH-000824,-1.4684457704779688
ACH-000827,-1.062065089855889
ACH-000829,-1.2681164253937995
ACH-000831,-1.351591980599095
ACH-000832,-1.4421439662597657
ACH-000833,-1.1741175321898123
ACH-000834,-1.1072328712713893
ACH-000835,-1.2092108827277648
ACH-000836,-1.3566406322403892
ACH-000837,-1.2957604261502904
ACH-000838,-1.3540756361229649
ACH-000839,-1.236372875134658
ACH-000840,-1.216663116045413
ACH-000841,-1.3000574995261331
ACH-000843,-1.0311854179677016
ACH-000846,-1.1201567558879912
ACH-000847,-1.440274815638577
ACH-000848,-1.2745607056207915
ACH-000849,-1.1946408497053027
ACH-000851,-1.263757707407762
ACH-000855,-1.2787831930081508
ACH-000856,-1.1543856816116225
ACH-000858,-1.1748891149724463
ACH-000859,-1.1554481391885831
ACH-000861,-1.1488596734315162
ACH-000862,-1.1273707190332023
ACH-000865,-1.4057688003868158
ACH-000866,-1.3449022383899885
ACH-000867,-1.3590983866902204
ACH-000869,-1.3960239281789073
ACH-000872,-1.0962842020315446
ACH-000873,-1.1048938775818695
ACH-000876,-0.9966866258421124
ACH-000878,-1.1109227721431725
ACH-000880,-1.1058179795983685
ACH-000881,-1.1972325925985707
ACH-000882,-1.148706579245221
ACH-000884,-1.0729119835643182
ACH-000885,-1.26188230749492
ACH-000887,-1.1576769429912066
ACH-000889,-1.2994221467081013
ACH-000896,-1.246912000491054
ACH-000898,-1.0364193433753106
ACH-000900,-1.1164593902178963
ACH-000901,-1.1943007179791203
ACH-000905,-1.2417791301663146
ACH-000906,-1.1861795742613377
ACH-000907,-1.5042688440532832
ACH-000910,-1.2693839313158006
ACH-000911,-1.127975396495405
ACH-000912,-1.2634362199417803
ACH-000913,-1.3736661648128785
ACH-000915,-1.3170638928569611
ACH-000916,-1.28997644194648
ACH-000917,-1.2451279377288562
ACH-000920,-1.6142705454946755
ACH-000921,-1.3914687109415684
ACH-000924,-1.3181166952865766
ACH-000926,-1.1013506185901278
ACH-000928,-1.382206596880061
ACH-000929,-1.3548821807681808
ACH-000932,-1.1036483011766074
ACH-000935,-1.102015519614029
ACH-000936,-1.2066271064121783
ACH-000937,-1.1527450448682095
ACH-000938,-1.2970174344446102
ACH-000939,-1.4634814542832633
ACH-000941,-1.4475999728207931
ACH-000943,-1.1908248118178884
ACH-000946,-1.403693092142411
ACH-000947,-1.2806890092277678
ACH-000948,-1.0484685288588524
ACH-000950,-1.0379203581070209
ACH-000953,-1.2815488816557448
ACH-000954,-1.0755250556395386
ACH-000957,-1.1915359603640312
ACH-000958,-1.3986271401328518
ACH-000960,-1.349907483999688
ACH-000963,-0.8841313254334857
ACH-000968,-1.088576825943761
ACH-000969,-1.415863173124592
ACH-000972,-1.357115956574615
ACH-000973,-1.2030828237872286
ACH-000974,-1.3599932463456412
ACH-000978,-1.0904759727615898
ACH-000984,-1.4402191637162685
ACH-000986,-1.319182977765104
ACH-000988,-1.516002904599121
ACH-000993,-0.981269396134582
ACH-000994,-1.4950144060003443
ACH-000996,-1.2251605186803378
ACH-001001,-1.2048953509071534
ACH-001020,-1.215869862489775
ACH-001028,-1.2320665764799956
ACH-001031,-1.3210344773422238
ACH-001038,-1.3055934151138069
ACH-001048,-1.4107352394683317
ACH-001050,-1.307972974173314
ACH-001053,-1.187085043959245
ACH-001054,-1.2702374306485813
ACH-001061,-1.1081045679384494
ACH-001067,-1.258681731521336
ACH-001075,-1.121967331181006
ACH-001096,-1.3498330111804429
ACH-001111,-1.3656073631140817
ACH-001119,-1.302880852554504
ACH-001128,-1.0821160215391306
ACH-001134,-1.1382565871079393
ACH-001151,-1.4632818434335917
ACH-001163,-1.447606196839298
ACH-001164,-1.1494748395612666
ACH-001183,-1.1477198126152954
ACH-001192,-1.3969392357965236
ACH-001193,-1.5217840769913646
ACH-001196,-1.3468771524236909
ACH-001197,-1.2722903269526178
ACH-001205,-1.2900139698038822
ACH-001211,-1.254641822849042
ACH-001212,-1.450592005012222
ACH-001228,-1.177427411651926
ACH-001232,-1.5362921534411762
ACH-001239,-1.308283371903895
ACH-001270,-1.2946627375460595
ACH-001274,-0.9885682528633204
ACH-001275,-1.3225464147227344
ACH-001277,-1.4635994655426736
ACH-001278,-1.2392746236099492
ACH-001280,-1.4075384297353624
ACH-001283,-1.357107449350417
ACH-001289,-1.2785552415738517
ACH-001300,-1.4811300482283936
ACH-001301,-1.1210878980669317
ACH-001302,-1.545679527919239
ACH-001306,-1.3486724685943925
ACH-001318,-1.1969371413929395
ACH-001322,-1.330697146389802
ACH-001328,-1.1788517017809168
ACH-001332,-1.0142084959084197
ACH-001336,-1.052524081887587
ACH-001346,-1.0848439409052082
ACH-001353,-1.40575272775808
ACH-001354,-1.3037066785164773
ACH-001367,-1.2418252492715325
ACH-001368,-1.1891488890788728
ACH-001374,-1.4612261987965829
ACH-001377,-1.211847811200365
ACH-001380,-1.1444884343734705
ACH-001391,-1.5537885391178463
ACH-001408,-1.3220389392978875
ACH-001430,-1.1201827296066844
ACH-001431,-1.224000755809979
ACH-001450,-1.0999365016008469
ACH-001496,-1.1826568962209307
ACH-001500,-1.259134983224213
ACH-001523,-1.2006729134664498
ACH-001532,-1.185236193730915
ACH-001550,-1.4175418111684988
ACH-001552,-1.278345540450324
ACH-001554,-1.3508926164273802
ACH-001654,-1.371642634214579
ACH-001735,-1.3491254823447876
ACH-001736,-1.2127683754289007
ACH-001737,-1.6960924289442088
ACH-001740,-1.3280682900539682
ACH-001745,-1.2191353856858844
ACH-001765,-0.9375654133806754
