,UROD (7389)
ACH-000004,-0.8189518920161174
ACH-000005,-0.4702560026968061
ACH-000007,-0.7451615396991725
ACH-000009,-0.44771118830613255
ACH-000011,-0.04180764388485855
ACH-000012,-0.6744730116707301
ACH-000013,-0.4171292062670485
ACH-000014,-0.4717050529513521
ACH-000015,-0.4409596945122276
ACH-000017,-0.9140576700931764
ACH-000018,-0.7092207116191643
ACH-000019,-0.4551969439269376
ACH-000021,-1.0854750511115567
ACH-000022,-0.5029270769578147
ACH-000025,-0.4727251198113434
ACH-000028,-0.482436622871471
ACH-000030,-0.8616174813722495
ACH-000035,-0.9328489299190752
ACH-000036,-0.19239416727077666
ACH-000037,-0.5808835122049218
ACH-000039,-0.4191889133662479
ACH-000040,-0.6131691775412592
ACH-000041,-0.2788796643402009
ACH-000042,-0.7255473149800764
ACH-000045,-0.6570998859985269
ACH-000047,-0.7085981926252395
ACH-000052,-0.5289432212409207
ACH-000053,-0.989389098196593
ACH-000054,-0.8196038087055004
ACH-000055,-1.0082636276038
ACH-000060,-0.6818386202640633
ACH-000067,-0.5154449664269349
ACH-000070,-0.8245356254700822
ACH-000075,-0.5351796920361368
ACH-000078,-0.18831977171471545
ACH-000082,-0.4869558194362373
ACH-000085,-0.738587679852178
ACH-000086,-0.2235280859985964
ACH-000087,-0.9685594624962196
ACH-000092,-0.6333823691884156
ACH-000095,-0.16824038792996918
ACH-000097,-0.4271637716392329
ACH-000098,-0.510967625628783
ACH-000099,-0.5825014791571265
ACH-000108,-0.6008369262239802
ACH-000113,-0.5159285661390764
ACH-000116,-0.8123962870923302
ACH-000118,-0.7896223298786527
ACH-000120,-0.9385563822052216
ACH-000123,-0.32077366011600145
ACH-000127,-0.7560316099133785
ACH-000128,-0.5152125368345897
ACH-000132,-0.4486046795951453
ACH-000133,-0.379655033491724
ACH-000137,-0.6270704908568009
ACH-000138,-0.4323979906673589
ACH-000142,-0.6666084475949087
ACH-000143,-0.29187284530965346
ACH-000146,-0.9204029064433692
ACH-000148,-0.535550400116155
ACH-000150,-0.7209068912984673
ACH-000152,-0.4860207788890282
ACH-000153,-0.8944921797774439
ACH-000159,-0.4090304491121689
ACH-000160,-0.4285046969101416
ACH-000163,-0.443365331480177
ACH-000167,-1.1946941902791366
ACH-000168,-0.5484070583469359
ACH-000169,-0.540379033750128
ACH-000178,-0.5334890515531017
ACH-000183,-0.9029266394452471
ACH-000188,-0.6415161078831901
ACH-000189,-0.6688984322132491
ACH-000190,-0.6462053694208639
ACH-000198,-0.6556378845793768
ACH-000203,-0.7099828773357209
ACH-000204,-0.2151645145643108
ACH-000206,-0.4985777214229983
ACH-000207,-0.6293946386509232
ACH-000208,-0.6363411731545751
ACH-000210,-0.34070193600267223
ACH-000211,-0.32542588559945523
ACH-000215,-0.16382391674275354
ACH-000221,-0.6852712282387483
ACH-000222,-0.5356723389687107
ACH-000223,-0.8515888614505412
