,LIPT2 (387787)
ACH-000004,-0.21938689916200266
ACH-000005,0.2052082957984042
ACH-000007,0.026325306580840955
ACH-000009,0.19088029438581175
ACH-000011,0.12429474797715673
ACH-000012,-0.1756445885933201
ACH-000013,0.1250789033905665
ACH-000014,0.05295604023059484
ACH-000015,0.03443016049194697
ACH-000017,-0.08475116195828715
ACH-000018,-0.016170257718374024
ACH-000019,-0.2186204260393275
ACH-000021,0.05337713178227658
ACH-000022,0.044414772176158766
ACH-000025,-0.14864439539030222
ACH-000028,-0.0966213130312012
ACH-000030,0.08004081845906899
ACH-000035,0.2471975071182117
ACH-000036,0.04434636433458803
ACH-000037,-0.03277437024633666
ACH-000039,-0.20729174877511955
ACH-000040,0.014539319912150463
ACH-000041,0.1310412239328777
ACH-000042,-0.07718544434150422
ACH-000045,-0.260555731490122
ACH-000047,-0.05297636215136918
ACH-000052,0.3570114502012049
ACH-000053,-0.10087396520858992
ACH-000054,-0.021123898972867337
ACH-000055,-0.04933469724013597
ACH-000060,0.2144466917418178
ACH-000067,0.030783109349648494
ACH-000070,-0.283549010132584
ACH-000075,0.19462208387535695
ACH-000078,0.04174852626309404
ACH-000082,-0.2893605234890032
ACH-000085,-0.0005728416986711787
ACH-000086,0.06602520569252883
ACH-000087,0.0401327630080859
ACH-000092,-0.04028884781262335
ACH-000095,0.1211291311721952
ACH-000097,0.07889509650642727
ACH-000098,0.14579304858626574
ACH-000099,-0.08535270843511328
ACH-000108,0.004768538229570206
ACH-000113,-0.11697973260115024
ACH-000116,0.006853535881070147
ACH-000118,0.0581363564599048
ACH-000120,-0.03795854457155201
ACH-000123,0.1622058347590814
ACH-000127,-0.013712841380556404
ACH-000128,-0.0306514829063647
ACH-000132,-0.07150610716284475
ACH-000133,0.10967446485838003
ACH-000137,0.06330953611752438
ACH-000138,-0.11019346028724844
ACH-000142,-0.15742944117489896
ACH-000143,-0.10941011169036507
ACH-000146,0.08724270529188417
ACH-000148,-0.080343215372813
ACH-000150,0.04947794131546845
ACH-000152,-0.08791201194786501
ACH-000153,-0.0924399344778442
ACH-000159,0.039780240599749286
ACH-000160,-0.004232839300090836
ACH-000163,0.03778100799304867
ACH-000167,-0.23534930451154334
ACH-000168,0.2621983877585277
ACH-000169,0.18478703095100696
ACH-000178,-0.029678528057260737
ACH-000183,0.0014739596785868301
ACH-000188,-0.09142849994816478
ACH-000189,-0.1438111309595012
ACH-000190,-0.1974674507343793
ACH-000198,-0.1959700051521336
ACH-000203,0.4838653267671715
ACH-000204,-0.16375640668552968
ACH-000206,-0.3031720425232479
ACH-000207,-0.3463904975990491
ACH-000208,0.3229819846192041
ACH-000210,0.0767999086620159
ACH-000211,0.06380085938070372
ACH-000215,0.0037771832747904173
ACH-000221,0.19033552330682926
ACH-000222,0.14236256998108832
ACH-000223,0.10721368052783424
ACH-000226,0.10456319749859924
ACH-000227,0.17894942091713045
ACH-000228,0.022811600479705457
ACH-000231,0.1305734921768228
