,RAB11A (8766)
ACH-000004,-0.4808741457574975
ACH-000005,-0.5989990710023707
ACH-000007,-0.5508215241226531
ACH-000009,-0.4726389582345618
ACH-000011,-0.4172026925251783
ACH-000012,-0.3021793343557944
ACH-000013,-0.3477669186404437
ACH-000014,-0.38611893287027627
ACH-000015,-0.10476779179307154
ACH-000017,-0.599344142890908
ACH-000018,-0.25157673174016504
ACH-000019,-0.2799809403984865
ACH-000021,-0.29525189085151393
ACH-000022,-0.3159940864401285
ACH-000025,-0.20341389277023175
ACH-000028,-0.31343958503943764
ACH-000030,-0.2392879993748594
ACH-000035,-0.3938521399170185
ACH-000036,-0.1474867985866337
ACH-000037,-0.40766286883645386
ACH-000039,-0.174361063826854
ACH-000040,-0.24726864000812196
ACH-000041,-0.1854199465559532
ACH-000042,-0.24078985289633925
ACH-000045,-0.16876522027511845
ACH-000047,-0.288656697504848
ACH-000052,-0.3846274993065861
ACH-000053,-0.3271290649037551
ACH-000054,-0.04863848837644397
ACH-000055,-0.09777068879162087
ACH-000060,-0.06349210452854509
ACH-000067,-0.4154667320602288
ACH-000070,-0.3994009866008008
ACH-000075,-0.2681422403163282
ACH-000078,-0.23531768527132055
ACH-000082,-0.16047416747989252
ACH-000085,-0.33513998501956943
ACH-000086,-0.19381350974781705
ACH-000087,-0.3569522995735959
ACH-000092,-0.3355025951419332
ACH-000095,-0.1574207508170621
ACH-000097,-0.6079641361838867
ACH-000098,-0.10658582958656793
ACH-000099,-0.26597232041262303
ACH-000108,-0.2736391333855449
ACH-000113,-0.1712423334892033
ACH-000116,-0.4889424623721905
ACH-000118,-0.21343770332174752
ACH-000120,-0.10622742409431887
ACH-000123,-0.1166374083379296
ACH-000127,-0.2797875397557896
ACH-000128,-0.3685879288074591
ACH-000132,-0.3865839446546121
ACH-000133,-0.18369941749805746
ACH-000137,-0.21758390671087705
ACH-000138,-0.359968185931337
ACH-000142,-0.2071430874578057
ACH-000143,-0.13096394708546105
ACH-000146,-0.28642982834376185
ACH-000148,-0.2658722269907609
ACH-000150,-0.22191833104576209
ACH-000152,-0.15677663872273498
ACH-000153,-0.3390851057014662
ACH-000159,-0.3156209820681873
ACH-000160,-0.2565144494031458
ACH-000163,-0.2397946339870215
ACH-000167,-0.6432461290250362
ACH-000168,-0.3667517601729954
ACH-000169,-0.18722625924107605
ACH-000178,-0.11748914268324626
ACH-000183,-0.09862438183569072
ACH-000188,-0.4453466399695379
ACH-000189,-0.35383170329956426
ACH-000190,-0.4356553210912182
ACH-000198,-0.2164984387464782
ACH-000203,-0.3794176129366719
ACH-000204,-0.27820145678522495
ACH-000206,-0.6012113825181927
ACH-000207,-0.2397363298128443
ACH-000208,-0.08281809499041665
ACH-000210,-0.2583227248542942
ACH-000211,-0.2090317854439241
ACH-000215,-0.2385519653251309
ACH-000221,-0.3064197984662781
ACH-000222,-0.14749233710626602
ACH-000223,-0.39037761979746
ACH-000226,-0.2642554362292269
ACH-000227,-0.3942047536863007
ACH-000228,-0.2619643322006514
ACH-000231,-0.28225429986889844
ACH-000232,-0.372814775620376
ACH-000233,-0.22880482086077214
ACH-000234,-0.374136881056944
ACH-000235,-0.4344505353595592
ACH-000237,-0.20517445998941555
ACH-000238,-0.2416065940194357
ACH-000242,-0.3686108293713018
ACH-000243,-0.35857297359665874
ACH-000244,-0.1446261670614721
ACH-000246,-0.2867319646146631
ACH-000248,-0.7042144730158988
ACH-000250,-0.1944213409902253
ACH-000251,-0.1277498936431934
ACH-000252,-0.3675721569299
ACH-000253,-0.34887081102242873
ACH-000255,-0.3313808680903415
ACH-000256,-0.2338629298906565
ACH-000257,-0.2657615989454875
ACH-000258,-0.2819756505895381
ACH-000259,-0.14309116149557322
ACH-000260,-0.3130749083591288
ACH-000261,-0.1881014158753329
ACH-000262,-0.13823032668561538
ACH-000263,-0.5440546692428425
ACH-000264,-0.3629257018361851
ACH-000265,-0.26321959782851906
ACH-000266,-0.11286152661021635
ACH-000272,-0.37518168735212176
ACH-000274,-0.2350430258696036
ACH-000277,-0.497657542764259
ACH-000278,-0.20544569144103214
ACH-000279,-0.2481876060017291
ACH-000280,-0.14344812517497646
ACH-000281,-0.3917516522193294
ACH-000288,-0.21995616684409935
ACH-000291,-0.3526747886608088
ACH-000293,-0.2666106170108737
ACH-000294,-0.4577410736987359
ACH-000295,-0.2615505433696784
ACH-000296,-0.3717422474883077
ACH-000302,-0.3673845982024331
ACH-000304,0.05159086540914902
ACH-000307,-0.3180920521460365
ACH-000308,-0.15131755995384738
ACH-000310,-0.40611767752564815
ACH-000311,-0.5208113859688892
ACH-000312,-0.20673826905906084
ACH-000315,-0.4463371399690417
ACH-000316,-0.3420023988400858
ACH-000317,-0.497101204796981
ACH-000318,-0.2703164054611454
ACH-000319,-0.22924774477025436
ACH-000320,-0.2376812417137066
ACH-000322,-0.08755568144624598
ACH-000323,-0.1704349784070664
ACH-000324,-0.20525503404122636
ACH-000329,-0.30287663765925804
ACH-000330,-0.3467064701709061
ACH-000331,-0.503678353071261
ACH-000332,-0.4790231466869922
ACH-000334,-0.3805739720282015
ACH-000335,-0.3148453365962099
ACH-000336,0.11218284744679656
ACH-000337,-0.4342623154892866
ACH-000338,-0.03620780160635802
ACH-000339,-0.2355391462326356
ACH-000341,-0.353765284994239
ACH-000348,-0.2745119963006412
ACH-000350,-0.15221567503423236
ACH-000352,-0.3895280432047608
ACH-000356,-0.5196197012539828
ACH-000361,-0.13135746814666785
ACH-000362,-0.4751810061544675
ACH-000363,-0.16604549376238548
ACH-000364,-0.3518675432576942
ACH-000365,-0.27964725717793626
ACH-000366,-0.28090953592904194
ACH-000368,-0.5452987669924517
ACH-000374,-0.10706431164673992
ACH-000375,-0.23179648025429234
ACH-000376,-0.3379690672791996
ACH-000381,-0.349712241650832
ACH-000383,-0.4903211891123059
ACH-000387,-0.5363273810809673
ACH-000389,-0.1922419491410014
ACH-000390,-0.4034053555173379
ACH-000393,-0.21027395877940674
ACH-000395,-0.16865687170594518
ACH-000396,-0.28195806284997843
ACH-000397,-0.11516754335808482
ACH-000401,-0.23577364707491505
ACH-000402,-0.1144360331016474
ACH-000403,-0.220128422369492
ACH-000404,0.22038318088988604
ACH-000406,-0.3762090754611518
ACH-000407,-0.4374632130874266
ACH-000408,-0.4507576137126056
ACH-000410,-0.4208674163761403
ACH-000411,-0.18553859404944031
ACH-000414,-0.1814565510300292
ACH-000415,-0.14679823964986027
ACH-000416,-0.2918799067300209
ACH-000420,-0.3609846400163165
ACH-000421,-0.44123833207470337
ACH-000424,-0.12193847954973795
ACH-000425,-0.34291240077768953
ACH-000426,-0.1565873084532345
ACH-000427,-0.5982332406588202
ACH-000433,-0.07796228379744882
ACH-000435,-0.12127276396950712
ACH-000436,-0.1139549961421698
ACH-000444,-0.30860014158409194
ACH-000445,-0.34316265445909405
ACH-000448,-0.34748864717991396
ACH-000450,-0.5200065889461379
ACH-000452,-0.2265943358148468
ACH-000454,-0.2443950345153241
ACH-000458,-0.33835069640395954
ACH-000459,-0.17509264717761744
ACH-000460,-0.33382796361387257
ACH-000461,-0.8255380691817654
ACH-000463,0.005260436947714605
ACH-000464,-0.3846886679435248
ACH-000466,-0.21155076006500176
ACH-000467,-0.1721150122530534
ACH-000468,-0.18654497839520864
ACH-000469,-0.3113913851710611
ACH-000470,-0.2873175582074651
ACH-000471,-0.28184028504151065
ACH-000472,-0.3099044724701965
ACH-000473,-0.025512199738677174
ACH-000475,-0.22294485598498545
ACH-000476,-0.2144089580814605
ACH-000477,-0.3059969807937935
ACH-000479,-0.3872719056648764
ACH-000480,-0.3045901127991139
ACH-000481,-0.4608410070043874
ACH-000483,-0.4485335890033455
ACH-000484,-0.15183501572420052
ACH-000485,-0.6089219750823007
ACH-000486,-0.27693883008839976
ACH-000487,-0.3594531121091043
ACH-000488,-0.20743256898523815
ACH-000490,-0.2967545643789432
ACH-000491,-0.31625915801385196
ACH-000495,-0.3615342250283993
ACH-000496,-0.3630494197532108
ACH-000499,-0.4908044452108131
ACH-000500,0.035525043879300416
ACH-000502,-0.1905510903344944
ACH-000503,-0.059128805457502376
ACH-000505,-0.2482819789833838
ACH-000507,-0.4559999413479578
ACH-000510,-0.3732264226340653
ACH-000511,-0.4587899910109998
ACH-000512,-0.3588651270663373
ACH-000516,-0.3106770867894721
ACH-000517,-0.4411649103466952
ACH-000518,-0.1448949046868141
ACH-000520,-0.271612055748227
ACH-000521,-0.08066587117015711
ACH-000522,-0.4172875593912809
ACH-000524,-0.2268333119874901
ACH-000527,-0.266789025635123
ACH-000528,-0.3951926635085776
ACH-000537,-0.26910879083548905
ACH-000541,-0.1406054064117313
