,PPT1 (5538)
ACH-000004,0.06350963742636863
ACH-000005,0.08853455720771146
ACH-000007,0.01747838721073466
ACH-000009,0.11359979657437455
ACH-000011,0.13728027366490947
ACH-000012,-0.075328799476097
ACH-000013,0.015690879260217123
ACH-000014,0.08599902219101688
ACH-000015,0.019781997248891545
ACH-000017,0.12303170273553553
ACH-000018,-0.03193725985226223
ACH-000019,0.08981290902503239
ACH-000021,0.05032342960061514
ACH-000022,0.12421741765153525
ACH-000025,-0.06046434698514321
ACH-000028,0.1464732800319053
ACH-000030,0.05086186790068952
ACH-000035,-0.14392192155657255
ACH-000036,0.05497982086205268
ACH-000037,-0.026082213925312174
ACH-000039,0.13626564748024006
ACH-000040,-0.012421094733496757
ACH-000041,-0.04206644384075612
ACH-000042,0.11326169287720285
ACH-000045,-0.042806549361055136
ACH-000047,-0.01877383624709148
ACH-000052,-0.04979953104230513
ACH-000053,-0.015323355061132016
ACH-000054,-0.047654195805337335
ACH-000055,0.04773312627015989
ACH-000060,0.059857541364084714
ACH-000067,0.08006859598209581
ACH-000070,-0.0687190861497118
ACH-000075,-0.2053668415460028
ACH-000078,-0.120170924691109
ACH-000082,-0.00637260337418171
ACH-000085,-0.017492027977592587
ACH-000086,-0.07519740100022378
ACH-000087,0.18692745685838866
ACH-000092,0.005306788605882134
ACH-000095,0.17538656115540766
ACH-000097,-0.031453429657627284
ACH-000098,-0.02123949420833196
ACH-000099,0.005781876401080126
ACH-000108,-0.051266106797946055
ACH-000113,0.0879712303930641
ACH-000116,-0.019185476302914825
ACH-000118,-0.021200432156644158
ACH-000120,0.13973281080988947
ACH-000123,-0.10015464150530774
ACH-000127,0.06749551629206581
ACH-000128,0.05322870448876985
ACH-000132,0.07761657967990145
ACH-000133,0.008089662990767429
ACH-000137,4.278541456255392e-05
ACH-000138,0.016117776805799712
ACH-000142,0.05091659131476226
ACH-000143,-0.15572433986122675
ACH-000146,-0.257905112185875
ACH-000148,0.07847236317687344
ACH-000150,-0.19428662720218387
ACH-000152,-0.02379224209260379
ACH-000153,-0.19321521080328585
ACH-000159,-0.1003689264821274
ACH-000160,0.08989952171807325
ACH-000163,0.11941854997408358
ACH-000167,-0.2296717699255381
ACH-000168,-0.02233318250956963
ACH-000169,-0.1818143549195283
ACH-000178,0.0005040708202695878
ACH-000183,0.05909187302556521
ACH-000188,-0.003558721390890072
ACH-000189,-0.016605077687073783
ACH-000190,-0.08892077587730325
ACH-000198,-0.07884271835992279
ACH-000203,0.09732825671735927
ACH-000204,0.03154563437463564
ACH-000206,0.12783112092561935
ACH-000207,-0.049196924555886284
ACH-000208,0.05279851335641808
ACH-000210,0.011250714498793085
ACH-000211,0.14481461662316325
ACH-000215,-0.04826381467188213
ACH-000221,0.09769216702071293
ACH-000222,0.16669261867762789
ACH-000223,0.1189383561500998
ACH-000226,0.09600337709041028
ACH-000227,0.2659090438411029
