,HMGB1 (3146)
ACH-000004,-0.5785293082799023
ACH-000005,-0.4454961799405501
ACH-000007,-0.8119899818460338
ACH-000009,-0.5890722342821341
ACH-000011,-0.3799625451834616
ACH-000012,-0.6557984680863129
ACH-000013,-0.3237944649784519
ACH-000014,-0.4197740689032661
ACH-000015,-0.5178309371133248
ACH-000017,-0.14748464772811493
ACH-000018,-0.4868465076918214
ACH-000019,-0.2762919548954061
ACH-000021,-0.5916195716996276
ACH-000022,-0.3179491029024276
ACH-000025,-0.41946615018056177
ACH-000028,-0.3930541884744956
ACH-000030,-0.5210636558717244
ACH-000035,-0.38777084739819423
ACH-000036,-0.4971718380539447
ACH-000037,-0.6146486118747021
ACH-000039,-0.4801413035714089
ACH-000040,-0.4550163760829016
ACH-000041,-0.5556828994757619
ACH-000042,-0.712893271824647
ACH-000045,-0.4242898331228033
ACH-000047,-0.6704745965476177
ACH-000052,-0.5096662164022565
ACH-000053,-0.3831559204994455
ACH-000054,-0.44484927005486335
ACH-000055,-0.6142127957909765
ACH-000060,-0.5379281342538019
ACH-000067,-0.6502987609552404
ACH-000070,-0.4275233183974197
ACH-000075,-0.4338964279295268
ACH-000078,-0.4292893089536293
ACH-000082,-0.2683217387433503
ACH-000085,-0.3736671867110731
ACH-000086,-0.5095520570064259
ACH-000087,-0.6628956891118196
ACH-000092,-0.6352534386307597
ACH-000095,-0.4553969795149235
ACH-000097,-0.5520565133842327
ACH-000098,-0.32650445769129804
ACH-000099,-0.6464826785261304
ACH-000108,-0.5274220828607578
ACH-000113,-0.3949109459846893
ACH-000116,-0.534781085940935
ACH-000118,-0.5973539651369518
ACH-000120,-0.5085394308039592
ACH-000123,-0.4062654083891831
ACH-000127,-0.2918834288574498
ACH-000128,-0.5861135343127702
ACH-000132,-0.48183446892268894
ACH-000133,-0.3534402655593167
ACH-000137,-0.6130877223742572
ACH-000138,-0.512459496246796
ACH-000142,-0.5332694588847863
ACH-000143,-0.5132383636137909
ACH-000146,-0.3594993065211632
ACH-000148,-0.4380053853195351
ACH-000150,-0.4755074279575378
ACH-000152,-0.598523253113875
ACH-000153,-0.4398024738216187
ACH-000159,-0.4459171181408143
ACH-000160,-0.22038455160904685
ACH-000163,-0.4353974258676832
ACH-000167,-0.4211278156023201
ACH-000168,-0.4772325906732009
ACH-000169,-0.4089049289347533
ACH-000178,-0.32056882674162845
ACH-000183,-0.5465461577374682
ACH-000188,-0.5776449481482343
ACH-000189,-0.29316642685496586
ACH-000190,-0.462606014092979
ACH-000198,-0.3746386417986427
ACH-000203,-0.42650771361953005
ACH-000204,-0.379451615602477
ACH-000206,-0.5482982550664498
ACH-000207,-0.5053062327763795
