,GOLGA6A (342096)
ACH-000235,-0.4959960823039011
ACH-000237,-0.4786070583418253
ACH-000238,-0.4892627386545276
ACH-000242,-0.2720478790279871
ACH-000243,-0.5615407708824971
ACH-000244,-0.30569506194936696
ACH-000246,-0.6431927331296687
ACH-000248,-0.3312754971600321
ACH-000250,-0.5290909303717132
ACH-000251,-0.2991168383897517
ACH-000252,-0.4377100645315853
ACH-000253,-0.3351272844403933
ACH-000255,-0.4162843391099012
ACH-000256,-0.555095776298874
ACH-000257,-0.3214058609357578
ACH-000258,-0.7324830445737016
ACH-000259,-0.7198876740632136
ACH-000260,-0.5099310098852786
ACH-000261,-0.6946709091048117
ACH-000262,-0.6448018916985698
ACH-000263,-0.6059413969151916
ACH-000264,-0.5081834889394704
ACH-000265,-0.43924568540674297
ACH-000266,-0.6727629099975909
ACH-000272,-0.4819042507381942
ACH-000274,-0.6358365560289563
ACH-000277,-0.4400844100522497
ACH-000278,-0.5561938410283288
ACH-000279,-0.5518473324813936
ACH-000280,-0.6607284417108856
ACH-000281,-0.4252610071109058
ACH-000288,-0.548505643238157
ACH-000291,-0.5441877853322873
ACH-000293,-0.4402148557390101
ACH-000294,-0.6271575252097773
ACH-000295,-0.21956400327937
ACH-000296,-0.6288823424941479
ACH-000302,-0.7111676889139995
ACH-000304,-0.4445439020952159
ACH-000307,-0.4871408269181533
ACH-000308,-0.5129124163737651
ACH-000310,-0.6712602073082291
ACH-000311,-0.78060094249556
ACH-000312,-0.5565529964396866
ACH-000315,-0.4320740599978724
ACH-000316,-0.4970260252735082
ACH-000317,-0.6007235085814299
ACH-000318,-0.5924171832815575
ACH-000319,-0.4773127459708912
ACH-000320,-0.413024728020784
ACH-000322,-0.3942823553005151
ACH-000323,-0.6021101491258799
ACH-000324,-0.5824720308143925
ACH-000329,-0.5752885712411021
ACH-000330,-0.4076459265463226
ACH-000331,-0.4567823622013805
ACH-000332,-0.4760992306708921
ACH-000334,-0.9057257688829308
ACH-000335,-0.1298594513123177
ACH-000336,-0.524634106644081
ACH-000337,-0.412700395494814
ACH-000338,-0.12954550127750364
ACH-000339,-0.5285103112548151
ACH-000341,-0.6322315703507358
ACH-000348,-0.40726329982131176
ACH-000350,-0.6766782917538915
ACH-000352,-0.53693194763229
ACH-000356,-0.8328390767179127
ACH-000361,-0.3509935054552782
ACH-000362,-0.5866106216655594
ACH-000363,-0.5050350194148322
ACH-000364,-0.490815584179577
ACH-000365,-0.7096769638415005
ACH-000366,-0.3759485429896053
ACH-000368,-0.3698206281490593
ACH-000374,-0.5875380099948515
ACH-000375,-0.336911259539482
ACH-000376,-0.4911934243074398
ACH-000381,-0.4217642376114689
ACH-000383,-0.5499455079768485
ACH-000387,-0.5519951364651025
ACH-000389,-0.4218086359876807
ACH-000390,-0.644191572058505
ACH-000393,-0.8656198755418517
ACH-000395,-0.4680991156474357
ACH-000396,-0.9205148677930008
ACH-000397,-0.4606601809429148
ACH-000401,-0.2854936416133263
ACH-000402,-0.4930516942291587
ACH-000403,-0.6562838114822486
ACH-000404,-0.4429087156875584
ACH-000406,-0.5433972899207099
ACH-000407,-0.5592436135104306
ACH-000408,-0.2885394209379534
ACH-000410,-0.5524046518265819
ACH-000411,-0.5704086927101427
ACH-000414,-0.6868239480633099
ACH-000415,-0.6751141862002897
ACH-000416,-0.4100400421382783
ACH-000420,-0.5632981083876709
ACH-000421,-0.5713760851493648
ACH-000424,-0.4251947870188588
ACH-000425,-0.4682129556285146
ACH-000426,-1.0946464732781875
ACH-000427,-0.6050705154236784
ACH-000433,-0.33983470136032
ACH-000435,-0.6445587513622375
ACH-000436,-0.6421057612180696
ACH-000444,-0.312736615977875
ACH-000445,-0.7212356626400995
ACH-000448,-0.5967246750888671
ACH-000450,-0.6383620309615672
ACH-000452,-0.5289229283656016
ACH-000454,-0.4943289113891982
ACH-000458,-0.6129655620097263
ACH-000459,-0.414710941145382
ACH-000460,-0.6011039761113063
ACH-000461,-0.4156114473898753
ACH-000463,-0.5368618876983979
ACH-000464,-0.3166645502039466
ACH-000466,-0.4665453680169885
ACH-000467,-0.5236541157138853
ACH-000468,-0.5845464753321553
ACH-000469,-0.39675434058620057
ACH-000470,-0.6089966901608572
ACH-000471,-0.4902590514202868
ACH-000472,-0.641355069108114
ACH-000473,-0.4722021208510112
ACH-000475,-0.4875315162103306
ACH-000476,-0.6297782720433789
ACH-000477,-0.4051361405660065
ACH-000479,-0.5210715506984032
ACH-000480,-0.3819839723731673
ACH-000481,-0.7790899876753445
ACH-000483,-0.6423257285001049
ACH-000484,-0.4718122205795982
ACH-000485,-0.414104149339625
ACH-000486,-0.62036908467893
ACH-000487,-0.3459545349763989
ACH-000488,-0.5588462955845558
ACH-000490,-0.3460695154615991
ACH-000491,-0.6944779621400272
ACH-000495,-0.31595204611423583
ACH-000496,-0.40416606228240654
ACH-000499,-0.4054993662938383
ACH-000500,-0.7679182773972633
ACH-000502,-0.7030599957038031
ACH-000503,-0.17094089947296662
ACH-000505,-0.4378065094662663
ACH-000507,-0.5719886137631629
ACH-000510,-0.4547208857094468
ACH-000511,-0.4572495894367565
ACH-000512,-0.2313763255406595
ACH-000516,-0.5706577393193543
ACH-000517,-0.6496502688431989
ACH-000518,-0.4867304075296029
ACH-000520,-0.4076866174202435
ACH-000521,-0.6609046335780527
ACH-000522,-0.568336744774504
ACH-000524,-0.5472248231847017
ACH-000527,-0.6050204021547481
ACH-000528,-0.6182167981734682
ACH-000537,-0.5350435164562333
ACH-000541,-0.24803715730618794
ACH-000542,-0.5410141773434004
ACH-000544,-0.4717411192529174
ACH-000545,-0.4630325678182006
ACH-000547,-0.6434618879844091
ACH-000548,-0.3998740424078192
ACH-000549,-0.5815801164514768
ACH-000550,-0.5667136765330166
ACH-000552,-0.4949535777597402
ACH-000556,-0.5032356977155146
ACH-000557,-0.7332908392454969
ACH-000569,-0.520346296644435
ACH-000570,-0.584661447984174
ACH-000571,-0.45621653857678396
ACH-000573,-0.4938889959166553
ACH-000576,-0.6039347416831302
ACH-000579,-0.5919126545003225
ACH-000580,-0.5244994139720134
ACH-000584,-0.5985965463587155
ACH-000585,-0.6250531401235998
ACH-000588,-0.4817625425684402
ACH-000589,-0.5608832391955959
ACH-000591,-0.5128408601036273
ACH-000593,-0.5327712769101141
ACH-000600,-0.5463374011659871
ACH-000601,-0.491744932290039
ACH-000605,-0.6448305345652778
ACH-000606,-0.44029183788505055
ACH-000608,-0.6795946847870421
ACH-000614,-0.3264166951721239
ACH-000616,-0.4790115453125953
ACH-000618,-0.586758591763614
ACH-000619,-0.4299732380914716
ACH-000620,-0.551544862669448
ACH-000621,-0.565896724368411
ACH-000622,-0.5234029802179272
ACH-000623,-0.6083204756098204
ACH-000624,-0.6235636887339983
ACH-000627,-0.3758078758347327
ACH-000630,-0.4616681419867781
ACH-000631,-0.2792143940343385
ACH-000632,-0.5755562583490362
ACH-000633,-0.6307759439014327
ACH-000637,-0.5616664388402359
ACH-000638,-0.6218075048815117
ACH-000646,-0.6344044704516942
ACH-000647,-0.4897658437002307
ACH-000648,-0.7766304125393191
ACH-000649,-0.6458415859346838
ACH-000651,-0.5164504816666605
ACH-000652,-0.30683492263302137
ACH-000653,-0.3896116531545511
ACH-000657,-0.6336239625222855
ACH-000658,-0.6028888122810323
ACH-000661,-0.5349407353086005
ACH-000662,0.1482897235358088
ACH-000663,-0.3679439494355912
ACH-000665,-0.5039716912862545
ACH-000671,-0.5477339630180736
ACH-000672,-0.6925344949291146
ACH-000673,-0.41899147291418415
ACH-000676,-0.413247073328058
ACH-000677,-0.5539011274529219
ACH-000681,-0.7543287371266332
ACH-000683,-0.623014831289914
ACH-000684,-0.47669787455934703
ACH-000688,-0.43264077813829627
ACH-000693,-0.5069808589024696
ACH-000694,-0.5701486375391618
ACH-000695,-0.5075076322876636
ACH-000696,-0.4626131404083421
ACH-000697,-0.3913472413578616
ACH-000699,-0.5174665085157294
ACH-000701,-0.7762020220848074
ACH-000706,-0.5002115482465407
ACH-000711,-0.5284083112352078
ACH-000713,-0.4413973068767006
ACH-000714,-0.6309496820735492
ACH-000718,-0.4238960849215268
ACH-000720,-0.4431909847448945
ACH-000721,-0.6111001175288122
ACH-000724,-0.3953683488499263
ACH-000725,-0.6705954057660639
ACH-000732,-0.5101209622157716
ACH-000734,-0.5296903399185683
ACH-000735,-0.533596410949509
ACH-000736,-0.4301898006575753
ACH-000738,-0.5205111154918172
ACH-000746,-0.445286419422776
ACH-000747,-0.5171806627339647
ACH-000748,-0.5163426712789284
ACH-000753,-0.5857735675126324
ACH-000756,-0.4137222046918359
ACH-000757,-0.3785287912632859
ACH-000758,-0.5129591598348691
ACH-000760,-0.5463838620254243
ACH-000762,-0.39504060078470304
ACH-000763,-0.8172628457688831
ACH-000764,-0.2760646405909051
ACH-000765,-0.4385124919513251
ACH-000766,-0.5145297759665751
ACH-000767,-0.6388565535617998
ACH-000768,-0.4594442975365579
ACH-000769,-0.6313269446599882
ACH-000770,-0.6191861126867876
ACH-000771,-0.5028264001799627
ACH-000773,-0.6782053096690335
ACH-000776,-0.7178133723766241
ACH-000777,-0.5486797881927612
ACH-000778,-0.8390577435698597
ACH-000781,-0.6469953278878863
ACH-000782,-0.8195833987307988
ACH-000783,-0.7676734706767462
ACH-000784,-0.6059734957955906
ACH-000785,-0.7883771713714771
ACH-000787,-0.6315952254819598
ACH-000788,-0.4648088085270485
ACH-000791,-0.5316417607959371
ACH-000792,-0.5748154260962458
ACH-000794,-0.3555881369849613
ACH-000796,-0.657391614619607
ACH-000798,-0.1310066907948719
ACH-000799,-0.5010257005189078
ACH-000800,-0.3391183065056219
ACH-000802,-0.3978450069129887
ACH-000804,-0.7531091708694232
ACH-000805,-0.7129632813818712
ACH-000809,-0.5268176090721469
ACH-000810,-0.5436827213540644
ACH-000811,-0.5698414359816247
ACH-000817,-0.8044598682859658
ACH-000819,-0.6952073101504868
ACH-000820,-0.6245240324749166
ACH-000821,-0.6196238216812526
ACH-000822,-0.3605388841072001
ACH-000823,-0.4448104486276032
ACH-000824,-0.5227088446439222
ACH-000827,-0.4712106208167961
ACH-000829,-0.493252139769236
ACH-000831,-0.5412932739216599
ACH-000832,-0.4011789427345589
ACH-000833,-0.5169483273626465
ACH-000834,-0.5035410156810642
ACH-000835,-0.4627636241337686
ACH-000836,-0.5330453912890609
ACH-000837,-0.6668883270749127
ACH-000838,-0.7100262533296361
ACH-000839,-0.5248734005648674
ACH-000840,-0.5584844561015102
ACH-000841,-0.5196947661783842
ACH-000843,-0.4877570452399531
ACH-000846,-0.33154362875696863
ACH-000847,-0.7516369285150529
ACH-000848,-0.5770457854221371
ACH-000849,-0.6464919248801508
ACH-000851,-0.28055716801774083
ACH-000855,-0.5771551371349465
ACH-000856,-0.4531309243782605
ACH-000858,-0.5585713311520681
ACH-000859,-0.4550564510057158
ACH-000861,-0.5749076801497521
ACH-000862,-0.44614611686542016
ACH-000865,-0.5530213966158791
ACH-000866,-0.5434778772817886
ACH-000867,-0.5067113739101168
ACH-000869,-0.5724336973019529
ACH-000872,-0.5032383816188047
ACH-000873,-0.6372191935483932
ACH-000876,-0.6165985618397144
ACH-000878,-0.6041152196001149
ACH-000880,-0.5169855670716965
ACH-000881,-0.6815173638719462
ACH-000882,-0.4633675783273444
ACH-000884,-0.6501597814878821
ACH-000885,-0.5688438560382623
ACH-000887,-0.36400258254832013
ACH-000889,-0.5349119649653585
ACH-000896,-0.5777868372620439
ACH-000898,-0.530962420144205
ACH-000900,-0.5207711759866263
ACH-000901,-0.5808626087748812
ACH-000905,-0.4280240752732703
ACH-000906,-0.5411516642488223
ACH-000907,-0.4604425261945062
ACH-000910,-0.6443926789617626
ACH-000911,-0.4591724570819428
ACH-000912,-0.4357047494374899
ACH-000913,-0.6448222418429808
ACH-000915,-0.4792267826106874
ACH-000916,-0.4571372927957889
ACH-000917,-0.6028781808382254
ACH-000920,-0.4655126832375434
ACH-000921,-0.37562121792571496
ACH-000924,-0.4047628055632007
ACH-000926,-0.5215678992087842
ACH-000928,-0.4860161818341919
ACH-000929,-0.7122869083677333
ACH-000932,-0.4575615340628046
ACH-000935,-0.5393929556264636
ACH-000936,-0.5268039852298433
ACH-000937,-0.7068057451084423
ACH-000938,-0.4532234656679989
ACH-000939,-0.6408657805614132
ACH-000941,-0.7324124253804238
ACH-000943,-0.5401062826803298
ACH-000946,-0.4768462654682904
ACH-000947,-0.6082139013646123
ACH-000948,-0.5775793385038783
ACH-000950,-0.3222086015001754
ACH-000953,-0.5606749365813027
ACH-000954,-0.39017340930449534
ACH-000957,-0.4339530857085727
ACH-000958,-0.2192464432801472
ACH-000960,-0.6202762447225608
ACH-000963,-0.6193209737453733
ACH-000968,-0.3377212554561915
ACH-000969,-0.5314427382670573
ACH-000972,-0.4654944461755236
ACH-000973,-0.5675051856326367
ACH-000974,-0.5311304547468163
ACH-000978,-0.5612470251238457
ACH-000984,-0.4488807295686033
ACH-000986,-0.4356433489245829
ACH-000988,-0.6131507331759685
ACH-000993,-0.4824028689660621
ACH-000994,-0.3302087483547923
ACH-000996,-0.6033347050865802
ACH-001001,-0.588122292407375
ACH-001020,-0.22565329028241
ACH-001028,-0.5491936425958548
ACH-001031,-0.5750135773136383
ACH-001038,-0.6115587250124828
ACH-001048,-0.488880176632233
ACH-001050,-0.5879585446755304
ACH-001053,-0.2930022961311501
ACH-001054,-0.4485503992744199
ACH-001061,-0.4982314558913019
ACH-001067,-0.4044318253877467
ACH-001075,-0.5465441118996769
ACH-001096,-0.4333542598071044
ACH-001111,-0.4087832256878868
ACH-001119,-0.37248263441697305
ACH-001128,-0.1731673828587672
ACH-001134,-0.4391379944890349
ACH-001151,-0.5089144574364128
ACH-001163,-0.5112255319199814
ACH-001164,-0.17078321632510535
ACH-001183,-0.5483403382943279
ACH-001192,-0.5315966992973761
ACH-001193,-0.3781832554929586
ACH-001196,-0.3579594312223283
ACH-001197,-0.4674311639192937
ACH-001205,-0.4600401178947766
ACH-001211,-0.601821455522469
ACH-001212,-0.2993332863952584
ACH-001228,-0.6286512183938894
ACH-001232,-0.6701838380624688
ACH-001239,-0.6053978884110559
ACH-001270,-0.6301995178155881
ACH-001274,-0.5902019484427886
ACH-001275,-0.5647313198783797
ACH-001277,-0.4417099562468679
ACH-001278,-0.6424015095836204
ACH-001280,-0.6548856503257846
ACH-001283,-0.3972170247723837
ACH-001289,-0.5438632141063163
ACH-001300,-0.7495577569236093
ACH-001301,-0.3180030397350135
ACH-001302,-0.5161760702715874
ACH-001306,-0.3329114844399785
ACH-001318,-0.5877013978205087
ACH-001322,-0.3818691596227123
ACH-001328,-0.487010722703476
ACH-001332,-0.3595311561637042
ACH-001336,-0.5468563419759904
ACH-001346,-0.5754507706528474
ACH-001353,-0.4721749865082697
ACH-001354,-0.5665120247823112
ACH-001367,-0.21156324013876254
ACH-001368,-0.6058863500733505
ACH-001374,-0.6305235491044066
ACH-001377,-0.5983610125704163
ACH-001380,-0.5417664489239883
ACH-001391,-0.6027348204759211
ACH-001408,-0.6310512240435104
ACH-001430,-0.5653534828072914
ACH-001431,-0.5837232065048579
ACH-001450,-0.6407702185156917
ACH-001496,-0.4416010454861356
ACH-001500,-0.4881887393250798
ACH-001523,-0.5642399762881363
ACH-001532,-0.5877025654836973
ACH-001550,-0.6762699974849998
ACH-001552,-0.598122699131355
ACH-001554,-0.585686713308631
ACH-001654,-0.5965463556690124
ACH-001735,-0.6339582288143201
ACH-001736,-0.527392863233315
ACH-001737,-1.3465268288077106
ACH-001740,-0.4459671719312097
ACH-001745,-0.584661653961544
ACH-001765,-0.5181362546488271
