,OTOP1 (133060)
ACH-000004,-0.35638899511495226
ACH-000005,-0.6024379448145023
ACH-000007,-0.6904394529567932
ACH-000009,-0.5457564169851198
ACH-000011,-0.7468706074966723
ACH-000012,-0.7581682497751903
ACH-000013,-0.464643078265386
ACH-000014,-0.5736894410894033
ACH-000015,-0.6266728445746685
ACH-000017,-0.6579124785608502
ACH-000018,-0.5658042559504678
ACH-000019,-0.7583884267840703
ACH-000021,-0.588176712006848
ACH-000022,-0.7267554542771844
ACH-000025,-0.6144121797172164
ACH-000028,-0.4886563971018
ACH-000030,-0.5843983281852425
ACH-000035,-0.23910478618504144
ACH-000036,-0.6162994246402708
ACH-000037,-0.622725746532018
ACH-000039,-0.871761594675149
ACH-000040,-0.6680864381969038
ACH-000041,-0.7647025796866859
ACH-000042,-0.7447795607346311
ACH-000045,-0.6567633986868345
ACH-000047,-0.814602337625071
ACH-000052,-0.36733595261532426
ACH-000053,-0.6786069217944279
ACH-000054,-0.499609692091991
ACH-000055,-0.8019221688893615
ACH-000060,-0.6913659793089215
ACH-000067,-0.7073500279473084
ACH-000070,-0.4539649782271
ACH-000075,-0.4464234851194732
ACH-000078,-0.7176865941694179
ACH-000082,-0.5820964359095798
ACH-000085,-0.6306427905747598
ACH-000086,-0.7585904604062175
ACH-000087,-0.338811146276456
ACH-000092,-0.4305923295870948
ACH-000095,-0.8017081049160252
ACH-000097,-0.7026205575190563
ACH-000098,-0.6315048277629811
ACH-000099,-0.7426184605175229
ACH-000108,-0.5140772125460733
ACH-000113,-0.44329550502231135
ACH-000116,-0.8004523628309866
ACH-000118,-0.6553948848963396
ACH-000120,-0.5844167887257388
ACH-000123,-0.6368659850257541
ACH-000127,-0.6975232599979819
ACH-000128,-0.669812164366652
ACH-000132,-0.5008930168827914
ACH-000133,-0.7605374768565208
ACH-000137,-0.5599304971385699
ACH-000138,-0.5069499328588295
ACH-000142,-0.6483369775122001
ACH-000143,-0.7218646690925263
ACH-000146,-0.6878408690535458
ACH-000148,-0.6881823751412945
ACH-000150,-0.8476718789950074
ACH-000152,-0.6238346491197848
ACH-000153,-0.8740819359651758
ACH-000159,-0.6411600949332797
ACH-000160,-0.7845670455013222
ACH-000163,-0.7470884962028359
ACH-000167,-0.9062147278533028
ACH-000168,-0.5446016911053697
ACH-000169,-0.5641452277808492
ACH-000178,-0.6199712708698619
ACH-000183,-0.5655752208649363
ACH-000188,-0.7026620913612867
ACH-000189,-0.4355441551825416
ACH-000190,-0.5095834214067664
ACH-000198,-0.6837380359265031
ACH-000203,-1.0745824889912698
ACH-000204,-0.49205523652574
ACH-000206,-0.3807194468588193
ACH-000207,-0.6539011960805651
ACH-000208,-0.5790929022208253
ACH-000210,-0.5492713214236592
ACH-000211,-0.5511283560114077
ACH-000215,-0.7620102240766844
ACH-000221,-0.5268506387261404
ACH-000222,-0.5184004515506055
ACH-000223,-0.5785994472495238
ACH-000226,-0.7498232480659229
ACH-000227,-0.845633389347848
ACH-000228,-0.4685428247617176
ACH-000231,-0.5901018146411942
ACH-000232,-0.6707607824672479
ACH-000233,-0.5871538385647284
ACH-000234,-0.6434985832716954
ACH-000235,-0.6128291265369122
ACH-000237,-0.7519949715046702
ACH-000238,-0.6953169758741246
ACH-000242,-0.3748514841675875
ACH-000243,-0.6098942525083983
ACH-000244,-0.8918795814286927
ACH-000246,-0.6381675158112885
ACH-000248,-0.6785437242766288
ACH-000250,-0.5292039833626183
ACH-000251,-0.7632915880818715
ACH-000252,-0.8236575235730679
ACH-000253,-0.6540962686664067
ACH-000255,-0.5157281441132405
ACH-000256,-0.8575680244484144
ACH-000257,-0.5630889338380073
ACH-000258,-0.5679754910049727
ACH-000259,-0.5737438281779524
ACH-000260,-0.6220136499278373
ACH-000261,-0.665449845676193
ACH-000262,-0.680658711945848
ACH-000263,-0.9339724939405364
ACH-000264,-0.7150561057360182
ACH-000265,-0.6081700743729859
ACH-000266,-0.7368271390977882
ACH-000272,-0.6403011785842498
ACH-000274,-0.7002377636859439
ACH-000277,-0.5122318295743621
ACH-000278,-0.6200440269758998
