,MGAT3 (4248)
ACH-000004,-0.0016260511623407473
ACH-000005,-0.29235898111567754
ACH-000007,-0.09927320647212444
ACH-000009,0.0002668595792958705
ACH-000011,0.019144833974322838
ACH-000012,-0.2296691844772014
ACH-000013,-0.09990877868772914
ACH-000014,-0.08664615505686851
ACH-000015,-0.23346916138919954
ACH-000017,-0.006725878690567709
ACH-000018,0.04347770456212369
ACH-000019,-0.09975500261559453
ACH-000021,0.012250283628322945
ACH-000022,0.030747552472351808
ACH-000025,-0.1122102317215513
ACH-000028,-0.0802047822481829
ACH-000030,-0.1525503208947253
ACH-000035,-0.11642150586391625
ACH-000036,0.017888566788782482
ACH-000037,-0.04631114558267616
ACH-000039,-0.049533291254623135
ACH-000040,0.05445190001741007
ACH-000041,-0.009609525496427192
ACH-000042,-0.3252651111016088
ACH-000045,-0.05110916965592503
ACH-000047,-0.08132440890381215
ACH-000052,-0.12259019392686962
ACH-000053,-0.02763896654295249
ACH-000054,-0.012501054915945515
ACH-000055,0.014335986752629763
ACH-000060,-0.25930938465385833
ACH-000067,-0.06015332206799987
ACH-000070,-0.007126032116502025
ACH-000075,0.10134385486409356
ACH-000078,0.04073642600894766
ACH-000082,0.04301870127131833
ACH-000085,-0.02020052402509755
ACH-000086,-0.02271159721279291
ACH-000087,-0.1088279903091818
ACH-000092,-0.14246474035101314
ACH-000095,-0.07726859144229364
ACH-000097,-0.007224251715976335
ACH-000098,0.03841796670960824
ACH-000099,-0.09320060247910818
ACH-000108,-0.043501923658046164
ACH-000113,-0.08058979789240171
ACH-000116,-0.026314495874671703
ACH-000118,-0.12364968436446895
ACH-000120,0.008243173083705922
ACH-000123,-0.10599191021692167
ACH-000127,0.04441711729996003
ACH-000128,-0.0712105665067498
ACH-000132,-0.0321093668416349
ACH-000133,-0.09935611093895087
ACH-000137,-0.03725704146814236
ACH-000138,0.15696963093105307
ACH-000142,0.0840131602772892
ACH-000143,0.0392574063844633
ACH-000146,-0.08910332816414226
ACH-000148,-0.0042748682871763
ACH-000150,0.11399819186770625
ACH-000152,0.09366992740289608
ACH-000153,-0.13116033339746413
ACH-000159,0.09099694268358337
ACH-000160,-0.019112401912691087
ACH-000163,-0.04213580233415638
ACH-000167,-0.018725447879703875
ACH-000168,-0.023490609684372537
ACH-000169,0.09875571076791133
ACH-000178,0.06430371638960407
ACH-000183,-0.1077081186515417
ACH-000188,0.049372931283759636
ACH-000189,0.09230094307640864
ACH-000190,0.16527075021275076
ACH-000198,0.03665662157264025
ACH-000203,-0.26742507945852184
ACH-000204,-0.07313015753938576
ACH-000206,0.0931571627672141
