,NEUROG2 (63973)
ACH-000004,-0.17387329411271601
ACH-000005,0.3377883518253141
ACH-000007,0.1508911866170224
ACH-000009,0.2708245168666411
ACH-000011,-0.04568582933603252
ACH-000012,0.10069771710990767
ACH-000013,0.1347447888297248
ACH-000014,0.1565377476394326
ACH-000015,0.07050376507046588
ACH-000017,0.15124337658292974
ACH-000018,0.2319402004652892
ACH-000019,0.384089719405339
ACH-000021,0.06083884471646892
ACH-000022,0.1412989562915497
ACH-000025,0.2063118244752968
ACH-000028,-0.01459634906785871
ACH-000030,0.18304058268655524
ACH-000035,0.033325582597375766
ACH-000036,0.16245628538752732
ACH-000037,-0.0033925976370061755
ACH-000039,0.2695123261055515
ACH-000040,0.08984074215043332
ACH-000041,0.06655912628294787
ACH-000042,0.1614446413978089
ACH-000045,0.11649631269233865
ACH-000047,0.13678126577715144
ACH-000052,0.11059730094456044
ACH-000053,0.15954739518313216
ACH-000054,0.1455045677087112
ACH-000055,0.15726442657546455
ACH-000060,-0.02471715027972336
ACH-000067,0.08323001106201952
ACH-000070,0.13826594569607728
ACH-000075,-0.0011539461544038375
ACH-000078,0.19314060761748306
ACH-000082,0.08833707192201418
ACH-000085,0.14627574043581154
ACH-000086,0.18828558567491765
ACH-000087,-0.06877397441696523
ACH-000092,0.06456478803466552
ACH-000095,0.20297396124336495
ACH-000097,0.11523624353794472
ACH-000098,-0.02544637193406084
ACH-000099,0.12329234057847573
ACH-000108,0.10984840564144807
ACH-000113,0.08639476410978397
ACH-000116,0.11435728598568
ACH-000118,0.12037583579510445
ACH-000120,0.03147020004307759
ACH-000123,0.20842261891184985
ACH-000127,0.11889340306497752
ACH-000128,-0.04693991062945228
ACH-000132,-0.012063761850384078
ACH-000133,0.12556928602094675
ACH-000137,-0.04306209532657041
ACH-000138,0.08818218667259539
ACH-000142,0.2725295102074819
ACH-000143,0.22210930424621012
ACH-000146,0.10301134720851897
ACH-000148,0.16565146113689508
ACH-000150,0.22470541531582475
ACH-000152,0.03512196851055699
ACH-000153,0.10881955792954463
ACH-000159,0.12282834762651433
ACH-000160,0.1475201346585415
ACH-000163,0.10669596981317353
ACH-000167,0.17759577740649105
ACH-000168,0.1285636573104464
ACH-000169,0.1649566054637009
ACH-000178,0.11495512928761215
ACH-000183,0.06773956756346185
ACH-000188,0.0813147104821133
ACH-000189,0.037865581122024615
ACH-000190,0.01609931867674809
ACH-000198,0.15676439325439046
ACH-000203,0.3492445803335373
ACH-000204,0.0677951398491539
ACH-000206,-0.041153341649980614
ACH-000207,0.2318145614256749
ACH-000208,0.2606811858929495
ACH-000210,-0.0054440134175009255
ACH-000211,0.08607324379648766
ACH-000215,0.12581905644658606
ACH-000221,0.08090333513967712
