,FAM177A1 (283635)
ACH-000004,-0.1044694964195804
ACH-000005,0.09455704493049284
ACH-000007,-0.15548528986480506
ACH-000009,-0.035579946925564404
ACH-000011,0.022362907174631016
ACH-000012,-0.11419918891732025
ACH-000013,-0.08498955513077927
ACH-000014,-0.03356490852025299
ACH-000015,0.028399569490067063
ACH-000017,-0.2077296926985497
ACH-000018,-0.10628227569593073
ACH-000019,-0.01067990341125947
ACH-000021,-0.22071904353099367
ACH-000022,-0.08686900287110069
ACH-000025,-0.1359935164308438
ACH-000028,-0.06692606270161873
ACH-000030,-0.09212319159385148
ACH-000035,0.07562445150314122
ACH-000036,-0.0412206833492144
ACH-000037,-0.014881015808233828
ACH-000039,-0.2250993851158977
ACH-000040,-0.2391108160342699
ACH-000041,-0.16767659516188946
ACH-000042,0.08643040947378833
ACH-000045,-0.011212559518100722
ACH-000047,-0.0917106307998664
ACH-000052,-0.3902225456004744
ACH-000053,-0.025022137850642192
ACH-000054,-0.022455368977674483
ACH-000055,-0.09044387033031843
ACH-000060,0.05013527323744197
ACH-000067,-0.06155454932235738
ACH-000070,-0.12419201337567695
ACH-000075,-0.1616877773643679
ACH-000078,-0.11164932468904973
ACH-000082,-0.06053065381033587
ACH-000085,0.0009145204967859387
ACH-000086,-0.12939590973799225
ACH-000087,-0.055018863197179295
ACH-000092,-0.10028284757297552
ACH-000095,-0.15767930999377444
ACH-000097,-0.24228769167910785
ACH-000098,-0.05029110004472963
ACH-000099,-0.01452810967668641
ACH-000108,0.0318287943301467
ACH-000113,-0.06907228452587454
ACH-000116,-0.08254462986888672
ACH-000118,-0.031193789335336595
ACH-000120,-0.10357868501299124
ACH-000123,0.006738294208212406
ACH-000127,-0.15345293433134252
ACH-000128,0.012155692952834444
ACH-000132,-0.018260610963244696
ACH-000133,-0.15696605914976355
ACH-000137,-0.013232946766053563
ACH-000138,-0.08480067325155381
ACH-000142,-0.00821983442000073
ACH-000143,-0.09312104157226664
ACH-000146,-0.0741305102659286
ACH-000148,-0.07359499873311484
ACH-000150,0.2840170011231088
ACH-000152,-0.016216147458563868
ACH-000153,-0.0309658153501452
ACH-000159,-0.07206425022334162
ACH-000160,-0.006684511587379074
ACH-000163,0.004363735434023898
ACH-000167,-0.3430046439777181
ACH-000168,0.06905825904661067
ACH-000169,0.03459733727849877
ACH-000178,-0.08391174335723946
ACH-000183,-0.016833931104188748
ACH-000188,0.012280246493416112
ACH-000189,0.08783485347666313
ACH-000190,-0.14184457094047967
ACH-000198,-0.08902887672461056
ACH-000203,0.02826661852846568
ACH-000204,-0.09274960071314324
ACH-000206,-0.2705124105632847
ACH-000207,-0.13829545622320685
ACH-000208,-0.14747040313111875
ACH-000210,0.19571699665334386
ACH-000211,-0.07551426080526707
ACH-000215,-0.07103792869743057
ACH-000221,0.15422641704564322
ACH-000222,-0.08023461927500374
ACH-000223,-0.12528303874538235
ACH-000226,-0.1264673420137611
ACH-000227,-0.09271908268557172
ACH-000228,-0.01633734780423443
ACH-000231,-0.15552395291061055
ACH-000232,-0.17974325251168788
ACH-000233,0.0297926460137501
ACH-000234,-0.11732952244243608
ACH-000235,-0.12748825699316507
ACH-000237,0.004815743803805572
ACH-000238,-0.10239625736420857
ACH-000242,0.3323475313519081
ACH-000243,-0.20731893897729606
ACH-000244,0.23322698494034286
ACH-000246,-0.15922911561195896
ACH-000248,0.03944782460031607
ACH-000250,-0.06207398160051235
ACH-000251,0.10996426124609687
ACH-000252,-0.4177455770916332
ACH-000253,-0.007094268622332753
ACH-000255,-0.027854803873057558
ACH-000256,0.06217867776456641
ACH-000257,-0.025584931694121973
ACH-000258,-0.11787225544934506
ACH-000259,-0.2307156706954749
ACH-000260,-0.09577358370310504
ACH-000261,-0.05105675196607711
ACH-000262,-0.06944565152296141
ACH-000263,-0.0277836963718182
ACH-000264,-0.14835528824475314
ACH-000265,-0.0009490160807437623
ACH-000266,-0.12092188979541768
ACH-000272,-0.09892087353675608
ACH-000274,0.033292521255018824
ACH-000277,0.08769413246577494
ACH-000278,-0.10671445725569477
ACH-000279,-0.1328429493414642
ACH-000280,-0.02935913557821985
ACH-000281,0.1045285157899883
ACH-000288,-0.06087483918546437
ACH-000291,0.04470110933747938
ACH-000293,-0.0041332238325469456
ACH-000294,-0.0063850203985513975
ACH-000295,0.057563164777223126
ACH-000296,-0.12692104688079486
ACH-000302,0.09223206081218048
ACH-000304,0.06950452618674473
ACH-000307,0.0021255486539528226
ACH-000308,-0.07031844107586331
ACH-000310,0.006961580214814371
ACH-000311,-0.3566434135006516
ACH-000312,0.008932518191360398
ACH-000315,-0.15482680332964047
ACH-000316,-0.02614093358591415
ACH-000317,-0.06614128123338542
ACH-000318,0.040990537326062816
ACH-000319,-0.09397648492680216
ACH-000320,0.1150294472622226
ACH-000322,-0.17415925852156486
ACH-000323,-0.20709340765900267
ACH-000324,-0.010566577096085585
ACH-000329,-0.15169504649792034
ACH-000330,0.01111168309722431
ACH-000331,-0.09202225369531927
ACH-000332,-0.042267050077826725
ACH-000334,0.030629733801623576
ACH-000335,-0.2849698051244882
ACH-000336,0.028858548088235358
ACH-000337,-0.5454670794795701
ACH-000338,-0.2080464845511205
ACH-000339,-0.05924423096545878
ACH-000341,-0.04225794311151841
ACH-000348,-0.0961749565761582
ACH-000350,-0.0085122438515937
ACH-000352,0.014035897682389057
ACH-000356,0.07243565007098507
ACH-000361,-0.03894667997267266
ACH-000362,-0.08053250885386284
ACH-000363,-0.1290545502770838
ACH-000364,-0.19113582973586493
ACH-000365,-0.03230517570337689
ACH-000366,-0.16624624558991258
ACH-000368,-0.1852315254732972
ACH-000374,-0.09186353144479216
ACH-000375,0.11236687146082948
ACH-000376,-0.06758280120394458
ACH-000381,0.032861684223546184
ACH-000383,-0.1102072162249284
ACH-000387,0.0742947035657507
ACH-000389,-0.3439309739516288
ACH-000390,-0.06656403143008408
ACH-000393,-0.12716733579525355
ACH-000395,0.06220243249958773
ACH-000396,0.0059240549747199426
ACH-000397,-0.07245369132874296
ACH-000401,-0.0012540302008101046
ACH-000402,0.1001235652123088
ACH-000403,-0.06126464970032135
ACH-000404,0.043744902991324976
ACH-000406,-0.029291597167073392
ACH-000407,-0.05387103977138371
ACH-000408,-0.1764052980209124
ACH-000410,-0.1420634268390363
ACH-000411,-0.2308430862607622
ACH-000414,0.03364536778857813
ACH-000415,0.05048364317001728
ACH-000416,-0.11655437230602254
ACH-000420,-0.0298634155915998
ACH-000421,-0.013071194395459323
ACH-000424,-0.2447440553145689
ACH-000425,-0.1463177321160946
ACH-000426,-0.07305962331851502
ACH-000427,-0.014501281563370829
ACH-000433,-0.271393842504208
ACH-000435,0.1778564865402373
ACH-000436,-0.08833382369371467
ACH-000444,-0.034107227738984516
ACH-000445,0.061448557397435086
ACH-000448,-0.0958284326588915
ACH-000450,0.12602545635399348
ACH-000452,-0.03196962214043594
ACH-000454,-0.16677462875307975
ACH-000458,-0.027707491829043817
ACH-000459,-0.04367770345293198
ACH-000460,0.03952938482175315
ACH-000461,0.06419925959088914
ACH-000463,-0.14626339716724576
ACH-000464,0.06657559978616888
ACH-000466,-0.13800591241825286
ACH-000467,-0.06928781109984508
ACH-000468,0.15781923497187975
ACH-000469,0.06548048399802582
ACH-000470,0.033197184316399286
ACH-000471,-0.1289670516186645
ACH-000472,-0.06967019320107053
ACH-000473,-0.0683904857589748
ACH-000475,-0.09021871083717473
ACH-000476,0.03425977463464661
ACH-000477,-0.15536752706045812
ACH-000479,-0.4505135051867242
ACH-000480,-0.052100285904569936
ACH-000481,-0.2165834914340224
ACH-000483,-0.16104521641037642
ACH-000484,0.07099616250680432
ACH-000485,0.005660556058259514
ACH-000486,-0.05255785322470349
ACH-000487,-0.03804351108618416
ACH-000488,-0.040096563565913866
ACH-000490,-0.0320544217542199
ACH-000491,0.008289592477936142
ACH-000495,-0.03801357144866229
ACH-000496,0.0074638753220575595
ACH-000499,-0.2132301789328667
ACH-000500,-0.3540074309747593
ACH-000502,-0.04552830939170335
ACH-000503,0.0018596577467128413
ACH-000505,-0.1506047906744883
ACH-000507,-0.04078616792374668
ACH-000510,-0.09904068890953503
ACH-000511,-0.06721530191438145
ACH-000512,-0.21052056469604946
ACH-000516,-0.13824667898011508
ACH-000517,-0.09920536755237648
ACH-000518,0.04612730595290408
ACH-000520,-0.10618330343665652
ACH-000521,0.14970488069378593
ACH-000522,-0.09829929702480387
ACH-000524,-0.04233346142886741
ACH-000527,0.0071497483694259656
ACH-000528,-0.07696647246182386
ACH-000537,-0.03887011776811693
ACH-000541,-0.09112448105150787
ACH-000542,-0.1350146820875931
ACH-000544,-0.03055625329579583
ACH-000545,-0.0395428799291713
ACH-000547,0.010839091774046863
ACH-000548,-0.030342661010132964
ACH-000549,-0.07581709185455535
ACH-000550,-0.042789128422136516
ACH-000552,-0.0006383600631321469
ACH-000556,-0.029888948588313095
ACH-000557,-0.042775609196080235
ACH-000569,0.22330968980170116
ACH-000570,-0.1393864868583222
ACH-000571,-0.13240146533230046
ACH-000573,-0.08100585466887082
ACH-000576,-0.3023696819942882
ACH-000579,-0.1505554558617653
ACH-000580,-0.08035630204453982
ACH-000584,0.007994670373963113
ACH-000585,-0.09643061112043212
ACH-000588,-0.044263271024156836
ACH-000589,0.060832259428151424
ACH-000591,-0.02875472456335001
ACH-000593,-0.034416323883742765
ACH-000600,0.00830621386042282
ACH-000601,-0.003132504997769427
ACH-000605,0.10502208983960636
ACH-000606,0.031356678724818794
ACH-000608,-0.12953738504795967
ACH-000614,-0.1535157982365867
ACH-000616,-0.004941613158118838
ACH-000618,0.13924651494994375
ACH-000619,-0.07988105516737433
ACH-000620,-0.08557265777320698
ACH-000621,-0.05049063553622077
ACH-000622,-0.0231197162872982
ACH-000623,0.00354481463802062
ACH-000624,-0.0477751407893299
ACH-000627,-0.04535092902120093
ACH-000630,-0.03615529454108479
ACH-000631,-0.2013407032177407
ACH-000632,-0.07861959258738296
ACH-000633,0.0012344875813644527
ACH-000637,-0.09376366538672083
ACH-000638,-0.06268168356830835
ACH-000646,-0.2134740294274516
ACH-000647,-0.06917336123656613
ACH-000648,-0.061918573951863676
ACH-000649,-0.0046715910477651106
ACH-000651,-0.05337578767365171
ACH-000652,0.14275956728760206
ACH-000653,-0.14870702277955347
ACH-000657,-0.03350396122311577
ACH-000658,-0.044686778664523516
ACH-000661,0.1448466652163611
ACH-000662,0.06097067538137469
ACH-000663,-0.038460130993865034
ACH-000665,-0.05468695398407688
ACH-000671,-0.09675420200931026
ACH-000672,-0.37229772366350095
ACH-000673,-0.10924579103952378
ACH-000676,-0.02918250754363182
ACH-000677,-0.060626497712236264
ACH-000681,0.12579960558062664
ACH-000683,-0.0821896191678651
ACH-000684,0.12521448074744865
ACH-000688,0.1190060968657366
ACH-000693,-0.05606822031403397
ACH-000694,0.05157598559222989
ACH-000695,-0.14453231078861395
ACH-000696,-0.13925286024548975
ACH-000697,0.021817639863259918
ACH-000699,-0.07790415472442683
ACH-000701,-0.0991518410473218
ACH-000706,-0.094986028946029
ACH-000711,-0.07516445405474045
ACH-000713,0.08449057493631719
ACH-000714,-0.2379045950726554
ACH-000718,-0.2263596571344801
ACH-000720,-0.0867919811450076
ACH-000721,-0.0985321917657622
ACH-000724,-0.1189164846878064
ACH-000725,-0.18573695404825424
ACH-000732,-0.1458227827463765
ACH-000734,0.12114481703730155
ACH-000735,-0.08791240573073827
ACH-000736,0.01869418859832523
ACH-000738,0.023311600684655067
ACH-000746,-0.0543416782495668
ACH-000747,-0.12786426064310347
ACH-000748,-0.1096205111148443
ACH-000753,-0.1514795701567228
