,RRP7A (27341)
ACH-001128,-1.0101439140439052
ACH-001134,-0.7846080578293464
ACH-001151,-0.4517947418967003
ACH-001163,-0.4910810492844187
ACH-001164,-0.7601413975258291
ACH-001183,-0.6570032214242265
ACH-001192,-0.4843811006026757
ACH-001193,-0.9204716120761404
ACH-001196,-0.9375935661712884
ACH-001197,-0.5753784423958281
ACH-001205,-0.8775500423139384
ACH-001211,-0.6498443040993306
ACH-001212,-0.8509494985202322
ACH-001228,-0.6183844154955277
ACH-001232,-1.0763588221630658
ACH-001239,-0.5309498068726912
ACH-001270,-0.817234575774052
ACH-001274,-0.5707849508990701
ACH-001275,-0.54427800342101
ACH-001277,-0.7244705263609619
ACH-001278,-0.8179492533464453
ACH-001280,-0.7066169570737142
ACH-001283,-0.7892255541054879
ACH-001289,-0.7055105810780575
ACH-001300,-0.8450343461190273
ACH-001301,-0.9278830974106717
ACH-001302,-0.6352644049468879
ACH-001306,-0.6389912943469628
ACH-001318,-0.8869011120870636
ACH-001322,-0.6402786038538937
ACH-001328,-0.4954035408208496
ACH-001332,-0.8911791046859735
ACH-001336,-0.6662522158215932
ACH-001346,-0.8560899251473238
ACH-001353,-0.7460059141959976
ACH-001354,-0.25989611158581777
ACH-001367,-0.6617151596096725
ACH-001368,-0.7445984960258327
ACH-001374,-0.6359463471593729
ACH-001377,-0.6089398155499339
ACH-001380,-0.32241657603642304
ACH-001391,-0.5981330968921355
ACH-001408,-0.5524389057715057
ACH-001430,-0.4603074338504465
ACH-001431,-0.8043218530917062
ACH-001450,-0.4528163945802341
ACH-001496,-0.8687630458271847
ACH-001500,-0.6464651796273609
ACH-001523,-0.6042754943287753
ACH-001532,-0.7224874103427632
ACH-001550,-0.7840557787245557
ACH-001552,-0.7580598143228576
ACH-001554,-0.6516116403731098
ACH-001654,-0.7629241845323953
ACH-001735,-0.5461728397620019
ACH-001736,-0.5777466545988287
ACH-001737,-0.37142304768318
ACH-001740,-0.63779843795598
ACH-001745,-0.7564337058301399
ACH-001765,-0.6009472977713882
