,RRP7A (27341)
ACH-000004,-0.8946250178267546
ACH-000005,-0.8243815273246826
ACH-000007,-0.5203178287918407
ACH-000009,-0.5750439932130753
ACH-000011,-0.4154400576828165
ACH-000012,-0.7082415970233884
ACH-000013,-0.7537905610600243
ACH-000014,-0.6806433449206195
ACH-000015,-0.7288220563248055
ACH-000017,-0.7507280566687532
ACH-000018,-0.7191601647365496
ACH-000019,-0.9242460573203582
ACH-000021,-0.7780648848956456
ACH-000022,-0.917022136365028
ACH-000025,-0.790276956085266
ACH-000028,-0.9319336555181724
ACH-000030,-0.6951130636227245
ACH-000035,-0.7470742719931113
ACH-000036,-0.5724417966519197
ACH-000037,-0.2704713534268951
ACH-000039,-0.3205193473426852
ACH-000040,-0.5793541044440483
ACH-000041,-0.4765586397056298
ACH-000042,-0.4570111329302534
ACH-000045,-0.5755989309936521
ACH-000047,-0.8745496050094678
ACH-000052,-0.6069490725075526
ACH-000053,-0.5507447099106976
ACH-000054,-0.6594997276107644
ACH-000055,-0.7971899516078307
ACH-000060,-0.5133176757735468
ACH-000067,-0.8104022439769766
ACH-000070,-0.6874086130099882
ACH-000075,-0.7610094886243045
ACH-000078,-0.6354042202171085
ACH-000082,-0.4781349597182831
ACH-000085,-0.7442668855605215
ACH-000086,-0.7003680009441479
ACH-000087,-0.6564701803650864
ACH-000092,-0.6937101342729949
ACH-000095,-0.7111734180555318
ACH-000097,-0.7237362652439285
ACH-000098,-0.7265535096150345
ACH-000099,-0.5539270389451916
ACH-000108,-0.7531559282959486
ACH-000113,-0.6808675512598584
ACH-000116,-0.7504791757314079
ACH-000118,-0.8075733504023979
ACH-000120,-0.7123471299710098
ACH-000123,-0.6623029896882529
ACH-000127,-0.5749074661108101
ACH-000128,-0.650119494578379
ACH-000132,-0.6117900773277334
ACH-000133,-0.7000574494481491
ACH-000137,-0.9102930300376371
ACH-000138,-0.8365472112492908
ACH-000142,-0.7262358972252426
ACH-000143,-0.6042414700486661
ACH-000146,-0.6855392678697653
ACH-000148,-0.4422169693274852
ACH-000150,-0.8126308310316668
ACH-000152,-0.9469849268570762
ACH-000153,-0.7760192410461787
ACH-000159,-0.4407037914697928
ACH-000160,-0.718335385031734
ACH-000163,-0.8078287000046244
ACH-000167,-1.017017337365648
ACH-000168,-0.3992411355051586
ACH-000169,-0.8554617061466879
ACH-000178,-0.594794011660417
ACH-000183,-0.5461850377058085
ACH-000188,-0.559581025400032
ACH-000189,-0.7352417198859013
ACH-000190,-0.9615014146596942
ACH-000198,-0.6091723553205748
ACH-000203,-0.9097315096424649
ACH-000204,-0.5024354078460563
ACH-000206,-0.7873983752377263
ACH-000207,-0.3146866620933653
ACH-000208,-0.6156732132339705
ACH-000210,-0.5820212185605856
ACH-000211,-0.645200429795172
ACH-000215,-0.6854281997865679
ACH-000221,-1.1021418358462458
ACH-000222,-0.6912573027703469
ACH-000223,-0.6249623900580864
ACH-000226,-0.5761382949080214
ACH-000227,-0.3024461202040197
ACH-000228,-0.6950919154741974
ACH-000231,-0.5246286533262637
ACH-000232,-0.7129068324788507
ACH-000233,-0.7405897673036059
ACH-000234,-0.5682342524793957
ACH-000235,-0.7092543919412879
ACH-000237,-0.6367115627122011
ACH-000238,-0.6205526678428871
ACH-000242,-0.6622535649788475
ACH-000243,-0.7999512215078417
ACH-000244,-0.452003801736493
ACH-000246,-0.8412624229761257
ACH-000248,-0.9305453102032348
ACH-000250,-0.4991122271758707
ACH-000251,-0.5960950427523949
ACH-000252,-1.110251366658288
ACH-000253,-0.566651655984427
ACH-000255,-0.5147647657233909
ACH-000256,-0.9298169089815672
ACH-000257,-0.30323416068804515
ACH-000258,-0.9308283798477216
ACH-000259,-0.5342929733882406
ACH-000260,-0.8331240111309011
ACH-000261,-0.5808192294112487
ACH-000262,-0.4481807972230882
ACH-000263,-0.5804052926743113
ACH-000264,-0.6602122031574316
ACH-000265,-0.6366059785300293
ACH-000266,-0.5173526847704989
ACH-000272,-0.8483247428266586
ACH-000274,-0.449176841904739
ACH-000277,-0.594194358314776
ACH-000278,-0.8356625155472293
ACH-000279,-0.5958109703637245
ACH-000280,-0.6277619556690299
ACH-000281,-0.4518099787530237
ACH-000288,-0.5615519792245773
ACH-000291,-0.927792159301442
ACH-000293,-0.82480211765683
ACH-000294,-0.5646711540518379
ACH-000295,-0.5195468102535813
ACH-000296,-0.6536195443676791
ACH-000302,-0.6195290003234805
ACH-000304,-0.6495451844298671
ACH-000307,-0.8270512045076504
ACH-000308,-0.8959647346907393
ACH-000310,-0.5817341629680556
ACH-000311,-0.5388774034962109
ACH-000312,-0.7901755101534629
ACH-000315,-0.8786487699255234
ACH-000316,-0.6229352983368535
ACH-000317,-0.42651951213350064
ACH-000318,-0.4933440986217394
ACH-000319,-0.6628913131533556
ACH-000320,-0.5168539556424384
ACH-000322,-0.8119348030151788
ACH-000323,-0.7527847024195811
ACH-000324,-0.6099738709648561
ACH-000329,-0.7292247540495074
ACH-000330,-0.7836758915467319
ACH-000331,-0.5994276187772423
ACH-000332,-0.6413321509860994
ACH-000334,-0.511350047137876
ACH-000335,-0.9770833779538818
ACH-000336,-0.4827944434687913
ACH-000337,-0.7525887372504501
ACH-000338,-1.2602406145827556
ACH-000339,-0.6997088736540593
ACH-000341,-0.8482779565057281
ACH-000348,-0.5426184653948538
ACH-000350,-0.8604052715504543
ACH-000352,-0.9118932488253256
ACH-000356,-0.9235986306714448
ACH-000361,-0.6909821938212558
ACH-000362,-0.573303950245682
ACH-000363,-0.7555193398496745
ACH-000364,-0.5572165219372287
ACH-000365,-0.4632977885388957
ACH-000366,-0.6257295925815879
ACH-000368,-0.5398786576078471
ACH-000374,-0.431872587377596
ACH-000375,-0.5734883929426787
ACH-000376,-0.7330878493970042
ACH-000381,-0.7984471202961418
ACH-000383,-0.4846901626106939
ACH-000387,-0.4947397959968468
ACH-000389,-0.5630873528399676
ACH-000390,-0.9633708261179282
ACH-000393,-0.5164126266007966
ACH-000395,-0.4687562900603519
ACH-000396,-0.5820212035536554
ACH-000397,-0.6194222578330769
ACH-000401,-0.5777559387777667
ACH-000402,-0.14465887721492374
ACH-000403,-0.7007750516700894
ACH-000404,-0.7326732247680392
ACH-000406,-0.6015012481806434
ACH-000407,-0.5940334942136882
ACH-000408,-0.7860384238019813
ACH-000410,-0.792937511007749
ACH-000411,-0.4638113736818472
ACH-000414,-0.6875701223217673
ACH-000415,-0.6806471956447914
ACH-000416,-0.8992678845959367
ACH-000420,-0.6846534704437317
ACH-000421,-0.8500401708384119
ACH-000424,-0.7768592436604178
ACH-000425,-0.8822236395549747
ACH-000426,-1.068192484062272
ACH-000427,-0.4034766698699571
ACH-000433,-0.7281667718835975
ACH-000435,-0.6916381585668062
ACH-000436,-0.8113742361496442
ACH-000444,-1.0053060720285167
ACH-000445,-0.7119737760385134
ACH-000448,-0.5195824139223562
ACH-000450,-0.7131728915817259
ACH-000452,-0.4953154066788243
ACH-000454,-0.8107167487724105
ACH-000458,-0.8042605559563876
ACH-000459,-0.5836063655363956
ACH-000460,-0.6388494988698171
ACH-000461,-0.5862467669409327
ACH-000463,-0.8198669278897988
ACH-000464,-0.6767106521582228
ACH-000466,-0.630415450888698
ACH-000467,-0.7173474974389291
ACH-000468,-0.4833782776690025
ACH-000469,-0.6060162077799247
ACH-000470,-0.5862574823835571
ACH-000471,-0.6170651578712285
ACH-000472,-0.5296351485816112
ACH-000473,-0.9045322282115674
ACH-000475,-0.6827220847887908
ACH-000476,-0.5497647106796981
ACH-000477,-0.7083150061336487
ACH-000479,-0.7327569792615483
ACH-000480,-0.7448670871605694
ACH-000481,-0.6152159437210872
ACH-000483,-0.6406283493995469
ACH-000484,-0.6402044276693469
ACH-000485,-0.5646696785130133
ACH-000486,-0.5211520155401297
ACH-000487,-0.551931271756986
ACH-000488,-0.6147314147932921
ACH-000490,-0.6877685581498615
ACH-000491,-0.5744514912665641
ACH-000495,-0.5769602170610083
ACH-000496,-0.7827490765712866
ACH-000499,-0.6059143584760756
ACH-000500,-0.848970914941073
ACH-000502,-0.5188089885295641
ACH-000503,-0.7001654041646561
ACH-000505,-0.6006669849299611
ACH-000507,-0.8158462617230899
ACH-000510,-0.8110864709576019
ACH-000511,-0.7910223396576451
ACH-000512,-0.3622131712081124
ACH-000516,-0.8081427154830015
ACH-000517,-0.6433646179336528
ACH-000518,-0.8633173912034885
ACH-000520,-0.7114889477126309
ACH-000521,-0.7844454422289072
ACH-000522,-0.7168090466747276
ACH-000524,-0.8155670698976214
ACH-000527,-0.7565443354730785
ACH-000528,-0.8725853293128041
ACH-000537,-0.8144081338131001
ACH-000541,-0.24889235677149624
ACH-000542,-0.7161384958402514
ACH-000544,-0.8272179079980797
ACH-000545,-0.8068500042035968
ACH-000547,-0.6726081701599151
ACH-000548,-0.5555220106670208
ACH-000549,-0.5364567318528783
ACH-000550,-0.7600758920164001
ACH-000552,-0.7257629485597172
ACH-000556,-0.6175202992262918
ACH-000557,-0.6067116237547575
ACH-000569,-0.9314697114864222
ACH-000570,-0.8164310222926632
ACH-000571,-0.5049248491009003
ACH-000573,-0.6198274333550333
ACH-000576,-0.36717840693284576
ACH-000579,-0.6131268628973251
ACH-000580,-0.6895184307769003
ACH-000584,-0.5995854791445693
ACH-000585,-0.6837786942942948
ACH-000588,-0.5435350902490409
ACH-000589,-0.649644805530535
ACH-000591,-0.9184973077149259
ACH-000593,-0.6241033671868731
ACH-000600,-0.5408647077156489
ACH-000601,-0.7114639753725921
ACH-000605,-0.8379941789788349
ACH-000606,-0.8880482726142489
ACH-000608,-0.5122477826844539
ACH-000614,-0.4472937398203044
ACH-000616,-0.7517742096959172
ACH-000618,-0.6375699298876121
ACH-000619,-0.7587702023331455
ACH-000620,-0.4596238547304775
ACH-000621,-0.7390622738545868
ACH-000622,-0.5642226039958429
ACH-000623,-0.7269572250028687
ACH-000624,-0.5161292190370137
ACH-000627,-0.7040596693601705
ACH-000630,-0.75870035519886
ACH-000631,-0.8058136130038613
ACH-000632,-0.5697351469697618
ACH-000633,-0.4477142743664603
ACH-000637,-0.8519478534428443
ACH-000638,-0.3280156300148185
ACH-000646,-0.4913677319296302
ACH-000647,-0.5839599666819493
ACH-000648,-0.32927115765227444
ACH-000649,-0.7016985100944091
ACH-000651,-0.7105227842076025
ACH-000652,-0.548380911856815
ACH-000653,-0.6025435339835716
ACH-000657,-0.5981952374549233
ACH-000658,-0.4909794914461056
ACH-000661,-0.7110603157508062
ACH-000662,-0.4241126912604858
ACH-000663,-0.6052018184500136
ACH-000665,-0.7257854338810127
ACH-000671,-0.6922974712097081
ACH-000672,-0.4200098169912829
ACH-000673,-0.5463053794308779
ACH-000676,-0.6757676267258159
ACH-000677,-0.6186429996160877
ACH-000681,-0.7971661201547118
ACH-000683,-0.5602860465172066
ACH-000684,-0.41984885333451655
ACH-000688,-0.6731780192259035
ACH-000693,-0.8005025827572286
ACH-000694,-0.6960412094620747
ACH-000695,-0.6182556155592053
ACH-000696,-0.9352692571465879
ACH-000697,-0.6753039265946719
ACH-000699,-0.5481311393470285
ACH-000701,-0.755813856839854
ACH-000706,-0.3817292133908246
ACH-000711,-0.5160471193163702
ACH-000713,-0.7891718821087467
ACH-000714,-0.5880044234417766
ACH-000718,-0.3585718368973289
ACH-000720,-0.7310740233909464
ACH-000721,-0.5863052470885173
ACH-000724,-0.7788950274364808
ACH-000725,-0.4576767172848916
ACH-000732,-0.7387687424583259
ACH-000734,-0.5638712090989958
ACH-000735,-0.6682648079687471
ACH-000736,-0.646527236586991
ACH-000738,-0.443247600485108
ACH-000746,-0.6199957805198758
ACH-000747,-0.7719359223957889
ACH-000748,-0.8010890333153838
ACH-000753,-0.5336241440333898
ACH-000756,-0.6302091589801412
ACH-000757,-0.8424053659141624
ACH-000758,-0.9677806194295596
ACH-000760,-0.7353490466022583
ACH-000762,-0.8141489483603244
ACH-000763,-0.4883016393680955
ACH-000764,-0.4151804283178156
ACH-000765,-0.7214364403178058
ACH-000766,-0.6706883654349416
ACH-000767,-0.8025270374365379
ACH-000768,-0.8311583481061959
ACH-000769,-0.6740884339182326
ACH-000770,-0.3849313242353921
ACH-000771,-0.5429738024271991
ACH-000773,-0.31571908068335097
ACH-000776,-0.7149896100218368
ACH-000777,-0.7743692504287794
ACH-000778,-0.44208261020527095
ACH-000781,-0.8951922045118442
ACH-000782,-0.4124334780214437
ACH-000783,-0.4507191995939981
ACH-000784,-0.6435210585707996
ACH-000785,-0.612806841441441
ACH-000787,-0.6856930149568701
ACH-000788,-0.6934442471923753
ACH-000791,-0.6532344757502271
ACH-000792,-0.6213818817329255
ACH-000794,-0.5713890865598358
ACH-000796,-0.5340172515430605
ACH-000798,-0.4874635853497457
ACH-000799,-0.6699133386942182
ACH-000800,-1.017239379263453
ACH-000802,-0.7829484663633927
ACH-000804,-0.4776410053039255
ACH-000805,-0.42399739440516704
ACH-000809,-0.6289986593898774
ACH-000810,-0.4713419993509306
ACH-000811,-0.5444404839534689
ACH-000817,-0.5224092988590262
ACH-000819,-0.8024620710241323
ACH-000820,-0.6727052908645463
ACH-000821,-0.7780502091220587
ACH-000822,-0.4091066339020669
ACH-000823,-0.5055456934872248
ACH-000824,-0.5124002297850571
ACH-000827,-0.8366569627553831
ACH-000829,-0.3712273854538231
ACH-000831,-0.8138600765399854
ACH-000832,-0.8413611655631329
ACH-000833,-0.4833319471388799
ACH-000834,-0.7961124155343879
ACH-000835,-0.9701170636387546
ACH-000836,-0.5656826828589221
ACH-000837,-0.8120830729525937
ACH-000838,-0.6768446265824775
ACH-000839,-0.6157096389589355
ACH-000840,-0.5655935257671537
ACH-000841,-0.6724024617991776
ACH-000843,-0.6900278295842494
ACH-000846,-0.5493004440027071
ACH-000847,-0.5004780736625963
ACH-000848,-0.5386147270378112
ACH-000849,-0.5649197062337658
ACH-000851,-0.7366631694043875
ACH-000855,-0.8732135440715172
ACH-000856,-0.5053176644355691
ACH-000858,-0.6392192064413682
ACH-000859,-0.5656059884816137
ACH-000861,-0.6790665297857529
ACH-000862,-0.8008702717046978
ACH-000865,-0.6510861674124953
ACH-000866,-0.5209160284442961
ACH-000867,-0.7684336277332671
ACH-000869,-0.8197749595771148
ACH-000872,-0.8954764065613108
ACH-000873,-0.5346257958604536
ACH-000876,-0.6280162572118203
ACH-000878,-0.6093045206724003
ACH-000880,-0.6175031472932521
ACH-000881,-0.6309087642423045
ACH-000882,-0.4583322463532107
ACH-000884,-0.6950471570599343
ACH-000885,-0.5896409456930776
ACH-000887,-0.7568351850947567
ACH-000889,-0.5273030228019198
ACH-000896,-0.7569988796969496
ACH-000898,-0.7602293513065354
ACH-000900,-0.7636963104498568
ACH-000901,-0.7372055409408906
ACH-000905,-0.6216696307396935
ACH-000906,-0.7396688896023889
ACH-000907,-0.8124115545224588
ACH-000910,-0.653391231043699
ACH-000911,-0.5606048872581673
ACH-000912,-0.8705708633470136
ACH-000913,-0.6632877296072046
ACH-000915,-0.4169889714680179
ACH-000916,-0.7140232841968348
ACH-000917,-0.8283591231361788
ACH-000920,-0.10992062270207324
ACH-000921,-0.9450462228902364
ACH-000924,-0.8499504097164472
ACH-000926,-0.7029435646505365
ACH-000928,-0.4255891438654739
ACH-000929,-0.5159897275216779
ACH-000932,-0.3147742754260091
ACH-000935,-0.6314166032780202
ACH-000936,-0.6452181709914598
ACH-000937,-0.5633359761220113
ACH-000938,-0.4919588846939046
ACH-000939,-0.8125012572198927
ACH-000941,-0.411910486064925
ACH-000943,-0.4920214243189626
ACH-000946,-0.569225212504002
ACH-000947,-0.4676224158604275
ACH-000948,-0.4111022958801284
ACH-000950,-0.5484700791109105
ACH-000953,-0.4028771818224596
ACH-000954,-0.4367416774846367
ACH-000957,-0.6522777561681072
ACH-000958,-0.7084478357941124
ACH-000960,-0.4453536643705083
ACH-000963,-0.5342761508891557
ACH-000968,-0.5235629175445926
ACH-000969,-0.4316382092929357
ACH-000972,-0.8484856611473356
ACH-000973,-0.5131981510157918
ACH-000974,-0.3327208761039193
ACH-000978,-0.32808916199180743
ACH-000984,-0.34609652548340863
ACH-000986,-0.7753533987642793
ACH-000988,-0.9349175901352729
ACH-000993,-0.8350646782233011
ACH-000994,-0.5031253329521669
ACH-000996,-0.8278359934514351
ACH-001001,-0.8291999056436962
ACH-001020,-0.5669148525883453
ACH-001028,-0.4681697451498446
ACH-001031,-0.7714964216391471
ACH-001038,-0.6207651361313584
ACH-001048,-0.8188180358075532
ACH-001050,-0.5777162333275017
ACH-001053,-0.8246630339952771
ACH-001054,-0.7885130306738268
ACH-001061,-0.6153171052705867
ACH-001067,-0.8515369495802834
ACH-001075,-1.1059789727707925
ACH-001096,-0.602392932226573
ACH-001111,-1.035285452187634
ACH-001119,-0.5343372157393231
