,BICD2 (23299)
ACH-000004,0.022852446420502586
ACH-000005,0.10004009646022093
ACH-000007,-0.1375919343382254
ACH-000009,-0.12895919846681705
ACH-000011,-0.23184414670038664
ACH-000012,-0.2215234662642712
ACH-000013,-0.2312244866191164
ACH-000014,-0.004347511940607251
ACH-000015,-0.3249261219022438
ACH-000017,-0.11107713668792618
ACH-000018,-0.4582912592472455
ACH-000019,-0.004996638458634847
ACH-000021,-0.21340504374166885
ACH-000022,-0.18982487074427326
ACH-000025,-0.19248521783822484
ACH-000028,-0.13603390418325198
ACH-000030,-0.19004858695014454
ACH-000035,-0.27295327324438
ACH-000036,-0.18919962979110247
ACH-000037,-0.2304273502396865
ACH-000039,-0.07555692227680237
ACH-000040,-0.2744944845675937
ACH-000041,-0.18275414329171485
ACH-000042,-0.2154757554284417
ACH-000045,-0.033003577885996005
ACH-000047,-0.2569533309949015
ACH-000052,-0.1627476114893466
ACH-000053,-0.15075711823163052
ACH-000054,-0.16131938649468067
ACH-000055,-0.16922873806391167
ACH-000060,-0.20362789543397125
ACH-000067,-0.15361057209605786
ACH-000070,-0.17792361392246392
ACH-000075,-0.31605667410238925
ACH-000078,-0.0741223234721424
ACH-000082,-0.13555395001149792
ACH-000085,-0.034070841202469636
ACH-000086,-0.10866118897924892
ACH-000087,-0.5942951717653899
ACH-000092,-0.19091855681386632
ACH-000095,-0.2275937878239032
ACH-000097,-0.31570474503214063
ACH-000098,-0.2172284964034301
ACH-000099,-0.15252217591766715
ACH-000108,-0.19396033491362905
ACH-000113,-0.02012599800052869
ACH-000116,-0.4720016933596409
ACH-000118,0.014448594015764916
ACH-000120,-0.23500677246320376
ACH-000123,-0.1874659046702571
ACH-000127,-0.1642434232494222
ACH-000128,-0.1964065853978507
ACH-000132,-0.07725601987496583
ACH-000133,-0.0992870808162092
ACH-000137,-0.050656738800065486
ACH-000138,-0.18085703341151896
ACH-000142,-0.2364647179897425
ACH-000143,-0.17696402188520122
