,ZRANB1 (54764)
ACH-000004,-0.02015644732202897
ACH-000005,0.3900346889064655
ACH-000007,-0.01613760287384011
ACH-000009,-0.16638364273839135
ACH-000011,-0.08127903662631439
ACH-000012,-0.014461749704481913
ACH-000013,-0.17469786764910597
ACH-000014,-0.09008460216563834
ACH-000015,-0.030579008613956057
ACH-000017,-0.372224605970481
ACH-000018,-0.22913350483117426
ACH-000019,-0.10226710297615288
ACH-000021,-0.008068032838531624
ACH-000022,-0.11384529340343165
ACH-000025,0.03153851541895853
ACH-000028,-0.0655369076508408
ACH-000030,-0.10627436028651006
ACH-000035,0.0395832474852659
ACH-000036,-0.2607909814941435
ACH-000037,0.04259348717139425
ACH-000039,-0.056979876605949865
ACH-000040,-0.07297524562054916
ACH-000041,-0.23305092275527986
ACH-000042,-0.22257750657365
ACH-000045,-0.11066299275004078
ACH-000047,-0.028118542875858292
ACH-000052,0.1038337495944242
ACH-000053,-0.08518046226127457
ACH-000054,-0.10929217991552316
ACH-000055,-0.14188754996215852
ACH-000060,-0.06252381490820892
ACH-000067,-0.2743150678768938
ACH-000070,0.09999937068894353
ACH-000075,-0.22090452178584455
ACH-000078,-0.1979236983769997
ACH-000082,-0.19335579032470096
ACH-000085,0.004348772604067117
ACH-000086,0.019125034265729264
ACH-000087,-0.122072897184667
ACH-000092,-0.08908480233567068
ACH-000095,-0.1984681044323668
ACH-000097,-0.22161571845259606
ACH-000098,-0.06500939537284886
ACH-000099,-0.24822719230412224
ACH-000108,0.04708267289851358
ACH-000113,-0.19289793525964066
ACH-000116,-0.1890067354835908
ACH-000118,0.03302773815653748
ACH-000120,-0.25358308750858244
ACH-000123,-0.039701646564290816
ACH-000127,-0.1769182037223586
ACH-000128,-0.02095960794556008
ACH-000132,0.036219682809590335
ACH-000133,-0.18902869678732756
ACH-000137,0.073105542576332
ACH-000138,0.04136971867679884
ACH-000142,-0.1657882000727175
ACH-000143,-0.11213988570856256
ACH-000146,-0.13110956069826066
ACH-000148,-0.17477200054255893
ACH-000150,-0.007481952938120675
ACH-000152,-0.14345250405505794
ACH-000153,-0.03304761493100022
ACH-000159,-0.11620242886646252
ACH-000160,-0.06580516998419281
ACH-000163,-0.20097650215042756
ACH-000167,-0.12948931667576136
ACH-000168,-0.10048712141852907
ACH-000169,-0.2317778639071787
ACH-000178,-0.1878840421620223
ACH-000183,-0.2257664868868477
ACH-000188,-0.2917425842275958
ACH-000189,-0.17326949748662596
ACH-000190,-0.09330089024820898
ACH-000198,0.0429815442675025
ACH-000203,-0.30230527941421426
ACH-000204,-0.4893219662236442
ACH-000206,-0.13337526091956084
ACH-000207,-0.43711257773363793
ACH-000208,-0.14987311784344418
ACH-000210,-0.13600554913356658
ACH-000211,-0.004135831553431824
ACH-000215,0.02135602816090184
ACH-000221,0.13183441782974292
ACH-000222,-0.10269526374622248
ACH-000223,-0.2595568837273149
ACH-000226,0.06122636531332955
ACH-000227,-0.14461855507405008
ACH-000228,-0.2099839132526712
ACH-000231,-0.13702284572845666
ACH-000232,-0.13830347348874464
ACH-000233,0.025682935767687664
ACH-000234,-0.2365234940045505
ACH-000235,-0.0868436895883864
ACH-000237,-0.1854096336262272
ACH-000238,-0.15756732446046928
ACH-000242,-0.02523012286166521
ACH-000243,-0.07218256988037941
ACH-000244,-0.008312390486358177
ACH-000246,-0.13848698729225842
ACH-000248,-0.17014067698229246
ACH-000250,-0.07672257009832925
ACH-000251,-0.09724869864809976
ACH-000252,-0.2774891949864134
ACH-000253,-0.02886779269114545
ACH-000255,-0.058249783046649975
ACH-000256,-0.15749959520632592
ACH-000257,-0.1725372931401345
ACH-000258,-0.19844662721868764
ACH-000259,-0.18762908488177168
ACH-000260,-0.03354465001116344
ACH-000261,-0.22876782018659356
ACH-000262,-0.08108860695153981
ACH-000263,0.020942160869877186
ACH-000264,-0.07789369246832692
ACH-000265,0.016356147174888085
ACH-000266,-0.15930567397285486
ACH-000272,-0.10420747719712932
ACH-000274,-0.05245544351699893
ACH-000277,-0.4679097155203528
ACH-000278,-0.03539569682235909
ACH-000279,-0.12229622596906628
ACH-000280,-0.09776872165224754
ACH-000281,-0.2285738458948492
ACH-000288,-0.182529881080612
ACH-000291,-0.06627129447093275
ACH-000293,-0.12272385807954488
ACH-000294,-0.1273317756008307
ACH-000295,-0.08682926438394108
ACH-000296,-0.11920387916216825
ACH-000302,-0.19623283320011228
ACH-000304,-0.3812473225615803
ACH-000307,-0.0025591846196175503
ACH-000308,-0.07699699144046092
ACH-000310,-0.14346924586220935
ACH-000311,-0.06923991460021353
ACH-000312,-0.14454604237221572
ACH-000315,-0.0006100920888486641
ACH-000316,-0.12259393851902775
ACH-000317,-0.15262012917292855
ACH-000318,-0.051406281258702766
ACH-000319,0.031218389141635633
ACH-000320,-0.3489993838844409
ACH-000322,-0.2794683552667563
ACH-000323,-0.12872024701806287
ACH-000324,-0.07953348953040729
ACH-000329,-0.2837326841277196
ACH-000330,-0.490119804717511
ACH-000331,-0.09828256018432073
ACH-000332,-0.13919125028656135
ACH-000334,-0.09701936337513196
ACH-000335,0.187881342436002
ACH-000336,-0.36988496615615934
ACH-000337,-0.19082321868961405
ACH-000338,-0.16599044426657975
ACH-000339,-0.07216159836069266
ACH-000341,0.08121388847019535
ACH-000348,-0.25641520851288063
ACH-000350,-0.17306647759556565
ACH-000352,-0.1382335429575058
ACH-000356,-0.13148135195634764
ACH-000361,0.22014375092369806
ACH-000362,-0.17408668957851686
ACH-000363,-0.14377065917208287
ACH-000364,-0.16877853710371396
ACH-000365,-0.1877321913184876
ACH-000366,-0.04430046415354265
ACH-000368,-0.3266679354022145
ACH-000374,-0.2423964707204457
ACH-000375,-0.20008810407557767
ACH-000376,-0.14551781925086116
ACH-000381,-0.09445124850786653
ACH-000383,-0.1173014201806177
ACH-000387,-0.1977835944987079
ACH-000389,-0.325576599248507
ACH-000390,-0.11267065084880085
ACH-000393,0.024771862134414537
ACH-000395,-0.2464678862208298
ACH-000396,-0.29390327620949697
ACH-000397,-0.18476898294106084
ACH-000401,-0.023428686085741158
ACH-000402,0.02475487901105121
ACH-000403,-0.1846673998630537
ACH-000404,0.10965124177734133
ACH-000406,-0.04489884321928637
ACH-000407,0.002139483963771902
ACH-000408,-0.0468249608200504
ACH-000410,-0.0923981624003363
ACH-000411,0.031289485435650875
ACH-000414,0.06852954545368088
ACH-000415,-0.0036702517429700217
ACH-000416,-0.08586382888800836
ACH-000420,0.044181736745834414
ACH-000421,-0.020394699301425158
ACH-000424,-0.2363382662304257
ACH-000425,-0.16886385237294735
ACH-000426,-0.09718096745253864
ACH-000427,-0.06802610985067968
ACH-000433,-0.11951415798222395
ACH-000435,0.0011119738072011113
ACH-000436,-0.2271979356028501
ACH-000444,-0.04443442369041276
ACH-000445,-0.0974624544997236
ACH-000448,-0.11832925480436515
ACH-000450,0.12862425054466695
ACH-000452,-0.1340538713449789
ACH-000454,-0.11727948315184195
ACH-000458,-0.22039600581369315
ACH-000459,-0.18248068909812606
ACH-000460,-0.256684377938976
ACH-000461,0.00054871064804115
ACH-000463,0.05211270468268762
ACH-000464,-0.34470209899065524
ACH-000466,-0.20797727817143927
ACH-000467,-0.1673802535893973
ACH-000468,-0.07584994589143873
ACH-000469,-0.07984212562073781
ACH-000470,-0.1313100578620769
ACH-000471,-0.10033826179616596
ACH-000472,-0.09450969985187113
ACH-000473,-0.10365078065766012
ACH-000475,-0.00952728171270427
ACH-000476,-0.24587368441772176
ACH-000477,-0.11023948862635252
ACH-000479,0.15714042233648495
ACH-000480,-0.01244314115963781
ACH-000481,0.04641640403347056
ACH-000483,-0.02307219287471229
ACH-000484,-0.07425144806049891
ACH-000485,-0.01232423970626902
ACH-000486,-0.10391874067288233
ACH-000487,-0.23888348912583665
ACH-000488,-0.15569644343636424
ACH-000490,0.02529563652428951
ACH-000491,-0.0931799862386014
ACH-000495,-0.032864295160319565
ACH-000496,-0.06991191145106046
ACH-000499,-0.13104444723180886
ACH-000500,0.05833130456039394
ACH-000502,-0.006493615239469304
ACH-000503,-0.0008427924869887182
ACH-000505,0.0762521625696901
ACH-000507,-0.09242861028307683
ACH-000510,-0.0008939654889694401
ACH-000511,-0.2421471388915471
ACH-000512,-0.08559654889874407
ACH-000516,-0.07540164483278297
ACH-000517,-0.18154529289475949
ACH-000518,-0.08001852400862604
ACH-000520,0.09815220148022452
ACH-000521,-0.20819241498339075
ACH-000522,-0.0824031869535463
ACH-000524,-0.1840668966476464
ACH-000527,-0.2654889793260742
ACH-000528,-0.21783453374654252
ACH-000537,-0.10125286832161123
ACH-000541,-0.4172802884949591
ACH-000542,-0.06158083693528293
ACH-000544,-0.08656232831508275
ACH-000545,-0.07841155464311386
ACH-000547,0.03325469889215757
ACH-000548,-0.09295606549481014
ACH-000549,0.010741621761946572
ACH-000550,-0.2116418726681644
ACH-000552,-0.18351014284327136
ACH-000556,-0.06539378154477687
ACH-000557,-0.05090966250913617
ACH-000569,-0.3453694535752295
ACH-000570,-0.033435989984986036
ACH-000571,-0.018858709520611576
ACH-000573,-0.05013209200805116
ACH-000576,-0.3629928823411148
ACH-000579,-0.22839828410798102
ACH-000580,-0.3372108995200111
ACH-000584,0.05040035282101545
ACH-000585,-0.4203625871223429
ACH-000588,-0.12096484293958645
ACH-000589,-0.24644444070392296
ACH-000591,-0.2627599303528678
ACH-000593,-0.1038652393419241
ACH-000600,-0.08518076834954602
ACH-000601,-0.08239727272595411
ACH-000605,-0.14684154478076614
ACH-000606,-0.18237594913167632
ACH-000608,-0.08867580444757221
ACH-000614,-0.34365552559700746
ACH-000616,-0.0279278440855006
ACH-000618,0.16324755002870986
ACH-000619,-0.018253699972806462
ACH-000620,-0.2688552249073561
ACH-000621,-0.3083675889992458
ACH-000622,-0.07708655040253876
ACH-000623,-0.210072187095965
ACH-000624,0.014858104436068387
ACH-000627,-0.11878755695240277
ACH-000630,-0.33600117639714383
ACH-000631,-0.13397805477457478
ACH-000632,-0.06087703179063885
ACH-000633,-0.2433839292201489
ACH-000637,0.010384098038022729
ACH-000638,0.03452899750919559
ACH-000646,-0.15914469867165545
ACH-000647,0.0038078701234039274
ACH-000648,-0.2693244434252503
ACH-000649,-0.13103821916743932
ACH-000651,-0.0975587473365464
ACH-000652,-0.16573145315061985
ACH-000653,-0.13738682137293942
ACH-000657,-0.19558358057104566
ACH-000658,0.04819593561278405
ACH-000661,-0.18861900877031168
ACH-000662,-0.1913608139093396
ACH-000663,-0.041464370189523814
ACH-000665,0.0750953256724558
ACH-000671,-0.019015489840561263
ACH-000672,0.052351497507082234
ACH-000673,-0.16542842895614626
ACH-000676,-0.16642976030846166
ACH-000677,0.028657008324332493
ACH-000681,0.0026603637396648513
ACH-000683,-0.09573283765191314
ACH-000684,-0.16844141981675093
ACH-000688,-0.4818666921124003
ACH-000693,-0.07065802000208089
ACH-000694,-0.049892069919882494
ACH-000695,-0.2870627075513682
ACH-000696,-0.05545148217204955
ACH-000697,-0.36854760206692094
ACH-000699,-0.030817980605470363
ACH-000701,-0.151732245724294
ACH-000706,0.022645897015222877
ACH-000711,-0.029717447331236307
ACH-000713,-0.01545698873089704
ACH-000714,-0.2555223060813174
ACH-000718,-0.21897738453131607
ACH-000720,-0.06804350486466489
ACH-000721,-0.015527115701760004
ACH-000724,-0.22545608116845306
ACH-000725,0.05120594031737069
ACH-000732,-0.11951250260664525
ACH-000734,-0.08349558584454463
ACH-000735,-0.07608305229814369
ACH-000736,-0.043225247681844325
ACH-000738,-0.1452530073253369
ACH-000746,-0.1130691552596914
ACH-000747,0.09662264750854277
ACH-000748,-0.25946255334752505
ACH-000753,-0.00999128063913517
ACH-000756,0.1401498807134688
ACH-000757,0.015014876632981013
ACH-000758,-0.1290886940915075
ACH-000760,-0.19476230312531492
ACH-000762,-0.2371094089366781
ACH-000763,-0.050737159417648316
ACH-000764,0.1382163285201163
ACH-000765,-0.04523601835927766
ACH-000766,-0.14987882797347335
ACH-000767,-0.17514420479475626
ACH-000768,0.02323698975044191
ACH-000769,-0.11291882647781668
ACH-000770,-0.2680483475214715
ACH-000771,-0.14726421969164422
ACH-000773,0.10006747090326124
ACH-000776,-0.1875624028950741
ACH-000777,-0.09435694850782024
ACH-000778,0.06623513391742364
ACH-000781,-0.0037945598454339866
ACH-000782,-0.08312377277486649
ACH-000783,-0.2410292332972848
ACH-000784,-0.1719460422380577
ACH-000785,-0.04686563750371491
ACH-000787,-0.2670525257829935
ACH-000788,-0.06422091526299112
ACH-000791,-0.10597103425566368
ACH-000792,-0.1588872988086496
ACH-000794,0.04100240824043596
ACH-000796,-0.21057111229873995
ACH-000798,-0.11372221836057694
ACH-000799,-0.06737206101785062
ACH-000800,0.044630079977611335
ACH-000802,-0.1391901186781505
ACH-000804,-0.1052035286871592
ACH-000805,-0.20663543489023606
ACH-000809,-0.15372002628933126
ACH-000810,-0.14841338467113746
ACH-000811,-0.21423867007720096
ACH-000817,-0.16505792111213452
ACH-000819,-0.007278045191331476
ACH-000820,0.30273634385752113
ACH-000821,0.2385861587113472
ACH-000822,0.04849310293083498
ACH-000823,-0.06125126104972496
ACH-000824,-0.09973442260638343
ACH-000827,-0.07546424369155719
ACH-000829,-0.02635891606635776
ACH-000831,-0.07023339171331602
ACH-000832,0.08120884146342354
ACH-000833,-0.0201668392021795
ACH-000834,-0.045932979051051655
ACH-000835,-0.07532189119314152
ACH-000836,-0.11067282480548278
ACH-000837,-0.0946950300660764
ACH-000838,-0.09427421609622758
ACH-000839,-0.15759403089809304
ACH-000840,-0.07499942772933696
ACH-000841,-0.15066049884266597
ACH-000843,-0.12748002358313204
ACH-000846,0.14182139180306394
ACH-000847,0.1231831645454984
ACH-000848,-0.1741765544605852
ACH-000849,-0.17239119840910688
ACH-000851,-0.14795805192249648
ACH-000855,0.00875789922264708
ACH-000856,-0.19340847721017146
ACH-000858,-0.1043279327672846
ACH-000859,-0.159393688432792
ACH-000861,-0.08413513214794388
ACH-000862,-0.09944875052518344
ACH-000865,-0.020398112538420245
ACH-000866,-0.15665309762661386
ACH-000867,-0.02836310991418442
ACH-000869,-0.31035267966073504
ACH-000872,-0.08275377038772345
ACH-000873,-0.1867279269035928
ACH-000876,-0.2424577565346104
ACH-000878,-0.05465215288326269
ACH-000880,-0.3120326994184094
ACH-000881,0.08840903208941797
ACH-000882,0.028534049747201945
ACH-000884,-0.0988288527524007
ACH-000885,-0.29593008291109896
ACH-000887,-0.02333085147667824
ACH-000889,-0.11883162787439368
ACH-000896,-0.11531526821658655
ACH-000898,-0.05831620724697641
ACH-000900,-0.02695727631924337
ACH-000901,-0.07540986004718471
ACH-000905,-0.05017830909541346
ACH-000906,-0.02206149574931591
ACH-000907,-0.1641859020596556
ACH-000910,-0.20084995078249185
ACH-000911,-0.11644079681502455
ACH-000912,-0.0941777952441226
ACH-000913,-0.0713950022473957
ACH-000915,-0.08091851806734825
ACH-000916,-0.4076972937870844
ACH-000917,-0.016902576782443515
ACH-000920,-0.22345636598206212
ACH-000921,-0.08394763217154569
ACH-000924,-0.1118183147519276
ACH-000926,-0.08794249312624622
ACH-000928,-0.1724844671450639
ACH-000929,-0.4002713635597577
ACH-000932,-0.025164236797351164
ACH-000935,-0.18975497821708875
ACH-000936,-0.0933606266557588
ACH-000937,-0.04227321849267508
ACH-000938,-0.10606913088701912
ACH-000939,-0.2274538696580793
ACH-000941,0.023373327498336552
ACH-000943,0.020685595756088845
ACH-000946,-0.10185099160346944
ACH-000947,-0.09338484832743037
ACH-000948,-0.03482489966836366
ACH-000950,0.05055834570790919
ACH-000953,-0.03142433657339688
ACH-000954,-0.4280446325246549
ACH-000957,0.012821692252198107
ACH-000958,-0.06382419108424021
ACH-000960,-0.013915049694608878
ACH-000963,-0.20442520620727775
ACH-000968,-0.05398388541339868
ACH-000969,-0.10324686656598364
ACH-000972,0.053594314428015585
ACH-000973,-0.04353745773390226
ACH-000974,-0.08325470178330531
ACH-000978,-0.015773483485238906
ACH-000984,-0.15593609882858486
ACH-000986,-0.15743887333157874
ACH-000988,0.12152810031098295
ACH-000993,-0.03782646864118274
ACH-000994,0.07087987933112032
ACH-000996,0.026626038441036063
ACH-001001,-0.07294134619576742
ACH-001020,-0.20337525399296813
ACH-001028,-0.1091156384698886
ACH-001031,-0.2102802325645224
ACH-001038,-0.12730857238535628
ACH-001048,-0.19174660112583106
ACH-001050,-0.2655394744052393
ACH-001053,0.098846015780276
ACH-001054,-0.011991727129349409
ACH-001061,-0.14196204188014194
ACH-001067,-0.2003709663875903
ACH-001075,-0.161892343865625
ACH-001096,-0.03846000110301765
ACH-001111,0.15026627457062874
ACH-001119,-0.032394497756999936
ACH-001128,-0.02366202658179946
ACH-001134,-0.023617291071335433
ACH-001151,-0.0370034890324691
ACH-001163,-0.054242479228282535
ACH-001164,-0.045135826293643586
ACH-001183,-0.13519073645506066
ACH-001192,0.0292152011956093
ACH-001193,0.0553522119009518
ACH-001196,-0.3257141505246857
ACH-001197,0.10422784252823808
ACH-001205,-0.19626677978881002
ACH-001211,-0.13611679219449654
ACH-001212,-0.22499332549615966
ACH-001228,-0.14830636888980409
ACH-001232,-0.02207971556212224
ACH-001239,-0.12405518420492925
ACH-001270,-0.0474701956610406
ACH-001274,-0.21325545233882004
ACH-001275,-0.13464138744895612
ACH-001277,-0.32953175622163045
ACH-001278,-0.30367415877505666
ACH-001280,-0.2318141868783024
ACH-001283,-0.10689756333339508
ACH-001289,-0.08696937038975444
ACH-001300,-0.31371596064382906
ACH-001301,-0.008105415523271604
ACH-001302,0.23235547611500126
ACH-001306,-0.16199892878641586
ACH-001318,-0.014609401122325047
ACH-001322,-0.1965416791296408
ACH-001328,-0.4884564445729821
ACH-001332,0.09385551824032948
ACH-001336,-0.17394174576779875
ACH-001346,-0.1328379262361503
ACH-001353,-0.040949627498766
ACH-001354,-0.06903316213974045
ACH-001367,-0.3769777584986448
ACH-001368,-0.13986791089672249
ACH-001374,-0.08432084866953936
ACH-001377,-0.2402232230667331
ACH-001380,-0.11137833862808914
ACH-001391,-0.2661580029600545
ACH-001408,-0.05969238206986365
ACH-001430,-0.06752145714463953
ACH-001431,-0.1792033835507422
ACH-001450,0.13093685392780754
ACH-001496,-0.08193946608555501
ACH-001500,-0.29548745930841114
ACH-001523,-0.16695882996919256
ACH-001532,-0.33809672112578376
ACH-001550,-0.12922082180782135
ACH-001552,0.02060198968450131
ACH-001554,-0.20050163381982566
ACH-001654,-0.01883914720371687
ACH-001735,-0.20850823852094172
ACH-001736,-0.19182235794516075
ACH-001737,0.15196403390833335
ACH-001740,-0.08381031376830421
ACH-001745,-0.16037691142342647
ACH-001765,-0.10189920590647662
