,KCNIP3 (30818)
ACH-000004,-0.1488348102257911
ACH-000005,-0.35041404788447617
ACH-000007,-0.2112850665185877
ACH-000009,-0.19809772420290966
ACH-000011,-0.09740951165774607
ACH-000012,-0.13875435758788993
ACH-000013,-0.17866182214049528
ACH-000014,-0.10299343569176043
ACH-000015,-0.18238531088739512
ACH-000017,-0.07971000515684801
ACH-000018,-0.18437133986195145
ACH-000019,-0.08522027389394171
ACH-000021,-0.08533422744803305
ACH-000022,-0.21377411414168807
ACH-000025,-0.1093194669861909
ACH-000028,-0.3280447876720126
ACH-000030,-0.2723245097924031
ACH-000035,-0.2426394982122677
ACH-000036,-0.17118386271464442
ACH-000037,-0.2979385247339337
ACH-000039,-0.003067563995573405
ACH-000040,-0.18285243161301906
ACH-000041,-0.019455305339209656
ACH-000042,-0.09258267123320343
ACH-000045,-0.12989766190899388
ACH-000047,-0.07133037092640197
ACH-000052,-0.18031757811816287
ACH-000053,-0.14484281498732005
ACH-000054,-0.2563373673258256
ACH-000055,-0.18928165001160294
ACH-000060,-0.2635218209209048
ACH-000067,-0.17459501422862905
ACH-000070,-0.057851547145348035
ACH-000075,-0.20621594823385256
ACH-000078,-0.20165949522587512
ACH-000082,-0.11321099471253085
ACH-000085,-0.13459921246471415
ACH-000086,-0.2057033826879739
ACH-000087,-0.09798839666653038
ACH-000092,-0.25231305757709144
ACH-000095,-0.1774246845786035
ACH-000097,-0.12401770624906573
ACH-000098,-0.22136769271577325
ACH-000099,-0.12258321727415715
ACH-000108,-0.028989880122760676
ACH-000113,-0.2630929541804802
ACH-000116,-0.12125569854234405
ACH-000118,-0.12778357134680218
ACH-000120,-0.15281962595336776
ACH-000123,-0.2110272703894145
ACH-000127,-0.03475873310542063
ACH-000128,-0.2607682429407304
ACH-000132,0.0005107200534912748
ACH-000133,-0.2173601436766752
ACH-000137,-0.3752521732368668
ACH-000138,-0.02468686193562476
ACH-000142,-0.08547169113259856
ACH-000143,-0.19281515801382726
ACH-000146,-0.07573838915417898
ACH-000148,-0.12019005824200685
ACH-000150,0.03762360761149888
ACH-000152,-0.10717821992759917
ACH-000153,-0.02375517522157793
ACH-000159,0.03544561178345599
ACH-000160,0.2727738831375078
ACH-000163,-0.10488845627959166
ACH-000167,0.4609585506190198
ACH-000168,-0.1394996533173098
ACH-000169,-0.27792950121850296
ACH-000178,-0.19301075728176975
ACH-000183,-0.14605316212321867
ACH-000188,-0.2891295716634247
ACH-000189,-0.08392119873980193
ACH-000190,0.1199547614983598
ACH-000198,-0.14774718277726753
ACH-000203,-0.4323734471873969
ACH-000204,-0.13513987015269868
ACH-000206,-0.14442863463440134
ACH-000207,-0.2083936201313333
ACH-000208,-0.2877251663992738
ACH-000210,0.12604550969872086
ACH-000211,-0.2810739832495653
ACH-000215,-0.15406461212852762
ACH-000221,-0.4796850749241253
ACH-000222,-0.10417538352400303
ACH-000223,-0.19867777994459612
ACH-000226,-0.1514045475482628
ACH-000227,-0.1431022486763195
ACH-000228,-0.2801074822264368
ACH-000231,-0.17232535057525236
ACH-000232,-0.14049663616555574
ACH-000233,-0.19934166322920946
ACH-000234,-0.12971732223535587
ACH-000235,-0.2080071126239967
ACH-000237,0.020027737964774427
ACH-000238,-0.02134438160563589
ACH-000242,0.017423289142660215
ACH-000243,-0.11799435508556395
ACH-000244,-0.07938433622138408
ACH-000246,-0.18984634886458016
ACH-000248,-0.2824791945846041
ACH-000250,-0.23467270517060004
ACH-000251,-0.4983514534242326
ACH-000252,-0.07772677853366876
ACH-000253,-0.13513918389304305
ACH-000255,-0.5222749418906375
ACH-000256,-0.3146428266429382
ACH-000257,-0.10843827280969937
ACH-000258,-0.08507430198821529
ACH-000259,-0.09018223064543142
ACH-000260,-0.1691136115682397
ACH-000261,-0.16878268096098065
ACH-000262,-0.16637248487635872
ACH-000263,0.08350036276836309
ACH-000264,-0.021519582384278386
ACH-000265,-0.22060810320659055
ACH-000266,-0.0670662842012067
ACH-000272,-0.26727457450159164
ACH-000274,-0.12784156998221885
ACH-000277,0.04264104695689031
ACH-000278,-0.023870342819505348
ACH-000279,-0.255498988711169
ACH-000280,-0.14993811110783942
ACH-000281,-0.14458931871069186
ACH-000288,-0.1432338632121309
ACH-000291,-0.21703452093672526
ACH-000293,-0.18362368146368688
ACH-000294,-0.10427195010326626
ACH-000295,0.0459855174971915
ACH-000296,-0.13437781773058785
ACH-000302,-0.14799779123751333
ACH-000304,-0.0902099632108934
