,DEFB124 (245937)
ACH-000004,0.13541045404280375
ACH-000005,0.2017567055054883
ACH-000007,0.1788395243398091
ACH-000009,0.20726578299138013
ACH-000011,0.21225215504555986
ACH-000012,0.2434535610079003
ACH-000013,0.2146681912944041
ACH-000014,0.23880765044789184
ACH-000015,0.2267322799200241
ACH-000017,0.2302670710678149
ACH-000018,0.22749595214962395
ACH-000019,0.10753445730100472
ACH-000021,0.2436744519360359
ACH-000022,0.17119862316578754
ACH-000025,0.12903203036528127
ACH-000028,0.1352251512944821
ACH-000030,0.10232155361406307
ACH-000035,0.27264568172816184
ACH-000036,0.169566095504801
ACH-000037,0.24339785606796915
ACH-000039,0.165899945563116
ACH-000040,0.14872690255475804
ACH-000041,0.28758024275221394
ACH-000042,0.1543528643236811
ACH-000045,0.19977618625133275
ACH-000047,0.12792843279417573
ACH-000052,0.2856034771151157
ACH-000053,0.18383830811834306
ACH-000054,0.12094344243160875
ACH-000055,0.3338807922533643
ACH-000060,0.11172652542822373
ACH-000067,0.1663083919578081
ACH-000070,0.2752422470237325
ACH-000075,0.08780512517383514
ACH-000078,0.10720763931772646
ACH-000082,0.16931711589559
ACH-000085,0.2102846360788725
ACH-000086,0.18659079809340845
ACH-000087,0.23518318309018754
ACH-000092,0.17596283322316053
ACH-000095,0.19465188727091995
ACH-000097,0.2020490795959168
ACH-000098,0.2326107186181108
ACH-000099,0.1956811761136749
ACH-000108,0.2430921845934489
ACH-000113,0.11613400621153218
ACH-000116,0.17886161249503427
ACH-000118,0.17741863593354115
ACH-000120,0.3130135200290113
ACH-000123,0.203030811870475
ACH-000127,0.3134958278296893
ACH-000128,0.2095266447370894
ACH-000132,0.1214378147557715
ACH-000133,0.13748459185446116
ACH-000137,0.3447604232661952
ACH-000138,0.2156563333306396
ACH-000142,0.19329634274838026
ACH-000143,0.3168740461932994
ACH-000146,0.12763862734273945
ACH-000148,0.23502573216687506
ACH-000150,0.2990983589627745
ACH-000152,0.20194785525497386
ACH-000153,0.18136346847778906
ACH-000159,0.2356915390448761
ACH-000160,0.22337887527541
ACH-000163,0.13184859852712916
ACH-000167,0.28567749379785323
ACH-000168,0.15614222586218535
ACH-000169,0.12683995901117473
ACH-000178,0.2627602670889787
ACH-000183,0.2419159925725253
ACH-000188,0.2942020062804649
ACH-000189,0.183143553105728
ACH-000190,0.19315961641408366
ACH-000198,0.11153867340660456
ACH-000203,0.4344891100729956
ACH-000204,0.08612129884905981
ACH-000206,0.1855540556617373
ACH-000207,0.17978511778456036
ACH-000208,0.4168746108546496
ACH-000210,0.4393058435068552
ACH-000211,0.17268213516421224
ACH-000215,0.2065833026314679
ACH-000221,0.3180078055772906
ACH-000222,0.24566505090667726
ACH-000223,0.2659789340306973
ACH-000226,0.16902181450991316
ACH-000227,0.32807839226049595
ACH-000228,0.1539150995472563
ACH-000231,0.17077691741712714
ACH-000232,0.22160149325153164
ACH-000233,0.2478929033117341
ACH-000234,0.15715514664610775
ACH-000235,0.20519925461796268
ACH-000237,0.14744196817525165
ACH-000238,0.2578245103269248
ACH-000242,0.25211017634991273
ACH-000243,0.21348027351646695
ACH-000244,0.24780097008564994
ACH-000246,0.14739992081444656
ACH-000248,0.19106517375716875
ACH-000250,0.19158261729885676
ACH-000251,0.12794326960891966
ACH-000252,0.1062875078445129
ACH-000253,0.23743128476071546
ACH-000255,0.10606628328946498
ACH-000256,0.18192228143657066
ACH-000257,0.23509962519778074
ACH-000258,0.2354246830232391
ACH-000259,0.19436661882501127
ACH-000260,0.13891227799704178
ACH-000261,0.21902572763045894
ACH-000262,0.12412158397822587
ACH-000263,0.0960249944648974
ACH-000264,0.1416165986755354
ACH-000265,0.2939711960035921
ACH-000266,0.20043499943043552
ACH-000272,0.1834067285804996
ACH-000274,0.1292730568651295
ACH-000277,0.09491283521721804
ACH-000278,0.2106927644392328
ACH-000279,0.16734789547631318
ACH-000280,0.1985658577359629
ACH-000281,0.3437851716375375
ACH-000288,0.29051506979406605
ACH-000291,0.15787819937431072
ACH-000293,0.2140337588316321
ACH-000294,0.2321462604787599
ACH-000295,0.3307669951582125
ACH-000296,0.1909598135675104
ACH-000302,0.1966904409003244
ACH-000304,0.015954992378118687
ACH-000307,0.18471421956821665
ACH-000308,0.1625940750454894
