,SSU72 (29101)
ACH-000004,-1.0452352084101526
ACH-000005,-1.0902850696255937
ACH-000007,-1.2416611820021952
ACH-000009,-1.1791870881215614
ACH-000011,-1.0345285520759857
ACH-000012,-1.1075295770783264
ACH-000013,-1.0562006290437322
ACH-000014,-1.0822508447484496
ACH-000015,-1.1649941607143433
ACH-000017,-1.0898452694562148
ACH-000018,-0.8112270817817311
ACH-000019,-0.9466061928273884
ACH-000021,-0.6623443609973945
ACH-000022,-1.317568946793351
ACH-000025,-1.164332687522586
ACH-000028,-0.7140411034233605
ACH-000030,-1.1925450800638202
ACH-000035,-1.1729159958566835
ACH-000036,-1.1072819544709516
ACH-000037,-0.9952166099098848
ACH-000039,-1.1079625261233512
ACH-000040,-1.0006672549284703
ACH-000041,-1.1795726513010276
ACH-000042,-0.9941471241776848
ACH-000045,-0.8811250432277935
ACH-000047,-0.9719217887220208
ACH-000052,-0.8841955737325334
ACH-000053,-0.9667336213768548
ACH-000054,-1.0321475540026142
ACH-000055,-0.9606442343953586
ACH-000060,-1.2135936122575994
ACH-000067,-0.8403342381656421
ACH-000070,-1.194815126451042
ACH-000075,-1.239162588600052
ACH-000078,-1.1951712511808803
ACH-000082,-0.8524645501352267
ACH-000085,-1.0317868850736986
ACH-000086,-1.0063326230528924
ACH-000087,-0.9765961981388832
ACH-000092,-1.0538660213879432
ACH-000095,-1.0704252352724144
ACH-000097,-1.0908558412356641
ACH-000098,-1.065484678400636
ACH-000099,-1.100915669304841
ACH-000108,-1.140861509779636
ACH-000113,-1.0080399812217538
ACH-000116,-1.0612144977573994
ACH-000118,-0.8876637088915278
ACH-000120,-1.0141908960172652
ACH-000123,-0.8421143352583792
ACH-000127,-1.0253676051686451
ACH-000128,-1.2044829509070178
ACH-000132,-1.060945353047277
ACH-000133,-1.022026840756508
ACH-000137,-1.0222094953145922
ACH-000138,-1.1599354496527157
ACH-000142,-1.015794156714861
ACH-000143,-1.1960762693390314
ACH-000146,-1.1459395113810802
ACH-000148,-1.0839394141388017
ACH-000150,-1.2149998346468514
ACH-000152,-0.9844289068347324
ACH-000153,-1.0667649028628854
ACH-000159,-1.0294824180068909
ACH-000160,-1.1268449827258271
ACH-000163,-0.9018836108111464
ACH-000167,-1.7284911612303773
ACH-000168,-0.8341442225736667
ACH-000169,-1.2146029243200582
ACH-000178,-0.9358184954112474
ACH-000183,-1.0099530130019867
ACH-000188,-1.0517330746736815
ACH-000189,-0.8082374831021624
ACH-000190,-0.7190215759222204
ACH-000198,-0.9083914006174226
ACH-000203,-0.6865340522467079
ACH-000204,-0.7999922522400577
ACH-000206,-0.8556080807718051
ACH-000207,-0.7312464616465291
ACH-000208,-0.9005595098577318
ACH-000210,-1.2629793375596532
ACH-000211,-1.0280562628283505
ACH-000215,-1.1146889883687203
ACH-000221,-1.3948382393875398
ACH-000222,-1.0991369953154693
ACH-000223,-1.1241984590519205
ACH-000226,-1.0189215214980498
ACH-000227,-1.232393506880996
ACH-000228,-0.6713329267005622
ACH-000231,-1.0664808657532947
ACH-000232,-1.0906820682901266
ACH-000233,-1.062475099563251
ACH-000234,-1.094292993306742
ACH-000235,-1.102437616999283
ACH-000237,-1.1381121723417258
ACH-000238,-1.1430280128423869
ACH-000242,-0.5298316989289547
ACH-000243,-1.0843181306818075
ACH-000244,-0.6381609688523263
ACH-000246,-1.0497967946997475
ACH-000248,-1.1608617595119874
ACH-000250,-0.9789484543778004
ACH-000251,-0.8354432048123978
ACH-000252,-1.1204906848531486
ACH-000253,-1.0122844061219582
ACH-000255,-1.0702253946383415
ACH-000256,-1.218787944608698
ACH-000257,-1.0998154517583052
ACH-000258,-1.0472960711383068
ACH-000259,-1.1808698233224628
ACH-000260,-0.9880301851128416
ACH-000261,-1.2104508717412568
ACH-000262,-1.0645939657581736
ACH-000263,-0.9205270522934492
ACH-000264,-1.1162559077249012
ACH-000265,-0.9527881823840924
ACH-000266,-0.909211250616718
ACH-000272,-1.0852779066504885
ACH-000274,-1.096457248744644
ACH-000277,-1.1170932629606651
ACH-000278,-1.1315266770150656
ACH-000279,-1.2512245584541892
ACH-000280,-1.051230355174532
ACH-000281,-0.9055808102854436
ACH-000288,-1.0331483715519638
ACH-000291,-1.0074145596877435
ACH-000293,-1.074262529287532
ACH-000294,-0.9419964399048576
ACH-000295,-0.9004913270523426
ACH-000296,-1.2070533259160643
ACH-000302,-1.1243360121617323
ACH-000304,-1.1171523472227958
ACH-000307,-1.0345945909299266
ACH-000308,-0.9179663438782047
ACH-000310,-1.379973177624534
ACH-000311,-0.9966545759831072
ACH-000312,-1.1045385993691201
ACH-000315,-1.0184517444392416
ACH-000316,-1.1060767815421693
ACH-000317,-1.5353134850711945
ACH-000318,-0.9517347607797176
ACH-000319,-1.0624083987715989
ACH-000320,-1.1213295693607654
ACH-000322,-1.1916903891234245
ACH-000323,-1.0466063747321068
ACH-000324,-1.0838944627288452
ACH-000329,-1.2650798238213474
ACH-000330,-1.2733091479690135
ACH-000331,-1.0517016824666143
ACH-000332,-1.1067399815755643
ACH-000334,-1.0739105099744786
ACH-000335,-0.9045093631929808
ACH-000336,-0.8784477522170203
ACH-000337,-1.0837496901735226
ACH-000338,-0.8668679739058688
ACH-000339,-0.9672894965566582
ACH-000341,-0.8951381221444084
ACH-000348,-1.083669861778601
ACH-000350,-1.0429118154703512
ACH-000352,-1.0393682919354792
ACH-000356,-1.0757085498493433
ACH-000361,-1.0828114516625151
ACH-000362,-1.0142565074955383
ACH-000363,-0.9649703553072329
ACH-000364,-1.1001936968627444
ACH-000365,-0.9301369377203688
ACH-000366,-1.1187140446746973
ACH-000368,-0.8967174216676679
ACH-000374,-1.1316427682481514
ACH-000375,-1.0181332084262842
ACH-000376,-0.9125795404701452
ACH-000381,-1.0299452027182765
ACH-000383,-0.9918451061929014
ACH-000387,-0.807104946034723
ACH-000389,-0.7787094735233496
ACH-000390,-1.0669392569884135
ACH-000393,-1.0893770783569745
ACH-000395,-0.8670944021923296
ACH-000396,-1.1827807274879478
ACH-000397,-1.1644484629063725
ACH-000401,-1.025697520642373
ACH-000402,-1.1596990777574732
ACH-000403,-1.0520035427712155
ACH-000404,-1.3385331357028232
ACH-000406,-1.067360739957813
ACH-000407,-1.1800509679915383
ACH-000408,-1.2969596724979915
ACH-000410,-1.072880647157385
ACH-000411,-1.0249195333986036
ACH-000414,-1.2222179900796255
ACH-000415,-1.2202608845360277
ACH-000416,-0.9629757254635464
ACH-000420,-1.0639721262637452
ACH-000421,-1.0457959387530609
ACH-000424,-1.1255883486695055
ACH-000425,-1.1167474959347456
ACH-000426,-0.7870833821303541
ACH-000427,-1.3067958082420847
ACH-000433,-0.8507637747311968
ACH-000435,-0.9699836601934808
ACH-000436,-0.8601311762886665
ACH-000444,-1.0121228628506167
ACH-000445,-1.0777054719846768
ACH-000448,-1.0740318287237502
ACH-000450,-1.0161829116825205
ACH-000452,-1.086789284304765
ACH-000454,-0.9424718133514736
ACH-000458,-1.09540218983223
ACH-000459,-1.0954252336865733
ACH-000460,-0.9978000695781396
ACH-000461,-1.1598056250847268
ACH-000463,-0.9935822651368308
ACH-000464,-1.049210470488857
ACH-000466,-1.1182218564840751
ACH-000467,-0.8435696031614005
ACH-000468,-0.9918783426825832
ACH-000469,-1.1816593024286506
ACH-000470,-1.1817855066409575
ACH-000471,-0.941382687411312
ACH-000472,-1.0464816841232931
ACH-000473,-1.0200482357649043
ACH-000475,-1.1001591371558208
ACH-000476,-1.170017240597908
ACH-000477,-1.1028157192280483
ACH-000479,-0.9626221655886892
ACH-000480,-0.8920397338589761
ACH-000481,-1.3026884147941904
ACH-000483,-0.9573248042133432
ACH-000484,-1.39732211188537
ACH-000485,-0.9534828574562659
ACH-000486,-1.1547824605011106
ACH-000487,-1.0201605214830085
ACH-000488,-0.9465097151161876
ACH-000490,-1.021613734544888
ACH-000491,-1.256013962460897
ACH-000495,-1.2422731726690777
ACH-000496,-0.9259883906203578
ACH-000499,-1.1206042456282417
ACH-000500,-1.1572341808179918
ACH-000502,-1.1029966005808816
ACH-000503,-1.2108202643119783
