,THRA (7067)
ACH-000004,0.04831521429889901
ACH-000005,-0.14859385668205946
ACH-000007,0.022334259708523617
ACH-000009,-0.1405440901668702
ACH-000011,0.04560142480638748
ACH-000012,-0.14561156074113588
ACH-000013,-0.06761414406804311
ACH-000014,0.03553486086632169
ACH-000015,0.168439483309631
ACH-000017,-0.4086554189629487
ACH-000018,-0.06773359675381371
ACH-000019,0.16970159518218833
ACH-000021,-0.1600607723442231
ACH-000022,-0.0024453919711808357
ACH-000025,-0.011861825564168085
ACH-000028,-0.1503392013648191
ACH-000030,-0.071851502159884
ACH-000035,-0.15999890879472925
ACH-000036,0.1511906196215841
ACH-000037,-0.08401013507324341
ACH-000039,-0.03370858682637716
ACH-000040,-0.08365591105788367
ACH-000041,-0.2039054939697364
ACH-000042,-0.1739077196647983
ACH-000045,0.1290342345371268
ACH-000047,0.03728589497986097
ACH-000052,-0.17303062232350286
ACH-000053,-0.04826222008864716
ACH-000054,-0.1598976553751624
ACH-000055,0.0666332005353465
ACH-000060,-0.14979158095915945
ACH-000067,-0.0020586608270293334
ACH-000070,-0.27230046435089994
ACH-000075,0.027926234303159457
ACH-000078,-0.057300854134053066
ACH-000082,-0.001991308397110804
ACH-000085,-0.2528585148930127
ACH-000086,0.06703461624532875
ACH-000087,-0.05557120313092041
ACH-000092,0.09463227947926878
ACH-000095,-0.026658708662483103
ACH-000097,-0.14657661819200554
ACH-000098,-0.0901571990130569
ACH-000099,-0.09645218030444194
ACH-000108,-0.042271395436867
ACH-000113,-0.177324115210321
ACH-000116,-0.0497365920051857
ACH-000118,-0.12539504104148286
ACH-000120,-0.2062448527878896
ACH-000123,-0.0902244122625665
ACH-000127,0.054907051599793984
ACH-000128,-0.1962924800089821
ACH-000132,0.030439141555692373
ACH-000133,-0.0038013956487922295
ACH-000137,-0.045321036550598215
ACH-000138,-0.1523451476986239
ACH-000142,-0.20342219038773396
ACH-000143,-0.11238476762349478
ACH-000146,-0.11702053763482442
ACH-000148,-0.08037180616667479
ACH-000150,0.03128404045223538
ACH-000152,-0.1367328366994606
ACH-000153,-0.14627532437753304
ACH-000159,-0.12437397989503987
ACH-000160,-0.2338184360114224
ACH-000163,-0.08098817901553794
ACH-000167,0.21084144257946927
ACH-000168,-0.011740359476512242
ACH-000169,-0.12612142542004756
ACH-000178,-0.0791359040343206
ACH-000183,-0.10549262906217552
ACH-000188,-0.2044090139810865
ACH-000189,-0.34240351588092843
ACH-000190,0.12942042156958125
ACH-000198,-0.1551558780988498
ACH-000203,0.02580343041884064
ACH-000204,-0.20099074096695946
ACH-000206,-0.06988976956051589
ACH-000207,-0.08339538063378431
ACH-000208,-0.09659816502964423
ACH-000210,-0.024874269043926627
ACH-000211,-0.16663866900073196
ACH-000215,0.023646511518159382
ACH-000221,0.032102810631729484
ACH-000222,0.12863670626512114
ACH-000223,-0.0012104276751339414
ACH-000226,-0.12153144006160535
ACH-000227,-0.05411486656905516
ACH-000228,-0.1776776626360706
ACH-000231,-0.08407024923338713
ACH-000232,-0.14649991760883074
ACH-000233,0.02141024695431173
ACH-000234,-0.09054444023993237
ACH-000235,-0.157238286758789
ACH-000237,-0.026001961471959087
ACH-000238,-0.16519268301742415
ACH-000242,0.024613064263240784
ACH-000243,-0.28252412743801864
ACH-000244,0.005793034148204052
ACH-000246,0.0596033263871541
ACH-000248,-0.4915787540094891
ACH-000250,-0.12643725273841389
ACH-000251,0.008743020319312103
ACH-000252,-0.018621138979143286
ACH-000253,0.004788578453790698
ACH-000255,-0.19158416361719668
ACH-000256,-0.09652915413535436
ACH-000257,-0.08259891521977432
ACH-000258,-0.028586126172500836
ACH-000259,-0.09444220193206698
ACH-000260,0.013212717713573985
ACH-000261,-0.009116520894850188
ACH-000262,-0.1141556061684733
ACH-000263,0.21912980684757016
ACH-000264,-0.17155961128664218
ACH-000265,-0.12649469749024264
ACH-000266,-0.046758383074404025
ACH-000272,-0.15527829804705687
ACH-000274,-0.04781265418966391
ACH-000277,-0.16886108338458186
ACH-000278,0.0030219865732499717
ACH-000279,-0.11704366420743717
ACH-000280,-0.19386944795593145
ACH-000281,-0.2113370631340038
ACH-000288,-0.10801401193086957
ACH-000291,0.026171860604447924
ACH-000293,0.01848696598466193
ACH-000294,-0.033537985272469074
ACH-000295,-0.0614923949626805
ACH-000296,-0.08130616138798674
ACH-000302,0.04601940623777307
ACH-000304,0.002000484244759582
ACH-000307,-0.03049776402110455
ACH-000308,-0.04662064685846391
ACH-000310,-0.035899778304338145
ACH-000311,-0.11266973178426402
ACH-000312,-0.2211942261504304
ACH-000315,-0.36086725251886576
ACH-000316,-0.050413930939674736
ACH-000317,-0.08823305584526328
ACH-000318,-0.11423390430903015
ACH-000319,-0.12935094224762833
ACH-000320,0.04969843208675587
ACH-000322,-0.09981171426489524
ACH-000323,-0.20155473767793253
ACH-000324,0.0006582626475096984
ACH-000329,0.0008971455780227973
ACH-000330,-0.06982244029696827
ACH-000331,-0.024373444993027432
ACH-000332,-0.12918061656113405
ACH-000334,-0.14235384604971732
ACH-000335,0.19850131851997285
ACH-000336,-0.13136197119837545
ACH-000337,0.035941423259782175
ACH-000338,-0.5722713167606881
ACH-000339,-0.10004027589864943
ACH-000341,0.10244852972752448
ACH-000348,0.06625832345098816
ACH-000350,-0.2439556803769311
ACH-000352,0.01763749367568785
ACH-000356,0.05832334510751864
ACH-000361,0.04205481828970745
ACH-000362,0.0973000252707608
ACH-000363,-0.2124430744245625
ACH-000364,-0.020481211475787627
ACH-000365,-0.06498116621101585
ACH-000366,-0.0332426921288985
ACH-000368,0.1429525580917939
ACH-000374,-0.07319067094558551
ACH-000375,-0.21062183663505207
ACH-000376,0.044376966876171126
ACH-000381,-0.2150262505291919
ACH-000383,0.03928978958586293
ACH-000387,0.1022698746860612
ACH-000389,0.07378069760081292
ACH-000390,-0.14911979879776668
ACH-000393,-0.07827161758431311
ACH-000395,-0.0048572752525834215
ACH-000396,-0.1244606143104246
ACH-000397,-0.18485118809031825
ACH-000401,-0.2682358654897292
ACH-000402,-0.13069045600166312
ACH-000403,-0.042984715492747856
ACH-000404,-0.24598774144836064
ACH-000406,-0.18195172742493806
ACH-000407,0.06578728672980166
ACH-000408,-0.11758211907567848
ACH-000410,-0.14404908308290693
ACH-000411,-0.014978299931366828
ACH-000414,-0.002919846374536927
ACH-000415,-0.30357285547368085
ACH-000416,-0.10555070792139183
ACH-000420,-0.16288305357136765
ACH-000421,-0.0693809451906507
ACH-000424,0.11926995863197892
ACH-000425,-0.012899268216481888
ACH-000426,-0.058221563748045276
ACH-000427,-0.2650191210598677
ACH-000433,0.1160476591710812
ACH-000435,-0.4439480959005611
ACH-000436,-0.05295972965173802
ACH-000444,-0.11252093148710653
ACH-000445,0.0015265476046030946
ACH-000448,-0.04329270965809283
ACH-000450,0.229544371436676
ACH-000452,-0.06349669467799453
ACH-000454,-0.14997852449488958
ACH-000458,-0.14359015212406653
ACH-000459,-0.11216873133862107
ACH-000460,-0.06059441922328845
ACH-000461,0.1507790343588287
ACH-000463,-0.06474556686433708
ACH-000464,0.026743596138727087
ACH-000466,-0.304274792237463
ACH-000467,-0.16607404570326445
ACH-000468,-0.20643377316273506
ACH-000469,-0.02238787383255952
ACH-000470,0.09736017437633204
ACH-000471,-0.1501772486500071
ACH-000472,-0.0860289305243027
ACH-000473,-0.130122139102649
ACH-000475,0.008094943294972495
ACH-000476,-0.06649281833094281
ACH-000477,0.10535711058717556
ACH-000479,0.05373952353352664
ACH-000480,-0.11447323635836193
ACH-000481,-0.040547906377221166
ACH-000483,-0.028816956452995382
ACH-000484,0.03167572496650832
ACH-000485,-0.15423549964732464
ACH-000486,-0.06568916495533007
ACH-000487,0.1450285979542638
ACH-000488,-0.08665534282449845
ACH-000490,-0.08787892646625825
ACH-000491,-0.006052094235503542
ACH-000495,0.15815097199885866
ACH-000496,0.05387294130766286
ACH-000499,-0.14149668396061052
ACH-000500,-0.002351991672141411
ACH-000502,0.017177104601728325
ACH-000503,-0.14128362141446382
ACH-000505,-0.0986642040032444
ACH-000507,-0.18457509532962035
ACH-000510,-0.031704136186415086
ACH-000511,-0.08089854125067897
ACH-000512,0.16970073870664856
ACH-000516,-0.09620504917636477
ACH-000517,0.016558364230660958
ACH-000518,0.04305499809258887
ACH-000520,0.050011752587025456
ACH-000521,-0.3612882199297114
ACH-000522,-0.05468064352614736
ACH-000524,-0.09742249530950653
ACH-000527,-0.13462233599539813
ACH-000528,-0.1414622257879406
ACH-000537,-0.15498200620417146
ACH-000541,0.047830352766984725
ACH-000542,-0.18371082374967287
ACH-000544,-0.08024188478982369
ACH-000545,0.010921279416858077
ACH-000547,-0.05293504688004262
ACH-000548,-0.15557581690177735
ACH-000549,0.06560467572487576
ACH-000550,-0.12935082262837666
ACH-000552,-0.08796456098279311
ACH-000556,-0.15837096992301167
ACH-000557,0.11063278703937136
ACH-000569,0.10564112260327206
ACH-000570,-0.03728930127487423
ACH-000571,-0.038020649821099366
ACH-000573,-0.07493968614116843
ACH-000576,-0.12368335287017194
ACH-000579,-0.021807366682316292
ACH-000580,0.031406816366263635
ACH-000584,-0.18615641268856709
ACH-000585,0.08553843807398505
ACH-000588,-0.043009826525328886
ACH-000589,-0.07517421942460842
ACH-000591,-0.20869879763785512
ACH-000593,0.04695719383405001
ACH-000600,-0.04549450797316314
ACH-000601,-0.053731978721549986
ACH-000605,-0.08283526356749622
ACH-000606,-0.01446363672253042
ACH-000608,0.025030731490273333
ACH-000614,0.09093658010795146
ACH-000616,0.052989750363333615
ACH-000618,-0.003968852363268379
ACH-000619,-0.11051016091501767
ACH-000620,0.06100251229957285
ACH-000621,-0.057627750074667174
ACH-000622,-0.10005977446049484
ACH-000623,-0.0931650890969351
ACH-000624,-0.07148588729120581
ACH-000627,-0.1112222337378737
ACH-000630,0.001809449851424444
ACH-000631,-0.2317697978445135
ACH-000632,-0.005543122980846096
ACH-000633,0.004738289703432357
ACH-000637,-0.12261740209011003
ACH-000638,0.07661988493024957
ACH-000646,-0.18616797315835346
ACH-000647,-0.1833288628165657
ACH-000648,-0.07537355663620501
ACH-000649,0.03795719088723803
ACH-000651,-0.07213297088437493
ACH-000652,-0.2427980134707436
ACH-000653,-0.18778218598108548
ACH-000657,-0.04617190922954905
ACH-000658,-0.005778302932763096
ACH-000661,-0.13286352026326936
ACH-000662,0.09712289562365517
ACH-000663,-0.1898358312743144
ACH-000665,0.004445362939268076
ACH-000671,0.056402387557938326
ACH-000672,0.10839790403812684
ACH-000673,-0.0066263206807157145
ACH-000676,0.02448998464705564
ACH-000677,0.006288921573566004
ACH-000681,0.06435711805396563
ACH-000683,-0.04928760324736571
ACH-000684,0.05694643492718152
ACH-000688,0.04636205918197643
ACH-000693,-0.07180143830940422
ACH-000694,-0.1393962158916913
ACH-000695,0.1855361954348388
ACH-000696,-0.05948007567432611
ACH-000697,-0.09147148777815248
ACH-000699,-0.03272178920023755
ACH-000701,-0.040285268820069185
ACH-000706,-0.2316600690396197
ACH-000711,-0.0866679562879719
ACH-000713,-0.08340916212830865
ACH-000714,-0.20446267605258955
ACH-000718,-0.08245203209368362
ACH-000720,-0.1503295158170579
ACH-000721,-0.11944387679522744
ACH-000724,-0.08604166459986078
ACH-000725,-0.01469629522682059
ACH-000732,0.009074971713659927
ACH-000734,0.023393400974771925
ACH-000735,-0.08541309396400043
ACH-000736,0.050440090128510695
ACH-000738,-0.22249564951970072
ACH-000746,-0.03527203945581732
ACH-000747,-0.25150572587284065
ACH-000748,0.09318819400676674
ACH-000753,-0.0725166585187021
ACH-000756,-0.07641639496844968
ACH-000757,0.16838471580775874
ACH-000758,-0.1329075967232197
ACH-000760,-0.030525875356406388
ACH-000762,-0.2427337316544063
ACH-000763,-0.05299961902914827
ACH-000764,-0.23956956726706544
ACH-000765,0.08921938234032799
ACH-000766,-0.19208323218556175
ACH-000767,0.010746689095096046
ACH-000768,-0.1096011260592106
ACH-000769,-0.1552323647549641
ACH-000770,-0.014648858231571697
ACH-000771,0.017581516995387812
ACH-000773,-0.0942047365121252
ACH-000776,-0.22448637663378654
ACH-000777,-0.09610119240954232
ACH-000778,-0.0031748900407304174
ACH-000781,0.031683867844743335
ACH-000782,-0.22554175168557455
ACH-000783,0.07115569852878838
ACH-000784,-0.1366265594631602
ACH-000785,-0.15480887315161754
ACH-000787,-0.10203380252803212
ACH-000788,-0.12158885648438415
ACH-000791,-0.19350842509515576
ACH-000792,0.010496821225834329
ACH-000794,-0.1339350660136692
ACH-000796,-0.0640415515990139
ACH-000798,-0.32506572957960805
ACH-000799,0.1237530857687952
ACH-000800,-9.266912214306906e-05
ACH-000802,-0.06358552251828965
ACH-000804,-0.2702180553191433
ACH-000805,-0.2857266090389192
ACH-000809,-0.047712189938474286
ACH-000810,-0.16669338317983684
ACH-000811,-0.07357096690635435
ACH-000817,0.031016739168908673
ACH-000819,-0.0017280344190015002
ACH-000820,-0.05889577543749905
ACH-000821,-0.12450607575314153
ACH-000822,-0.11977250048991915
ACH-000823,-0.12997090935989886
ACH-000824,0.004128348441546829
ACH-000827,-0.12364093928601608
ACH-000829,0.02955824381351972
ACH-000831,-0.06252254984633994
ACH-000832,-0.1258640139060534
ACH-000833,0.17869144658288202
ACH-000834,0.01428417625196536
ACH-000835,-0.02929168652891128
ACH-000836,-0.05826696409474689
ACH-000837,-0.07328124941287084
ACH-000838,-0.07416342510029955
ACH-000839,-0.0851916994574448
ACH-000840,-0.2917498681250024
ACH-000841,-0.04836684238698094
ACH-000843,-0.07155430463798859
ACH-000846,-0.02289148071862369
ACH-000847,-0.28793010899805377
ACH-000848,0.0031699374588177965
ACH-000849,-0.0606954715400518
ACH-000851,-0.1874379751334738
ACH-000855,-0.0056281089319692
ACH-000856,-0.012606884460413728
ACH-000858,-0.04083864554995099
ACH-000859,-0.3155123376823958
ACH-000861,0.015356728577415291
ACH-000862,-0.07921563128509933
ACH-000865,-0.1279085987818258
ACH-000866,-0.01061793421551074
ACH-000867,-0.10047279152425743
ACH-000869,-0.1310896478388896
ACH-000872,-0.05172794580680451
ACH-000873,-0.09494966159489407
ACH-000876,-0.06325940264015673
ACH-000878,-0.21925403490907852
ACH-000880,0.011443783762534014
ACH-000881,0.052361511975698966
ACH-000882,-0.1004893920361934
ACH-000884,-0.09706103322158673
ACH-000885,-0.07376322395467726
ACH-000887,0.00494149173331879
ACH-000889,-0.23716913859132666
ACH-000896,-0.046035324585062515
ACH-000898,0.10660208484676503
ACH-000900,-0.2103386500180514
ACH-000901,0.038441325673256116
ACH-000905,-0.010116458817369434
ACH-000906,-0.07674532282493067
ACH-000907,-0.10254254173060433
ACH-000910,-0.028354612237823457
ACH-000911,-0.013846044894689826
ACH-000912,0.04216823492232391
ACH-000913,-0.09118229808920324
ACH-000915,-0.03981342022103953
ACH-000916,0.1120285811728049
ACH-000917,0.04933362113095168
ACH-000920,0.27610551688061485
ACH-000921,-0.04151584402827415
ACH-000924,-0.019847506610804533
ACH-000926,-0.2073752265429192
ACH-000928,0.017323056289610488
ACH-000929,0.022237954388259464
ACH-000932,-0.051617558720450984
ACH-000935,0.07625773756660217
ACH-000936,-0.024493433662771902
ACH-000937,-0.1176433508432042
ACH-000938,-0.13309178296714375
ACH-000939,-0.10080744888039868
ACH-000941,-0.045964375899016224
