,MTRNR2L9 (100463487)
ACH-000004,-0.2098621662873244
ACH-000005,-0.28529081194288025
ACH-000007,-0.03955735057329551
ACH-000009,-0.060704429112195035
ACH-000011,-0.03704811021261562
ACH-000012,-0.0698252857779937
ACH-000013,-0.19449862588118166
ACH-000014,-0.35340371446589985
ACH-000015,-0.15854251451202905
ACH-000017,-0.08838773554575204
ACH-000018,-0.2210615892439866
ACH-000019,-0.12317479111008993
ACH-000021,-0.35116034871016866
ACH-000022,-0.0855640333760107
ACH-000025,-0.1674762379696725
ACH-000028,-0.22921164254836024
ACH-000030,-0.2402188484437149
ACH-000035,-0.2378374382539669
ACH-000036,-0.1636595282330162
ACH-000037,0.060405601862121065
ACH-000039,-0.11054686547410522
ACH-000040,-0.25420001226464106
ACH-000041,-0.24312823647971185
ACH-000042,-0.16172763915300695
ACH-000045,-0.2686843978229955
ACH-000047,-0.07982773059086799
ACH-000052,-0.11516050872728333
ACH-000053,-0.13851095288017032
ACH-000054,-0.09437289686275158
ACH-000055,-0.1831128043115951
ACH-000060,-0.1964569844529847
ACH-000067,-0.22113170709288849
ACH-000070,-0.2750035970668396
ACH-000075,-0.2372031779707901
ACH-000078,-0.1189507080271022
ACH-000082,-0.006489823979231714
ACH-000085,-0.3053638091527279
ACH-000086,-0.23253953631202626
ACH-000087,-0.37644094631945707
ACH-000092,-0.18127513079301968
ACH-000095,-0.16809210150524467
ACH-000097,-0.08658333232464006
ACH-000098,-0.15258104452607302
ACH-000099,-0.21493460515922386
ACH-000108,-0.1908349133916446
ACH-000113,-0.20920404688124697
ACH-000116,-0.30952425991066423
ACH-000118,-0.1231024144188419
ACH-000120,-0.26764241955256524
ACH-000123,-0.14232490271114465
ACH-000127,-0.28864219486966625
ACH-000128,-0.2865288346065252
ACH-000132,-0.6089026553349928
ACH-000133,-0.2740981499118579
ACH-000137,-0.25594221352903845
ACH-000138,-0.16547008897472745
ACH-000142,-0.1850642736425222
ACH-000143,-0.18817908904469435
ACH-000146,-0.094873334923734
ACH-000148,-0.07167723929241429
ACH-000150,-0.3699081698977056
ACH-000152,-0.09335483196987836
ACH-000153,-0.2137351873960772
ACH-000159,-0.2573092103714679
ACH-000160,-0.17265910838087414
ACH-000163,-0.13697809098026728
ACH-000167,-0.2525126656118197
ACH-000168,-0.24311200477876385
ACH-000169,-0.2111662704401452
ACH-000178,-0.19368935634448972
ACH-000183,-0.2013213028839796
ACH-000188,-0.2388213225478951
ACH-000189,-0.2193134067709981
ACH-000190,-0.08275977867751301
ACH-000198,-0.2745819411669905
ACH-000203,0.03879808633928387
ACH-000204,-0.1179758362647776
ACH-000206,0.03331545119269698
ACH-000207,-0.11279058655597353
ACH-000208,-0.16155313422180098
ACH-000210,-0.20904036588370425
ACH-000211,-0.16199125259490055
ACH-000215,-0.1312640236466353
ACH-000221,-0.2585336419928464
ACH-000222,-0.12406970494633088
ACH-000223,-0.2494643606174991
ACH-000226,-0.2158317442003297
ACH-000227,-0.3869580563674656
ACH-000228,-0.12221736852455856
ACH-000231,-0.28246534189058936
ACH-000232,-0.2203569621481112
ACH-000233,-0.30829014358182205
ACH-000234,-0.13219880352163685
ACH-000235,-0.16271060757947614
ACH-000237,-0.0864464516424589
ACH-000238,-0.0659821712111782
ACH-000242,-0.14494426709128574
ACH-000243,-0.17308601486499536
ACH-000244,-0.11906044520152255
ACH-000246,-0.23108930025284524
ACH-000248,-0.3966008871402726
ACH-000250,-0.07041528591001246
ACH-000251,-0.305033623787067
ACH-000252,-0.3008126051895722
ACH-000253,-0.17134159764422116
ACH-000255,-0.17973531523464703
ACH-000256,-0.0485305891804626
ACH-000257,-0.10829957638062436
ACH-000258,-0.2116629930998817
ACH-000259,-0.20822543306053645
ACH-000260,-0.12688896956899173
ACH-000261,-0.25763856166756005
ACH-000262,-0.16399028467640375
ACH-000263,-0.15457490072184155
ACH-000264,-0.25262616079218986
ACH-000265,-0.0833461868520951
ACH-000266,-0.17573188108802232
ACH-000272,-0.3050870633378492
ACH-000274,-0.2058405836724148
ACH-000277,-0.0682939011538692
ACH-000278,-0.29540536363877523
ACH-000279,-0.2809948592193336
ACH-000280,-0.14017539110512392
ACH-000281,-0.08117772164613557
ACH-000288,-0.23006806460258666
ACH-000291,-0.09627965820539283
ACH-000293,-0.16239642530631535
ACH-000294,-0.22356106444007195
ACH-000295,-0.12709038388779434
ACH-000296,-0.0526133955166855
ACH-000302,-0.29128304149167783
ACH-000304,-0.2595104559439948
ACH-000307,-0.1727121286321336
ACH-000308,-0.25644702666795144
ACH-000310,-0.22938592311658726
ACH-000311,-0.13895285138843955
ACH-000312,-0.2278505774792446
ACH-000315,-0.01988030857476049
ACH-000316,-0.06698605152431107
ACH-000317,-0.3207912205409321
ACH-000318,-0.2133662131523017
ACH-000319,-0.21311521462852595
ACH-000320,-0.1264771525282814
ACH-000322,-0.07251636403143019
ACH-000323,-0.20378658603285732
ACH-000324,-0.20245305727363136
ACH-000329,-0.17886489258773464
ACH-000330,-0.24615679291298345
ACH-000331,-0.2139448169304307
ACH-000332,-0.1349243628986371
ACH-000334,-0.1929030288269674
ACH-000335,-0.37050477296502266
ACH-000336,-0.11725273927504527
ACH-000337,-0.05753760272563821
ACH-000338,0.6869303608747015
ACH-000339,-0.3792487008785925
ACH-000341,-0.16083707116874213
ACH-000348,-0.2230612526923024
ACH-000350,-0.08509541679130624
ACH-000352,-0.19249019224269368
ACH-000356,-0.28708928288517804
ACH-000361,-0.07383518924882686
ACH-000362,-0.10038287637884964
ACH-000363,-0.10060554330816307
ACH-000364,-0.2682705985704648
ACH-000365,-0.17309627235710226
ACH-000366,-0.17693374067516351
ACH-000368,-0.3180398946139444
ACH-000374,-0.15002109588941
ACH-000375,-0.15433848849982545
ACH-000376,-0.2790791312212369
ACH-000381,0.03322761509292525
ACH-000383,-0.08308732543077135
ACH-000387,-0.081079981580613
ACH-000389,-0.03924964716392293
ACH-000390,-0.16670479986518674
ACH-000393,-0.18229089946808352
ACH-000395,-0.09178614587247884
ACH-000396,-0.3421236525207352
ACH-000397,-0.2469158443327488
ACH-000401,0.07507986484788574
ACH-000402,0.2212565692646168
ACH-000403,-0.23097117965380504
ACH-000404,-0.22111180428491714
ACH-000406,-0.13886392499573355
ACH-000407,-0.2567554799589041
ACH-000408,-0.12162071022038412
ACH-000410,-0.2495797333494525
ACH-000411,-0.17398413741367155
ACH-000414,-0.0673313317298006
ACH-000415,-0.2025442062761514
ACH-000416,-0.22947734622956706
ACH-000420,-0.2359066527198478
ACH-000421,-0.18475091697739215
ACH-000424,-0.1041114359816612
ACH-000425,-0.19995962744341086
ACH-000426,-0.32304977931621554
ACH-000427,-0.33566699283499324
ACH-000433,-0.05032864602323797
ACH-000435,-0.19663889357904055
ACH-000436,-0.09026862607122974
ACH-000444,-0.2339121386837257
ACH-000445,-0.12671252431065966
ACH-000448,-0.24328821636531406
ACH-000450,-0.06622998402507031
ACH-000452,-0.07308408477231543
ACH-000454,-0.2386509347838759
ACH-000458,-0.17126119959555489
ACH-000459,-0.24113822280022404
ACH-000460,-0.10193422190366032
ACH-000461,-0.21338016956459827
ACH-000463,-0.099416535252597
ACH-000464,-0.2575437683089377
ACH-000466,-0.2251402391111335
ACH-000467,-0.30286532258952564
ACH-000468,-0.20601716206604692
ACH-000469,-0.2411096642658589
ACH-000470,-0.18863176051957808
ACH-000471,-0.24566946714441895
ACH-000472,-0.2286716412032297
ACH-000473,-0.1212403746140047
ACH-000475,-0.2035507307579189
ACH-000476,-0.10118733823246856
ACH-000477,-0.008618386655007264
ACH-000479,-0.046976511815332016
ACH-000480,-0.2477126432738151
ACH-000481,-0.2449396293377481
ACH-000483,-0.2275352292150509
ACH-000484,-0.13321910199238987
ACH-000485,0.04212405021319777
ACH-000486,-0.1767133798804366
ACH-000487,-0.14965169679423268
ACH-000488,-0.17637959618414434
