,TXNDC16 (57544)
ACH-000004,-0.07577490670873392
ACH-000005,-0.04132888356622815
ACH-000007,-0.1888687152350004
ACH-000009,-0.08295038504891851
ACH-000011,-0.03564026409750298
ACH-000012,-0.03070079920967932
ACH-000013,-0.02769794542040629
ACH-000014,-0.016206485594524655
ACH-000015,0.07300748197376315
ACH-000017,-0.023343750560080683
ACH-000018,-0.013473513411023064
ACH-000019,0.06393074163391843
ACH-000021,0.06429824456154502
ACH-000022,0.08788314054977807
ACH-000025,0.0622466781846709
ACH-000028,-0.022816726528685757
ACH-000030,-0.06088689504336672
ACH-000035,-0.02776061733802079
ACH-000036,-0.17148032286810344
ACH-000037,0.05147256631007138
ACH-000039,-0.06433115326929321
ACH-000040,-0.01926454589921202
ACH-000041,-0.019858427447052608
ACH-000042,-0.027537087541924826
ACH-000045,-0.004935888550079772
ACH-000047,-0.03648965869166668
ACH-000052,0.11469356794349995
ACH-000053,0.02543565265303456
ACH-000054,-0.11248065559376698
ACH-000055,-0.0566087841500879
ACH-000060,-0.19478534109843132
ACH-000067,-0.12302133951921032
ACH-000070,-0.07985569175802916
ACH-000075,-0.061494315016041176
ACH-000078,0.02379989391727048
ACH-000082,-0.02235226511955256
ACH-000085,-0.2115873160642963
ACH-000086,0.017038767954195542
ACH-000087,0.06228524351871985
ACH-000092,-0.005141477438300497
ACH-000095,-0.031313539763283764
ACH-000097,0.04112056289584422
ACH-000098,0.002409293174541209
ACH-000099,0.07006902185146231
ACH-000108,-0.008839495073215842
ACH-000113,-0.08811275973679003
ACH-000116,-0.028939608315587693
ACH-000118,-0.05458295772952337
ACH-000120,-0.009596104463650142
ACH-000123,-0.14859576944900918
ACH-000127,-0.04390582561865117
ACH-000128,0.015811793776373418
ACH-000132,-0.0016469494219633091
ACH-000133,-0.049837238906945004
ACH-000137,0.0644933610413917
ACH-000138,0.08376785228047387
ACH-000142,0.04353807005711604
ACH-000143,-0.045636580543053314
ACH-000146,-0.05746382832827333
ACH-000148,-0.07202556578746305
ACH-000150,0.0502793770325186
ACH-000152,-0.07148196715305248
ACH-000153,0.005475966161004294
ACH-000159,-0.06051891254814814
ACH-000160,0.08745880945461504
ACH-000163,0.044653510301208135
ACH-000167,0.06761222871206013
ACH-000168,0.13810214315788075
ACH-000169,-0.10964082031701662
ACH-000178,-0.006191964239930876
ACH-000183,-0.0870754429791008
ACH-000188,0.09358239402527764
ACH-000189,-0.2145129017205476
ACH-000190,-0.0035371033390296657
ACH-000198,-0.03406731005479415
ACH-000203,0.0018908419761289067
ACH-000204,0.022223812149923132
ACH-000206,0.14701234557311474
ACH-000207,0.00569125273552523
ACH-000208,0.3744442662108244
ACH-000210,-0.09024705620210584
ACH-000211,-0.11475026690028507
ACH-000215,-0.046671837312944886
ACH-000221,-0.0006968169942958797
ACH-000222,0.06542495977191712
ACH-000223,-0.038015140767184034
ACH-000226,-0.03444251700036561
ACH-000227,-0.0618347757961782
ACH-000228,-0.09781568124609356
ACH-000231,-0.07268330381028214
ACH-000232,0.019705738780474047
ACH-000233,-0.053114663549934986
ACH-000234,-0.014803613687894778
ACH-000235,-0.045768862401346935
ACH-000237,0.15597079056670682
ACH-000238,-0.12401027531841928
ACH-000242,-0.11902873293026213
ACH-000243,-0.1245142468405575
ACH-000244,-0.3962901954943251
ACH-000246,-0.0801295812544854
ACH-000248,-0.1271069615665089
ACH-000250,-0.05734182603172513
ACH-000251,0.03811654831481412
ACH-000252,-0.08300260532704412
ACH-000253,0.019476791221644384
ACH-000255,-0.1372550645827363
ACH-000256,0.034919220561338116
ACH-000257,0.07780864220934319
ACH-000258,0.1438971904759082
ACH-000259,0.010285157814196907
ACH-000260,-0.011573486379837395
ACH-000261,-0.01208568229616662
ACH-000262,0.14895572125828266
ACH-000263,0.2995208866001747
ACH-000264,-0.058584682412731716
ACH-000265,-0.01234033016615604
ACH-000266,-0.06492994845261336
ACH-000272,0.0039126002403529
ACH-000274,0.043187844554660224
ACH-000277,-0.22450313689360396
ACH-000278,0.01135880724868379
ACH-000279,-0.06248860191026445
ACH-000280,0.003616983986867304
ACH-000281,-0.015394165553612112
ACH-000288,-0.053922857458531086
ACH-000291,0.0718612574294446
ACH-000293,-0.05088004560104125
ACH-000294,-0.04554989504189669
ACH-000295,0.11272084209752485
ACH-000296,-0.049821500172559374
ACH-000302,-0.043009319155016594
ACH-000304,-0.16110811752289034
ACH-000307,0.1027978260100186
ACH-000308,-0.09415631245103516
ACH-000310,-0.002386795461682329
ACH-000311,-0.015047846354973344
ACH-000312,0.01808138724669452
ACH-000315,-0.11479083765147967
ACH-000316,-0.08022935429206901
ACH-000317,-0.040787228671135836
ACH-000318,0.09140603958533668
ACH-000319,0.0014312520267339144
ACH-000320,0.10315498203739416
ACH-000322,0.08859525304055686
ACH-000323,0.02193876764729224
ACH-000324,-0.0008706774390050309
ACH-000329,0.0235263226957384
ACH-000330,0.19567266156369575
ACH-000331,0.131878254504021
ACH-000332,-0.025445322553765838
ACH-000334,-0.22269611915916546
ACH-000335,-0.07689172746084665
ACH-000336,0.10110807890391987
ACH-000337,0.14038447293770526
ACH-000338,-0.3874649691792905
ACH-000339,-0.058698440964323535
ACH-000341,-0.040484882731668274
ACH-000348,0.004228187623381615
ACH-000350,0.08919167793067427
ACH-000352,0.07015592779714303
ACH-000356,0.004162006636993501
ACH-000361,-0.09693699165734676
ACH-000362,-0.008641021788113412
ACH-000363,0.10473637018526376
ACH-000364,-0.05279447055458291
ACH-000365,0.04537943945301325
ACH-000366,-0.004487759567632197
ACH-000368,-0.1873899422387377
ACH-000374,0.051865183018036894
ACH-000375,-0.030123332173052905
ACH-000376,-0.018744421634963454
ACH-000381,-0.049233376422782124
ACH-000383,-0.01980017447459687
ACH-000387,0.04477135983824393
ACH-000389,-0.13154716116283113
ACH-000390,-0.0283199740900969
ACH-000393,-0.15307370562389824
ACH-000395,-0.016460630787831797
ACH-000396,-0.10794323536365437
ACH-000397,-0.07057606941695921
ACH-000401,-0.13850677606269432
ACH-000402,0.16113586495321566
ACH-000403,-0.036645872496003866
ACH-000404,0.08453874933633015
ACH-000406,-0.01869939090235989
ACH-000407,-0.05112160596892162
ACH-000408,-0.1591930672791781
ACH-000410,0.05311321933285165
ACH-000411,-0.0929239147489584
ACH-000414,0.04939256818401138
ACH-000415,0.06801958304334399
ACH-000416,0.08820493821132024
ACH-000420,-0.03291345083604396
ACH-000421,-0.13533450822462406
ACH-000424,-0.05433943581120235
ACH-000425,-0.008752591610894415
ACH-000426,0.06313782469824827
ACH-000427,-0.054291565601681864
ACH-000433,-0.20522945016325456
ACH-000435,-0.1779080988536724
ACH-000436,-0.051720738215962764
ACH-000444,-0.04440999755957079
ACH-000445,-0.11520573318946882
ACH-000448,-0.07332873155205097
ACH-000450,0.08074227247591201
ACH-000452,-0.10632847729537052
ACH-000454,-0.1464862843435176
ACH-000458,-0.058940304282127765
ACH-000459,-0.05997491970849021
ACH-000460,-0.004885633967673414
ACH-000461,0.051382800502764864
ACH-000463,0.04600966933679235
ACH-000464,0.03344979719882738
ACH-000466,0.03095651007397332
ACH-000467,-0.11968862910005915
ACH-000468,-0.0545390164813233
ACH-000469,-0.006222530647916581
ACH-000470,0.05174517298118668
ACH-000471,0.06514853341807493
ACH-000472,-0.05268135088735552
ACH-000473,0.009365480879179471
ACH-000475,-0.05371437875703658
ACH-000476,0.012873839436883505
ACH-000477,0.21839988999157425
ACH-000479,0.013453032715913806
ACH-000480,-0.02726538329620002
ACH-000481,-0.006728749186609481
ACH-000483,0.06641395718733349
ACH-000484,-0.007868255501785748
ACH-000485,0.05018602441695542
ACH-000486,-0.08385656506799355
ACH-000487,0.0302695214634651
ACH-000488,0.03270484892569508
ACH-000490,-0.009075439988579998
ACH-000491,-0.0937962021368914
ACH-000495,-0.08327555690385521
ACH-000496,-0.004509908705521495
ACH-000499,-0.10646648850253708
ACH-000500,0.007988066752634155
ACH-000502,-0.09256090335203833
ACH-000503,-0.04578872171934145
