,MXI1 (4601)
ACH-000004,0.16669153971820228
ACH-000005,0.3422703491008962
ACH-000007,0.2526668319823032
ACH-000009,0.20670728133217844
ACH-000011,0.17159190030605614
ACH-000012,0.032342909988759536
ACH-000013,0.20822648209375516
ACH-000014,0.16518502206984972
ACH-000015,0.10992345339871876
ACH-000017,0.25055726190591154
ACH-000018,0.31041642454444607
ACH-000019,0.022889812314051586
ACH-000021,0.2558989211408832
ACH-000022,0.16124179467307387
ACH-000025,0.15274965414552066
ACH-000028,0.22610270915016395
ACH-000030,0.19237938771152466
ACH-000035,0.14246671119000368
ACH-000036,0.11750216020732485
ACH-000037,0.11173189377674343
ACH-000039,0.3980401354552795
ACH-000040,0.24562623159298935
ACH-000041,0.2251891171604756
ACH-000042,0.09812764703835936
ACH-000045,0.013682157159800059
ACH-000047,0.0979429957024607
ACH-000052,0.08974590949759581
ACH-000053,0.38736480772404813
ACH-000054,0.03310089568242841
ACH-000055,0.24686741171927085
ACH-000060,0.1003142116415302
ACH-000067,0.14521628403928255
ACH-000070,0.12763828278914738
ACH-000075,0.21525034043545765
ACH-000078,0.02495031697582944
ACH-000082,0.05241325535524872
ACH-000085,0.1818355851757786
ACH-000086,0.15691389363273675
ACH-000087,0.4823713045289909
ACH-000092,0.2285187655035577
ACH-000095,-0.029511754394310863
ACH-000097,0.2103023839090224
ACH-000098,0.09705147377096646
ACH-000099,0.14922104108997974
ACH-000108,0.22345605389726256
ACH-000113,0.2588584166761807
ACH-000116,0.22831203915268514
ACH-000118,0.17568455844233924
ACH-000120,0.1895230711252303
ACH-000123,0.2709555086046945
ACH-000127,0.19505864163201594
ACH-000128,0.30193554124618205
ACH-000132,0.12916650502837845
ACH-000133,0.15151891772266776
ACH-000137,0.02445960209727435
ACH-000138,0.15573262684738365
ACH-000142,0.1997113901954449
ACH-000143,0.25124849228782337
ACH-000146,0.23265618291151646
ACH-000148,0.2584051031016049
ACH-000150,0.23152382300559105
ACH-000152,0.0931008986622862
ACH-000153,0.3523401668242138
ACH-000159,0.19644195432123324
ACH-000160,0.4899345862039675
ACH-000163,0.09620693658904764
ACH-000167,0.8718472493064479
ACH-000168,-0.004012007255158901
ACH-000169,-0.004877776293407244
ACH-000178,0.24321329934431515
ACH-000183,0.2553421051854837
ACH-000188,0.15746882149134284
ACH-000189,0.15659698827705634
ACH-000190,0.3524403069084032
ACH-000198,-0.036514487304357884
ACH-000203,-0.3133924542308781
ACH-000204,0.3635881097346466
ACH-000206,0.09884660948516016
ACH-000207,0.21986363103728399
ACH-000208,-0.0025084688945019537
ACH-000210,0.27466517156269943
ACH-000211,0.18107290874844936
ACH-000215,0.1616974401568886
ACH-000221,-0.008644828220593917
ACH-000222,0.20159452690157365
ACH-000223,0.14766679730340002
ACH-000226,0.28873800376046466
ACH-000227,0.3270523677910513
ACH-000228,0.3009891220615556
ACH-000231,0.15549034205857193
ACH-000232,0.17468507145564888
ACH-000233,0.1967594978384764
ACH-000234,0.10580867178322244
ACH-000235,0.2154538967778684
ACH-000237,0.1888448635924374
ACH-000238,0.05145820510129941
ACH-000242,0.4094515924261897
ACH-000243,0.056101328833480964
ACH-000244,0.42791778334972097
ACH-000246,0.2259663249549418
ACH-000248,0.16312988468797224
ACH-000250,0.18336839674288755
ACH-000251,-0.009630926635665251
ACH-000252,0.1384495261839234
ACH-000253,0.19057165309076216
ACH-000255,0.19478225937857252
ACH-000256,0.1478187313312527
ACH-000257,-0.044886478093601474
ACH-000258,0.09080521365058916
ACH-000259,0.13433994302824587
ACH-000260,0.4142395597392538
ACH-000261,0.10988983913640747
ACH-000262,0.10922190138718296
ACH-000263,0.08865170983782182
ACH-000264,0.2021375270151984
ACH-000265,0.10452346203632536
ACH-000266,0.1875203505419408
ACH-000272,0.23747069801525084
ACH-000274,0.15512107893099208
ACH-000277,0.05797362310816229
ACH-000278,0.2805504546829489
ACH-000279,0.1753891708275459
ACH-000280,0.1780361849613977
ACH-000281,-0.10380976695940453
ACH-000288,0.10538567091455484
ACH-000291,0.06883632736337801
ACH-000293,0.14649581796845576
ACH-000294,0.19405830239652175
ACH-000295,-0.1973042036338173
ACH-000296,0.06661133240838486
ACH-000302,-0.0118602163207921
ACH-000304,-0.14425079780166447
ACH-000307,0.14674160089751165
ACH-000308,0.04887587143485191
ACH-000310,0.13340819648998864
ACH-000311,0.21612553574280066
ACH-000312,0.13221396491933066
ACH-000315,0.12094308264206388
ACH-000316,0.1639113716146232
ACH-000317,0.00973572068206903
ACH-000318,0.2008815162921335
