,MAL (4118)
ACH-000004,-0.014653049115899732
ACH-000005,0.29467187015133095
ACH-000007,0.10196784824527078
ACH-000009,0.09288228892775514
ACH-000011,0.0058973463780950895
ACH-000012,0.16589363173281108
ACH-000013,0.039179011027315885
ACH-000014,0.04459259902685303
ACH-000015,-0.006738566580185775
ACH-000017,0.011887447740273244
ACH-000018,0.03870688610152306
ACH-000019,-0.010031832602520994
ACH-000021,0.010279531232406049
ACH-000022,0.008513803763927621
ACH-000025,-0.01714790565726863
ACH-000028,-0.058854302326787226
ACH-000030,0.06969769717838771
ACH-000035,0.0161851518680751
ACH-000036,0.06860322438946091
ACH-000037,-0.023450384291278197
ACH-000039,-0.01747492782737368
ACH-000040,0.10773012473121593
ACH-000041,-0.19000703963950005
ACH-000042,0.040328821283377184
ACH-000045,0.17823769845622575
ACH-000047,-0.014891039385697694
ACH-000052,0.04179906592092722
ACH-000053,0.06259860481009041
ACH-000054,0.14653815453281144
ACH-000055,0.240250453703124
ACH-000060,-0.09481896243551788
ACH-000067,-0.0999186038330237
ACH-000070,-0.0021329754885735033
ACH-000075,0.1773631993931894
ACH-000078,0.08936719788497198
ACH-000082,-0.00789721196937323
ACH-000085,-0.10728920753917423
ACH-000086,-0.015473096598694218
ACH-000087,-0.028546765855521357
ACH-000092,-0.04821033393182954
ACH-000095,-0.004002179867977988
ACH-000097,-0.016724672238645946
ACH-000098,-0.13481387008903825
ACH-000099,0.10789141277664792
ACH-000108,0.12910662716796945
ACH-000113,0.15905368311539975
ACH-000116,0.0031376497820527877
ACH-000118,0.06435159654468564
ACH-000120,0.01065579105946381
ACH-000123,-0.01758264168137354
ACH-000127,0.08747286198968722
ACH-000128,-0.07867620296667313
ACH-000132,0.11877955391206255
ACH-000133,-0.04984172822733793
ACH-000137,-0.14417926913292664
ACH-000138,0.020725866026571737
ACH-000142,0.05474364765364701
ACH-000143,0.2032121394442873
ACH-000146,0.05740622752620175
ACH-000148,-0.033966664411315316
ACH-000150,-0.05872580365909321
ACH-000152,-0.07987226325979177
ACH-000153,-0.04211160455309119
ACH-000159,0.02023972700311404
ACH-000160,0.12187300408622175
ACH-000163,-0.06056160609734549
ACH-000167,-0.09886359936692143
ACH-000168,0.12432702467647985
ACH-000169,0.017969758719886264
ACH-000178,0.043958161339164366
ACH-000183,0.041283657829546884
ACH-000188,0.05366871170879575
ACH-000189,-0.13443518292452505
ACH-000190,0.05590240002904806
ACH-000198,0.10742087940577344
ACH-000203,-0.3440351669905713
ACH-000204,-0.20854822211101506
ACH-000206,0.06025842927055265
ACH-000207,0.05827346872720472
ACH-000208,0.049532699468958094
ACH-000210,-0.10470106217293844
ACH-000211,-0.07442218558959222
ACH-000215,0.006639126622784146
ACH-000221,0.003818005735485811
ACH-000222,-0.02622784406270485
ACH-000223,0.031482705870283165
ACH-000226,-0.019610673977298255
ACH-000227,-0.0046415127704804654
