,FIBCD1 (84929)
ACH-000004,0.013458155464750718
ACH-000005,0.31556273658310513
ACH-000007,-0.01593460964000238
ACH-000009,-0.14850315151816906
ACH-000011,-0.001933635258497739
ACH-000012,-0.09445255100012494
ACH-000013,-0.13508128772990374
ACH-000014,-0.009965730857278834
ACH-000015,-0.049304086653345035
ACH-000017,-0.01963970747680966
ACH-000018,-0.14120718607962282
ACH-000019,-0.027305302194047133
ACH-000021,-0.06305788301285019
ACH-000022,-0.12160912355256465
ACH-000025,0.06218021879392304
ACH-000028,0.1249372491599586
ACH-000030,-0.05771732500383645
ACH-000035,0.0969840726541488
ACH-000036,0.04191173734441466
ACH-000037,-0.038763360949450834
ACH-000039,-0.24547534220809475
ACH-000040,-0.13018436482112694
ACH-000041,-0.1687909443501035
ACH-000042,-0.05207234318949637
ACH-000045,0.07392569416338357
ACH-000047,0.0893556888071136
ACH-000052,-0.10156578220236696
ACH-000053,-0.020867356402915028
ACH-000054,0.0810240857497935
ACH-000055,0.010235407271115987
ACH-000060,0.02466206208171529
ACH-000067,-0.010375724094589223
ACH-000070,0.01808787288702021
ACH-000075,-0.04147763533227891
ACH-000078,0.007858028321105055
ACH-000082,0.02670367607707077
ACH-000085,-0.019734049141578527
ACH-000086,-0.008562547326775836
ACH-000087,-0.09581513476340713
ACH-000092,-0.001074775716444556
ACH-000095,-0.06946287737281939
ACH-000097,0.0019315764899190183
ACH-000098,-0.014016927765868213
ACH-000099,0.003065666007413198
ACH-000108,-0.052425338450772616
ACH-000113,0.03798984449450744
ACH-000116,-0.021383445883838642
ACH-000118,-0.05159397893767688
ACH-000120,-0.04136932870222843
ACH-000123,0.07269104037058713
ACH-000127,-0.128143697977603
ACH-000128,0.0385350964972698
ACH-000132,-0.13199569444877396
ACH-000133,0.02740681711440755
ACH-000137,-0.08988363452297046
ACH-000138,-0.05834906126628268
ACH-000142,-0.06733543643599972
ACH-000143,-0.16363840223658455
ACH-000146,-0.04559912077577191
ACH-000148,0.052129035018057206
ACH-000150,-0.09534644372302732
ACH-000152,-0.01661371673981301
ACH-000153,0.1748970810941386
ACH-000159,-0.015307792712516796
ACH-000160,-0.009032252364515157
ACH-000163,0.012195737346147777
ACH-000167,-0.09474046109229692
ACH-000168,-0.0053187523912448225
ACH-000169,-0.0058698973627649715
ACH-000178,-0.05437970639155062
ACH-000183,-0.04721589726742322
ACH-000188,-0.095541930529549
ACH-000189,-0.14318569314858026
ACH-000190,-0.12167272810583253
ACH-000198,0.06786588513052064
ACH-000203,0.14154028990305256
ACH-000204,-0.006152797167024669
ACH-000206,-0.01686666094438457
ACH-000207,-0.029851902035545157
ACH-000208,0.16380106929211452
ACH-000210,0.14166217421257013
ACH-000211,-0.09749697210011816
ACH-000215,-0.0458913828058268
ACH-000221,-0.21381404797231773
ACH-000222,0.1533302925489082
ACH-000223,0.017792070737067376
ACH-000226,0.05029738782844536
ACH-000227,-0.016101246845525684
ACH-000228,-0.0059196285685805
ACH-000231,0.05347320486160402
ACH-000232,-0.05181315942740522
ACH-000233,0.026761390621323995
ACH-000234,0.04243297861783984
ACH-000235,0.009189437336832505
ACH-000237,-0.09753668026312247
ACH-000238,0.07171622084414286
ACH-000242,-0.2042652329104488
ACH-000243,-0.021948998210433116
ACH-000244,-0.15501092161742314
ACH-000246,-0.05427718841224217
ACH-000248,-0.018830887832151786
ACH-000250,-0.03647621695947904
ACH-000251,-0.04259733888006111
ACH-000252,-0.08115643150653548
ACH-000253,-0.11824581410166594
ACH-000255,-0.08313407297035502
ACH-000256,0.02366797013195449
ACH-000257,0.06500378127859541
ACH-000258,-0.09664263828220758
ACH-000259,-0.05837218476977716
ACH-000260,-0.049187098941411565
ACH-000261,0.015786297254773755
ACH-000262,-0.04146159551365688
ACH-000263,-0.3205257425308897
ACH-000264,0.01059386447787125
ACH-000265,-0.03856774806061963
ACH-000266,-0.005435654131715667
ACH-000272,-0.009016299086677188
ACH-000274,-0.11983980854741677
ACH-000277,-0.10605297581277312
ACH-000278,0.07690679110966489
ACH-000279,0.041702415670971216
ACH-000280,-0.09759164567113657
ACH-000281,-0.05896118454756154
ACH-000288,0.11677357637582468
ACH-000291,-0.07429457594456547
ACH-000293,0.03450487202610494
ACH-000294,-0.06455748799469939
ACH-000295,0.21508219474137732
ACH-000296,0.04499252822850112
ACH-000302,0.05559379343980031
ACH-000304,0.014174158841400513
ACH-000307,-0.024086126319751287
ACH-000308,0.012335302747908696
ACH-000310,-0.10053043329571704
ACH-000311,-0.1531665072569268
ACH-000312,-0.23640296271282146
ACH-000315,-0.0892870901716397
ACH-000316,-0.08260767719566453
ACH-000317,0.008197245605311923
ACH-000318,-0.024229499954759728
ACH-000319,-0.012887023464628248
ACH-000320,0.19780479075098875
ACH-000322,-0.06898425632813357
ACH-000323,0.02815627740110375
ACH-000324,-0.07667268007923171
ACH-000329,-0.08569252883866586
ACH-000330,0.07847347230093905
ACH-000331,0.0659200239167041
ACH-000332,-0.014305882860818625
ACH-000334,0.04628502247010068
ACH-000335,-0.31863157083830257
ACH-000336,0.1841928028851595
ACH-000337,-0.2253512090251183
ACH-000338,-0.30629282348455955
ACH-000339,-0.0713233325284936
ACH-000341,0.027625097281549417
ACH-000348,0.015217382476597712
ACH-000350,-0.08272928085383184
ACH-000352,0.09959698416246866
ACH-000356,0.14228136893985546
ACH-000361,0.227356153298918
ACH-000362,-0.01910021111699569
ACH-000363,-0.028842599716177336
ACH-000364,-0.01223147006404222
ACH-000365,-0.01868093022870737
ACH-000366,-0.11230854479522404
ACH-000368,0.13289430011826245
ACH-000374,0.019716270206714563
ACH-000375,-0.1724557716738876
ACH-000376,0.11864670009215618
