,PRUNE (58497)
ACH-000363,-0.10063040596546832
ACH-000364,-0.4865448489678506
ACH-000365,-0.7586396621266065
ACH-000366,-0.2864692296280004
ACH-000368,-0.2375681319288753
ACH-000374,-0.27294732271057537
ACH-000375,-0.07525083120360887
ACH-000376,-0.3428538957384954
ACH-000381,-0.473997575673305
ACH-000383,-0.3601207482762975
ACH-000387,-0.1374859647853392
ACH-000389,-0.2989412868560934
ACH-000390,-0.3917143331019769
ACH-000393,-0.25159754792215483
ACH-000395,-0.4126420071972651
ACH-000396,-0.4885409798353985
ACH-000397,-0.4384499047768805
ACH-000401,-0.13305684423208927
ACH-000402,-0.5245705635042448
ACH-000403,-0.3598738965699147
ACH-000404,-0.4292702851791582
ACH-000406,-0.18271894175645528
ACH-000407,-0.2367584051833813
ACH-000408,-0.14086770010296593
ACH-000410,-0.32862609363189355
ACH-000411,-0.15362527110771734
ACH-000414,-0.11910748880632455
ACH-000415,-0.2060678502220624
ACH-000416,-0.4174033878805632
ACH-000420,-0.15848404247518966
ACH-000421,-0.22383944912205966
ACH-000424,-0.4710551867404879
ACH-000425,-0.4350174371355485
ACH-000426,-0.4703277799725722
ACH-000427,-0.3087178434306573
ACH-000433,-0.5864939456686993
ACH-000435,-0.4015552760645864
ACH-000436,-0.26637429247732336
ACH-000444,-0.3423150690338079
ACH-000445,-0.3761431920956413
ACH-000448,-0.2394381382047964
ACH-000450,-0.2561074438768474
ACH-000452,-0.27186142944680713
ACH-000454,-0.3692473717915689
ACH-000458,-0.19275447734271786
ACH-000459,-0.15049881792003195
ACH-000460,-0.3002710578161528
ACH-000461,-0.23062511313761425
ACH-000463,-0.2263054712126299
ACH-000464,-0.4027236627829333
ACH-000466,-0.1798333916135769
ACH-000467,-0.3657972520453111
ACH-000468,-0.22755929641638356
ACH-000469,-0.17666379775441812
ACH-000470,-0.2386391709218667
ACH-000471,-0.19252584847336832
ACH-000472,-0.1545327621113987
ACH-000473,-0.2344662096307361
ACH-000475,-0.35073161789351115
ACH-000476,-0.19849238194189564
ACH-000477,-0.32041344594200616
ACH-000479,-0.3995764922247942
ACH-000480,-0.33913845018599303
ACH-000481,-0.2944136921098853
ACH-000483,-0.2167043910205672
ACH-000484,-0.4566471880173631
ACH-000485,-0.08860473339825538
ACH-000486,-0.21659282661143076
ACH-000487,-0.25917433845971866
ACH-000488,-0.20916376424632813
ACH-000490,-0.20060313803005775
ACH-000491,-0.2773069188801716
ACH-000495,-0.1900114290087659
ACH-000496,-0.3546943098231519
ACH-000499,-0.18638650262079173
ACH-000500,-0.5683319997364845
ACH-000502,-0.3287077640356117
ACH-000503,0.014140776747634852
ACH-000505,-0.30336337427798465
ACH-000507,-0.3679598033244617
ACH-000510,-0.4380665941951429
ACH-000511,-0.18306505162526
ACH-000512,-0.4332972483085882
ACH-000516,-0.3142941551443536
ACH-000517,-0.20914605924555965
ACH-000518,-0.1215979930450838
ACH-000520,-0.20192811340095626
ACH-000521,-0.4162134850865904
ACH-000522,-0.33903237536127545
ACH-000524,-0.15563322979088592
ACH-000527,-0.2694979046030785
ACH-000528,-0.1546185939452228
ACH-000537,-0.33337091139778857
ACH-000541,-0.327180397764045
ACH-000542,-0.4008429460114344
ACH-000544,-0.1762797769630316
ACH-000545,-0.2388134029123309
ACH-000547,-0.14670356220688718
ACH-000548,-0.4202999837320955
ACH-000549,-0.5043126274530166
ACH-000550,-0.1866871795058436
ACH-000552,-0.22718723456540815
ACH-000556,-0.43024171940256656
ACH-000557,-0.21352792998132225
ACH-000569,-0.2616329374152057
ACH-000570,-0.10740631200987363
ACH-000571,-0.2454614106774917
ACH-000573,-0.29252267685129896
ACH-000576,-0.2598112248861389
ACH-000579,-0.17847728913853575
ACH-000580,-0.30843995333498225
ACH-000584,-0.2942802583756147
ACH-000585,-0.328652640188151
ACH-000588,-0.42682946839502095
ACH-000589,-0.3235843099898236
ACH-000591,-0.060178502113503465
ACH-000593,-0.2699981169636524
ACH-000600,-0.18522780105049325
ACH-000601,-0.43459548643011936
ACH-000605,-0.1182297804416602
ACH-000606,-0.3001350574704684
ACH-000608,-0.24918062480071676
ACH-000614,-0.16417281261968514
ACH-000616,-0.4649785062799514
ACH-000618,-0.17569520215814674
ACH-000619,-0.2378348563085041
ACH-000620,-0.37245789034479854
ACH-000621,-0.21450157039879456
ACH-000622,-0.2708011699932601
ACH-000623,-0.314971851476388
ACH-000624,-0.10568664748859324
ACH-000627,-0.2537255225509511
ACH-000630,-0.28042095550730306
ACH-000631,-0.0980721686137861
ACH-000632,-0.16610845209880673
ACH-000633,-0.3655187903452151
ACH-000637,-0.024170532584017974
ACH-000638,-0.36930246459428345
ACH-000646,-0.4771822804513008
ACH-000647,-0.3546190384763952
ACH-000648,-0.2319909858998116
ACH-000649,-0.1870292804844836
ACH-000651,-0.22699892813518874
ACH-000652,-0.13753891656510742
ACH-000653,-0.19480629526730806
ACH-000657,-0.3770601059459479
ACH-000658,-0.3672042747783063
ACH-000661,-0.22962670373630176
ACH-000662,0.2727934098017817
ACH-000663,-0.2253466023206577
ACH-000665,-0.3711410708656643
ACH-000671,-0.34252356528997074
ACH-000672,-0.7786133916321646
ACH-000673,-0.22023786042291624
ACH-000676,-0.6346119892493134
ACH-000677,-0.15709191093643612
ACH-000681,-0.2182081018491976
ACH-000683,-0.40895284987841823
ACH-000684,-0.25534365618691685
ACH-000688,-0.27426186247413264
ACH-000693,-0.36166899086800025
ACH-000694,-0.18027812196045376
ACH-000695,-0.351362145594199
ACH-000696,-0.3830628312636419
ACH-000697,-0.34900048288096586
ACH-000699,-0.26183983067209377
ACH-000701,-0.15967908308639514
ACH-000706,-0.17179892825046855
ACH-000711,-0.2509103098817381
ACH-000713,-0.4870355516605434
ACH-000714,-0.28178895688581873
ACH-000718,-0.3220485042464588
ACH-000720,-0.3301909463755446
ACH-000721,-0.38683969838789545
ACH-000724,-0.2581710604311623
ACH-000725,-0.4259358641178703
ACH-000732,-0.3149864103821807
ACH-000734,-0.4357715627545047
ACH-000735,-0.19724740016288247
ACH-000736,-0.05621762167328153
ACH-000738,-0.2271801722495269
ACH-000746,-0.18495878815392544
ACH-000747,-0.4201815890560984
ACH-000748,-0.15447269183431753
ACH-000753,-0.5106376246887726
ACH-000756,-0.2588358579456397
ACH-000757,-0.30573829231838706
ACH-000758,-0.20563840576074693
ACH-000760,-0.4368093122002916
ACH-000762,-0.2929725571388416
ACH-000763,-0.1377897544875969
ACH-000764,-0.3525243888158186
ACH-000765,-0.2721439228056569
ACH-000766,-0.6870251007891486
ACH-000767,-0.5858473878758801
ACH-000768,-0.2543753987545952
ACH-000769,-0.3639524547753391
ACH-000770,-0.2510227041660003
ACH-000771,-0.12181933076190507
ACH-000773,-0.4727606969253134
ACH-000776,-0.20474463058980166
ACH-000777,-0.12559225311959482
ACH-000778,-0.21461510518891294
ACH-000781,-0.3284799078720099
ACH-000782,-0.21400700431240927
ACH-000783,-0.4096979314364756
ACH-000784,-0.2325639967857647
ACH-000785,-0.5717983390711839
ACH-000787,-0.4223457639818571
ACH-000788,-0.16699075265899574
ACH-000791,-0.34668041080556355
ACH-000792,-0.17424894151109332
ACH-000794,-0.2103150931825079
ACH-000796,-0.19570440526325428
ACH-000798,-0.5541202665008056
ACH-000799,-0.3143336777282594
ACH-000800,-0.5456742836539155
ACH-000802,-0.256088092388797
ACH-000804,-0.4323616053127506
ACH-000805,-0.361848329075034
ACH-000809,-0.3489893456637512
ACH-000810,-0.3926081885364452
ACH-000811,-0.2912917528360346
ACH-000817,-0.3402958664032848
ACH-000819,-0.22760258092406166
ACH-000820,-0.03194942084909564
ACH-000821,-0.24966854216331505
ACH-000822,-0.4220190116541301
ACH-000823,-0.2391565890536731
ACH-000824,-0.3322521650904698
ACH-000827,-0.27923660867361944
ACH-000829,-0.23554233146138945
ACH-000831,-0.34521253395944845
ACH-000832,-0.2563674986521796
ACH-000833,-0.1967761791414211
ACH-000834,-0.2397523099854846
ACH-000835,-0.16085052982085404
ACH-000836,-0.2682293889607403
ACH-000837,-0.15712464543300994
ACH-000838,-0.3778921926144397
ACH-000839,-0.18866577331979503
ACH-000840,-0.28421424353947866
ACH-000841,-0.2815422821955177
ACH-000843,-0.3368845355757259
ACH-000846,-0.1383270936275229
ACH-000847,-0.3228203022072631
ACH-000848,-0.2246554871985385
ACH-000849,-0.3464046428339029
ACH-000851,-0.3748109888189605
ACH-000855,-0.3439650828461978
ACH-000856,-0.15606617073233242
ACH-000858,-0.3513590415068232
ACH-000859,-0.4276478002841409
ACH-000861,-0.2067373628621633
ACH-000862,-0.2355413917058373
ACH-000865,-0.21877867536504275
ACH-000866,-0.30223308030915336
ACH-000867,-0.2776082959921171
ACH-000869,-0.5011262680649711
ACH-000872,-0.2386320844970458
ACH-000873,-0.14354367442850638
ACH-000876,-0.1465959527388738
ACH-000878,-0.2499570797326018
ACH-000880,-0.2275856073206921
ACH-000881,-0.2527796824548269
ACH-000882,-0.5158015275754071
ACH-000884,-0.2629265997692697
ACH-000885,-0.21489166812496732
ACH-000887,-0.26686142034823906
ACH-000889,-0.5294803953675767
ACH-000896,-0.27260043495161584
ACH-000898,-0.3494375426555316
ACH-000900,-0.571714442128594
ACH-000901,-0.2445998090657381
ACH-000905,-0.3245540612753304
ACH-000906,-0.21561581600792826
ACH-000907,-0.1844824496467536
ACH-000910,-0.1995297919649198
ACH-000911,-0.5696115934015468
ACH-000912,-0.19201284426238632
ACH-000913,-0.3735446123212911
ACH-000915,-0.17848802879721545
ACH-000916,-0.4659243060171962
ACH-000917,-0.2461018207409521
ACH-000920,0.0017772404714962203
ACH-000921,-0.2907421762402269
ACH-000924,-0.4325248794138245
ACH-000926,-0.23668648073890905
ACH-000928,-0.3451360652282415
ACH-000929,-0.6540260699591997
ACH-000932,-0.2688458657051432
ACH-000935,-0.13015381437722887
ACH-000936,-0.5140190530266178
ACH-000937,-0.19778342612645453
ACH-000938,-0.3081303167347713
ACH-000939,-0.5298792735062565
ACH-000941,-0.2318535570212067
ACH-000943,-0.4208381422371164
ACH-000946,-0.3723935037771394
ACH-000947,-0.2659584740668873
ACH-000948,-0.3298485288642335
ACH-000950,-0.17693215377335225
ACH-000953,-0.17252246916411662
ACH-000954,-0.22043660191982772
ACH-000957,-0.22701306034224145
ACH-000958,-0.3535346906269376
ACH-000960,-0.03971059264323133
ACH-000963,-0.41244765912516135
ACH-000968,-0.05529953952589163
ACH-000969,-0.4183515569613741
ACH-000972,-0.3949759497159749
ACH-000973,-0.3482667784437934
ACH-000974,-0.3033567709745695
ACH-000978,-0.2620801516050179
ACH-000984,-0.4004859816930398
ACH-000986,-0.3852315938921738
ACH-000988,-0.13002942151626332
ACH-000993,-0.21180597831257225
ACH-000994,-0.2627459363580649
ACH-000996,-0.21205326244170794
ACH-001001,-0.2027049640219156
ACH-001020,-0.23669992324716
ACH-001028,-0.2347277691741791
ACH-001031,-0.2270608705220427
ACH-001038,-0.2733016864727651
ACH-001048,-0.27894118524423844
ACH-001050,-0.17359383849528132
ACH-001053,-0.2762576341267001
ACH-001054,-0.46607748174692
ACH-001061,-0.2937251774094704
ACH-001067,-0.2746644699996437
ACH-001075,-0.1994807766157978
ACH-001096,-0.3039123591100749
ACH-001111,-0.4505688719303155
ACH-001119,-0.40838373680654794
ACH-001128,-0.2405175817260107
ACH-001134,-0.2453230885614992
ACH-001151,-0.2823474133614226
ACH-001163,-0.6382833776154917
ACH-001164,-0.3124674547592661
ACH-001183,-0.09971216280005524
ACH-001192,-0.2027177597702824
ACH-001193,-0.4741727537278234
ACH-001196,-0.2617637886933706
ACH-001197,-0.4454819610716352
ACH-001205,-0.3405466523373895
ACH-001211,-0.5923181805806998
ACH-001212,-0.3584983492858259
ACH-001228,-0.323593003471401
ACH-001232,-0.34804824442869703
ACH-001239,-0.15354305624651404
ACH-001270,-0.365390138949406
ACH-001274,-0.17814315115469026
ACH-001275,-0.06425252403078938
ACH-001277,-0.155983530438051
ACH-001278,-0.2942896603839653
ACH-001280,-0.328016548253426
ACH-001283,-0.20321653434209305
ACH-001289,-0.33888476662153666
ACH-001300,-0.1887622349790268
ACH-001301,-0.30641813220974284
ACH-001302,-0.25165059710973303
ACH-001306,-0.3818804071391344
ACH-001318,-0.3651000602362736
ACH-001322,-0.22507847737493367
ACH-001328,-0.33065408861231177
ACH-001332,-0.2950811976902839
ACH-001336,-0.3928413309392612
ACH-001346,-0.2494012083798161
ACH-001353,-0.3183754407291264
ACH-001354,-0.3840002323616857
ACH-001367,-0.4629689756861796
ACH-001368,-0.4618340539789054
ACH-001374,-0.4706816243022706
ACH-001377,-0.356256509131112
ACH-001380,-0.27567723271814937
ACH-001391,-0.3972823036348396
ACH-001408,-0.36561975382753054
ACH-001430,-0.1836569226333077
ACH-001431,-0.20204281520405667
ACH-001450,-0.6250008771016486
ACH-001496,-0.08346781179645962
ACH-001500,-0.3513645773559357
ACH-001523,-0.14585685447514946
ACH-001532,-0.18042344446999545
ACH-001550,-0.12679163135404542
ACH-001552,-0.14635357089706874
ACH-001554,-0.27061003047920895
ACH-001654,-0.3797614936536016
ACH-001735,-0.25797377384490144
ACH-001736,-0.10969243641046346
ACH-001737,-0.3401289758292384
ACH-001740,-0.14480770850843305
ACH-001745,-0.09373128766040603
ACH-001765,-0.3386956603992276
