,CAP1 (10487)
ACH-000004,-0.491189418498015
ACH-000005,-0.7122683036231036
ACH-000007,-0.8971893745027063
ACH-000009,-0.8599519489895938
ACH-000011,-0.31385281905647816
ACH-000012,-0.9585172734803202
ACH-000013,-0.4582188577620711
ACH-000014,-0.6657150112024588
ACH-000015,-0.37845171411963696
ACH-000017,-0.37296071151585697
ACH-000018,-0.5838913930127457
ACH-000019,-0.2325859742326549
ACH-000021,-0.2584063573192648
ACH-000022,-0.6091706463577736
ACH-000025,-0.5339430459510784
ACH-000028,-0.5337729591827116
ACH-000030,-0.7572885071785026
ACH-000035,-0.5077973926196473
ACH-000036,-0.3680391134257465
ACH-000037,-0.6615724717124025
ACH-000039,-0.5101048332335698
ACH-000040,-0.3933716148523607
ACH-000041,-0.35707473036982124
ACH-000042,-0.687427517729281
ACH-000045,-0.5448925586052542
ACH-000047,-0.5537676558355208
ACH-000052,-0.42350092645225934
ACH-000053,-0.4363440517122398
ACH-000054,-0.5268569881162983
ACH-000055,-0.4431057234732294
ACH-000060,-0.6033176662173989
ACH-000067,-0.4928591039709414
ACH-000070,-0.5657917482089418
ACH-000075,-0.5635396063401699
ACH-000078,-0.5489393414885932
ACH-000082,-0.5330594662254211
ACH-000085,-0.7331593527384757
ACH-000086,-0.5121184294701527
ACH-000087,-0.5270591678947498
ACH-000092,-0.4974712454462212
ACH-000095,-0.6753796099701528
ACH-000097,-0.4802834910214952
ACH-000098,-0.22180809050605454
ACH-000099,-0.5351408315657401
ACH-000108,-0.39000304346224224
ACH-000113,-0.28890607124587675
ACH-000116,-0.4335488335727299
ACH-000118,-0.3668291772280751
ACH-000120,-0.6801422067797372
ACH-000123,-0.4092232212705389
ACH-000127,-0.4135474134986181
ACH-000128,-0.4551026172522166
ACH-000132,-0.5607623671775022
ACH-000133,-0.32755326423668635
ACH-000137,-0.5701571184970313
ACH-000138,-0.4558999867894241
ACH-000142,-0.651966311371229
ACH-000143,-0.6900131063100492
ACH-000146,-0.6041351613829261
ACH-000148,-0.4865439546714626
ACH-000150,-0.5994855636286164
ACH-000152,-0.4287593492725941
ACH-000153,-0.3981762856548015
ACH-000159,-0.4781121340921046
ACH-000160,-0.7372486627024692
ACH-000163,-0.7162681673415369
ACH-000167,-0.5567634843653141
ACH-000168,-0.5932264074468682
ACH-000169,-0.5268463050457147
ACH-000178,-0.4168106173863612
ACH-000183,-0.6929256250849085
ACH-000188,-0.6408970058950877
ACH-000189,-0.4351775610242763
ACH-000190,-0.5121816605827992
ACH-000198,-0.4886219014234198
ACH-000203,-0.6744680625225592
ACH-000204,-0.6213203748464959
ACH-000206,-1.042322837072658
ACH-000207,-0.7796902033197939
ACH-000208,-0.808942132927505
ACH-000210,-0.3414673539618347
ACH-000211,-0.5155335847153351
ACH-000215,-0.31954126112117937
ACH-000221,-0.5636269228111346
ACH-000222,-0.622957020170608
ACH-000223,-0.6329276252337447
ACH-000226,-0.4862916430241853
ACH-000227,-0.42929211488855
ACH-000228,-0.7869955598096582
ACH-000231,-0.6271848332569477
ACH-000232,-0.4380837223413227
ACH-000233,-0.5911513340799333
ACH-000234,-0.42608947002699343
ACH-000235,-0.6098949032795211
ACH-000237,-0.4964298421319937
