,USH1C (10083)
ACH-000004,0.16861967995083174
ACH-000005,0.10055882801930728
ACH-000007,0.2921532544285572
ACH-000009,0.20794918788328706
ACH-000011,0.2310865815767489
ACH-000012,0.12553922609589224
ACH-000013,0.1174416118163264
ACH-000014,0.052313952170545915
ACH-000015,0.1581604991607868
ACH-000017,0.20741897076160604
ACH-000018,0.0930941343503341
ACH-000019,0.12285604734048768
ACH-000021,0.1305279251215848
ACH-000022,0.16918691818806555
ACH-000025,0.20144539086227975
ACH-000028,0.1965390315726917
ACH-000030,0.1181179891710501
ACH-000035,0.32469052772229184
ACH-000036,0.2298871225430514
ACH-000037,0.04322991962596524
ACH-000039,0.12846114602413847
ACH-000040,0.27925939118062204
ACH-000041,0.2833136793128671
ACH-000042,0.08852841664306449
ACH-000045,0.2410416533440374
ACH-000047,0.13279883372760498
ACH-000052,0.21549451231547648
ACH-000053,0.08192157981686263
ACH-000054,0.11959382370428973
ACH-000055,0.03170411020053108
ACH-000060,0.1729719417543981
ACH-000067,0.16474390819674206
ACH-000070,0.08456128385976164
ACH-000075,0.008001375936516491
ACH-000078,0.2549713010140442
ACH-000082,0.23933912996355364
ACH-000085,0.239975246847174
ACH-000086,0.06735448367589521
ACH-000087,0.2776462753427603
ACH-000092,0.2279830466928853
ACH-000095,0.11448722727652
ACH-000097,0.13241923046503765
ACH-000098,0.12022558978880545
ACH-000099,0.19060038884803152
ACH-000108,0.21778539110715928
ACH-000113,0.20385274323673286
ACH-000116,0.23401868410727744
ACH-000118,0.1675485754809077
ACH-000120,0.21689343720063545
ACH-000123,0.10148403583239418
ACH-000127,0.19176714727266653
ACH-000128,0.2384391159993978
ACH-000132,0.2260884171881681
ACH-000133,0.10314592840903836
ACH-000137,0.07439642170869701
ACH-000138,0.15407403153142885
ACH-000142,0.19412075655322167
ACH-000143,0.04559171535416619
ACH-000146,0.2093743867285568
ACH-000148,0.2247288741808929
ACH-000150,0.2549563188004729
ACH-000152,0.2473087862183693
ACH-000153,0.18708030549937552
ACH-000159,0.1169820365785154
ACH-000160,0.1945055172123998
ACH-000163,0.29776619719147684
ACH-000167,0.04605823713419512
ACH-000168,0.09077903228848144
ACH-000169,0.14601711190639094
ACH-000178,0.21951914957259291
ACH-000183,0.1424140268211858
ACH-000188,0.18239191251234
ACH-000189,0.6055675757015063
ACH-000190,0.2246977308853688
ACH-000198,0.3000210597791779
ACH-000203,0.2022920937832967
ACH-000204,0.2778820195353442
ACH-000206,0.1618833954648809
ACH-000207,0.16742438119076467
ACH-000208,0.1882180913077468
ACH-000210,0.09455190952058706
ACH-000211,0.15647091092244633
ACH-000215,0.19724393476298865
ACH-000221,0.14307089094931358
ACH-000222,0.2338317116226375
ACH-000223,0.2236256714505664
ACH-000226,0.12909497831258696
ACH-000227,0.2280320406576829
ACH-000228,0.2085967697582176
ACH-000231,0.21351312994479787
ACH-000232,0.11792204814885215
ACH-000233,0.1878264342512836
ACH-000234,0.2538626284209504
ACH-000235,0.1926681273823565
ACH-000237,0.20714013389605207
ACH-000238,0.16346522517587364
ACH-000242,0.04333342759026623
ACH-000243,0.16987972491585934
ACH-000244,0.2730392194386935
ACH-000246,0.16968535959623213
ACH-000248,0.3809370680472573
ACH-000250,0.18476541229053087
ACH-000251,0.3538517731049841
ACH-000252,0.2348640054546098
ACH-000253,0.14171679737230902
ACH-000255,0.16811885537674606
ACH-000256,0.016462592377267674
ACH-000257,-0.09902533669073978
ACH-000258,0.05000221828952397
ACH-000259,0.21490566804594552
ACH-000260,0.07331959061594558
ACH-000261,0.18323885397595127
ACH-000262,0.3271453425652293
ACH-000263,-0.03125718605652647
ACH-000264,0.29514688256850563
ACH-000265,0.15214643052981308
ACH-000266,0.2011868537888709
ACH-000272,0.2495550962302617
ACH-000274,0.16558067216029462
ACH-000277,0.1930842039403334
ACH-000278,0.19852341870292872
ACH-000279,0.18907247610154687
ACH-000280,0.19149996637208686
ACH-000281,0.07945712916749759
ACH-000288,0.1522014247376332
ACH-000291,0.14777232049748218
ACH-000293,0.1483299844043511
ACH-000294,0.15350992697137747
ACH-000295,0.2228379197450608
ACH-000296,0.11296775459659793
ACH-000302,0.14274644043250198
ACH-000304,0.3458273728581647
ACH-000307,0.14830052958354165
ACH-000308,0.1477220253156218
ACH-000310,0.08635190317625607
ACH-000311,0.22710568780214316
ACH-000312,0.16480620294833878
ACH-000315,0.33042683965289765
ACH-000316,0.09948430959043504
ACH-000317,0.2239775450862581
ACH-000318,0.19224537034292175
ACH-000319,0.06089005811636949
ACH-000320,0.2692102703977014
ACH-000322,0.2238351935683962
ACH-000323,0.16340856700921952
ACH-000324,0.21368400655816067
ACH-000329,0.14559826344717533
ACH-000330,0.1898607137474948
ACH-000331,0.20403069445473065
ACH-000332,0.25044656865465265
ACH-000334,0.21510262993909968
ACH-000335,0.1969477825260456
ACH-000336,0.22629761920748165
ACH-000337,0.10673744483228696
ACH-000338,-0.09489708533532584
ACH-000339,0.2075211844110273
ACH-000341,0.14304748748849386
ACH-000348,0.1600322215146492
ACH-000350,0.17516326395277054
ACH-000352,0.14717727320707535
ACH-000356,0.14412010412332688
ACH-000361,0.13622272311977254
ACH-000362,0.1810786365038025
ACH-000363,0.0943642807737715
ACH-000364,0.12361491105070535
ACH-000365,0.19972093753970216
ACH-000366,0.2574991513008268
ACH-000368,0.1653804438459135
ACH-000374,0.1936859224980644
ACH-000375,0.18703451459232975
ACH-000376,0.20022267920454995
ACH-000381,0.11883045126567605
ACH-000383,0.13315834364967036
ACH-000387,0.1829203410530836
ACH-000389,0.3271646474171692
ACH-000390,0.12302923354590188
ACH-000393,0.08506284201836316
ACH-000395,0.2773136157631492
ACH-000396,0.3826440271748104
ACH-000397,0.11452671848134872
ACH-000401,0.19188569556897472
ACH-000402,-0.14991871571243334
ACH-000403,0.1478868153371686
ACH-000404,0.0238187329562501
ACH-000406,0.11108324429043424
ACH-000407,0.1141917666592589
ACH-000408,0.05804266452765041
ACH-000410,0.1120381007651174
ACH-000411,0.17944131550326464
ACH-000414,0.16955805658734302
ACH-000415,-0.02918108863531641
ACH-000416,0.2163183613153531
ACH-000420,0.18120396239042666
ACH-000421,0.1788984273061535
ACH-000424,0.1870266555721872
ACH-000425,0.1413229504374143
ACH-000426,0.19091400594318106
ACH-000427,0.2622011889209491
ACH-000433,0.06774908393812587
ACH-000435,0.25952403798336354
ACH-000436,0.25485277102197895
ACH-000444,0.13320239923197405
ACH-000445,0.16782640544658048
ACH-000448,0.17691236726386278
ACH-000450,0.04509049181256428
ACH-000452,0.08875414651648378
ACH-000454,0.1834410207554556
ACH-000458,0.15724223319134964
ACH-000459,0.08871491933001696
ACH-000460,0.14756227532149568
ACH-000461,0.20822153208931515
ACH-000463,0.2275954986014632
ACH-000464,0.11386761898674624
ACH-000466,0.22941838191425135
ACH-000467,0.03251344133159382
ACH-000468,0.11940545263102563
ACH-000469,0.1352865057284588
ACH-000470,0.2560430252732921
ACH-000471,0.15078727997311978
ACH-000472,0.15800511890677432
ACH-000473,0.16083536520840094
ACH-000475,0.15725262996303185
ACH-000476,0.1987252660595197
ACH-000477,0.0620485175590144
ACH-000479,0.11861467631125094
ACH-000480,0.2037313298224068
ACH-000481,0.16114737415963964
ACH-000483,0.16673824762452008
ACH-000484,0.2725869296571725
ACH-000485,0.20911617322358025
ACH-000486,0.017426452383896892
ACH-000487,0.18464943835308648
ACH-000488,0.10566868343269208
ACH-000490,0.2075862169613303
ACH-000491,0.2217830646322449
ACH-000495,0.08459518252059611
ACH-000496,0.14881818752528378
ACH-000499,0.2546622711974347
ACH-000500,0.12280423337320916
ACH-000502,0.19047322119596036
ACH-000503,0.0756601376175357
ACH-000505,0.2279390041236348
ACH-000507,0.2737898419545038
ACH-000510,0.05013759440447972
ACH-000511,0.2531218793863465
ACH-000512,0.3467960086428382
ACH-000516,0.11470310258264413
ACH-000517,0.15202903947432853
ACH-000518,0.19925275550883176
ACH-000520,0.1074611055368528
ACH-000521,0.3355989064702864
ACH-000522,0.13235254841993066
ACH-000524,0.11085306583420043
ACH-000527,0.16546410929745678
ACH-000528,0.17389548486160702
ACH-000537,0.10442867679430733
ACH-000541,0.19234174985206007
ACH-000542,0.1932825159794204
ACH-000544,0.07838301427055129
ACH-000545,0.11586366948661972
ACH-000547,-0.18191423937142506
ACH-000548,0.2393606025610784
ACH-000549,0.2160027307564352
ACH-000550,0.22008757323323772
ACH-000552,0.3426704737052076
ACH-000556,0.19084019994271886
ACH-000557,0.13676784690317942
ACH-000569,0.06813543654090971
ACH-000570,0.13921724776302388
ACH-000571,0.19313906794030625
ACH-000573,0.1847239625525064
ACH-000576,0.2388437149506949
ACH-000579,0.21516354901765666
ACH-000580,0.2129492255591584
ACH-000584,0.15063243487574768
ACH-000585,0.1318781807105703
ACH-000588,0.12592806332767126
ACH-000589,0.1403757551735487
ACH-000591,0.28651107348357113
ACH-000593,0.10032797344234347
ACH-000600,0.07593928309212533
ACH-000601,0.17090841253744854
ACH-000605,0.17923371224763512
ACH-000606,0.1427914285783674
ACH-000608,0.1532093991796836
ACH-000614,0.15302010835902982
ACH-000616,0.10528450518034273
ACH-000618,0.2747272330983999
ACH-000619,0.19024399674554834
ACH-000620,0.2442763993938793
ACH-000621,0.26169412003928705
ACH-000622,0.07070429039746805
ACH-000623,0.18052944975217952
ACH-000624,0.14595918174378933
ACH-000627,0.26714822524821513
ACH-000630,0.1592509625296267
ACH-000631,0.1899893297079884
ACH-000632,0.1361034056829507
ACH-000633,0.21519447288759413
ACH-000637,0.24829802789661665
ACH-000638,0.12350433364804415
ACH-000646,0.24037381977037475
ACH-000647,0.12082464648086115
ACH-000648,0.2749741735439211
ACH-000649,0.23788332140505364
ACH-000651,0.1426133546694254
ACH-000652,0.2507913606448597
ACH-000653,0.05763112163587177
ACH-000657,0.15816368511828888
ACH-000658,0.09736188559169097
ACH-000661,0.21591908752804734
ACH-000662,0.1455795280693894
ACH-000663,0.0253642224931984
ACH-000665,0.09913665375419584
ACH-000671,0.13024051201860734
ACH-000672,0.1830408203003264
ACH-000673,0.20033643441345814
ACH-000676,0.17966459397903392
ACH-000677,0.17515521314264496
ACH-000681,0.24048490247340626
ACH-000683,0.12281556761995532
ACH-000684,-0.027369229362498738
ACH-000688,0.14595202422251502
ACH-000693,0.19505814799147767
ACH-000694,0.13712800440683626
ACH-000695,0.21668463047843853
ACH-000696,0.19791812671858208
ACH-000697,0.2868377929054596
ACH-000699,0.21282113365559685
ACH-000701,0.2395638421355598
ACH-000706,0.2443291697658895
ACH-000711,-0.015813796538664368
ACH-000713,0.1451421317574579
ACH-000714,0.20349093638479784
ACH-000718,0.2493525348915687
ACH-000720,0.0848155098786545
ACH-000721,0.21153180694712004
ACH-000724,0.18333880800447588
ACH-000725,0.2704555910439357
ACH-000732,0.11337582396997956
ACH-000734,0.11642714305366787
ACH-000735,0.053736976127900224
ACH-000736,0.1202992835616938
ACH-000738,0.17676431318175714
ACH-000746,0.11954882584046984
ACH-000747,0.15359769983460456
ACH-000748,0.1211472646045697
ACH-000753,0.13983558367298182
ACH-000756,0.19435960143941108
ACH-000757,0.017952097746707703
ACH-000758,-0.08922651929024154
ACH-000760,0.12553820001338412
ACH-000762,0.2151968967930255
ACH-000763,0.2873055238523853
ACH-000764,0.15922592644301373
ACH-000765,0.22283416158606814
ACH-000766,0.3527843864720211
ACH-000767,0.10141267148544099
ACH-000768,0.20420158147823386
ACH-000769,0.10565566256396894
ACH-000770,0.11502938680983565
ACH-000771,0.22684344135895074
ACH-000773,0.14828898490974934
ACH-000776,0.2879882186834569
ACH-000777,0.2417903578995161
ACH-000778,0.17012554182898645
ACH-000781,0.07800670454933588
ACH-000782,0.21688596061385795
ACH-000783,0.2114125050726616
ACH-000784,0.1224865346795372
ACH-000785,0.15778560407360998
ACH-000787,0.15698769586349542
ACH-000788,0.13546578882705873
ACH-000791,0.1234021826869424
ACH-000792,0.2494209787397193
ACH-000794,0.21012093654636999
ACH-000796,0.17111930513041745
ACH-000798,0.1169890050578188
ACH-000799,-0.003181524792061957
ACH-000800,0.06591173107615655
ACH-000802,0.09753992477912517
ACH-000804,0.2846906686885789
ACH-000805,0.07067360906977006
ACH-000809,0.1728111394748255
ACH-000810,0.30793835168126604
ACH-000811,0.19738248225254246
ACH-000817,0.3724111280219568
ACH-000819,0.11413609805095093
ACH-000820,0.2573725239722425
ACH-000821,0.3198574104696048
ACH-000822,0.18022389309746528
ACH-000823,0.07139578631483627
ACH-000824,0.09614278349846904
ACH-000827,0.1561753805358739
ACH-000829,0.14436310034749414
ACH-000831,0.17146887226146967
ACH-000832,0.1086614722221114
ACH-000833,0.2119577508865245
ACH-000834,0.17469442688303102
ACH-000835,0.2641731328308635
ACH-000836,0.24835584011346806
ACH-000837,0.2241140349958988
ACH-000838,0.2175006059506882
ACH-000839,0.19174874458022484
ACH-000840,0.15352530134890954
ACH-000841,0.1794158840007494
ACH-000843,0.1761620542687778
ACH-000846,0.2697819322620477
ACH-000847,0.06598555935827173
ACH-000848,0.10884757309392946
ACH-000849,0.1954156822156192
