,CDC42EP1 (11135)
ACH-000004,-0.10613211557060057
ACH-000005,-0.07623128748264835
ACH-000007,-0.0981812875110628
ACH-000009,-0.042022607153964615
ACH-000011,-0.007014348418223119
ACH-000012,-0.103736126383209
ACH-000013,-0.14025475849056893
ACH-000014,-0.2945864960955273
ACH-000015,-0.13767694434783506
ACH-000017,0.06609444460936588
ACH-000018,-0.0201747361144846
ACH-000019,0.008604262731328971
ACH-000021,-0.08971487503430592
ACH-000022,0.013967689867037184
ACH-000025,0.02790746755579282
ACH-000028,-0.09626888202015782
ACH-000030,-0.10662026613317876
ACH-000035,-0.0643543598451109
ACH-000036,-0.0032678609674555523
ACH-000037,-0.1261461081284617
ACH-000039,-0.0895282767443241
ACH-000040,0.044911570363591384
ACH-000041,-0.06641219016317798
ACH-000042,-0.09896379889206793
ACH-000045,0.0382283899146495
ACH-000047,-0.06251203604029873
ACH-000052,-0.048148256057433614
ACH-000053,-0.11702200642320908
ACH-000054,-0.05598661927941904
ACH-000055,-0.17864568571029205
ACH-000060,-0.20525868265795905
ACH-000067,-0.19154680151670606
ACH-000070,0.018092150828101224
ACH-000075,-0.13866835278158496
ACH-000078,-0.09674120648475036
ACH-000082,0.034985725965379966
ACH-000085,-0.04950485149874842
ACH-000086,0.02884894333664144
ACH-000087,0.11599068916351685
ACH-000092,0.031163653666577563
ACH-000095,-0.04701990327481912
ACH-000097,-0.1505589753765985
ACH-000098,0.01751417960631965
ACH-000099,-0.05581667833785901
ACH-000108,-0.062478511370565634
ACH-000113,-0.10185813806163024
ACH-000116,-0.03925601090690353
ACH-000118,-0.1630152087529716
ACH-000120,-0.01807315032343397
ACH-000123,-0.05420395671180914
ACH-000127,0.09174364459143527
ACH-000128,-0.007058109706070897
ACH-000132,-0.011358833060171466
ACH-000133,-0.008085186260138134
ACH-000137,-0.14126158534255018
ACH-000138,-0.173025232375465
ACH-000142,0.03412201167797034
ACH-000143,0.10913215331228948
ACH-000146,-0.09303801737003617
ACH-000148,0.12012382393198415
ACH-000150,-0.07619534270071085
ACH-000152,-0.010338271565339641
ACH-000153,-0.13488393541982907
ACH-000159,0.009887179483030195
ACH-000160,-0.1024238493480578
ACH-000163,0.03902802200687355
ACH-000167,-0.33103077578082324
ACH-000168,-0.03745690185732106
ACH-000169,-0.0447167904573151
ACH-000178,-0.061925302851021075
ACH-000183,-0.16311287335492547
ACH-000188,0.03813333760663073
ACH-000189,-0.1410051761782153
ACH-000190,-0.014750044015558237
ACH-000198,0.0049848882984692465
ACH-000203,0.2847632842204697
ACH-000204,0.0424508098021679
ACH-000206,0.08610639621187505
ACH-000207,-0.014329813501111932
ACH-000208,0.1926755974048343
ACH-000210,0.12196607521439486
ACH-000211,-0.04094147144462585
ACH-000215,-0.03598999769329042
ACH-000221,-0.1505577500055666
ACH-000222,-0.041786018229105534
ACH-000223,0.050239596632861434
ACH-000226,-0.15295099373811166
ACH-000227,-0.014187013628899852
ACH-000228,-0.045288095092083175
ACH-000231,-0.0293685663045761
ACH-000232,-0.03175949586233639
ACH-000233,-0.02721619176042526
ACH-000234,-0.2499693895594973
ACH-000235,-0.008874959298460869
ACH-000237,0.02992585408077641
ACH-000238,-0.12849217502758675
ACH-000242,-0.13994966980993534
ACH-000243,-0.09887708576171568
ACH-000244,0.15494227431114085
ACH-000246,0.032469855128337624
ACH-000248,0.09527918168795216
ACH-000250,-0.0722443797617534
ACH-000251,0.022770483561872952
ACH-000252,0.03987048458279028
ACH-000253,0.10410496505741776
ACH-000255,-0.16586651942931424
ACH-000256,-0.18297077622782432
ACH-000257,0.08356732411656348
ACH-000258,-0.05418398139176738
ACH-000259,-0.0923505319926692
ACH-000260,-0.1171136162779558
ACH-000261,-0.013396329256161242
ACH-000262,0.24226752336716495
ACH-000263,0.04409550546788926
ACH-000264,-0.1023177979908892
ACH-000265,-0.019522957861684256
ACH-000266,0.014423646885743168
ACH-000272,-0.010972558023392807
ACH-000274,-0.1869933825605551
ACH-000277,0.10924027213728164
ACH-000278,0.003512447915728404
ACH-000279,-0.06526781335432545
ACH-000280,-0.08723349239778172
ACH-000281,0.07937504722065923
ACH-000288,-0.01400131085473356
ACH-000291,-0.042057989857539765
ACH-000293,-0.09429185722803676
ACH-000294,-0.021683382758509413
ACH-000295,-0.11244066628465836
ACH-000296,-0.07085704353641993
ACH-000302,-0.13590208149273494
ACH-000304,-0.06566065985024412
ACH-000307,-0.04210933881818669
ACH-000308,-0.0589997473741295
ACH-000310,0.050562759394651886
ACH-000311,-0.049064933838787614
ACH-000312,-0.06550970441476854
ACH-000315,-0.01478056176018289
ACH-000316,-0.012214241169667002
ACH-000317,0.029240377575921437
