,GLIPR1 (11010)
ACH-000004,-0.3149502577835597
ACH-000005,-0.5118581556883924
ACH-000007,-0.12611549553144574
ACH-000009,-0.020086737666623597
ACH-000011,-0.250575540449238
ACH-000012,-0.06251286821178965
ACH-000013,-0.05361175929011527
ACH-000014,-0.032156871847927426
ACH-000015,-0.12736283521581238
ACH-000017,-0.1232467058241263
ACH-000018,-0.20509089523432325
ACH-000019,0.040858603532659125
ACH-000021,-0.0949614350563698
ACH-000022,-0.17328351834908393
ACH-000025,-0.177531802952505
ACH-000028,-0.13744460820875815
ACH-000030,-0.1129439137206182
ACH-000035,-0.01806573816029508
ACH-000036,-0.11894788776608195
ACH-000037,-0.3310843264347608
ACH-000039,-0.05892539074004453
ACH-000040,-0.12125776506804158
ACH-000041,-0.09568083940840444
ACH-000042,-0.05068186786283862
ACH-000045,-0.012360598882479342
ACH-000047,0.0442205757467096
ACH-000052,-0.2609869955173468
ACH-000053,-0.04889810703030944
ACH-000054,-0.12684674983463276
ACH-000055,-0.17286671099939105
ACH-000060,0.059685094192171086
ACH-000067,-0.2459776526527883
ACH-000070,-0.0523372403574311
ACH-000075,-0.07238884000312225
ACH-000078,-0.13982204664762454
ACH-000082,-0.20506433700106347
ACH-000085,0.03588292101843301
ACH-000086,-0.0904823786823849
ACH-000087,-0.15054567228533566
ACH-000092,-0.219215570173324
ACH-000095,-0.02198610117776657
ACH-000097,-0.09111044819711246
ACH-000098,0.016629600309910095
ACH-000099,-0.02793234000622716
ACH-000108,-0.020030280288396343
ACH-000113,0.07694865724304717
ACH-000116,-0.12469294727071975
ACH-000118,0.018442149069814784
ACH-000120,-0.0017383632973522766
ACH-000123,0.059973095264868874
ACH-000127,-0.12097986893066237
ACH-000128,-0.1564481223082559
ACH-000132,-0.033746482122779566
ACH-000133,-0.15046941167762196
ACH-000137,-0.1375878753109124
ACH-000138,-0.1027881791419544
ACH-000142,-0.12574862196217673
ACH-000143,-0.003611473577542921
ACH-000146,0.04419886341570032
ACH-000148,-0.06828240822135097
ACH-000150,-0.12128559124250088
ACH-000152,-0.1776062096642675
ACH-000153,-0.04185791884765317
ACH-000159,-0.10836326794381458
ACH-000160,-0.15499500304991887
ACH-000163,-0.19858675476758336
ACH-000167,-0.632505173790958
ACH-000168,-0.031212754146738905
ACH-000169,-0.07404302277032561
ACH-000178,-0.1078312194810892
ACH-000183,-0.0010151088614117382
ACH-000188,-0.14683945547705074
ACH-000189,-0.08887516359465324
ACH-000190,-0.16072731945554164
ACH-000198,-0.10240692123309476
ACH-000203,-0.2313411519223317
ACH-000204,-0.0793922212441432
ACH-000206,-0.0281009451428945
ACH-000207,-0.0735344498089607
