,HOXD10 (3236)
ACH-000004,-0.17312787804932153
ACH-000005,-0.1417466349184988
ACH-000007,-0.07887235802531495
ACH-000009,-0.2449305362331397
ACH-000011,-0.12404492767264487
ACH-000012,-0.13335156498915335
ACH-000013,-0.20448046232176664
ACH-000014,-0.16466942860998776
ACH-000015,-0.1723209752309907
ACH-000017,-0.19804403324900013
ACH-000018,-0.2471257931911869
ACH-000019,-0.15336500722027738
ACH-000021,-0.09855703860479388
ACH-000022,-0.1940323005553279
ACH-000025,-0.1149444571144462
ACH-000028,-0.24772513309026986
ACH-000030,-0.1695264319247194
ACH-000035,-0.10901282344315456
ACH-000036,-0.1382672213290896
ACH-000037,-0.21156106876849176
ACH-000039,-0.08386099137046181
ACH-000040,-0.12294167060588175
ACH-000041,-0.2707422331419496
ACH-000042,-0.1785160294308536
ACH-000045,-0.17000257667931346
ACH-000047,-0.1430296604453508
ACH-000052,-0.20791100507287275
ACH-000053,-0.1603676206046638
ACH-000054,-0.13847269803440698
ACH-000055,-0.14597421420782308
ACH-000060,-0.1974832498808899
ACH-000067,-0.14920083470553153
ACH-000070,-0.2262429978840171
ACH-000075,-0.22722851561598054
ACH-000078,-0.3205397845553113
ACH-000082,-0.17969311885803488
ACH-000085,-0.13997718024901282
ACH-000086,-0.09845094224858812
ACH-000087,-0.32506467611265644
ACH-000092,-0.36051598345449387
ACH-000095,-0.1815189326252549
ACH-000097,-0.10845841426814752
ACH-000098,-0.2050303442268585
ACH-000099,-0.1797297863801755
ACH-000108,-0.08315733116711538
ACH-000113,-0.06866715485488964
ACH-000116,-0.16554992494933946
ACH-000118,-0.17936460749725772
ACH-000120,-0.18035979292166612
ACH-000123,-0.11916344391403233
ACH-000127,-0.19805947784163372
ACH-000128,-0.22239878879776184
ACH-000132,-0.3169974760916118
ACH-000133,-0.152733037774171
ACH-000137,-0.03004629737282748
ACH-000138,-0.15240017549143378
ACH-000142,-0.13757484805972958
ACH-000143,-0.22406972980959766
ACH-000146,-0.07803575910828475
ACH-000148,-0.15746657740243253
ACH-000150,-0.2133691847700676
ACH-000152,-0.2943036338860231
ACH-000153,-0.05924091022538727
ACH-000159,-0.2394427410480207
ACH-000160,-0.1558651641254422
ACH-000163,-0.16472788850646086
ACH-000167,-0.0882739462209004
ACH-000168,-0.06662030494517975
ACH-000169,-0.1969733832731232
ACH-000178,-0.17980916346406384
ACH-000183,-0.0980756055661293
ACH-000188,-0.057100960327200787
ACH-000189,-0.10814878169220296
ACH-000190,-0.12872096651985868
ACH-000198,-0.14507521288695202
ACH-000203,0.03469971650932506
ACH-000204,-0.2593578146318544
ACH-000206,-0.1002594348750789
ACH-000207,-0.04448978479453915
ACH-000208,-0.3053614147092283
ACH-000210,-0.06074114107132295
ACH-000211,-0.2375975103680924
ACH-000215,-0.15784216138712145
ACH-000221,-0.3806705781278794
ACH-000222,-0.1118817760472664
ACH-000223,-0.18982802748976896
ACH-000226,-0.16112472776006298
ACH-000227,-0.16333699320326306
ACH-000228,-0.24727329025515699
ACH-000231,-0.12616645251039094
ACH-000232,-0.19564173805428228
ACH-000233,-0.10384157918196384
ACH-000234,-0.4012761913171049
ACH-000235,-0.1701111636168694
ACH-000237,-0.1907137927917276
ACH-000238,-0.26252058305063863
ACH-000242,-0.0374014506858642
ACH-000243,-0.14793537664570655
ACH-000244,-0.3980779043260135
ACH-000246,-0.10964704575027016
ACH-000248,-0.1660082747976138
ACH-000250,-0.1896976253884173
ACH-000251,-0.11892079151562338
ACH-000252,-0.16491301697868735
ACH-000253,-0.16874555361553895
ACH-000255,-0.1533857567849055
ACH-000256,-0.14515442981041354
ACH-000257,-0.13473383564605898
ACH-000258,-0.2541121664724027
ACH-000259,-0.16972526824191042
ACH-000260,-0.24024795232278814
ACH-000261,-0.09757479793518477
ACH-000262,-0.12982526341343564
ACH-000263,0.02756384596119776
ACH-000264,-0.15988970373049582
ACH-000265,-0.17279693514752986
ACH-000266,-0.15880857624385167
ACH-000272,-0.1769603987841241
ACH-000274,-0.22848992094882956
ACH-000277,-0.19669778803744106
ACH-000278,-0.27045767711712443
ACH-000279,-0.2995325577965146
ACH-000280,-0.06814276084946383
ACH-000281,-0.2807367946724153
ACH-000288,-0.15578297512291955
ACH-000291,-0.11231462814456918
ACH-000293,0.01499113720731599
ACH-000294,-0.02455217279757441
ACH-000295,-0.040002738032458914
ACH-000296,-0.007543094020829769
ACH-000302,-0.0938387889304392
ACH-000304,-0.4220236884418727
ACH-000307,-0.2524867560264064
ACH-000308,-0.22447819795192897
ACH-000310,-0.14355674816200156
ACH-000311,-0.18691468923642093
ACH-000312,-0.16015592146312127
ACH-000315,-0.0700388027067506
ACH-000316,-0.21079104635869264
ACH-000317,-0.17557059366810698
ACH-000318,-0.224484408410454
ACH-000319,-0.029127180067425224
ACH-000320,-0.016076169010699866
ACH-000322,-0.20500001206218746
ACH-000323,-0.14118574427014668
ACH-000324,-0.135851254896405
ACH-000329,-0.2304589324954078
ACH-000330,-0.20247438456939199
ACH-000331,-0.2966447212271547
ACH-000332,-0.1907373991373511
ACH-000334,-0.20374803510225697
ACH-000335,-0.13694484747281116
ACH-000336,-0.21660263560156529
ACH-000337,-0.18467877059332044
ACH-000338,-0.14910433192230926
ACH-000339,-0.23851563186977434
ACH-000341,-0.30428609357453223
ACH-000348,-0.17606641825490052
ACH-000350,-0.15818675349429426
ACH-000352,-0.14005982512875834
ACH-000356,-0.057881053297535213
ACH-000361,-0.17678950438207047
ACH-000362,-0.19447833754738636
ACH-000363,-0.16230195079221876
ACH-000364,-0.2428249049414671
ACH-000365,-0.14474901502335272
ACH-000366,-0.13832583810803956
ACH-000368,-0.22518638890874698
ACH-000374,-0.23112620908016654
ACH-000375,-0.09175684040939244
ACH-000376,-0.16379862801345071
ACH-000381,-0.08031255677611891
ACH-000383,-0.17189692076448948
ACH-000387,-0.12393915715638312
ACH-000389,-0.18012002671781172
ACH-000390,-0.32711828400147897
ACH-000393,-0.15532669809218133
ACH-000395,-0.11769595298106855
ACH-000396,-0.021083198146416626
ACH-000397,-0.10537587043061886
ACH-000401,-0.19750652527738247
