,SERPING1 (710)
ACH-000004,-0.07794695547269945
ACH-000005,-0.3251173741881556
ACH-000007,-0.2290033474869012
ACH-000009,0.06368735991632647
ACH-000011,-0.08073476171126197
ACH-000012,-0.12300507832438592
ACH-000013,-0.08717450111404138
ACH-000014,-0.005283930780383299
ACH-000015,-0.07196241640341433
ACH-000017,-0.2703522314850961
ACH-000018,-0.08339642929535575
ACH-000019,0.03276760932218896
ACH-000021,-0.06164356888925315
ACH-000022,0.03838995932270597
ACH-000025,-0.07913859292901895
ACH-000028,-0.1307926161498161
ACH-000030,-0.07910079165727897
ACH-000035,-0.1846183673016718
ACH-000036,-0.06690636693055235
ACH-000037,-0.06378385199308327
ACH-000039,0.011517165124221502
ACH-000040,-0.1015483848010715
ACH-000041,-0.01257806891902753
ACH-000042,-0.13401005489171572
ACH-000045,-0.05959830433908034
ACH-000047,0.027705353473359808
ACH-000052,-0.2899624252470012
ACH-000053,-0.05905186705252859
ACH-000054,-0.00041525050979486933
ACH-000055,0.011179775124979856
ACH-000060,-0.03640601559194647
ACH-000067,0.00038319010696829197
ACH-000070,-0.21340724641929096
ACH-000075,-0.1516978479880414
ACH-000078,-0.10837712041199407
ACH-000082,-0.12691179813972656
ACH-000085,-0.08316851971181657
ACH-000086,-0.17129607525678064
ACH-000087,-0.17030814542247505
ACH-000092,-0.10683206910185007
ACH-000095,-0.0327216942007875
ACH-000097,-0.1742817438874771
ACH-000098,-0.02844047110366657
ACH-000099,-0.08837036291886756
ACH-000108,-0.17613069719304794
ACH-000113,-0.12327950265022627
ACH-000116,-0.14272113121424942
ACH-000118,-0.18555412914744165
ACH-000120,-0.10317261949132824
ACH-000123,-0.0698205541732733
ACH-000127,-0.04192164043724817
ACH-000128,0.05128899300991729
ACH-000132,-0.1896451506808138
ACH-000133,-0.15515228364566155
ACH-000137,-0.059868451316758414
ACH-000138,-0.06775056749112307
ACH-000142,-0.2539437009782043
ACH-000143,-0.15959835866066546
ACH-000146,-0.15814709257834636
ACH-000148,0.0047891553557951215
ACH-000150,0.12915864237661714
ACH-000152,-0.039879267852601125
ACH-000153,-0.15425759859503987
ACH-000159,-0.05631249054469512
ACH-000160,-0.00394439152702526
ACH-000163,-0.10902068708197746
ACH-000167,0.3186630789875152
ACH-000168,-0.010751060239011142
ACH-000169,-0.11127338342560912
ACH-000178,-0.12487815144260185
ACH-000183,-0.04371980222244557
ACH-000188,-0.2499832030842534
ACH-000189,-0.03898709304853925
ACH-000190,-0.015724150566828906
ACH-000198,-0.17485881348110413
ACH-000203,-0.11527456231244995
ACH-000204,-0.23938134476429096
ACH-000206,0.02421460049619357
ACH-000207,-0.0414703816236016
ACH-000208,0.055741508846645714
ACH-000210,0.023824271027049503
ACH-000211,-0.1603387336995378
ACH-000215,-0.026944929457580803
ACH-000221,-0.2609602144032831
ACH-000222,0.09305952274826274
ACH-000223,-0.1324278407296028
ACH-000226,-0.12972361192291265
ACH-000227,-0.03669039984289518
ACH-000228,-0.013382746805505344
ACH-000231,-0.032982510023713794
ACH-000232,-0.022964585862185957
ACH-000233,-0.13110569702460534
ACH-000234,0.0035345642488195357
ACH-000235,-0.09260342699621764
ACH-000237,-0.07473271322407747
ACH-000238,-0.13688619696454812
ACH-000242,0.1720088795664253
ACH-000243,0.008975691812676169
ACH-000244,-0.32265796855633344
ACH-000246,-0.057080355181552835
ACH-000248,-0.35910749625691696
ACH-000250,-0.14662028437112926
ACH-000251,0.1440952772256861
ACH-000252,-0.09304244739243693
ACH-000253,-0.2344822785555577
ACH-000255,-0.17688965796522535
ACH-000256,-0.0904358868658635
ACH-000257,-0.05076728384351696
ACH-000258,-0.019771225521440696
ACH-000259,-0.0758419289865226
ACH-000260,-0.12086291414596988
ACH-000261,-0.2094929482683283
ACH-000262,-0.02982626565141397
ACH-000263,-0.2485409839120977
ACH-000264,-0.22671314085573754
ACH-000265,-0.03816111603673947
ACH-000266,-0.02139679870933439
ACH-000272,-0.08435024230593431
ACH-000274,-0.039764923667191886
ACH-000277,-0.21538340226856667
ACH-000278,0.06838007651541142
ACH-000279,-0.10756935060767453
ACH-000280,-0.0473393794455465
ACH-000281,-0.033750309464984814
ACH-000288,-0.08407793295676966
ACH-000291,0.06326865833382149
ACH-000293,-0.17859021166182176
ACH-000294,-0.1230323324774478
ACH-000295,0.10069487320941424
ACH-000296,-0.1391110595562011
ACH-000302,-0.1557242280866014
ACH-000304,-0.09488941542591063
ACH-000307,-0.07063552620290996
ACH-000308,-0.11748127940089025
