,CYB5RL (606495)
ACH-000004,-0.21727049831793316
ACH-000005,0.05787730824630233
ACH-000007,0.30426156531267184
ACH-000009,0.19139996162818934
ACH-000011,0.16836164394072364
ACH-000012,0.2023757821374856
ACH-000013,-0.0916016637873233
ACH-000014,-0.013045980457834188
ACH-000015,0.0884025454992548
ACH-000017,0.14811544852763192
ACH-000018,-0.057721947420349425
ACH-000019,-0.0934540020308848
ACH-000021,0.08126685482952736
ACH-000022,0.13652719274087244
ACH-000025,0.08012546728373496
ACH-000028,0.02529830437765689
ACH-000030,0.08216915259253949
ACH-000035,0.008437663674072969
ACH-000036,0.1434966714497049
ACH-000037,0.06303924247216029
ACH-000039,0.2457793608923069
ACH-000040,0.16906007264177758
ACH-000041,0.13802064729206145
ACH-000042,0.15839485460711952
ACH-000045,0.07988258190778673
ACH-000047,-0.044406187059597965
ACH-000052,0.032621743479262014
ACH-000053,0.10792983135444116
ACH-000054,0.12018855094335275
ACH-000055,0.1713487078870632
ACH-000060,0.030168656230429795
ACH-000067,0.14015752155076106
ACH-000070,0.15380518359537185
ACH-000075,0.08383784737760057
ACH-000078,-0.021662415349975248
ACH-000082,0.05454920128930794
ACH-000085,0.06313881513941562
ACH-000086,-0.07983994080852204
ACH-000087,0.06310599081021193
ACH-000092,0.0005247607531293088
ACH-000095,0.12001709050735684
ACH-000097,0.1478869531395684
ACH-000098,0.1272568792125584
ACH-000099,0.13056686956311844
ACH-000108,0.059655474836945936
ACH-000113,0.11283468282281656
ACH-000116,0.00980689426830064
ACH-000118,-0.0350497403787868
ACH-000120,-0.04269659574772966
ACH-000123,0.17297992543227567
ACH-000127,0.06779767817375536
ACH-000128,0.032804524631537935
ACH-000132,0.006396924402619834
ACH-000133,0.05556854679450321
ACH-000137,0.10051132543843473
ACH-000138,0.1698254668304822
ACH-000142,-0.06540826897360165
ACH-000143,0.10605956612420217
ACH-000146,0.08498220046818176
ACH-000148,0.0711329983532546
ACH-000150,0.09771010672435017
ACH-000152,-0.03823127910455533
ACH-000153,0.16157563405376946
ACH-000159,0.008412610328267053
ACH-000160,0.1909223415897284
ACH-000163,0.00719874909300448
ACH-000167,-0.02396403635115175
ACH-000168,0.11685916241831007
ACH-000169,0.2406943602183492
ACH-000178,0.0960014379284391
ACH-000183,-0.014627767273949602
ACH-000188,0.1916673980927855
ACH-000189,-0.0038199050560786658
ACH-000190,0.09363443125968728
ACH-000198,0.04291249593333345
ACH-000203,0.04237836021242772
ACH-000204,-0.06610302341120386
ACH-000206,0.12694816322069366
ACH-000207,0.03615022744185676
ACH-000208,0.140632400014982
ACH-000210,0.13550840069031125
ACH-000211,0.09923702201596613
ACH-000215,0.08062218301608813
ACH-000221,0.2688628620917508
ACH-000222,0.09183943390277076
ACH-000223,0.109067045159305
ACH-000226,0.14503980566419775
ACH-000227,0.2500307835590655
ACH-000228,0.15467457417353342
ACH-000231,0.02914361308815103
ACH-000232,0.2509984927560385
ACH-000233,0.2281982145234641
ACH-000234,0.20261626672755234
ACH-000235,0.0467987782524941
ACH-000237,0.04408986669497615
ACH-000238,0.016490921738130944
ACH-000242,0.5985936353798771
ACH-000243,0.07038681347879475
ACH-000244,0.20239151548021786
ACH-000246,0.1422522662088263
ACH-000248,0.1815795373119332
ACH-000250,0.04383510555337914
ACH-000251,0.21570013191110785
ACH-000252,0.1991311167869489
ACH-000253,0.16117970650162006
ACH-000255,0.1294782605965338
ACH-000256,0.17719574761633733
ACH-000257,0.09714174151100516
ACH-000258,0.29142229345300324
ACH-000259,0.10910824171908648
ACH-000260,0.02755488940249207
ACH-000261,0.06503650050379957
ACH-000262,-0.1596460860236632
ACH-000263,0.007224167550699172
ACH-000264,0.05640818542310684
ACH-000265,0.03950665501369397
ACH-000266,0.1114071657162898
ACH-000272,0.03896952703322232
ACH-000274,0.12531917545598895
ACH-000277,0.1484941471336942
ACH-000278,0.10943520038502093
ACH-000279,0.07341681097629596
ACH-000280,0.052712690295061336
ACH-000281,0.2025516522455163
ACH-000288,0.08030601112747424
ACH-000291,0.10957958164323693
ACH-000293,0.07050864862477697
ACH-000294,0.09882984911085653
ACH-000295,0.06937736072241614
ACH-000296,-0.021671284055241064
ACH-000302,-0.04500591963007653
ACH-000304,-0.01945863327651371
ACH-000307,0.1690986312639256
ACH-000308,0.1406325864725508
ACH-000310,0.13407917179719953
ACH-000311,0.07449625917224882
ACH-000312,-0.019341099111123524
ACH-000315,0.13940786980865544
