,FAM47E (100129583)
ACH-000004,-0.024731774968453867
ACH-000005,-0.144886881085849
ACH-000007,0.1526765669018232
ACH-000009,0.05306425331036746
ACH-000011,0.029355758383826355
ACH-000012,0.018870427857556528
ACH-000013,0.08011232070361703
ACH-000014,0.09255453129798323
ACH-000015,0.08231816679037703
ACH-000017,0.03822230405755317
ACH-000018,0.07466543925074412
ACH-000019,-0.022406139294689025
ACH-000021,0.06357608768474365
ACH-000022,-0.09518292958681177
ACH-000025,0.05057580554387208
ACH-000028,-0.006261335922388214
ACH-000030,-0.002909726207543477
ACH-000035,0.02263291868476721
ACH-000036,-0.012415445217553576
ACH-000037,0.08105409794044642
ACH-000039,0.15614943854202046
ACH-000040,-0.01991336668462589
ACH-000041,-0.03969752160244831
ACH-000042,0.04393658930383653
ACH-000045,0.11084360195434648
ACH-000047,0.008931864750131288
ACH-000052,0.07958627821191487
ACH-000053,0.02339386499911117
ACH-000054,0.012449398815547548
ACH-000055,0.06848795075319207
ACH-000060,-0.11649743764445525
ACH-000067,-0.059493817242110135
ACH-000070,0.022881317633262413
ACH-000075,-0.14554199918275992
ACH-000078,0.0690345268924993
ACH-000082,0.03401168878626488
ACH-000085,-0.04915471518171588
ACH-000086,0.0694109762003329
ACH-000087,0.1445234720093131
ACH-000092,0.045199389679035015
ACH-000095,-0.024529380042375627
ACH-000097,0.048016789472657376
ACH-000098,-0.04101081662662507
ACH-000099,0.08396664021140282
ACH-000108,0.01144922288347102
ACH-000113,0.07583505899494937
ACH-000116,0.027187504824268485
ACH-000118,0.010408734915812434
ACH-000120,0.1429483824433578
ACH-000123,0.01507275595912776
ACH-000127,0.006554156620214087
ACH-000128,-0.04825987991252434
ACH-000132,-0.06834007814668464
ACH-000133,-0.05014504043768902
ACH-000137,0.0389034665201922
ACH-000138,0.11564545117990666
ACH-000142,-0.006547378539725762
ACH-000143,0.0449536108147615
ACH-000146,-0.026281229924170948
ACH-000148,0.0015192429690347518
ACH-000150,0.1172623118209715
ACH-000152,-0.06275848011853442
ACH-000153,-0.2669930548603757
ACH-000159,0.017493809941774966
ACH-000160,0.04961461368435184
ACH-000163,-0.07748151574528803
ACH-000167,-0.13414836546074813
ACH-000168,0.053746628836620985
ACH-000169,-0.05295612889728488
ACH-000178,0.034216360257027435
ACH-000183,-0.04104675115795383
ACH-000188,-0.08884350499965055
ACH-000189,-0.0244410644224801
ACH-000190,-0.003821286124324939
ACH-000198,0.00225301986118474
ACH-000203,0.409756017149202
ACH-000204,-0.2153180228117859
ACH-000206,-0.05756117624528447
ACH-000207,0.05065892260992605
ACH-000208,-0.1356289268619525
ACH-000210,0.17395486478025066
ACH-000211,-0.04805805450468952
ACH-000215,0.02338271036309511
ACH-000221,0.008387600916225875
ACH-000222,0.02039019180577887
ACH-000223,0.03690268381148695
ACH-000226,-0.08772762732231475
ACH-000227,-0.06258204527631578
ACH-000228,-0.08146446350553199
ACH-000231,-0.03208658758228748
ACH-000232,-0.06718144509619949
ACH-000233,0.05491175687020669
ACH-000234,0.022237842160941382
ACH-000235,0.07370319949957749
ACH-000237,0.021555052125804882
ACH-000238,0.0036374982806698813
ACH-000242,0.1994528455865732
ACH-000243,0.058146243525610125
ACH-000244,-0.08340944340547674
ACH-000246,0.060897481060267225
ACH-000248,0.01764828907299789
ACH-000250,-0.02328315235405275
ACH-000251,0.07827057888815554
ACH-000252,-0.3036961118022219
ACH-000253,-0.053854323103637615
ACH-000255,-0.04891643810600932
ACH-000256,0.026667323333250413
ACH-000257,-0.09989307207860618
ACH-000258,0.04463865467539475
ACH-000259,0.042107894254469584
ACH-000260,0.04776495090872035
ACH-000261,0.04278770160365965
ACH-000262,0.02798738547446053
ACH-000263,-0.07180410656835376
ACH-000264,0.07689097669030545
ACH-000265,-0.07663633760016503
ACH-000266,0.06353888215684551
ACH-000272,-0.039930594559662407
ACH-000274,0.05578636398383174
ACH-000277,0.02268309536074501
ACH-000278,-0.012369458597056885
ACH-000279,0.025956305736224303
ACH-000280,0.00529765479502916
ACH-000281,-0.003468739434457021
ACH-000288,0.06210861272952495
ACH-000291,0.11063065409338324
ACH-000293,-0.051050368175195884
ACH-000294,-0.17137822507682288
ACH-000295,-0.031235151250774213
ACH-000296,-0.03140551583099783
ACH-000302,0.015524913885081669
ACH-000304,-0.029535232916704925
ACH-000307,-0.0589248010833912
ACH-000308,0.040551169044353984
ACH-000310,0.02255689580812402
ACH-000311,0.009223958051626452
ACH-000312,0.11446989429904204
ACH-000315,-0.020236566099751
ACH-000316,0.09760899233826224
ACH-000317,-0.03803767046162175
ACH-000318,-0.10782150809074538
ACH-000319,-0.08659955693966588
ACH-000320,0.036215731596583665
ACH-000322,-0.034846706181266784
ACH-000323,-0.04601974031363463
ACH-000324,-0.018191001217552242
ACH-000329,0.05514441118220356
ACH-000330,-0.06301553134154451
ACH-000331,-0.13413519793155096
ACH-000332,0.034213390030292154
ACH-000334,0.1429836769385746
ACH-000335,-0.10244645599157087
ACH-000336,-0.04512188110204407
ACH-000337,0.09671445711010056
ACH-000338,-0.1713309964622729
ACH-000339,0.025984237683974325
ACH-000341,0.0013386394171774074
ACH-000348,-0.06062527965003772
ACH-000350,0.04922644088268148
ACH-000352,0.07528465710611555
ACH-000356,0.002555627348260677
ACH-000361,0.1559213116622264
ACH-000362,0.003173323689198385
ACH-000363,0.004182462373596262
ACH-000364,0.006847241965326642
ACH-000365,0.08609847457775001
ACH-000366,0.022061567678102183
ACH-000368,-0.08591143176918009
ACH-000374,0.0349824206339602
ACH-000375,-0.046014285435991134
ACH-000376,0.012806244314792102
ACH-000381,0.004713046293820957
ACH-000383,0.0076780591278882825
ACH-000387,-0.0879851384723445
ACH-000389,0.20225987248974905
ACH-000390,-0.09156677597315102
ACH-000393,0.014482869466584147
ACH-000395,-0.052296331883326164
ACH-000396,-0.012767051430149359
ACH-000397,-0.07081725361991949
ACH-000401,-0.11422143910542977
ACH-000402,-0.02217577389609196
ACH-000403,-0.0018167182337316746
ACH-000404,0.002827446029098608
ACH-000406,0.06717770697779092
ACH-000407,-0.011104366388304924
ACH-000408,0.05463175651977045
