,ZFP36L2 (678)
ACH-000004,-0.4918786962763188
ACH-000005,-0.32071808741918306
ACH-000007,-0.2442568590839729
ACH-000009,-0.1026444717016425
ACH-000011,-0.4133774077089509
ACH-000012,-0.17667515315265012
ACH-000013,-0.19043575869823984
ACH-000014,-0.24463857294297614
ACH-000015,-0.02334048067977381
ACH-000017,-0.4061714132198032
ACH-000018,-0.15917594430811147
ACH-000019,-0.22373310199806845
ACH-000021,-0.07493863031209141
ACH-000022,0.06860490397541806
ACH-000025,-0.19499173899019231
ACH-000028,-0.015458035215191084
ACH-000030,-0.1854636885441676
ACH-000035,-0.2784399003293536
ACH-000036,-0.12757783082311486
ACH-000037,-0.12343621441683356
ACH-000039,-0.27537404379157315
ACH-000040,-0.2899031971215141
ACH-000041,-0.13510928289610352
ACH-000042,-0.1638521342814004
ACH-000045,-0.7983674733714059
ACH-000047,-0.04250877367716805
ACH-000052,-0.09951467186339072
ACH-000053,-0.1507689195657421
ACH-000054,-0.16947449958561472
ACH-000055,-0.2625247741052454
ACH-000060,-0.13453851457356114
ACH-000067,-0.27937639023192024
ACH-000070,-0.11129379337733993
ACH-000075,-0.06583749243992865
ACH-000078,-0.0985277315041523
ACH-000082,-0.15578697727043062
ACH-000085,-0.5386794359941539
ACH-000086,-0.17448486966898055
ACH-000087,-0.21213952160303332
ACH-000092,-0.2139323724451354
ACH-000095,0.2996953508556265
ACH-000097,-0.26611928782014177
ACH-000098,-0.01917799450625589
ACH-000099,-0.4271734802024869
ACH-000108,-0.3163194158399227
ACH-000113,-0.6438071990162729
ACH-000116,-0.15878272358245238
ACH-000118,-0.11157078477664137
ACH-000120,-0.04360642400291493
ACH-000123,-0.023299549820778327
ACH-000127,-0.2669380198099868
ACH-000128,-0.08462160108129949
ACH-000132,-0.4978534657466701
ACH-000133,-0.22131569172029847
ACH-000137,-0.2976954283914478
ACH-000138,-0.15702807416562226
ACH-000142,-0.2340813544136301
ACH-000143,0.029360948272228377
ACH-000146,-0.4907807112282739
ACH-000148,-0.2794195397602103
ACH-000150,-0.015615126389246947
ACH-000152,-0.13536390985419974
ACH-000153,-0.4660257196676708
ACH-000159,-0.12771920826672328
ACH-000160,0.04209923995568124
ACH-000163,-0.12463869232785055
ACH-000167,0.8920227100348636
ACH-000168,-0.28041440252125943
ACH-000169,-0.08973134846351162
ACH-000178,-0.3777807606876173
ACH-000183,-0.12080613651303206
ACH-000188,-0.19538286759464893
ACH-000189,-0.15463947342572046
ACH-000190,-0.14903269924331733
ACH-000198,-0.5109045458724276
ACH-000203,-0.33417604708170473
ACH-000204,-0.07861728701081871
ACH-000206,-0.4688468804148799
ACH-000207,-0.27807571399321995
ACH-000208,-0.14978840784449213
ACH-000210,-0.14146255593826929
ACH-000211,-0.1982734313967008
ACH-000215,-0.2387472689955309
ACH-000221,-0.2967558384702206
ACH-000222,0.1777428883318526
ACH-000223,-0.25014246885460617
ACH-000226,-0.3962699333728151
ACH-000227,-0.2226807325049296
ACH-000228,-0.12342768333880293
ACH-000231,-0.20185306009495368
ACH-000232,-0.32511755764764216
ACH-000233,-0.12695954373233848
ACH-000234,-0.21236687642342214
ACH-000235,-0.16369186739532635
ACH-000237,-0.1130574196073852
ACH-000238,-0.30505363518957435
ACH-000242,0.23466713655317356
ACH-000243,-0.09287433214212078
ACH-000244,-0.4080500087184254
ACH-000246,-0.2083526131460258
ACH-000248,-0.19655881284551333
ACH-000250,-0.24710798445488466
ACH-000251,-0.34153238358308785
ACH-000252,-0.09443779165612637
ACH-000253,-0.02127426091914132
ACH-000255,-0.31279540673389106
ACH-000256,-0.2995219546316697
ACH-000257,-0.286991307722002
ACH-000258,-0.21113573351274406
ACH-000259,-0.5212349808351298
ACH-000260,-0.08384212730083848
ACH-000261,-0.1851497323668356
ACH-000262,-0.20871284112298905
ACH-000263,-0.2469484992185341
ACH-000264,-0.3503102114628573
ACH-000265,-0.168404985169993
ACH-000266,-0.19695257687893228
ACH-000272,-0.22611760324347374
ACH-000274,-0.4401612927124302
ACH-000277,-0.07650057632865721
ACH-000278,-0.09561955804559533
ACH-000279,-0.14827651532492575
ACH-000280,-0.14157374003443987
ACH-000281,-0.16806538551760405
ACH-000288,-0.2057796342585884
ACH-000291,-0.2375246043413796
ACH-000293,-0.4319047236978301
ACH-000294,-1.214244560955002
ACH-000295,-0.5610091013079053
ACH-000296,-0.0219453159118594
ACH-000302,-0.2188384322831767
ACH-000304,-0.09350777758453872
ACH-000307,-0.3014168787454035
ACH-000308,-0.07893496417192003
ACH-000310,-0.4044817087617611
ACH-000311,-0.4357926373270996
ACH-000312,-0.42828236959820204
ACH-000315,0.17534627891241422
ACH-000316,-0.1833681324248576
ACH-000317,-0.3325406988070063
ACH-000318,-0.304463299999906
ACH-000319,-0.17222935726099228
ACH-000320,-0.05719847045100035
ACH-000322,-0.0929682002928392
ACH-000323,-0.4250505694636411
ACH-000324,-0.15230289603555086
ACH-000329,-0.2561038506790789
ACH-000330,0.14345461719954491
ACH-000331,-0.28932373574486864
ACH-000332,-0.09796528171077053
ACH-000334,0.22703308785150644
ACH-000335,-0.3103177580036052
ACH-000336,-0.051600324192289965
ACH-000337,-0.1635293247537763
ACH-000338,0.11380884273048995
ACH-000339,-0.21740878579136966
ACH-000341,-0.23164349489371944
ACH-000348,-0.2043774816204002
ACH-000350,-0.1610317384184665
ACH-000352,-0.27233276766659154
ACH-000356,-0.44387329089779776
ACH-000361,-0.3846754349836623
ACH-000362,-0.6277362430702009
ACH-000363,0.16721343360602722
ACH-000364,-0.2463534029580833
ACH-000365,0.02038922626947657
ACH-000366,-0.3306415181124278
ACH-000368,-0.17521704374786162
ACH-000374,-0.3491754803858497
ACH-000375,-0.12237133021767375
ACH-000376,-0.2265480403544023
ACH-000381,-0.2443018437880952
ACH-000383,-0.14005804559611584
ACH-000387,-0.6294434290891844
ACH-000389,-0.1858817851443639
ACH-000390,-0.1673251506088813
ACH-000393,-0.3874964839528674
ACH-000395,-0.3584038029765563
ACH-000396,-0.13346528671940913
ACH-000397,-0.227735955911344
ACH-000401,-0.29365407965547835
ACH-000402,0.017946839453797284
ACH-000403,-0.37236522853291454
ACH-000404,-0.407269320344693
ACH-000406,-0.482751765516372
ACH-000407,-0.2223968708369973
ACH-000408,-0.28534386272936074
ACH-000410,-0.14480350347609944
ACH-000411,-0.13020034646956802
ACH-000414,-0.3533728281206117
ACH-000415,-0.08743140500895948
ACH-000416,-0.15854745816531146
ACH-000420,-0.013819271550833786
ACH-000421,-0.25231503550561074
ACH-000424,0.17578426217050028
ACH-000425,-0.14060672893176254
ACH-000426,-0.148795615582532
ACH-000427,-0.32308701257538497
ACH-000433,-0.2443945368543977
ACH-000435,-0.5167386905128066
ACH-000436,-0.03331003767562685
ACH-000444,-0.0951099838750482
ACH-000445,-0.15862660619422486
ACH-000448,-0.42144516118529
ACH-000450,-0.18513449115231934
ACH-000452,-0.18879771915233665
ACH-000454,-0.7291055492980246
ACH-000458,-0.3011681264113493
ACH-000459,-0.11016205466847033
ACH-000460,-0.3738169567139731
ACH-000461,-0.17863005864478296
ACH-000463,-0.2916616931727574
ACH-000464,-0.2698881721489467
ACH-000466,-0.32842940416977
ACH-000467,0.011812122448907577
ACH-000468,-0.11407041162413226
ACH-000469,-0.20288009365458756
ACH-000470,-0.2530351330753689
ACH-000471,-0.26045791047033123
ACH-000472,-0.22271247869196045
ACH-000473,-0.2384219936344203
ACH-000475,-0.0783357037683973
ACH-000476,-0.2288291427815073
ACH-000477,-0.16633692054336974
ACH-000479,-0.18671088596217253
ACH-000480,-0.1133799266304473
ACH-000481,-0.3993369787175707
ACH-000483,-0.0568183707710295
ACH-000484,-0.28059928347045804
ACH-000485,-0.3382582354161994
ACH-000486,-0.2266091937523361
ACH-000487,0.003235158704769694
ACH-000488,-0.2405311846039895
ACH-000490,-0.4283984085436412
ACH-000491,-0.18764035272429805
ACH-000495,-0.4125060907081397
ACH-000496,-0.13635036059778505
ACH-000499,-0.14265719017067646
ACH-000500,-0.4150476081712681
ACH-000502,-0.2385504255534943
ACH-000503,-0.12787457474420566
ACH-000505,-0.1783218127827738
ACH-000507,-0.09377918302135672
ACH-000510,-0.0660918600645923
ACH-000511,-0.15754471913302914
ACH-000512,-0.6947726991548571
ACH-000516,-0.20435053216890284
ACH-000517,-0.1700322450206903
ACH-000518,-0.5053575659860242
ACH-000520,-0.3228011941526148
ACH-000521,-0.3905178816708093
ACH-000522,-0.4486672125919093
ACH-000524,-0.19616989942478227
ACH-000527,-0.10081911969695648
ACH-000528,-0.03857353974275201
ACH-000537,-0.4415869894158314
ACH-000541,-0.2805204912212195
ACH-000542,-0.17045317551807918
ACH-000544,-0.08077582272866138
ACH-000545,-0.1841348000737837
