,HLA-F (3134)
ACH-000476,-0.33274310718599764
ACH-000477,-0.10787631191627282
ACH-000479,-0.35032347952608217
ACH-000480,-0.02987150517442265
ACH-000481,-0.0892952542368386
ACH-000483,-0.07716721743709218
ACH-000484,-0.17508671563776848
ACH-000485,-0.055220859497058766
ACH-000486,-0.12102567735645348
ACH-000487,-0.1961167955204721
ACH-000488,-0.14349284345699184
ACH-000490,-0.02388293897319135
ACH-000491,-0.05814648765245638
ACH-000495,-0.08376578299223174
ACH-000496,-0.21912792584213134
ACH-000499,0.18619816751298704
ACH-000500,-0.015744831273934085
ACH-000502,-0.25578214566291
ACH-000503,-0.32672833953247804
ACH-000505,-0.14126620503501652
ACH-000507,-0.028730372824207824
ACH-000510,-0.1345804389921811
ACH-000511,-0.19436949058215572
ACH-000512,-0.2581157999129734
ACH-000516,-0.2675141722589861
ACH-000517,-0.2333927207145011
ACH-000518,-0.1889415069227027
ACH-000520,-0.1502805979857736
ACH-000521,-0.32570249577404903
ACH-000522,-0.21940412628271855
ACH-000524,-0.3028883641773755
ACH-000527,-0.0758631039558389
ACH-000528,-0.005194716161189476
ACH-000537,-0.10923557670263913
ACH-000541,-0.2784639118580904
ACH-000542,-0.24122863782751994
ACH-000544,-0.17736817166704655
ACH-000545,-0.16576197554568822
ACH-000547,0.06247555715206578
ACH-000548,-0.1844300861782296
ACH-000549,-0.245414832010186
ACH-000550,-0.2492232960763679
ACH-000552,-0.22454845269122028
ACH-000556,-0.03213445737846609
ACH-000557,-0.12966084255241206
ACH-000569,-0.2570475652693765
ACH-000570,-0.09778019684811956
ACH-000571,-0.0957678940663238
ACH-000573,-0.13237268644331293
ACH-000576,-0.3032783099336208
ACH-000579,-0.3416202845882907
ACH-000580,-0.09846863844594496
ACH-000584,-0.09781323682467537
ACH-000585,-0.16041981347355866
ACH-000588,-0.21879932588496714
ACH-000589,-0.14807620710065347
ACH-000591,-0.2163592868544993
ACH-000593,-0.07045500610436307
ACH-000600,-0.06155694897854357
ACH-000601,-0.049608871303071636
ACH-000605,-0.19041386107395294
ACH-000606,-0.1439598866656782
ACH-000608,-0.30687692685405915
ACH-000614,-0.1083637843448031
ACH-000616,-0.028350213289530263
ACH-000618,-0.3028392732422376
ACH-000619,-0.19069696423249932
ACH-000620,-0.11533707169015615
ACH-000621,-0.11672034467905
ACH-000622,-0.3292577107282301
ACH-000623,-0.1903553142615528
ACH-000624,-0.08466493725319943
ACH-000627,-0.2699112965847945
ACH-000630,-0.2388329334230891
ACH-000631,0.2199133713566163
ACH-000632,-0.16374311079682055
ACH-000633,-0.13583204323741022
ACH-000637,-0.3234198080912554
ACH-000638,-0.25016998529894063
ACH-000646,-0.2364147008198943
ACH-000647,-0.1651454259465008
ACH-000648,-0.16052020614351034
ACH-000649,-0.15417922151376434
ACH-000651,-0.07777948901757728
ACH-000652,-0.17855728794319026
ACH-000653,-0.1818788685307012
ACH-000657,-0.0338500807642334
ACH-000658,-0.21278079440876216
ACH-000661,-0.2903524834099339
ACH-000662,-0.18779535757268195
ACH-000663,-0.1846624003098348
ACH-000665,-0.10255515620775313
ACH-000671,-0.15775265080757406
ACH-000672,-0.26699723803788816
ACH-000673,-0.10707560490960906
ACH-000676,-0.11755075515680367
ACH-000677,-0.14599435926067458
ACH-000681,-0.09225797340482687
ACH-000683,-0.1373904657500398
ACH-000684,0.08167631744512313
ACH-000688,-0.226796474311272
ACH-000693,-0.051825691775775534
ACH-000694,-0.2023801359299719
ACH-000695,-0.1496930859587322
ACH-000696,-0.18527299763863805
ACH-000697,-0.028751946834894838
ACH-000699,-0.12804773167443198
ACH-000701,-0.31426131722024825
ACH-000706,-0.09892222331158143
ACH-000711,-0.18151315131575452
ACH-000713,-0.3102888545901958
ACH-000714,-0.09920297056334716
ACH-000718,-0.03603274885780638
ACH-000720,-0.3467537467078585
ACH-000721,-0.16452478645686594
ACH-000724,-0.3450423209861023
ACH-000725,-0.019313867036950247
ACH-000732,0.010676422875082015
ACH-000734,-0.18587423332107197
ACH-000735,-0.07051482986481529
ACH-000736,-0.24285898674914816
ACH-000738,-0.06307718119391785
ACH-000746,-0.12533730326168122
ACH-000747,-0.09218157441238416
ACH-000748,-0.08528430289539307
ACH-000753,-0.12653504261362108
ACH-000756,-0.01602458486854089
ACH-000757,-0.02153264093298742
ACH-000758,0.0265332987420248
ACH-000760,-0.12946807172748326
ACH-000762,-0.1342422268001903
ACH-000763,-0.43181426287950986
ACH-000764,-0.3648179713561789
ACH-000765,-0.10345648449972494
ACH-000766,-0.26180214191479645
ACH-000767,-0.14824893879822154
ACH-000768,-0.30220724512026004
ACH-000769,-0.0407625156465454
ACH-000770,-0.28675341472289523
ACH-000771,-0.07638314634779753
ACH-000773,-0.3321371638992565
ACH-000776,-0.3145456847042164
ACH-000777,-0.414104145998394
ACH-000778,-0.0989822256786128
ACH-000781,-0.1985057659657032
ACH-000782,0.12519645244021646
ACH-000783,-0.3560669740554163
ACH-000784,-0.14791900246370698
ACH-000785,-0.12652090509297606
ACH-000787,-0.2846615926740036
ACH-000788,-0.11911222460496278
ACH-000791,-0.10015795280404777
ACH-000792,-0.2729103516838909
ACH-000794,-0.11902459506859905
ACH-000796,-0.12422922599816548
ACH-000798,-0.1268736045133324
ACH-000799,-0.17075719055285998
ACH-000800,0.02004602584840585
ACH-000802,-0.1051465869208715
ACH-000804,-0.1354469862258066
ACH-000805,-0.12709654159746206
ACH-000809,-0.1607177204166574
ACH-000810,-0.18227945615236224
ACH-000811,-0.16249880127366348
ACH-000817,-0.2987176518650828
ACH-000819,-0.3197749827692644
ACH-000820,0.11883820840893244
ACH-000821,-0.14095054248319314
ACH-000822,0.10415703482414464
ACH-000823,-0.10137954901876517
ACH-000824,-0.24370102769009844
ACH-000827,-0.2726687525046013
ACH-000829,0.00041298620170091086
ACH-000831,-0.23076005546744702
ACH-000832,-0.19058725119486314
ACH-000833,-0.057419112998395874
ACH-000834,-0.29762294368247005
ACH-000835,-0.1579468020676606
ACH-000836,-0.2359094692554533
ACH-000837,0.008778372294929513
ACH-000838,-0.2853195341166851
ACH-000839,-0.1359859562150238
ACH-000840,-0.2469079806424813
ACH-000841,-0.1640625885746486
ACH-000843,-0.2949623091413779
ACH-000846,-0.30171621761313144
ACH-000847,-0.14294958855602788
ACH-000848,-0.10737356026228108
ACH-000849,-0.3381422552774271
ACH-000851,-0.042973509500235804
ACH-000855,-0.2059925098831117
ACH-000856,-0.0016300141451606465
ACH-000858,-0.13936877514301235
ACH-000859,-0.07437845129195236
ACH-000861,-0.17253760099591492
ACH-000862,-0.2355448165190768
ACH-000865,-0.2847422592224745
ACH-000866,-0.2818350521003691
ACH-000867,-0.1757393380310137
ACH-000869,-0.2277857793798294
ACH-000872,-0.09849164075792144
ACH-000873,-0.19057328749170754
ACH-000876,-0.27727615936566563
ACH-000878,-0.1308624204886215
ACH-000880,-0.23395001671311866
ACH-000881,-0.2060822049864397
ACH-000882,-0.16984732690478346
ACH-000884,-0.18573833826499286
ACH-000885,-0.09800362501695116
ACH-000887,-0.18988567656165012
ACH-000889,-0.4840174770608502
ACH-000896,-0.12685025013504558
ACH-000898,-0.1885587376186036
ACH-000900,-0.09318264009171108
ACH-000901,-0.1833043886405528
ACH-000905,-0.1568973713019997
ACH-000906,-0.15530056515594598
ACH-000907,-0.1332352509556046
ACH-000910,-0.22058954655648688
ACH-000911,-0.12807757601926067
ACH-000912,-0.05586906023901418
ACH-000913,-0.3723370743022529
ACH-000915,-0.038330776088850806
ACH-000916,-0.4172428828199085
ACH-000917,-0.10214512370656548
ACH-000920,-0.08044664243733922
ACH-000921,-0.10664820220820967
ACH-000924,-0.13352665390362714
ACH-000926,-0.2122395261952968
ACH-000928,0.18279912633061174
ACH-000929,-0.2360295888634204
ACH-000932,-0.29765842449728896
ACH-000935,-0.1750355235768249
ACH-000936,-0.22037341108164027
ACH-000937,-0.1099837337141975
ACH-000938,-0.19790021620978016
ACH-000939,-0.05684017202628296
ACH-000941,-0.16344902165013342
ACH-000943,-0.21161992366782856
ACH-000946,-0.091714450945215
ACH-000947,-0.2504302321125829
ACH-000948,-0.06700244012798355
ACH-000950,-0.24036642662323798
ACH-000953,-0.31624881965964663
ACH-000954,0.06552180359221584
ACH-000957,-0.1415437210067201
ACH-000958,-0.05170271983884772
ACH-000960,-0.15725916726199024
ACH-000963,-0.038895575419910136
ACH-000968,-0.14891127154498038
ACH-000969,-0.25208667634703463
ACH-000972,-0.3618180417841661
ACH-000973,-0.23459633099057506
ACH-000974,-0.29197745827146515
ACH-000978,0.03326440521283281
ACH-000984,-0.057630468394810085
ACH-000986,-0.2406765910939167
ACH-000988,-0.1816451086179364
ACH-000993,0.005472588472293546
ACH-000994,-0.14571062122392722
ACH-000996,-0.0971972626244612
ACH-001001,-0.2376701221288089
ACH-001020,-0.10240572964332474
ACH-001028,-0.19705696136426887
ACH-001031,-0.2276136565828961
ACH-001038,-0.09969707917350346
ACH-001048,-0.255078874638225
ACH-001050,-0.1705630710690366
ACH-001053,-0.1799607031974722
ACH-001054,-0.18570469096346134
ACH-001061,-0.11444745054947475
ACH-001067,-0.09395803125336252
ACH-001075,-0.2494309555923548
ACH-001096,-0.007130760638453628
ACH-001111,-0.3245255326066914
ACH-001119,-0.23475693573531464
ACH-001128,-0.0223795712955186
ACH-001134,-0.2885808875861182
ACH-001151,-0.18459220734618945
ACH-001163,-0.14409102425986042
ACH-001164,-0.20225202751469806
ACH-001183,-0.24303750024645
ACH-001192,-0.14471729242360062
ACH-001193,-0.2665469204147069
ACH-001196,0.030130626766580283
ACH-001197,-0.10518936098774126
ACH-001205,-0.2614301530995595
ACH-001211,-0.3576145764838653
ACH-001212,-0.3394694254570696
ACH-001228,0.040438621529978964
ACH-001232,-0.06275669692564269
ACH-001239,-0.1051799867843805
ACH-001270,0.06362486040642176
ACH-001274,-0.1448411654351544
ACH-001275,-0.2480237789921097
ACH-001277,0.04202894219651323
ACH-001278,-0.16621355787205566
ACH-001280,-0.06405059552398977
ACH-001283,-0.1589818664766704
ACH-001289,-0.2513561048758312
ACH-001300,-0.21119992611015784
ACH-001301,-0.05548338571425358
ACH-001302,-0.20460418068986624
ACH-001306,-0.30834541955400124
ACH-001318,-0.16286635879708414
ACH-001322,-0.3000692706812352
ACH-001328,-0.30505486038195434
ACH-001332,-0.08016501428435192
ACH-001336,0.04963329955372111
ACH-001346,-0.0950374612810222
ACH-001353,-0.28972488810574365
ACH-001354,-0.3367014029971728
ACH-001367,0.10149036931968244
ACH-001368,-0.1125851013230723
ACH-001374,-0.028227762381666993
ACH-001377,-0.07997456015954416
ACH-001380,-0.2625878119129722
ACH-001391,0.03747052369160418
ACH-001408,-0.017232674606298463
ACH-001430,-0.3334847177297737
ACH-001431,-0.17151261208069193
ACH-001450,-0.12551464511048135
ACH-001496,-0.11369048702323913
ACH-001500,-0.17199332593252833
ACH-001523,0.011395859865292091
ACH-001532,0.009839174309220891
ACH-001550,-0.24252597585993355
ACH-001552,-0.4259570540268557
ACH-001554,-0.2411015885910231
ACH-001654,-0.2523420368885255
ACH-001735,-0.27714538382572484
ACH-001736,-0.05884616977304196
ACH-001737,-0.2657092058283199
ACH-001740,-0.2491186656697824
ACH-001745,-0.1523839656037871
ACH-001765,-0.30663493116676394
