,DDIT4 (54541)
ACH-000004,-0.15983818324561205
ACH-000005,-0.16463629340458644
ACH-000007,-0.31935237874068845
ACH-000009,-0.1003338953696912
ACH-000011,-0.20316030751405992
ACH-000012,-0.27062076494325604
ACH-000013,0.13430697989938034
ACH-000014,0.10882327312976382
ACH-000015,0.09589291367401118
ACH-000017,0.3192463222986564
ACH-000018,0.007970783291743269
ACH-000019,0.03026840253098243
ACH-000021,-0.0730245803824188
ACH-000022,-0.14902448566533122
ACH-000025,-0.20298181478699576
ACH-000028,-0.1239991393048778
ACH-000030,-0.2313375438388274
ACH-000035,-0.10247195653922417
ACH-000036,0.2009896369543
ACH-000037,-0.09403783287180648
ACH-000039,-0.1037555172389021
ACH-000040,-0.1609894504620769
ACH-000041,0.11858617169591099
ACH-000042,-0.15743356839289813
ACH-000045,-0.2355924638428929
ACH-000047,-0.04084849097618772
ACH-000052,0.12225252839514372
ACH-000053,0.19171889457228572
ACH-000054,-0.06258932960920105
ACH-000055,-0.1232477608015048
ACH-000060,-0.21631598146287626
ACH-000067,-0.17385808777827758
ACH-000070,0.15348388926603218
ACH-000075,-0.13607203490632264
ACH-000078,0.07752892393430827
ACH-000082,0.0005169908606064639
ACH-000085,-0.4804860442429861
ACH-000086,-0.03355747592181224
ACH-000087,0.00780242640724423
ACH-000092,-0.0315595506619818
ACH-000095,0.4139570219992023
ACH-000097,-0.02791640746832509
ACH-000098,-0.06761823993774373
ACH-000099,0.09285231553917872
ACH-000108,-0.06522161137121384
ACH-000113,-0.03498703328574093
ACH-000116,-0.08106395621431975
ACH-000118,-0.23209491425053325
ACH-000120,-0.018149637669176003
ACH-000123,0.12538714337128462
ACH-000127,-0.06514987758879275
ACH-000128,-0.08383280784539739
ACH-000132,-0.08120624769805011
ACH-000133,-0.146871688702913
ACH-000137,0.025467581224249004
ACH-000138,0.012505335753310216
ACH-000142,-0.07949619087651462
ACH-000143,-0.07300278978323636
ACH-000146,-0.01531135304726711
ACH-000148,-0.09657918271881248
ACH-000150,0.037046358102476175
ACH-000152,-0.1162596325851297
ACH-000153,0.026869122369270443
ACH-000159,-0.00408709500328552
ACH-000160,-0.07860289030933837
ACH-000163,0.15040228969546962
ACH-000167,0.16686588735434935
ACH-000168,0.0653015268130475
ACH-000169,-0.08590501494151527
ACH-000178,-0.16099996783486528
ACH-000183,-0.2283177363405979
ACH-000188,-0.2318963635470397
ACH-000189,0.12199786780816538
ACH-000190,-0.0180019757191661
ACH-000198,0.2548901499153248
ACH-000203,0.0954718490541713
ACH-000204,0.10172095555983228
ACH-000206,-0.0773508878087252
ACH-000207,0.05799573289568021
ACH-000208,-0.2295235179019772
ACH-000210,-0.12448670262451217
ACH-000211,-0.08605333568031515
ACH-000215,0.012543609738537506
ACH-000221,0.038337988350388236
ACH-000222,-0.126636730589808
ACH-000223,-0.33169878302238937
ACH-000226,-0.12401939435395805
ACH-000227,-0.07240945951332982
ACH-000228,0.014480016848938506
ACH-000231,-0.1256288620783745
ACH-000232,0.09121797804341253
ACH-000233,-0.17069683259447355
