,MAPKBP1 (23005)
ACH-000004,-0.07410439852012629
ACH-000005,-0.1676140822514818
ACH-000007,0.11002537148805208
ACH-000009,-0.15596248425982726
ACH-000011,0.061145804892628636
ACH-000012,-0.06258032798717894
ACH-000013,-0.10457234582184664
ACH-000014,-0.10102987903833853
ACH-000015,-0.06472103847220774
ACH-000017,-0.22067602599938704
ACH-000018,-0.07914899311079555
ACH-000019,0.15196977223113292
ACH-000021,0.05720402968486207
ACH-000022,0.008686462915058195
ACH-000025,-0.12844112695953408
ACH-000028,0.1816948529872624
ACH-000030,-0.048940648173294514
ACH-000035,-0.2479019449695873
ACH-000036,0.0743983426956331
ACH-000037,-0.0172056455437086
ACH-000039,0.28128952954473063
ACH-000040,0.04141165947436698
ACH-000041,-0.06446921219516043
ACH-000042,0.028863483024663388
ACH-000045,-0.04079964516580613
ACH-000047,0.07110937249438537
ACH-000052,-0.14365221227706215
ACH-000053,0.03612015385241392
ACH-000054,0.0740089320775737
ACH-000055,-0.12898173392711054
ACH-000060,0.05436293725150036
ACH-000067,-0.07192533548950655
ACH-000070,-0.14088873595931548
ACH-000075,0.2106144529392882
ACH-000078,0.15032421716122826
ACH-000082,-0.06822692828771047
ACH-000085,0.06488028518596038
ACH-000086,0.07122549733565957
ACH-000087,0.2832563956057427
ACH-000092,-0.023702668952874636
ACH-000095,-0.006922598688342987
ACH-000097,0.011193513347511251
ACH-000098,0.046778999793758116
ACH-000099,0.08702879419583709
ACH-000108,-0.118334772955444
ACH-000113,0.06681279723626286
ACH-000116,-0.0716368709440762
ACH-000118,0.06412601801182928
ACH-000120,0.0128284230564135
ACH-000123,-0.03219807733469364
ACH-000127,-0.027940037355320142
ACH-000128,-0.04800290331685279
ACH-000132,-0.10777266856667664
ACH-000133,0.0238220296108874
ACH-000137,0.04824127034364235
ACH-000138,-0.10525588038439433
ACH-000142,-0.041990802059323394
ACH-000143,0.06828508980788467
ACH-000146,-0.023577726953523632
ACH-000148,0.06251478553130564
ACH-000150,-0.2666409752727141
ACH-000152,-0.05148114283293037
ACH-000153,-0.09768146080939116
ACH-000159,0.06394116511976748
ACH-000160,0.001631583094146776
ACH-000163,0.15897739034349606
ACH-000167,-0.10942972324745777
ACH-000168,-0.19365813223715111
ACH-000169,-0.1846561491335776
ACH-000178,-0.1555202146726568
ACH-000183,-0.06999200863643988
ACH-000188,-0.15477780483356207
ACH-000189,-0.16444682847231626
ACH-000190,-0.09923404165766668
ACH-000198,0.07921436849341143
ACH-000203,-0.12231938725279125
ACH-000204,-0.15373095842676718
ACH-000206,-0.0797307048840683
ACH-000207,0.1748849601773496
ACH-000208,0.04453898656080965
ACH-000210,-0.17145504174472154
ACH-000211,0.012505468661152284
ACH-000215,-0.04833571757926978
ACH-000221,0.16031425927988907
ACH-000222,-0.093199942163033
ACH-000223,-0.006525534015821261
ACH-000226,0.015850038896652482
ACH-000227,0.0256756106591725
ACH-000228,-0.13292578197394522
ACH-000231,-0.020855677576635447
ACH-000232,0.04557240607551807
ACH-000233,-0.0771090922524232
ACH-000234,-0.06346127360530555
ACH-000235,-0.051617604649897036
ACH-000237,0.09440046585087172
ACH-000238,0.15184091790536566
ACH-000242,-0.1435674172884711
ACH-000243,-0.1364120217657739
ACH-000244,0.06105419795555129
ACH-000246,0.012491142610084858
ACH-000248,-0.11928788782063865
ACH-000250,-0.04772281755738569
ACH-000251,0.1159546182489378
ACH-000252,0.07504605470709108
ACH-000253,0.10590587790775594
ACH-000255,-0.15463093445703174
ACH-000256,0.07286268099418541
ACH-000257,-0.17333000119948064
ACH-000258,-0.09281793771959436
ACH-000259,-0.011914996831023398
ACH-000260,-0.0378458678336912
ACH-000261,0.052218279153414274
ACH-000262,0.029004499977856618
ACH-000263,-0.027775891645475767
ACH-000264,0.0412860894507128
ACH-000265,-0.06163612593658618
ACH-000266,-0.08663971665319392
ACH-000272,-0.042545275929975375
ACH-000274,0.00850070953855497
ACH-000277,0.06881583961277431
