,MC5R (4161)
ACH-000004,-0.0628268094013808
ACH-000005,-0.5193354855600478
ACH-000007,0.12087775037113414
ACH-000009,-0.15989482836844074
ACH-000011,-0.01178593099846996
ACH-000012,-0.08295071000603756
ACH-000013,0.0416205928447172
ACH-000014,-0.12492800565496337
ACH-000015,-0.08185546649415887
ACH-000017,0.023353741057947314
ACH-000018,-0.013700789172393346
ACH-000019,0.08944808133115684
ACH-000021,0.0025797983820357805
ACH-000022,0.01898485295340857
ACH-000025,-0.05746908242834099
ACH-000028,0.10389706321876134
ACH-000030,0.01384397017707584
ACH-000035,-0.048398541112068
ACH-000036,-0.2325340702996635
ACH-000037,-0.031987755734557456
ACH-000039,-0.2390860830571691
ACH-000040,-0.006143321464182281
ACH-000041,-0.2729741946281202
ACH-000042,-0.0744532444068253
ACH-000045,0.14649633255389866
ACH-000047,0.0851600377295259
ACH-000052,-0.2476541954062601
ACH-000053,-0.15045585234197384
ACH-000054,-0.08703603191690239
ACH-000055,-0.007891736588087853
ACH-000060,0.09193494670700156
ACH-000067,0.03345860796044048
ACH-000070,-0.14390061647377986
ACH-000075,-0.03357548904095308
ACH-000078,-0.21535635861786392
ACH-000082,-0.00617729562853136
ACH-000085,-0.3531305492391015
ACH-000086,-0.018242354414552603
ACH-000087,-0.02599930183451177
ACH-000092,-0.013144879073055274
ACH-000095,-0.19766882328574165
ACH-000097,0.01183524985678062
ACH-000098,-0.031310896575455084
ACH-000099,-0.254270469696303
ACH-000108,-0.20652331857783368
ACH-000113,-0.2288648625733995
ACH-000116,-0.0972439608407278
ACH-000118,0.009856457623546769
ACH-000120,0.18628511471011905
ACH-000123,-0.14106933225847024
ACH-000127,0.005309103483033682
ACH-000128,-0.2671515819462469
ACH-000132,0.10483466632646864
ACH-000133,-0.1316497815129394
ACH-000137,-0.07378758717925428
ACH-000138,-0.13740349574007554
ACH-000142,-0.10551217970238276
ACH-000143,-0.10279465971714637
ACH-000146,-0.02657894183190977
ACH-000148,0.10968922215403057
ACH-000150,-0.1533930883222663
ACH-000152,-0.16450166387110698
