,ISCA2 (122961)
ACH-000004,-0.8155222940625277
ACH-000005,-0.536271464599538
ACH-000007,-0.8010216373695209
ACH-000009,-0.7052963198304054
ACH-000011,-0.43360195519891054
ACH-000012,-0.789202233399674
ACH-000013,-0.8761554816735488
ACH-000014,-0.5888978281473864
ACH-000015,-0.5751394936929333
ACH-000017,-0.6618134384491252
ACH-000018,-0.6565359979903364
ACH-000019,-0.7892480071336719
ACH-000021,-0.5130286768169726
ACH-000022,-0.4542431905384886
ACH-000025,-0.6895547527712321
ACH-000028,-0.6635207981560843
ACH-000030,-0.3187260313567703
ACH-000035,-0.762521338732097
ACH-000036,-0.4105458724034152
ACH-000037,-0.595436192855506
ACH-000039,-0.7699706021368696
ACH-000040,-0.36808111710882346
ACH-000041,-0.6733746771508364
ACH-000042,-0.531551242385106
ACH-000045,-0.6665608829646864
ACH-000047,-1.0130837927796768
ACH-000052,-0.2778561228461393
ACH-000053,-0.6792371762888744
ACH-000054,-0.8048070397955871
ACH-000055,-0.5292774363260893
ACH-000060,-0.7679540340887561
ACH-000067,-0.19812956524460568
ACH-000070,-0.3170401025759325
ACH-000075,-0.4631830839026453
ACH-000078,-0.4620882822583395
ACH-000082,-0.5974257298506268
ACH-000085,-0.8302243299038824
ACH-000086,-0.7211773614613409
ACH-000087,-0.8607193505414278
ACH-000092,-0.5674812950508572
ACH-000095,-0.32971656013962136
ACH-000097,-0.4615023503049045
ACH-000098,-0.5030845878897757
ACH-000099,-0.6405623213611744
ACH-000108,-0.6831704069123529
ACH-000113,-0.521059811949521
ACH-000116,-0.6268238007170529
ACH-000118,-0.9088485178181398
ACH-000120,-0.5932521193141326
ACH-000123,-0.4663783745184561
ACH-000127,-0.5161294872613241
ACH-000128,-0.578103029786979
ACH-000132,-0.4556634790023655
ACH-000133,-0.38894897706654497
ACH-000137,-0.6846080631929323
ACH-000138,-0.5967460289410853
ACH-000142,-0.4621012294061485
ACH-000143,-0.6636842888716653
ACH-000146,-0.7617256992756214
ACH-000148,-0.6933897637094046
ACH-000150,-0.6999741615168602
ACH-000152,-0.4990183288697661
ACH-000153,-0.4374242374952185
ACH-000159,-0.6723053016656154
ACH-000160,-0.9069081895511178
ACH-000163,-0.5318435384948548
ACH-000167,-0.9914091900473252
ACH-000168,-0.28278883175718217
ACH-000169,-0.9032611110435572
ACH-000178,-0.6209162431332588
ACH-000183,-0.5488075453137657
ACH-000188,-0.3473856593551666
ACH-000189,-0.5093510547449299
ACH-000190,-0.5534461959051761
ACH-000198,-0.6805742852667769
ACH-000203,-0.042815571933793775
ACH-000204,-0.8323727823796422
ACH-000206,-0.6794751221295667
ACH-000207,-0.7995431189508301
ACH-000208,-0.8325528713527581
ACH-000210,-0.8435996886067108
ACH-000211,-0.6153943783227542
ACH-000215,-0.6849355061810096
ACH-000221,-0.7767800680325299
ACH-000222,-0.670241827248157
ACH-000223,-0.7125595628349447
ACH-000226,-0.6895642860925967
ACH-000227,-0.4775350201974322
ACH-000228,-0.6483124991590021
ACH-000231,-0.4598491713451879
ACH-000232,-0.5990198785463571
ACH-000233,-0.4841340046766492
ACH-000234,-0.4929654232181482
ACH-000235,-0.6772677916861739
ACH-000237,-0.082897733192499
ACH-000238,-0.5582129701324752
ACH-000242,-0.6066563704771505
ACH-000243,-0.6309351624490575
ACH-000244,-0.6093474098035794
ACH-000246,-0.8497512101975846
ACH-000248,-0.6491949396341186
ACH-000250,-0.47228948020541706
ACH-000251,-0.8250117296015926
ACH-000252,-0.7930755891645401
ACH-000253,-0.594040748117841
ACH-000255,-0.6850904698465606
ACH-000256,-0.4869847941583687
ACH-000257,-0.8295314735494346
ACH-000258,-0.5065554396744943
ACH-000259,-1.1498695560779628
ACH-000260,-0.42150225132679603
ACH-000261,-0.6602741085860087
ACH-000262,-0.6691661436556734
ACH-000263,-0.6177031901027373
ACH-000264,-0.5875967898948709
ACH-000265,-0.7121879208311824
ACH-000266,-0.4919166436768902
ACH-000272,-0.4957435797397247
ACH-000274,-0.4819174994100209
ACH-000277,-0.7759667065299124
ACH-000278,-0.31109680110264776
ACH-000279,-0.7004203032993377
ACH-000280,-0.4827106156926215
ACH-000281,-0.6597765079178355
ACH-000288,-0.6009392696904134
ACH-000291,-0.6219666255450119
ACH-000293,-0.7730543052828724
ACH-000294,-0.5946521319638065
ACH-000295,-0.6191025439821639
ACH-000296,-0.2509944755186144
ACH-000302,-0.3773512477413527
ACH-000304,-1.0377939564013876
ACH-000307,-0.46599308810647205
ACH-000308,-0.6968043460333927
ACH-000310,-0.5756500044581553
ACH-000311,-0.6250215492117032
ACH-000312,-0.7907256748192478
ACH-000315,-0.3884202852224108
ACH-000316,-0.68085462435277
ACH-000317,-1.0440454541058068
ACH-000318,-0.3088594588595019
ACH-000319,-0.5069276694257451
ACH-000320,-0.357585851241375
ACH-000322,-0.7367795654976885
ACH-000323,-0.6937031281376699
ACH-000324,-0.3754505940677841
ACH-000329,-0.937809881763766
ACH-000330,-0.5910590906683085
ACH-000331,-0.8301398725124102
ACH-000332,-0.4524576468703728
ACH-000334,-0.5586623422190736
ACH-000335,-0.5757341824693499
ACH-000336,-0.9351189671793508
ACH-000337,-0.49909842749380295
ACH-000338,-0.8791561134229959
ACH-000339,-0.654580516581881
ACH-000341,-0.6106406066027382
ACH-000348,-0.7441800730532473
ACH-000350,-0.7327145314608586
ACH-000352,-0.993923533796282
ACH-000356,-0.7752195099380242
ACH-000361,-0.5938996358484385
ACH-000362,-0.6123562026000128
ACH-000363,-0.6924061612569161
ACH-000364,-0.5804905281823227
ACH-000365,-0.5694969137847753
ACH-000366,-0.4414849560124584
ACH-000368,-0.5524705887160845
ACH-000374,-0.8413429348114547
ACH-000375,-0.5948236359886363
ACH-000376,-1.0082434193614658
ACH-000381,-0.4154541356653514
ACH-000383,-0.5768238827374106
ACH-000387,-0.3516438637180427
ACH-000389,-0.5089903553238846
ACH-000390,-0.7201866603632673
ACH-000393,-0.4150516021492705
ACH-000395,-0.4601395445734758
ACH-000396,-0.8177923569398428
ACH-000397,-0.5416400466165389
ACH-000401,-0.7698002493955345
ACH-000402,-0.5237912650269495
ACH-000403,-0.7379917689902772
ACH-000404,-1.208886946906888
ACH-000406,-1.1166645915235056
