,HOXA6 (3203)
ACH-000004,-0.1541672711611732
ACH-000005,-0.3234898640986041
ACH-000007,-0.12877217473109814
ACH-000009,-0.14888511078850494
ACH-000011,-0.2588770060500843
ACH-000012,-0.03829588525823606
ACH-000013,-0.07422592517080462
ACH-000014,-0.06663678881860012
ACH-000015,0.009704606750058471
ACH-000017,0.024120102550223583
ACH-000018,-0.07109241166161351
ACH-000019,-0.16890701520830834
ACH-000021,-0.1945701455602212
ACH-000022,-0.20593936557446588
ACH-000025,-0.13544346202544907
ACH-000028,-0.0918395224532038
ACH-000030,0.011784241596330671
ACH-000035,-0.047211935481610914
ACH-000036,-0.15547463809138412
ACH-000037,-0.2666596513447226
ACH-000039,-0.19591028852806824
ACH-000040,-0.01293434051066189
ACH-000041,-0.058087391619247274
ACH-000042,-0.2083124578815569
ACH-000045,-0.23060044745346464
ACH-000047,-0.0637174387008436
ACH-000052,-0.38676620358355135
ACH-000053,-0.06266811984117071
ACH-000054,-0.11148922301290448
ACH-000055,-0.02326180810803134
ACH-000060,-0.08679855706413475
ACH-000067,0.04075937727977387
ACH-000070,-0.15168470554394664
ACH-000075,-0.1584763315350267
ACH-000078,0.003328950458435653
ACH-000082,-0.08845066977584191
ACH-000085,-0.12060945249755373
ACH-000086,0.1303767805477815
ACH-000087,-0.4071087519097463
ACH-000092,-0.012614385151621742
ACH-000095,-0.1962227266549577
ACH-000097,-0.09512684280090003
ACH-000098,-0.10720258580324668
ACH-000099,0.05198654541649954
ACH-000108,-0.1554262092509158
ACH-000113,-0.170220981592078
ACH-000116,-0.2720027101035508
ACH-000118,0.03972107936657849
ACH-000120,-0.11473638267140768
ACH-000123,-0.11845945027282588
ACH-000127,-0.12725913303841124
ACH-000128,-0.19416064571192596
ACH-000132,-0.021493569334383084
ACH-000133,0.06462532435583647
ACH-000137,0.07366349498278983
ACH-000138,-0.07595709867925475
ACH-000142,-0.2332656495647908
ACH-000143,-0.1189902287133433
ACH-000146,-0.15421197206851894
ACH-000148,-0.11984384193594208
ACH-000150,-0.17312024179101734
ACH-000152,-0.15648260745276765
ACH-000153,-0.07310173177025138
