,AGAP6 (414189)
ACH-000004,-0.6654931715875284
ACH-000005,-0.6107265474584392
ACH-000007,-0.6346238197114631
ACH-000009,-0.6296459470491182
ACH-000011,-0.6980586093508736
ACH-000012,-0.6853035470265063
ACH-000013,-0.5710592898811226
ACH-000014,-0.5530232869862094
ACH-000015,-0.7108842425454269
ACH-000017,-0.5372791099579214
ACH-000018,-0.6766223875945659
ACH-000019,-0.5667494224145608
ACH-000021,-0.5123609156121895
ACH-000022,-0.4623712358871202
ACH-000025,-0.6543261722496422
ACH-000028,-0.5630709089136325
ACH-000030,-0.6348777059490278
ACH-000035,-0.7500119041189518
ACH-000036,-0.6684556839956396
ACH-000037,-0.4593318740894186
ACH-000039,-0.6390786432326978
ACH-000040,-0.8042065574576046
ACH-000041,-0.6272343513149365
ACH-000042,-0.6805921889524797
ACH-000045,-0.4668413471634195
ACH-000047,-0.517222769783402
ACH-000052,-0.6022922997061565
ACH-000053,-0.720229705750678
ACH-000054,-0.4796492167390378
ACH-000055,-0.5390233447862625
ACH-000060,-0.44494916135604057
ACH-000067,-0.7935382564115073
ACH-000070,-0.5699971269984906
ACH-000075,-0.5667561748666551
ACH-000078,-0.5339834039912139
ACH-000082,-0.5881566922418493
ACH-000085,-0.5457064049928677
ACH-000086,-0.6492401711016386
ACH-000087,-0.6100330797513484
ACH-000092,-0.7039636272740363
ACH-000095,-0.7572850841763814
ACH-000097,-0.5056418887271831
ACH-000098,-0.7705812246417574
ACH-000099,-0.6817878181363534
ACH-000108,-0.581754968079089
ACH-000113,-0.6019553808263641
ACH-000116,-0.5730965529565211
ACH-000118,-0.6808751259426337
ACH-000120,-0.6326306973859978
ACH-000123,-0.552416551294788
ACH-000127,-0.6533221075085504
ACH-000128,-0.6706890354762376
ACH-000132,-0.6866487653881146
ACH-000133,-0.5389092160867307
ACH-000137,-0.7103193844373791
ACH-000138,-0.5644241357335492
ACH-000142,-0.5111191499547149
ACH-000143,-0.4779619602112084
ACH-000146,-0.4290182665122867
ACH-000148,-0.6891627877655006
ACH-000150,-0.6861618830702343
ACH-000152,-0.684309499326254
ACH-000153,-0.5638817387734587
ACH-000159,-0.6945519880862241
ACH-000160,-0.8912930286435526
ACH-000163,-0.5858367067863872
ACH-000167,-1.2784044070932692
ACH-000168,-0.3863093333512252
ACH-000169,-0.6687045677832076
ACH-000178,-0.5581149930224931
ACH-000183,-0.4241953099598511
ACH-000188,-0.6495505150931316
ACH-000189,-0.6712564308720601
ACH-000190,-0.26495165015238004
ACH-000198,-0.707663781473759
ACH-000203,-0.4556990807844327
ACH-000204,-0.5020845548167859
ACH-000206,-0.6659167745223155
ACH-000207,-0.6721286264897717
ACH-000208,-0.4856558632602536
ACH-000210,-0.7518205515415876
ACH-000211,-0.7325662095219521
ACH-000215,-0.5748912697181258
ACH-000221,-0.5876318813299355
ACH-000222,-0.5581791239607992
ACH-000223,-0.628434539157531
ACH-000226,-0.6091080581185152
ACH-000227,-0.6707863389823522
ACH-000228,-0.7664791561029854
ACH-000231,-0.6852352293717061
ACH-000232,-0.7021213371274599
ACH-000233,-0.7330599295952198
ACH-000234,-0.5095830274209862
ACH-000235,-0.6197347364938276
ACH-000237,-0.5794037371634132
ACH-000238,-0.4612986817679315
ACH-000242,-0.6089159897233909
ACH-000243,-0.5753298741373982
ACH-000244,-0.8471264286889778
ACH-000246,-0.5941449616083491
ACH-000248,-0.5062442782155789
ACH-000250,-0.5463655464902115
