,TNFSF18 (8995)
ACH-000004,0.2602174206630242
ACH-000005,0.33020066758082084
ACH-000007,0.18738070152834327
ACH-000009,0.1503918658176506
ACH-000011,0.13297584733962658
ACH-000012,0.2470559919346206
ACH-000013,0.2697839528246348
ACH-000014,0.2690422977435865
ACH-000015,0.2801107162969297
ACH-000017,0.2742171402675646
ACH-000018,0.19460132132820232
ACH-000019,0.17205149659537378
ACH-000021,0.20102915863030707
ACH-000022,0.2587526750499728
ACH-000025,0.2086431731217456
ACH-000028,0.3238265268835581
ACH-000030,0.1911966547400374
ACH-000035,0.2100239967945828
ACH-000036,0.2075340382665577
ACH-000037,0.3604401607296539
ACH-000039,0.2570074132247311
ACH-000040,0.3122725031532939
ACH-000041,0.17650996725682475
ACH-000042,0.2989706799861365
ACH-000045,0.08506828955507569
ACH-000047,0.2893343800282592
ACH-000052,0.2297046912629408
ACH-000053,0.2282670912146434
ACH-000054,0.20956180248297196
ACH-000055,0.12247295036206204
ACH-000060,0.2310068069372547
ACH-000067,0.21038175186642305
ACH-000070,0.2176791298037619
ACH-000075,0.23196712624372
ACH-000078,0.3499055769355787
ACH-000082,0.2155731186637508
ACH-000085,0.21736313187461945
ACH-000086,0.19242556635817795
ACH-000087,0.3355674295542508
ACH-000092,0.09235890182958906
ACH-000095,0.15893105001803454
ACH-000097,0.3398889189447336
ACH-000098,0.16523046005989014
ACH-000099,0.2473433078792935
ACH-000108,0.29172591543890497
ACH-000113,0.2814625827505098
ACH-000116,0.2526440869185248
ACH-000118,0.29445169458564696
ACH-000120,0.15147108558000486
ACH-000123,-0.04168767475594573
ACH-000127,0.20274343689499716
ACH-000128,0.22006048579873047
ACH-000132,0.26770511318058954
ACH-000133,0.12343303213801457
ACH-000137,0.4371969961901818
ACH-000138,0.3296753449285057
ACH-000142,0.2307007362291325
ACH-000143,0.2633846305866601
ACH-000146,0.2250880318802097
ACH-000148,0.20550215668986965
ACH-000150,0.2650811567975725
ACH-000152,0.3265763170507027
ACH-000153,0.15107665885405752
ACH-000159,0.16707168346519785
ACH-000160,0.26100623290001584
ACH-000163,0.32736193555928617
ACH-000167,0.044339274684393616
ACH-000168,0.20275788242419068
ACH-000169,0.23229140617873875
ACH-000178,0.272508671590328
ACH-000183,0.3703992050187569
ACH-000188,0.12211078663179402
ACH-000189,0.2495562065663929
ACH-000190,0.13699764964684885
ACH-000198,0.2126725360613408
ACH-000203,0.5957865294102395
ACH-000204,0.18306624631604926
ACH-000206,0.1693988743103956
ACH-000207,0.260791192730722
ACH-000208,0.2903401718731131
ACH-000210,0.25735884728175396
ACH-000211,0.2298474581561151
ACH-000215,0.2106969890164692
ACH-000221,0.2773171247003352
ACH-000222,0.3182203461379691
