,METRNL (284207)
ACH-000004,-0.047856841547326286
ACH-000005,0.4653183828107084
ACH-000007,-0.2546792149481683
ACH-000009,-0.18377906472449934
ACH-000011,-0.06931633048910399
ACH-000012,-0.07622717442086613
ACH-000013,-0.1569499519986737
ACH-000014,0.08959402828707097
ACH-000015,-0.05547282837306213
ACH-000017,-0.07952548125675493
ACH-000018,-0.0062878512750684104
ACH-000019,-0.29533297386502816
ACH-000021,-0.020801637857656943
ACH-000022,-0.07848055912696895
ACH-000025,0.009212671762693563
ACH-000028,-0.1527113783963169
ACH-000030,-0.12314101311333775
ACH-000035,-0.0244139155672243
ACH-000036,0.04937495719182145
ACH-000037,0.030264134848711717
ACH-000039,-0.1950139557755165
ACH-000040,-0.09351615036278332
ACH-000041,-0.07738184697209398
ACH-000042,-0.17051506501617372
ACH-000045,-0.08451791007254564
ACH-000047,-0.01556425842507735
ACH-000052,-0.06515756898195313
ACH-000053,-0.11641807971958122
ACH-000054,-0.06102736633160725
ACH-000055,0.05037945371877151
ACH-000060,-0.16100762716653225
ACH-000067,0.01790685984755241
ACH-000070,-0.0005634012002425317
ACH-000075,0.08882071649866788
ACH-000078,-0.08676644281131471
ACH-000082,0.0006784963948179173
ACH-000085,-0.199040015647976
ACH-000086,-0.10400642791053592
ACH-000087,0.12051301610448717
ACH-000092,0.19260824007604135
ACH-000095,-0.13023353024941778
ACH-000097,-0.11993030015644
ACH-000098,-0.05267030219955876
ACH-000099,-0.16696577142760913
ACH-000108,-0.08035159677209942
ACH-000113,0.027075175817667683
ACH-000116,-0.0865795240981223
ACH-000118,0.01386407377113469
ACH-000120,-0.08888580433996658
ACH-000123,-0.0654004086983888
ACH-000127,0.018476352733245462
ACH-000128,0.01194176259023179
ACH-000132,0.08860645025025803
ACH-000133,0.008007160925656377
ACH-000137,0.1468932462938988
ACH-000138,-0.13860352528386494
ACH-000142,-0.4106970862693486
ACH-000143,-0.16745539226103764
ACH-000146,0.0637541336545652
ACH-000148,-0.1192512970870093
ACH-000150,0.06494281501685996
ACH-000152,-0.20362466140511
ACH-000153,0.046748013722097664
ACH-000159,-0.08692591485489255
ACH-000160,-0.3026416113178603
ACH-000163,-0.031332304106936174
ACH-000167,0.10027625790716288
ACH-000168,0.05579212606706303
ACH-000169,-0.052628037949023085
ACH-000178,-0.06215247400397405
ACH-000183,0.05970708894456533
ACH-000188,-0.012895482949139177
ACH-000189,-0.014839938818152326
ACH-000190,-0.04659723630524547
ACH-000198,-0.04163542963974293
ACH-000203,-0.2121384148313364
ACH-000204,-0.13705170846104606
ACH-000206,-0.033799743887670895
ACH-000207,-0.053901101314061256
ACH-000208,-0.021399135658864456
ACH-000210,-0.17466230775746522
ACH-000211,-0.12015390968928835
ACH-000215,-0.1542041403541042
ACH-000221,-0.1928415897476934
ACH-000222,-0.13149756573911772
ACH-000223,-0.06745973503465999
ACH-000226,-0.08715543165216802
ACH-000227,-0.04335420669522079
ACH-000228,-0.03155804422040824
ACH-000231,-0.13169104809167542
ACH-000232,-0.03031307130138592
ACH-000233,0.016787436650522708
ACH-000234,-0.14382329939377808
ACH-000235,-0.05705023896147779
ACH-000237,-0.09973760183085204
ACH-000238,-0.031882554038787404
ACH-000242,0.047150099135977716
ACH-000243,-0.04033947550473818
ACH-000244,0.3100324433605541
ACH-000246,-0.1678361724441744
ACH-000248,-0.2827681872566556
ACH-000250,-0.10624746596307724
ACH-000251,0.15662722996962627
ACH-000252,0.07575647232472786
ACH-000253,-0.17202029305750938
