,SIGLEC1 (6614)
ACH-000004,-0.15751393079154802
ACH-000005,0.11053482670205672
ACH-000007,-0.22484884732087207
ACH-000009,-0.09172298335140068
ACH-000011,-0.2252723330117442
ACH-000012,0.014154061100857216
ACH-000013,-0.17218030645130142
ACH-000014,-0.04300530929010011
ACH-000015,-0.12427273300651888
ACH-000017,0.09068681783343444
ACH-000018,-0.09960274463032133
ACH-000019,0.052603929651192885
ACH-000021,-0.026932655196478063
ACH-000022,-0.22314010136908555
ACH-000025,-0.045801383428317764
ACH-000028,-0.04100013659930782
ACH-000030,-0.02337631257433279
ACH-000035,-0.3735176738605435
ACH-000036,-0.164349749957686
ACH-000037,-0.2173007437958148
ACH-000039,-0.06830454620402901
ACH-000040,-0.14781164842842054
ACH-000041,-0.2715568645534418
ACH-000042,-0.2691426114020577
ACH-000045,-0.04877356020348101
ACH-000047,0.13493350925141198
ACH-000052,-0.4517112872899866
ACH-000053,-0.2884937045545353
ACH-000054,-0.14880804880612827
ACH-000055,-0.13795978465602995
ACH-000060,-0.21237497658383225
ACH-000067,-0.13422053285747346
ACH-000070,-0.109409935419973
ACH-000075,-0.025601254071427045
ACH-000078,-0.004692628879934768
ACH-000082,-0.091506473060931
ACH-000085,-0.3825695423268863
ACH-000086,0.03018545875295195
ACH-000087,0.005461477373541935
ACH-000092,-0.2357036933604485
ACH-000095,-0.17892211312630268
ACH-000097,-0.11733789912680173
ACH-000098,-0.08199659789773978
ACH-000099,-0.07680312995947698
ACH-000108,-0.20852646743706624
ACH-000113,-0.1277536477926813
ACH-000116,-0.1535244225875438
ACH-000118,-0.19434243723128436
ACH-000120,0.0002965225068790744
ACH-000123,-0.19898417632577964
ACH-000127,-0.1270904785721843
ACH-000128,-0.2183289010948715
ACH-000132,-0.07956890236072839
ACH-000133,-0.12145809344661555
ACH-000137,-0.30631864010262755
ACH-000138,-0.00589354109492963
ACH-000142,-0.09789900128512263
ACH-000143,-0.042042080401195364
ACH-000146,-0.14483619964258765
ACH-000148,-0.08298505626307924
ACH-000150,-0.27487763322814346
ACH-000152,-0.1013966519421089
ACH-000153,-0.20599885162892528
ACH-000159,-0.06335939900453669
ACH-000160,-0.12675133150171575
ACH-000163,-0.07832715085243662
ACH-000167,0.21133227687883732
ACH-000168,-0.5105225024408023
ACH-000169,-0.136288696364501
ACH-000178,-0.12979082307684228
ACH-000183,-0.06204032596604589
ACH-000188,-0.12280980894185893
ACH-000189,-0.035789330684260816
ACH-000190,-0.28005350009228763
ACH-000198,-0.17757023284238108
ACH-000203,-0.3819966817574921
ACH-000204,-0.008518391123536176
ACH-000206,-0.11262078228281334
ACH-000207,-0.1991549693815165
ACH-000208,-0.12316896291782267
ACH-000210,0.09864782124524693
ACH-000211,-0.1581232019442147
ACH-000215,-0.17122996797089307
ACH-000221,-0.041660670527660745
ACH-000222,-0.0849980738768763
ACH-000223,0.048244454701472296
ACH-000226,-0.08556631973626869
ACH-000227,-0.1672833526898135
ACH-000228,-0.12115106758215012
ACH-000231,-0.21503143672239167
ACH-000232,-0.150625025980843
ACH-000233,-0.10646059087538508
ACH-000234,-0.2596979975407523
ACH-000235,-0.09609691390247407
ACH-000237,-0.12933903897491095
ACH-000238,-0.1488586713213967
ACH-000242,0.1790754629570108
ACH-000243,-0.18020256770669685
ACH-000244,-0.07933023778399402
ACH-000246,-0.16695820171651415
ACH-000248,-0.03796606608460064
ACH-000250,-0.06808610723075711
ACH-000251,-0.1882673698116157
ACH-000252,-0.027344039952149308
ACH-000253,-0.18848405000779656
ACH-000255,0.06449522557877325
ACH-000256,-0.07195017248804937
ACH-000257,-0.18550188303098566
ACH-000258,-0.06570798303875318
ACH-000259,-0.13608173690515624
ACH-000260,-0.12948996339034766
ACH-000261,-0.1587723055017203
ACH-000262,-0.1292213716207795
ACH-000263,-0.13697342572119914
ACH-000264,-0.2282419442266237
ACH-000265,-0.10398326399787967
ACH-000266,-0.2112830004693482
ACH-000272,-0.2515979854870341
ACH-000274,-0.1705150434162385
ACH-000277,-0.182374914282387
ACH-000278,-0.14214064211070168
ACH-000279,-0.030237549106430544
ACH-000280,-0.15861689719570274
ACH-000281,-0.13416323172248829
ACH-000288,-0.10742382464741364
ACH-000291,-0.16991150851530645
ACH-000293,-0.14187439539399074
ACH-000294,-0.1205677498319496
ACH-000295,-0.3404060949668578
ACH-000296,0.23315679116988874
ACH-000302,-0.0476937376552962
ACH-000304,0.05468733007721625
ACH-000307,-0.06744734006753729
ACH-000308,-0.0970618909438174
ACH-000310,-0.2413634522958361
ACH-000311,-0.11519219653509186
ACH-000312,-0.2500745214247312
ACH-000315,-0.3317385628086795
ACH-000316,-0.14935204667947294
ACH-000317,-0.055030567186879015
ACH-000318,-0.32263633994410745
ACH-000319,0.018615041133095304
ACH-000320,-0.11101987568168556
ACH-000322,-0.21898363544739796
ACH-000323,-0.18508553134383304
ACH-000324,-0.18575904921712266
ACH-000329,-0.0015450187671602806
ACH-000330,-0.2921262253479605
ACH-000331,-0.07834796248835164
ACH-000332,-0.15185110394652854
ACH-000334,0.19983476199354144
ACH-000335,-0.013298909314610223
ACH-000336,-0.0262298787641527
ACH-000337,-0.05449767241255561
ACH-000338,0.1056844462766938
ACH-000339,-0.13288220982203838
ACH-000341,-0.14955778718620488
ACH-000348,-0.11509740054648596
ACH-000350,-0.20876399517675032
ACH-000352,-0.2479842873706213
ACH-000356,-0.3638329565837988
ACH-000361,0.13134382463784924
ACH-000362,-0.21674365513865448
ACH-000363,-0.16073352549343853
ACH-000364,0.06371972406302674
ACH-000365,-0.12978223250633375
ACH-000366,0.032471381819342546
ACH-000368,-0.12610866044438335
ACH-000374,-0.04180665865610314
ACH-000375,-0.22504056732777955
ACH-000376,-0.24644150997957784
ACH-000381,-0.2509035822376875
ACH-000383,-0.17997330710893109
ACH-000387,-0.1199000877928622
ACH-000389,-0.2911819732347417
ACH-000390,-0.11708743325670493
ACH-000393,0.026293415000851687
ACH-000395,-0.3471751246095863
ACH-000396,0.19050877411146547
ACH-000397,-0.07700300220051656
ACH-000401,-0.21907924846990176
ACH-000402,0.0602225865397356
ACH-000403,-0.28694549939485764
ACH-000404,0.31015715474824634
ACH-000406,-0.07450216317964524
ACH-000407,-0.05452257019961661
ACH-000408,-0.3318151669885944
ACH-000410,-0.2798890008657015
ACH-000411,-0.07486685511181823
ACH-000414,-0.08657988434815922
ACH-000415,-0.11615554013008735
ACH-000416,-0.07513440663392243
ACH-000420,-0.2892533196626777
ACH-000421,-0.09718886461913764
ACH-000424,-0.03353111304281236
ACH-000425,-0.12807966830181025
ACH-000426,-0.06329235003802956
ACH-000427,0.026724395383415128
ACH-000433,-0.2170011572109881
ACH-000435,0.009937801669041676
ACH-000436,-0.15472186417550074
ACH-000444,-0.12915800283675796
ACH-000445,-0.08906718606576025
ACH-000448,-0.11255614937139448
ACH-000450,-0.16133769423961158
ACH-000452,-0.17291179000851029
ACH-000454,0.1969291857667455
ACH-000458,-0.24860417959596304
ACH-000459,-0.21970056349062345
ACH-000460,-0.13925417428590794
ACH-000461,-0.09817690699775564
ACH-000463,-0.00115008176622477
ACH-000464,-0.1186586424388772
ACH-000466,-0.4241711394656386
ACH-000467,-0.19461456234322197
ACH-000468,-0.2337113579840345
ACH-000469,-0.2089741263000221
ACH-000470,-0.2934710586318764
ACH-000471,-0.2568884877463249
ACH-000472,-0.17888583587588358
ACH-000473,-0.062027101316572936
ACH-000475,-0.19131254252865856
ACH-000476,-0.24078447554556634
ACH-000477,-0.21781750995762775
ACH-000479,-0.2293353595924844
ACH-000480,-0.14219021701247925
ACH-000481,-0.15823989911193825
ACH-000483,-0.3313760850382953
ACH-000484,-0.11764077771815303
ACH-000485,-0.1373602615958732
ACH-000486,-0.25424664205641656
ACH-000487,-0.24553659540183945
ACH-000488,-0.2753893789510453
ACH-000490,-0.04725481198224645
ACH-000491,-0.16868903006764516
ACH-000495,-0.0847464994946245
ACH-000496,-0.10881057220072468
ACH-000499,-0.39999306784618943
ACH-000500,-0.2270815569101536
ACH-000502,0.02118699765465918
ACH-000503,0.1837080531602904
ACH-000505,-0.1103516906826517
ACH-000507,-0.02907097853247924
ACH-000510,-0.08655233372189453
ACH-000511,-0.16211064233805172
ACH-000512,-0.12066773421762865
ACH-000516,-0.12907885661025284
ACH-000517,-0.2309950143095653
ACH-000518,-0.3652660825668744
ACH-000520,-0.03359549657804555
ACH-000521,-0.27628572664728634
ACH-000522,0.007902404083818796
ACH-000524,-0.132600304245141
ACH-000527,-0.1289626057688389
ACH-000528,-0.33670150251524783
ACH-000537,0.03621041983481987
ACH-000541,-0.11647949654006702
ACH-000542,0.017358242448383954
ACH-000544,-0.050450038131135716
ACH-000545,-0.005940234900805908
ACH-000547,-0.5167724339306832
ACH-000548,-0.08283375142651199
ACH-000549,-0.2402216057912573
ACH-000550,-0.2993894115716218
ACH-000552,-0.14296997628755573
ACH-000556,-0.1437137494311204
ACH-000557,-0.3732228543932084
ACH-000569,-0.3452467896096925
ACH-000570,-0.3157384430327068
ACH-000571,-0.1438205003928618
ACH-000573,-0.13916301662917158
ACH-000576,-0.3142113858582009
ACH-000579,-0.029907942070738568
ACH-000580,0.07222112120529534
ACH-000584,-0.07217832925209942
ACH-000585,-0.039904760669612696
ACH-000588,-0.0413533023974859
ACH-000589,-0.2826757859707957
ACH-000591,-0.1363570795343788
ACH-000593,-0.1267138519025013
ACH-000600,-0.14007418826272214
ACH-000601,-0.06463150585255245
ACH-000605,-0.3368029717179347
ACH-000606,0.06295431529808528
ACH-000608,-0.10959039996433052
ACH-000614,-0.09275452006014352
ACH-000616,-0.11419133224571396
ACH-000618,-0.16610329787567346
