,SCP2D1 (140856)
ACH-000004,-0.03695091713889061
ACH-000005,0.12715954902834467
ACH-000007,0.16014890619148986
ACH-000009,0.0630016491408892
ACH-000011,0.04517944913261629
ACH-000012,0.12155102716260482
ACH-000013,0.04147032354957225
ACH-000014,-0.029499342090429558
ACH-000015,0.10896752917874224
ACH-000017,0.09264101774003766
ACH-000018,0.12174154764759472
ACH-000019,0.019633392773679547
ACH-000021,0.15425014349136087
ACH-000022,0.18808134756304376
ACH-000025,0.1430649790880332
ACH-000028,0.03627957598432426
ACH-000030,0.11029586088272016
ACH-000035,0.04729478692152752
ACH-000036,0.218140050216322
ACH-000037,0.008277642075422217
ACH-000039,0.10119140344540928
ACH-000040,0.0029221086074269283
ACH-000041,0.14611646956601626
ACH-000042,0.1208291058901137
ACH-000045,0.14681936015652367
ACH-000047,0.1303010915177443
ACH-000052,0.32165528823844824
ACH-000053,0.06615238879975043
ACH-000054,0.14080323110578422
ACH-000055,0.12455357276909837
ACH-000060,0.12166024298537324
ACH-000067,0.1079032531755556
ACH-000070,0.13416036311395702
ACH-000075,0.09514732788659656
ACH-000078,0.20349876434766206
ACH-000082,0.06766709022091019
ACH-000085,0.2755305584836606
ACH-000086,0.21691746948641932
ACH-000087,0.10965226648692576
ACH-000092,0.060894653010006676
ACH-000095,0.09316350694187006
ACH-000097,0.034623661261353696
ACH-000098,0.08284441329019844
ACH-000099,0.055553823128074005
ACH-000108,0.12144747871322985
ACH-000113,0.030102124331793226
ACH-000116,0.020538516683458158
ACH-000118,0.035932272774747316
ACH-000120,0.1922193569224669
ACH-000123,-0.13421220013132018
ACH-000127,0.07220737692553977
ACH-000128,0.14800662613832627
ACH-000132,0.10050283024792407
ACH-000133,0.12622498100327606
ACH-000137,0.11859056667228512
ACH-000138,0.09530491375048522
ACH-000142,0.2636347964912209
ACH-000143,0.022803135626293124
ACH-000146,0.10715804459899436
ACH-000148,0.00579667547031014
ACH-000150,0.06320030771450495
ACH-000152,0.060111518644141236
ACH-000153,0.1556763574123551
ACH-000159,0.2063956064535828
ACH-000160,-0.010722672515860768
ACH-000163,-0.04262132202096836
ACH-000167,-0.011351267788204559
ACH-000168,0.10391878393516077
ACH-000169,0.23685228003266334
ACH-000178,0.06421566376580518
ACH-000183,0.1817416117855649
ACH-000188,0.17852191408812654
ACH-000189,0.22206266585856585
ACH-000190,-0.016322746832143818
ACH-000198,0.0268195093973068
ACH-000203,-0.18188152916832756
ACH-000204,0.2974670117671286
ACH-000206,0.09072780632543076
ACH-000207,-0.0911367264556035
ACH-000208,0.20177655056631452
ACH-000210,0.0709641857804006
ACH-000211,0.04882948749685729
ACH-000215,0.12207001612224623
ACH-000221,0.21873285348061525
ACH-000222,0.11840650588514412
ACH-000223,0.10927811329431096
ACH-000226,0.09420719639260834
ACH-000227,-0.06146839656493325
ACH-000228,-0.04900685362072421
ACH-000231,0.11677827274627972
ACH-000232,0.07357401349983017
ACH-000233,0.11869743870251205
ACH-000234,0.18507603350365728
ACH-000235,0.10540362126976946
ACH-000237,0.16216532431835745
ACH-000238,0.13638631105768728
ACH-000242,0.15360155501726852
ACH-000243,0.06886330575006967
ACH-000244,0.2587412681863939
ACH-000246,0.06606608043071134
ACH-000248,0.1167046352640908
ACH-000250,0.04642085158695211
ACH-000251,0.06950476600554054
ACH-000252,-0.10246220464988254
ACH-000253,0.11452847993769595
ACH-000255,0.22740900066744404
ACH-000256,0.10287170816087647
ACH-000257,0.08663523172015808
ACH-000258,-0.06753130900972416
ACH-000259,0.14489256238020226
ACH-000260,0.008934609035061209
ACH-000261,0.037514946161833325
ACH-000262,0.15101891995882855
ACH-000263,0.00035769234338617367
ACH-000264,0.09834809310904563
ACH-000265,-0.061092746249244136
ACH-000266,0.16395838835133242
ACH-000272,0.1354935169529615
ACH-000274,0.07310978496259997
ACH-000277,0.057929465476909574
ACH-000278,0.11777261671139562
ACH-000279,0.1360599502862427
ACH-000280,0.17744534300812376
ACH-000281,0.0019644435801856076
ACH-000288,0.13368504615194965
ACH-000291,0.03938994216300405
ACH-000293,0.26402894844795743
ACH-000294,0.06569316526551035
ACH-000295,0.06308036276417553
ACH-000296,0.03770386319135647
ACH-000302,0.10898939603094948
ACH-000304,0.05074768163721801
ACH-000307,0.07515182706668816
ACH-000308,0.06046773061299411
ACH-000310,0.011864516796516508
ACH-000311,0.23416289015396186
ACH-000312,0.1003115846444522
ACH-000315,-0.013964657928674956
ACH-000316,0.17846568496645976
ACH-000317,-0.0027223495176279013
ACH-000318,0.09724462359734504
ACH-000319,0.2355401626898953
ACH-000320,0.11917967101916604
ACH-000322,0.37304315547809
ACH-000323,0.2955660357877146
ACH-000324,0.018108668691348296
ACH-000329,0.1009104893067241
ACH-000330,0.2999365343621815
ACH-000331,0.0872796051403559
ACH-000332,0.08849281594771441
ACH-000334,0.20767305727139526
ACH-000335,-0.05608121536908847
ACH-000336,0.2585476086974962
ACH-000337,0.13517234452936214
ACH-000338,-0.07362665362507573
ACH-000339,-0.0073783312880468235
ACH-000341,0.18360032871106866
ACH-000348,0.055576796753469535
ACH-000350,0.08614744238811907
ACH-000352,-0.016385109938079533
ACH-000356,0.33591992583505964
ACH-000361,0.00794781437260201
ACH-000362,0.15754069718371838
ACH-000363,0.02859771742619805
ACH-000364,0.09322623936791173
ACH-000365,0.028009834467573783
ACH-000366,0.23727216559470676
ACH-000368,0.1404857515085703
ACH-000374,0.14205278424548234
ACH-000375,0.06153359332826529
ACH-000376,0.055640747882486775
ACH-000381,0.1105247270424758
ACH-000383,0.15517537301407694
ACH-000387,0.0328163611713355
ACH-000389,0.06844903082869973
ACH-000390,0.11236387615743867
ACH-000393,0.15893118365068418
ACH-000395,0.16995898826749758
ACH-000396,0.17996706922841066
ACH-000397,0.13531887358540892
ACH-000401,0.19640642293875385
ACH-000402,-0.0886225386394097
ACH-000403,0.0706089230617356
ACH-000404,-0.06935428383980186
ACH-000406,0.03127959914084232
ACH-000407,0.2744227059917921
ACH-000408,-0.0565468058461717
ACH-000410,0.035286644794165004
ACH-000411,0.05461356600332429
ACH-000414,0.06714432790722047
ACH-000415,0.026426802650619648
ACH-000416,0.16273029540265685
ACH-000420,-0.002535829099513585
ACH-000421,-0.054491872110612995
ACH-000424,-0.01935338269237937
ACH-000425,0.16575151223271115
ACH-000426,-0.08313215901388311
ACH-000427,0.12772468488443656
ACH-000433,0.10117631780717994
ACH-000435,-0.16116224866532866
ACH-000436,0.19867102253014304
ACH-000444,0.1297147116639385
ACH-000445,0.2515810362342926
ACH-000448,0.16217987434779865
ACH-000450,0.12984520124602866
ACH-000452,0.08833938273141244
ACH-000454,0.11258203792907884
ACH-000458,0.18031810816412994
ACH-000459,-0.005382432278444783
ACH-000460,0.08290723216398689
ACH-000461,0.08671768087445415
ACH-000463,0.18878912486441726
ACH-000464,0.16046901820646806
ACH-000466,0.19958178328656925
ACH-000467,0.14458235880184592
ACH-000468,0.21566229361745964
ACH-000469,0.1562909131600588
ACH-000470,0.06880694262850909
ACH-000471,0.1405754271750852
ACH-000472,0.03251050413072639
ACH-000473,0.11910882262221445
ACH-000475,0.07085530243414337
ACH-000476,0.13851121971415178
ACH-000477,0.10423355674982424
ACH-000479,0.4356599425002496
ACH-000480,0.0457786236415661
ACH-000481,0.15193111177579244
ACH-000483,0.1455144022347299
ACH-000484,-0.02045429563700276
ACH-000485,0.1924249123933082
ACH-000486,-0.03928905810433648
ACH-000487,0.02885223643740537
ACH-000488,0.06304857046954533
ACH-000490,0.008644504121783124
ACH-000491,-0.045111768532254286
ACH-000495,0.17787042389838206
ACH-000496,0.08918707964051678
ACH-000499,0.06500200537266253
ACH-000500,-0.0489358000358079
ACH-000502,0.07738826005332768
ACH-000503,-0.11627635964045895
ACH-000505,0.06368813697047869
ACH-000507,0.06286823228043105
ACH-000510,0.07931477454610818
ACH-000511,0.06889284715422184
ACH-000512,0.08037091072339217
ACH-000516,0.0145118092470867
ACH-000517,0.010647831845820849
ACH-000518,0.08205808317892505
ACH-000520,0.2128405348068092
ACH-000521,-0.06676883317236981
ACH-000522,0.19305227404110345
ACH-000524,0.03604744262243267
ACH-000527,0.10890994111148927
ACH-000528,-0.0044203479377959995
ACH-000537,0.11312000132193265
ACH-000541,0.19405185701539
ACH-000542,0.09048311313370988
ACH-000544,0.1546961127320781
ACH-000545,0.12161442395389035
ACH-000547,0.06169033705051785
ACH-000548,0.2041177129999484
ACH-000549,0.014029316467258274
ACH-000550,0.03163518207968366
ACH-000552,0.24351106146589585
ACH-000556,0.11331102448470445
ACH-000557,-0.09993489444007686
ACH-000569,0.03519491445924612
ACH-000570,0.01586358003678064
ACH-000571,0.059100911486387166
ACH-000573,0.058659895100114164
ACH-000576,0.012139475772116768
ACH-000579,0.18198250756082046
ACH-000580,0.2092433091713819
ACH-000584,0.09794884339544324
ACH-000585,0.07069962114281901
ACH-000588,0.2708183525422479
ACH-000589,0.1976135602639949
ACH-000591,-0.06436437335093996
ACH-000593,0.06250885951284403
ACH-000600,0.07927134555816777
