,MNT (4335)
ACH-000004,-0.5856164714310951
ACH-000005,0.09340399729116106
ACH-000007,-0.09409358558922763
ACH-000009,0.03566499581780004
ACH-000011,0.3963841629291042
ACH-000012,0.1628868231281644
ACH-000013,0.022929908010313613
ACH-000014,-0.13189731632752033
ACH-000015,-0.1192359583775842
ACH-000017,-0.453954659802299
ACH-000018,0.27234368744432186
ACH-000019,-0.03635524384523668
ACH-000021,-0.04291440284559395
ACH-000022,-0.23012716475227016
ACH-000025,0.30389409419644914
ACH-000028,0.17535346840392022
ACH-000030,-0.044369644024180935
ACH-000035,0.02473729448752161
ACH-000036,0.039233956055303415
ACH-000037,0.15842455512828288
ACH-000039,-0.21915796639777727
ACH-000040,-0.0020473486657025435
ACH-000041,0.16119768597540754
ACH-000042,-0.1450970774941764
ACH-000045,-0.36176100289217183
ACH-000047,-0.3631082076421924
ACH-000052,0.06382750240480126
ACH-000053,-0.266012326010098
ACH-000054,0.2529302371354004
ACH-000055,-0.09779238722037234
ACH-000060,-0.3777137204033258
ACH-000067,0.2370464721618904
ACH-000070,-0.5529097570839041
ACH-000075,-0.010519537527174052
ACH-000078,0.13428848403159566
ACH-000082,0.03236613484821738
ACH-000085,-0.029610918380755663
ACH-000086,0.3083063937580734
ACH-000087,0.13818186036459068
ACH-000092,-0.09293100687520343
ACH-000095,-0.02489720545699899
ACH-000097,-0.17154071843150814
ACH-000098,-0.08071954283974635
ACH-000099,0.10529743848703953
ACH-000108,-0.26438571398325106
ACH-000113,-0.20690701806258188
ACH-000116,-0.059165924121761276
ACH-000118,-0.22236172055493175
ACH-000120,-0.05288263572893348
ACH-000123,-0.05937270854230053
ACH-000127,-0.2777929041199512
ACH-000128,0.1641104577999171
ACH-000132,-0.18510754714068375
ACH-000133,0.03929575472075175
ACH-000137,0.14503806583251713
ACH-000138,0.1382238253382495
ACH-000142,0.03332277081448999
ACH-000143,0.06418759458326245
ACH-000146,0.13641741756833764
ACH-000148,0.3439320517695645
ACH-000150,-0.14162356256385086
ACH-000152,0.1339262112029793
ACH-000153,0.14971187419636833
ACH-000159,0.19610256123000205
ACH-000160,0.14787111253403845
ACH-000163,0.15461966855391562
ACH-000167,0.595148636603348
ACH-000168,-0.07595725551950376
ACH-000169,0.24701069317289034
ACH-000178,0.04971381029422235
ACH-000183,-0.23854593448235795
ACH-000188,-0.14345618218514788
ACH-000189,0.07143729660484742
ACH-000190,0.2532425970538715
ACH-000198,-0.4760599091956502
ACH-000203,0.19355399070441867
ACH-000204,0.2149246008249817
ACH-000206,-0.3010380736467647
ACH-000207,-0.3809028615730898
ACH-000208,0.29151788425579445
ACH-000210,0.07757446823846832
ACH-000211,0.08906323831594412
ACH-000215,0.16698742203902178
ACH-000221,-0.13278022132769993
ACH-000222,0.247706417746335
ACH-000223,-0.13678383785442974
ACH-000226,-0.18734496849333054
ACH-000227,-0.12135371080554053
ACH-000228,0.06301628856326037
ACH-000231,-0.07947822326419451
ACH-000232,0.05386936291135976
ACH-000233,-0.16524934082587694
ACH-000234,-0.11030165917411036
ACH-000235,0.023601897555852208
ACH-000237,0.28025164982433765
ACH-000238,-0.2431968853500437
ACH-000242,0.17518168907850035
ACH-000243,0.04048785470048216
ACH-000244,-0.015552078504417716
ACH-000246,-0.07796327666531723
ACH-000248,-0.3084929354552964
ACH-000250,-0.1263669997167908
ACH-000251,0.3519659133706293
ACH-000252,-0.2260744109450733
